answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,86.0,0.7,neutral,"RT @energiestiftung: Die #ElCom plädiert - wie die SES - für eine Erhöhung der Ausbauziele für erneuerbare Energien bis 2035, um die Winter…",elcom plädieren ses erhöhung ausbauziele erneuerbare energien winter,,,,,,,,,,,,,"{'Die': 0.08, 'ElCom': 0.24, 'plädiert': 0, 'wie': 0, 'die': 0.08, 'SES': 0, 'für': 0.32, 'eine': 0, 'Erhöhung': 0, 'der': 0.08, 'Ausbauziele': 0.67, 'erneuerbare': 0.91, 'Energien': 0.36, 'bis': 0, 'um': 0, 'Winter': 0.12, '…': 0}",positive,"[0.120392546, 0.04007105, 0.8395365]",,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @vse_aes: 100% erneuerbare Energie in der Schweiz? Unter den heutigen Rahmenbedingungen nähern wir uns diesem Ziel noch nicht genügend s…,erneuerbare energie schweiz heutig rahmenbedingungen nähern ziel genügen s,,,,,,,,,,,,,"{'erneuerbare': 0.94, 'Energie': 0.22, 'in': 0.43, 'der': 0, 'Schweiz': 0.48, 'Unter': 0, 'den': 0, 'heutigen': 0.34, 'Rahmenbedingungen': 0, 'nähern': 0, 'wir': 0, 'uns': 0, 'diesem': 0.14, 'Ziel': 0, 'noch': 0, 'nicht': 0.13, 'genügend': 0.07, 's': 0.2, '…': 0}",positive,"[0.018485365, 0.0041658278, 0.9773488]",,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @FabianMolinaNR: Was für ein schönes Signal zum #tagdermenschenrechte! Kein Kriegsmaterial an die Jemen-Allianz. Danke, @seilergraf, für…",schön signal tagdermenschenrechte kriegsmaterial jemen allianz danke,,,,,,,,,,,,,,,,"{'Was': 0, 'für': 0.08, 'ein': 0, 'schönes': 0, 'Signal': 0.12, 'zum': 0.36, 'tagdermenschenrechte': 0, 'Kein': 1.0, 'Kriegsmaterial': 0.38, 'an': 0, 'die': 0.08, 'Jemen-Allianz': 0.085, 'Danke': 0, '…': 0}",neutral,"[0.5199737, 0.44447458, 0.035551697]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @FabianMolinaNR: Für die Aufnahme von Beitrittsverhandlungen mit der Europäischen Union.🇪🇺 Meine Motion im @ParlCH: https://t.co/qoImM8q…,aufnahme beitrittsverhandlungen europäisch union motion,,,,,,,,,,,,,,,,,,,"{'Für': 1.0, 'die': 0.04, 'Aufnahme': 0, 'von': 0, 'Beitrittsverhandlungen': 0.37, 'mit': 0.11, 'der': 0.04, 'Europäischen': 0.06, 'Union': 0.08, '🇪': 0, '🇺': 0, 'Meine': 0, 'Motion': 0, 'im': 0}",neutral,"[0.9048731, 0.029013917, 0.06611293]",,,,neutral
100.0,100.0,100.0,0.85,neutral,"In allen Szenarien muss eine hohe Sicherheit gegen Lohndumping erreicht werden. Im neuen EU Recht (rev. Entsende-RL) ist das möglich.
Was die arrangements eine EU Beitritt : Es gibt EU-MTG dauerhaft ohne Schengen oder ohne Euro. + Länge Fristen. Calmy hat recht: EU da flexibler.",szenarien hoch sicherheit lohndumping erreichen neu eu recht rev entsenden rl möglich arrangements eu beitreten geben eu mtg dauerhaft schengen euro länge fristen calmy recht eu flexibel,,,,,,,,,,,,,,,,,,,"{'In': 0.11, 'allen': 0, 'Szenarien': 0.05, 'muss': 0, 'eine': 0, 'hohe': 0, 'Sicherheit': 0, 'gegen': 0.04, 'Lohndumping': 0.035, 'erreicht': 0.06, 'werden': 0, 'Im': 0, 'neuen': 0.07, 'EU': 0, 'Recht': 0.07, 'rev': 0.04, 'Entsende-RL': 0.08499999999999999, 'ist': 0.08, 'das': 0, 'möglich': 0.27, 'Was': 0, 'die': 0.03, 'arrangements': 0.36, 'Beitritt': 0.1, 'Es': 0.08, 'gibt': 0, 'EU-MTG': 0, 'dauerhaft': 0, 'ohne': 0.03, 'Schengen': 0.05, 'oder': 0.03, 'Euro': 0.02, 'Länge': 0, 'Fristen': 0.1, 'Calmy': 0.12, 'hat': 0, 'recht': 0.07, 'da': 0, 'flexibler': 0.145}",neutral,"[0.4739121, 0.41897395, 0.10711394]",,,,positive
50.0,75.0,57.0,0.0,neutral,"@tgafafer @NZZ Falls der Insta scheitert, gehören alle Optionen auf dem Tisch. Auch der EU-Beitritt. 
Keine Denkverbote.",falls insta scheitern gehören all optionen tisch eu beitreten denkverbote,,,,,,,,,,,,,,,,,,,"{'Falls': 0, 'der': 0.07, 'Insta': 0.05, 'scheitert': 0.06, 'gehören': 0.08, 'alle': 0, 'Optionen': 0.1, 'auf': 0.02, 'dem': 0.07, 'Tisch': 0.03, 'Auch': 0.22, 'EU-Beitritt': 0.12, 'Keine': 0, 'Denkverbote': 0.41}",positive,"[0.0078807855, 0.003936012, 0.9881832]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"Bezeichnend: die @nzz listet Optionen nach dem allfälligen Scheitern des Insta auf und vergisst den EU-Vollbeitritt. Was für Scheuklappen.
Denn : dort am Tisch sein, wo über das eigene Sckicksal entschieden wird, ist doch der Kerngehalt der Demokratie.
#genugmitscheukappen https://t.co/lhihiXERWY",bezeichnen listen optionen allfälligen scheitern insta vergisst eu vollbeitritt scheuklappen tisch eigene sckicksal entscheiden kerngehalt demokratie genugmitscheukappen,,,,,,,,,,,,,,,,,,,"{'Bezeichnend': 0.07, 'die': 0.04, 'listet': 0, 'Optionen': 0.03, 'nach': 0.03, 'dem': 0.04, 'allfälligen': 0, 'Scheitern': 0, 'des': 0, 'Insta': 0.02, 'auf': 0, 'und': 0.03, 'vergisst': 0.04, 'den': 0.04, 'EU-Vollbeitritt': 0.025, 'Was': 0, 'für': 0, 'Scheuklappen': 0.07, 'Denn': 0, 'dort': 0, 'am': 0, 'Tisch': 0.01, 'sein': 0.03, 'wo': 0.04, 'über': 0, 'das': 0, 'eigene': 0.02, 'Sckicksal': 0, 'entschieden': 0.06, 'wird': 0, 'ist': 0.04, 'doch': 0, 'der': 0.04, 'Kerngehalt': 0.055, 'Demokratie': 0.07, 'genugmitscheukappen': 1.0}",negative,"[0.05402062, 0.7958667, 0.15011264]",,,,neutral
100.0,100.0,100.0,1.0,negative,"Guter Leitartikel @StefanSchmid78. 
Ich würde hinzufügen: 
1) Bilaterale Andockung = Anpassung. Geht nicht anders.
2) Rahmenabko. = Formalisierung und =lange Spiesse
2) Souvränität heisst ""gestalten"". Die Schweiz kann diese nur mit EU-Vollbeitritt wiedererobern.
#elefant_im_Raum https://t.co/6yi0eGkTiN",gut leitartikel hinzufügen bilateral andockung anpassung gehen rahmenabko formalisierung lang spiesse souvränität heisst gestalten schweiz eu vollbeitritt wiedererobern elefant_im_raum,,,,,,,,,,,,,,,,,,,"{'Guter': 0, 'Leitartikel': 0.13, 'Ich': 0.03, 'würde': 0.04, 'hinzufügen': 0.05, 'Bilaterale': 0.1, 'Andockung': 0.18, 'Anpassung': 0.09, 'Geht': 0, 'nicht': 0, 'anders': 0, 'Rahmenabko': 0.18, 'Formalisierung': 0.14, 'und': 0.05, 'lange': 0.05, 'Spiesse': 0.15, 'Souvränität': 0.05, 'heisst': 0.03, 'gestalten': 0, 'Die': 0.22, 'Schweiz': 0.2, 'kann': 0.06, 'diese': 0.1, 'nur': 0.06, 'mit': 0.16, 'EU-Vollbeitritt': 0.285, 'wiedererobern': 0.11, 'elefant_im_Raum': 0}",neutral,"[0.595449, 0.16324084, 0.24131013]",,,,positive
0.0,0.0,0.0,-1.0,neutral,"In diesem Magazin aus Camerun lese ich Infos über die Umsetzung des Pariser Klimaabkommen in diversen Afrikanischen Ländern: Moorschutz, Solar, Landwirtschaftlich, Abfälle.
Wenn ich daran denke, dass die reiche Schweiz das CO2 Gesetz ablehnen könnte, schäme ich mich. @JaCO2Gesetz https://t.co/xIekcmUUwL",magazin camerun lesen infos umsetzung pariser klimaabkommen divers afrikanisch ländern moorschutz solar landwirtschaftlich abfälle daran denken reichen schweiz co2 gesetz ablehnen schämen,,,,,,,,,,,,,,,,,,,,,,"{'In': 0.06, 'diesem': 0.02, 'Magazin': 0, 'aus': 0, 'Camerun': 0, 'lese': 0.08, 'ich': 0.06, 'Infos': 0, 'über': 0, 'die': 0.07, 'Umsetzung': 0.08, 'des': 0.04, 'Pariser': 0, 'Klimaabkommen': 0.115, 'in': 0.06, 'diversen': 0, 'Afrikanischen': 0.1, 'Ländern': 0.11, 'Moorschutz': 0.24, 'Solar': 0.33, 'Landwirtschaftlich': 0.87, 'Abfälle': 1.0, 'Wenn': 0.15, 'daran': 0, 'denke': 0.06, 'dass': 0.07, 'reiche': 0.1, 'Schweiz': 0.11, 'das': 0.07, 'CO2': 0.15, 'Gesetz': 0.1, 'ablehnen': 0, 'könnte': 0.1, 'schäme': 0.12, 'mich': 0}",positive,"[0.35204127, 0.049065687, 0.59889305]",negative
50.0,75.0,57.0,0.0,neutral,RT @paganini_nr: Als ehemaliger Olma-Direktor bin ich mit Stadt und Land vertraut. Unsere Landwirtschaft braucht zwei Nein zu den Agrarinit…,ehemalig olma direktor stadt land vertrauen landwirtschaft brauchen zwei nein agrarinit,,,,,,,,,,,,,,,,,,,,,,"{'Als': 0, 'ehemaliger': 0.08, 'Olma-Direktor': 0, 'bin': 0, 'ich': 0.05, 'mit': 0.06, 'Stadt': 0.07, 'und': 0.04, 'Land': 0, 'vertraut': 0, 'Unsere': 0.6, 'Landwirtschaft': 1.0, 'braucht': 1.0, 'zwei': 0.65, 'Nein': 0.88, 'zu': 0.5, 'den': 0.14, 'Agrarinit': 0, '…': 0}",positive,"[0.0037241417, 0.0016818247, 0.99459404]",neutral
100.0,100.0,86.0,0.7,neutral,RT @spschweiz: Sistierung der AP22+ auf Druck der Agrarlobby ist eine verpasste Chance für eine ökologischere/sozialere Landwirtschaft. Bür…,sistierung ap22 druck agrarlobby verpasste chance ökologischere sozial landwirtschaft bür,,,,,,,,,,,,,,,,,,,,,,"{'Sistierung': 0, 'der': 0.07, 'AP22': 0.13, 'auf': 0, 'Druck': 0.06, 'Agrarlobby': 0, 'ist': 0.03, 'eine': 0, 'verpasste': 0.11, 'Chance': 0, 'für': 0.08, 'ökologischere': 0.275, 'sozialere': 0.6, 'Landwirtschaft': 1.0, 'Bür': 0, '…': 0}",positive,"[0.011100876, 0.0036669665, 0.9852321]",positive
50.0,75.0,71.0,0.15,neutral,"Aber die PV-Anlagen sollen die jeweilge Dachfläche voll abdecken. Sonst Flächeverschleiss.
Zudem sollen Landwirtschaftliche Dächer mit geringsten Verbrauch auch genützt werden können.
Volleinspeisende Anlagen für Winterversorgung hilfreich. https://t.co/os9TXropKS",pv anlagen sollen jeweilge dachfläche voll abdecken flächeverschleiss zudem sollen landwirtschaftliche dächer gering verbrauch nützen volleinspeisende anlagen winterversorgung hilfreich,,,,,,,,,,,,,,,,,,,,,,"{'Aber': 0.09, 'die': 0.07, 'PV-Anlagen': 0.065, 'sollen': 0.76, 'jeweilge': 0.05, 'Dachfläche': 0.03, 'voll': 0.18, 'abdecken': 0.06, 'Sonst': 0.07, 'Flächeverschleiss': 0.08499999999999999, 'Zudem': 0.135, 'Landwirtschaftliche': 0.94, 'Dächer': 0.15, 'mit': 0.12, 'geringsten': 0, 'Verbrauch': 0.07, 'auch': 0.37, 'genützt': 0, 'werden': 0, 'können': 0.64, 'Volleinspeisende': 0, 'Anlagen': 0, 'für': 0.1, 'Winterversorgung': 0.035, 'hilfreich': 0.1}",positive,"[0.27056462, 0.08478174, 0.6446536]",neutral
