answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,sentiment_tb
100.0,100.0,100.0,1.0,neutral,"RT @jfstadtbern: Diese Jungfreisinnigen, mit den guten Ideen zu #Gastrosommer, #Sparpaket, #Finanzen, #Digitalisierung und #Gastrowinter ka…",jungfreisinnigen gut ideen gastrosommer sparpaket finanzen digitalisierung gastrowinter ka,,,,,,,,,,,,,,,,,,,"{'Diese': 0, 'Jungfreisinnigen': 0.03, 'mit': 0.02, 'den': 0.02, 'guten': 0.02, 'Ideen': 0.05, 'zu': 0, 'Gastrosommer': 0.13, 'Sparpaket': 0, 'Finanzen': 0, 'Digitalisierung': 0, 'und': 0.1, 'Gastrowinter': 0.17, 'ka': 0.06, '…': 0}",positive,"[0.03461196, 0.02668438, 0.93870366]",,,,positive
50.0,75.0,57.0,0.0,neutral,RT @jfstadtbern: Soeben haben wir folgende #Medienmitteilung publiziert: #Digitalisierung des #Stadtparlaments und zwar jetzt! Es kann doch…,soeben folgend medienmitteilung publizieren digitalisierung stadtparlaments,,,,,,,,,,,,,,,,,,,"{'Soeben': 0.05, 'haben': 0.03, 'wir': 0, 'folgende': 0.12, 'Medienmitteilung': 0.16, 'publiziert': 0.16, 'Digitalisierung': 0, 'des': 0, 'Stadtparlaments': 0.09, 'und': 0.14, 'zwar': 0, 'jetzt': 0.1, 'Es': 0, 'kann': 0.13, 'doch': 0, '…': 0}",positive,"[0.3148652, 0.0098660225, 0.6752688]",,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @jfstadtbern: Jetzt wird sich das wahre Gesicht der Digitalisierungsgegner zeigen.

@uber_schweiz⁩ kommt nach #Bern und hält alle Regeln…",wahr gesicht digitalisierungsgegner zeigen kommen bern halten all regeln,,,,,,,,,,,,,,,,,,,"{'Jetzt': 0.07, 'wird': 0.14, 'sich': 0, 'das': 0, 'wahre': 0.07, 'Gesicht': 0.17, 'der': 0.06, 'Digitalisierungsgegner': 0.665, 'zeigen': 0.23, '\u2069': 0, 'kommt': 0, 'nach': 0, 'Bern': 0, 'und': 0, 'hält': 0, 'alle': 0, 'Regeln': 0, '…': 0}",positive,"[0.035151847, 0.0068063093, 0.9580419]",,,,positive
50.0,75.0,57.0,0.0,neutral,"Digital-affinste #Kandidatin der Schweiz gemäss Rating der @swicoDEU 🙌 Eine konsequente #Digitalisierung für Jung &amp; Alt: damit niemand den #Fortschritt verpasst, dafür setze ich mich ein! #Digital #futurisnow #WahlenCH19 #wahl2019 #Nationalratswahl2019 https://t.co/kCHDFFZGkZ",digital affinste kandidatin schweiz gemäss rating konsequente digitalisierung jung amp alt niemand fortschritt verpasst dafür setzen digital futurisnow wahlench19 wahl2019 nationalratswahl2019,,,,,,,,,,,,,,,,,,,"{'Digital-affinste': 0, 'Kandidatin': 0.07, 'der': 0.03, 'Schweiz': 0.05, 'gemäss': 0.08, 'Rating': 0.17, 'Eine': 0, 'konsequente': 1.0, 'Digitalisierung': 1.0, 'für': 0.14, 'Jung': 0, 'amp': 0.06, 'Alt': 0.03, 'damit': 0.025, 'niemand': 0.04, 'den': 0.03, 'Fortschritt': 0.03, 'verpasst': 0, 'dafür': 0, 'setze': 0, 'ich': 0.01, 'mich': 0, 'ein': 0, 'Digital': 0.02, 'futurisnow': 0.05, 'WahlenCH19': 0, 'wahl2019': 0.03, 'Nationalratswahl2019': 0}",positive,"[0.0023258098, 0.001353064, 0.9963211]",,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @JungfreisinnBE: Es braucht in Zeiten der Digitalisierung und Polarisierung neue Gefässe um Menschen in die politischen Entscheide einzu…,brauchen zeiten digitalisierung polarisierung neue gefässe menschen politisch entscheide einzu,,,,,,,,,,,,,,,,,,,"{'Es': 0, 'braucht': 0, 'in': 0.06, 'Zeiten': 0.36, 'der': 0, 'Digitalisierung': 0, 'und': 1.0, 'Polarisierung': 1.0, 'neue': 0.09, 'Gefässe': 0.07, 'um': 0, 'Menschen': 0.06, 'die': 0, 'politischen': 0.08, 'Entscheide': 0, 'einzu': 0, '…': 0}",neutral,"[0.5498061, 0.08735474, 0.3628391]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @JungfreisinnBE: Freiheit - Nachhaltigkeit - Digitalisierung
 Tag 3/3, heute stellen wir unser drittes und letztes Kernthema vor: die Di…",freiheit nachhaltigkeit digitalisierung tag heute stellen dritt letzt kernthema di,,,,,,,,,,,,,,,,,,,"{'Freiheit': 0.18, 'Nachhaltigkeit': 0.13, 'Digitalisierung': 0, 'Tag': 0, 'heute': 0.11, 'stellen': 0, 'wir': 0, 'unser': 0.08, 'drittes': 0.08, 'und': 0.09, 'letztes': 0, 'Kernthema': 0.52, 'vor': 0, 'die': 0.58, 'Di': 0, '…': 0}",positive,"[0.4407581, 0.011061923, 0.5481799]",,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @JungfreisinnBE: Freiheit - Nachhaltigkeit - Digitalisierung
Tag 2/3, heute stellen wir euch unser Kernthema Freiheit vor!

Frei von Zwa…",freiheit nachhaltigkeit digitalisierung tag heute stellen kernthema freiheit frei zwa,,,,,,,,,,,,,,,,,,,"{'Freiheit': 0.04, 'Nachhaltigkeit': 0.06, 'Digitalisierung': 0, 'Tag': 0, 'heute': 0.19, 'stellen': 0, 'wir': 0, 'euch': 0.09, 'unser': 0.03, 'Kernthema': 0.05, 'vor': 0, 'Frei': 0.05, 'von': 0.04, 'Zwa': 0.03, '…': 0}",positive,"[0.10372141, 0.007972706, 0.88830584]",,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @JungfreisinnBE: Freiheit, Nachhaltigkeit, Digitalisierung!
Dies sind unserer Kernthemen für die #WahlenBE18!
Jeden Tag stellen wir eine…",freiheit nachhaltigkeit digitalisierung kernthemen wahlenbe18 jed tag stellen,,,,,,,,,,,,,,,,,,,"{'Freiheit': 0.35, 'Nachhaltigkeit': 0.29, 'Digitalisierung': 0, 'Dies': 0, 'sind': 0.12, 'unserer': 0.09, 'Kernthemen': 0.17, 'für': 0.19, 'die': 0, 'WahlenBE18': 0, 'Jeden': 0.87, 'Tag': 0, 'stellen': 0, 'wir': 0, 'eine': 0, '…': 0}",positive,"[0.0032784322, 0.0011848499, 0.9955367]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @cwasi: 📲 Chance #Digitalisierung nutzen. ▶️ Fünfte Landessprache ist Programmiersprache, nicht Einsprache. https://t.co/z1s6Nv70Mk #cew…",chance digitalisierung nutzen fünfte landessprache programmiersprache einsprache cew,,,,,,,,,,,,,,,,,,,"{'Chance': 0, 'Digitalisierung': 0, 'nutzen': 0.8, '▶': 0, '️': 0, 'Fünfte': 0, 'Landessprache': 0, 'ist': 0, 'Programmiersprache': 0, 'nicht': 0, 'Einsprache': 0, 'cew': 0, '…': 0}",positive,"[0.20873944, 0.014688007, 0.7765725]",,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @digital_liberal: Auch im #Bundeshaus dreht sich vieles um #Digitalisierung. Weitere Infos folgen bald 🤓 https://t.co/SPqQwDfwdR,bundeshaus drehen digitalisierung weit infos folgen bald,,,,,,,,,,,,,,,,,,,"{'Auch': 0.13, 'im': 0, 'Bundeshaus': 0.28, 'dreht': 0, 'sich': 0, 'vieles': 0.115, 'um': 0.06, 'Digitalisierung': 0, 'Weitere': 0, 'Infos': 0, 'folgen': 0.1, 'bald': 0, '🤓': 0}",positive,"[0.25111905, 0.010155963, 0.738725]",,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @SimuFricker: #Umweltschutz, #Frauenquote, #Kinderkrippen, wehe dem, der sich liberal sieht und dies dann als Staatsaufgabe will  https:…",umweltschutz frauenquote kinderkrippen wehe liberal sehen staatsaufgabe https,,,,,,,,,,,,,,,,,,,,,,"{'Umweltschutz': 0.605, 'Frauenquote': 0.13, 'Kinderkrippen': 0, 'wehe': 0.27, 'dem': 0.18, 'der': 0, 'sich': 0, 'liberal': 0.02, 'sieht': 0, 'und': 0.03, 'dies': 0, 'dann': 0.06, 'als': 0.03, 'Staatsaufgabe': 0.02, 'will': 0, 'https': 0.09, '…': 0}",positive,"[0.032661244, 0.012514804, 0.954824]",positive
