answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3435,absa_sentiment_3435,absa_scores_3435,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3438,absa_sentiment_3438,absa_scores_3438,absa_token_weights_3439,absa_sentiment_3439,absa_scores_3439,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3471,absa_sentiment_3471,absa_scores_3471,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3476,absa_sentiment_3476,absa_scores_3476,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,86.0,0.7,neutral,"RT @cvp_zh: Zwei Wochen #Vaterschaftsurlaub sind nicht das Maximum, aber ein wichtiger Schritt in der #Familienpolitik. Dafür setzt sich un…",zwei wochen vaterschaftsurlaub maximum wichtig schritt familienpolitik dafür setzen un,,,,,,,"{'Zwei': 0.19, 'Wochen': 0.45, 'Vaterschaftsurlaub': 0.76, 'sind': 0.04, 'nicht': 1.0, 'das': 0, 'Maximum': 1.0, 'aber': 1.0, 'ein': 0, 'wichtiger': 0.14, 'Schritt': 0.1, 'in': 0.04, 'der': 0.37, 'Familienpolitik': 0.06, 'Dafür': 0, 'setzt': 0, 'sich': 0, 'un': 0, '…': 0}",neutral,"[0.7303985, 0.22404686, 0.045554705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @CVP_PDC: Dank Einsatz der #CVP ist der 2-wöchige Vaterschaftsurlaub einen Schritt weiter. Er ist eine gewinnbringende Investition in di…,danken einsatz cvp wöchige vaterschaftsurlaub schritt weit gewinnbringende investition di,,,,,,,"{'Dank': 0.13, 'Einsatz': 0, 'der': 1.0, 'CVP': 0.04, 'ist': 0.04, '2-wöchige': 0.13, 'Vaterschaftsurlaub': 0.69, 'einen': 0.04, 'Schritt': 0.08, 'weiter': 0.2, 'Er': 0.04, 'eine': 0.06, 'gewinnbringende': 0.28, 'Investition': 0.09, 'in': 0.02, 'di': 0, '…': 0}",positive,"[0.0027469888, 0.002214283, 0.9950387]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @TheDudeLebovski: Den Bauern schenkt der NR 400 Mio. CHF., aber ein zweiwöchiger #Vaterschaftsurlaub sei zu teuer. #Kopfschütteln https:…",bauern schenken nr mio chf zweiwöchiger vaterschaftsurlaub teuer kopfschütteln https,,,,,,,"{'Den': 0.05, 'Bauern': 0.07, 'schenkt': 0.07, 'der': 0.05, 'NR': 0, 'Mio.': 0, 'CHF': 0.05, 'aber': 0.13, 'ein': 0, 'zweiwöchiger': 0.08, 'Vaterschaftsurlaub': 1.0, 'sei': 0, 'zu': 0, 'teuer': 1.0, 'Kopfschütteln': 0.155, 'https': 0.11, '…': 0}",negative,"[0.003655516, 0.9866751, 0.009669398]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,negative,RT @SchmidFederer: Schwarzer Tag für Besserstellung #Pflegeberufe und Einführung #Vaterschaftsurlaub. @CVP_PDC @CVPFrauen @martin_candinas…,schwarz tag besserstellung pflegeberufe einführung vaterschaftsurlaub,,,,,,,"{'Schwarzer': 0, 'Tag': 0, 'für': 0.06, 'Besserstellung': 0, 'Pflegeberufe': 0.08, 'und': 0.14, 'Einführung': 0.46, 'Vaterschaftsurlaub': 1.0, '…': 0}",positive,"[0.48546982, 0.023236185, 0.49129394]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @papizeit: Save the date! http://t.co/nfbwrfpQBH für #Vaterschaftsurlaub 30.8. Danke für RT. http://t.co/GJQQcqW68t,save the date vaterschaftsurlaub danke,,,,,,,"{'Save': 0.12, 'the': 0.07, 'date': 0.12, 'für': 0.24, 'Vaterschaftsurlaub': 0.66, '30.8.': 0, 'Danke': 0}",positive,"[0.0014887583, 0.0018907221, 0.99662054]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @DieMitte_ZH: Gestern wurde im Kantonsrat über die Einbürgerung diskutiert. Alles über den Standpunkt unserer Fraktion erfahren Sie hier…,gestern kantonsrat einbürgerung diskutieren standpunkt fraktion erfahren,,,,,,,,,,"{'Gestern': 0.08, 'wurde': 0, 'im': 0, 'Kantonsrat': 0.245, 'über': 0, 'die': 0.04, 'Einbürgerung': 0.88, 'diskutiert': 0, 'Alles': 0.11, 'den': 0.04, 'Standpunkt': 0.08, 'unserer': 0.03, 'Fraktion': 0, 'erfahren': 0, 'Sie': 0, 'hier': 0.05, '…': 0}",neutral,"[0.996545, 0.0017434228, 0.0017115568]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.9,neutral,RT @CVP_Zuerich: Ein klares Ja-Votum zur erleichterten Einbürgerung der 3. Generation! Unsere @jcvpZH stellt die Vorlage überzeugend vor. #…,klar ja votum erleichtern einbürgerung generation stellen vorlage überzeugen,,,,,,,,,,"{'Ein': 0.06, 'klares': 0.09, 'Ja-Votum': 0, 'zur': 0.06, 'erleichterten': 0, 'Einbürgerung': 1.0, 'der': 0.06, '3.': 0, 'Generation': 0.13, 'Unsere': 0, 'stellt': 0, 'die': 0.06, 'Vorlage': 0.11, 'überzeugend': 0, 'vor': 0, '…': 0}",positive,"[0.0010301975, 0.0013780224, 0.99759185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @SchmidFederer: Warum ich JA sage zur zur erleichterten Einbürgerung https://t.co/03nq2QQE17 @JA3Generation https://t.co/FKL9yEPyEe #abs…,warum ja sage erleichtern einbürgerung abs,,,,,,,,,,"{'Warum': 0.3, 'ich': 0.09, 'JA': 0, 'sage': 0, 'zur': 0.655, 'erleichterten': 0, 'Einbürgerung': 1.0, 'abs': 0.28, '…': 0}",positive,"[0.0010505194, 0.001107898, 0.9978416]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @JosefWiederkehr: Streit um Sterbehilfe: Gegenschlag gegen Unbekannt
@silviasteiner 
Die Luft wird dünn für den anonymen Urheber! http:/…",streit sterbehilfe gegenschlag unbekannt luft dünnen anonym urheber http,,,,,,,,,,,,,"{'Streit': 0, 'um': 0, 'Sterbehilfe': 0.76, 'Gegenschlag': 0.31, 'gegen': 0.41, 'Unbekannt': 0.2, 'Die': 0.07, 'Luft': 0.19, 'wird': 0, 'dünn': 0, 'für': 0.06, 'den': 0.07, 'anonymen': 0.19, 'Urheber': 0, 'http': 0.17, ':/': 0, '…': 0}",neutral,"[0.96968454, 0.020333562, 0.009981888]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,25.0,28.0,-0.15,negative,"RT @silviasteiner: @sven_zurich Seltsam! Da ich Sterbehilfe befürworte, wenn in menschenwürdigen Rahmen abläuft + Willensfreihei d. Sterbew…",seltsam sterbehilfe befürworten menschenwürdigen rahmen ablaufen willensfreihei d sterbew,,,,,,,,,,,,,"{'Seltsam': 1.0, 'Da': 0, 'ich': 0.46, 'Sterbehilfe': 0.5, 'befürworte': 0.72, 'wenn': 0, 'in': 0.09, 'menschenwürdigen': 0, 'Rahmen': 0.1, 'abläuft': 0.21, 'Willensfreihei': 0, 'd.': 0, 'Sterbew': 0.05, '…': 0}",neutral,"[0.71280515, 0.15131564, 0.13587922]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @zo_online: Volketswiler Kantonsräte fordern, dass die Kostenfrage nach Sterbehilfe neu geregelt wird. http://t.co/ePDpSMTusL",volketswiler kantonsräte fordern kostenfrage sterbehilfe neu regeln,,,,,,,,,,,,,"{'Volketswiler': 0, 'Kantonsräte': 0.61, 'fordern': 0, 'dass': 0, 'die': 0.25, 'Kostenfrage': 0.43, 'nach': 0, 'Sterbehilfe': 0.89, 'neu': 0, 'geregelt': 0, 'wird': 0}",neutral,"[0.93167055, 0.03751107, 0.030818412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"RT @Die_Kehrseite: @PascalPfister ...spannend, wenn man das sieht: Steuersenkungen, bis die Sozialbezüger schuld am Defizit sind! - #SVP #P…",spannen sehen steuersenkungen sozialbezüger schuld defizit svp p,,,,,,,,,,,,,,,,"{'...': 0, 'spannend': 0.72, 'wenn': 0, 'man': 0, 'das': 0.42, 'sieht': 0, 'Steuersenkungen': 0.66, 'bis': 0.36, 'die': 0.03, 'Sozialbezüger': 0.05, 'schuld': 0.05, 'am': 0, 'Defizit': 0.04, 'sind': 0.4, 'SVP': 0, 'P': 0.07, '…': 0}",positive,"[0.004759304, 0.0022739957, 0.9929668]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @Buehler6274: Individualbesteuerung bedeutet doppelten Aufwand für Ehepaare und Verwaltung. Bürokratie pur, liebe @FDP_Liberalen! #srfar…",individualbesteuerung bedeuten doppeln aufwinden ehepaare verwaltung bürokratie pur lieb srfar,,,,,,,,,,,,,,,,,,,"{'Individualbesteuerung': 0.715, 'bedeutet': 1.0, 'doppelten': 1.0, 'Aufwand': 0, 'für': 0.17, 'Ehepaare': 0.06, 'und': 0.08, 'Verwaltung': 0.07, 'Bürokratie': 0.21, 'pur': 0, 'liebe': 0, 'srfar': 0.09, '…': 0}",negative,"[0.17486691, 0.7433354, 0.08179767]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @CVP_Zuerich: Umsetzung der Unternehmenssteuerreform III im Kanton Zürich:
Standort Zürich muss wettbewerbsfähig bleiben – mit... https:…",umsetzung unternehmenssteuerreform iii kanton zürich standort zürich wettbewerbsfähig bleiben https,,,,,,,,,,,,,,,,,,,,,,"{'Umsetzung': 0.14, 'der': 0.07, 'Unternehmenssteuerreform': 0.0875, 'III': 0.1, 'im': 0, 'Kanton': 0.11, 'Zürich': 0, 'Standort': 0.14, 'muss': 0, 'wettbewerbsfähig': 0.25, 'bleiben': 0.27, '–': 0, 'mit': 0, '...': 0, 'https': 0, '…': 0}",neutral,"[0.7345225, 0.047683697, 0.21779378]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @mindestlohnNEIN: Bitte um RT, wenn auch Du NEIN sagst zum staatlichen #Mindestlohn ! #abst14 #CHVote http://t.co/m5fWImnR2k",bitte nein sagen staatlich mindestlohn abst14 chvote,,,,,,,,,,,,,,,,,,,,,,,,,"{'Bitte': 0, 'um': 0, 'wenn': 0.06, 'auch': 0.12, 'Du': 0, 'NEIN': 0.2, 'sagst': 0.08, 'zum': 0.18, 'staatlichen': 0.62, 'Mindestlohn': 0.74, 'abst14': 0.28, 'CHVote': 0.19}",positive,"[0.25902528, 0.013703319, 0.7272714]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @CVP_PDC: In einer Woche gilt es Ernst:
- NEIN zum #Mindestlohn
- NEIN zur #Pädo_Initiative
- JA zum #Gripen
- JA zur #Grundversorgung
#…",woche gelten ernst nein mindestlohn nein pädo_initiative ja gripen ja grundversorgung,,,,,,,,,,,,,,,,,,,,,,,,,"{'In': 0.08, 'einer': 0.07, 'Woche': 0.17, 'gilt': 0, 'es': 0, 'Ernst': 0, 'NEIN': 0.18, 'zum': 0.095, 'Mindestlohn': 0.8500000000000001, 'zur': 0.095, 'Pädo_Initiative': 0, 'JA': 0, 'Gripen': 0, 'Grundversorgung': 0, '…': 0}",positive,"[0.17732114, 0.04024227, 0.7824366]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Protest der Zürcher Bürgerlichen: Foto-Demonstration gegen Mindestlohn - Übersicht Nachrichten - NZZ.ch http://t.co/cwR3x6QIPW,protest zürcher bürgerlich foto demonstration mindestlohn übersicht nachrichten nzz ch,,,,,,,,,,,,,,,,,,,,,,,,,"{'Protest': 0.21, 'der': 0.05, 'Zürcher': 0, 'Bürgerlichen': 0, 'Foto-Demonstration': 0.5700000000000001, 'gegen': 1.0, 'Mindestlohn': 0.375, 'Übersicht': 0.09, 'Nachrichten': 0, 'NZZ.ch': 0}",neutral,"[0.842634, 0.03373731, 0.123628706]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,RT @LuziBernet: Die Briten und der #Mindestlohn: Erfolg dank Masshalten.  http://t.co/g21Gd4WU5I,briten mindestlohn erfolg danken masshalten,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.42, 'Briten': 0.24, 'und': 0.32, 'der': 0.42, 'Mindestlohn': 0.69, 'Erfolg': 0.46, 'dank': 0.16999999999999998, 'Masshalten': 0}",positive,"[0.006230807, 0.0022758024, 0.99149334]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"Lesenswert! Das ist #Innovation im Bereich 
#Windenergie #ErneuerbareEnergie #Erneuerbaren #Energiewende #Klimaschutz https://t.co/ovIZ5DfSAF",lesenswert innovation bereich windenergie erneuerbareenergie erneuerbaren energiewende klimaschutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Lesenswert': 0.11499999999999999, 'Das': 0.13, 'ist': 0.07, 'Innovation': 0.1, 'im': 0, 'Bereich': 0, 'Windenergie': 0.17, 'ErneuerbareEnergie': 0.265, 'Erneuerbaren': 0, 'Energiewende': 0.505, 'Klimaschutz': 0.7}",positive,"[0.08088556, 0.012174148, 0.9069403]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,CVP des #krzh reicht Vorstoss ein: Biogas soll als erneuerbare Energiequelle im Gebäudebereich anerkannt werden. https://t.co/GwRLgByA0s,cvp krzh reichen vorstoss biogas erneuerbare energiequelle gebäudebereich anerkennen,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'CVP': 0.11, 'des': 0, 'krzh': 0.15, 'reicht': 0, 'Vorstoss': 0, 'ein': 0, 'Biogas': 0.3, 'soll': 0, 'als': 0.75, 'erneuerbare': 1.0, 'Energiequelle': 0.305, 'im': 0, 'Gebäudebereich': 0.13, 'anerkannt': 0, 'werden': 0}",positive,"[0.0013365387, 0.0018599302, 0.9968035]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @UVEK: «Umstieg auf #ErneuerbareEnergien bedeutet Chance für #KMU» - BR #Leuthard am 125-Jahre-Jubiläum von #Suissetec https://t.co/KmEk…,umsteigen erneuerbareenergien bedeuten chance kmu br leuthard jahre jubiläum suissetec,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Umstieg': 0, 'auf': 0, 'ErneuerbareEnergien': 0, 'bedeutet': 0, 'Chance': 0, 'für': 0, 'KMU': 0, '»': 0, 'BR': 0, 'Leuthard': 0, 'am': 0, '125-Jahre-Jubiläum': 0, 'von': 0, 'Suissetec': 0}",positive,"[0.071435325, 0.011953488, 0.91661114]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @zhk_ch: ""UBS setzt auf erneuerbare Energie"": http://t.co/l05UwYk5kx #News #Mitglied #ZHK via @UBSschweiz",ubs setzen erneuerbare energie news mitglied zhk via,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'UBS': 0.26, 'setzt': 0, 'auf': 0.3, 'erneuerbare': 1.0, 'Energie': 1.0, 'News': 0.15, 'Mitglied': 0, 'ZHK': 0.13, 'via': 0.08}",positive,"[0.04279269, 0.0068560857, 0.95035124]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
