answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,sentiment_tb
0.0,0.0,14.0,-0.7,negative,RT @jungegruene_ch: Die Schweiz hat das strengste Einbürgerungsgesetz Westeuropas. Das will die neugegründete @AVierviertel jetzt ändern -…,schweiz streng einbürgerungsgesetz westeuropas neugegründete ändern,,,,"{'Die': 0.05, 'Schweiz': 0.17, 'hat': 0, 'das': 0.04, 'strengste': 1.0, 'Einbürgerungsgesetz': 0.66, 'Westeuropas': 0.08, 'Das': 0.05, 'will': 0, 'die': 0.05, 'neugegründete': 0.05, 'jetzt': 0.03, 'ändern': 0.065, '…': 0}",positive,"[0.002773497, 0.0016736372, 0.99555284]",,,,,,,negative
50.0,75.0,57.0,0.0,neutral,RT @AVierviertel: Über 1'700 Menschen haben bereits unser Manifest für ein Grundrecht auf Einbürgerung unterzeichnet - du auch? https://t.c…,menschen bereits manifest grundrecht einbürgerung unterzeichnen,,,,"{'Über': 0.09, ""1'700"": 0, 'Menschen': 0.11, 'haben': 0.16, 'bereits': 0.15, 'unser': 0.1, 'Manifest': 0, 'für': 0.15, 'ein': 0, 'Grundrecht': 0.25, 'auf': 0, 'Einbürgerung': 0.26, 'unterzeichnet': 0.17, 'du': 0, 'auch': 0}",positive,"[0.09948754, 0.003132759, 0.89737976]",,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @wagner_che: Habe ich unterschrieben: Neues Recht auf Einbürgerung in der CH! ✊🏽 https://t.co/W6XthAxFmH,unterschreiben neu recht einbürgerung ch,,,,"{'Habe': 0.14, 'ich': 0.09, 'unterschrieben': 0.77, 'Neues': 0.91, 'Recht': 0, 'auf': 0, 'Einbürgerung': 0.96, 'in': 0.2, 'der': 0, 'CH': 0.15}",positive,"[0.0029083046, 0.0010651399, 0.9960265]",,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @hapemathys: Ein Einblick in die Niederungen des Einbürgerungsverfahrens
«Aktion Vierviertel» : Bullakajs Weg zum schöneren Bürgerrecht…",einblick niederungen einbürgerungsverfahrens aktion vierviertel bullakajs schön bürgerrecht,,,,"{'Ein': 0.03, 'Einblick': 0.16, 'in': 0, 'die': 0.2, 'Niederungen': 0.13, 'des': 0, 'Einbürgerungsverfahrens': 1.0, '«': 0, 'Aktion': 0, 'Vierviertel': 0, '»': 0, 'Bullakajs': 0, 'Weg': 0, 'zum': 0, 'schöneren': 0, 'Bürgerrecht': 0, '…': 0}",positive,"[0.031210804, 0.002515736, 0.9662734]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @SamirFilmmaker: Endlich geht es los! Bitte unterschreibt das Manifest - Aktion Vierviertel - Für ein Grundrecht auf Einbürgerung https:…,endlich gehen los bitte unterschreiben manifest aktion vierviertel grundrecht einbürgerung https,,,,"{'Endlich': 0.09, 'geht': 0, 'es': 0, 'los': 0.07, 'Bitte': 0, 'unterschreibt': 0, 'das': 0, 'Manifest': 0, 'Aktion': 0, 'Vierviertel': 0.19, 'Für': 0.57, 'ein': 0, 'Grundrecht': 1.0, 'auf': 0, 'Einbürgerung': 1.0, 'https': 0.25, '…': 0}",positive,"[0.008963917, 0.0015304196, 0.9895056]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @AVierviertel: Wir brauchen einen #Paradigmenwechsel: ""Wir müssen wegkommen davon, dass man sich eine Einbürgerung durch Anpassung verdi…",brauchen paradigmenwechsel müssen wegkommen davon einbürgerung anpassung verdi,,,,"{'Wir': 0.05, 'brauchen': 0.06, 'einen': 0.03, 'Paradigmenwechsel': 0.05, 'müssen': 0.06, 'wegkommen': 0.11, 'davon': 0.14, 'dass': 0.14, 'man': 0, 'sich': 0, 'eine': 0.39, 'Einbürgerung': 0.97, 'durch': 0.31, 'Anpassung': 0, 'verdi': 0, '…': 0}",positive,"[0.0051354, 0.0016820411, 0.9931826]",,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,"RT @xyberromeo: @f_schutzbach Signed!

Meine Familie ist seit 3 Generationen &amp; über 50 Jahren hier. Meine Einbürgerung dauerte dennoch 2 Ja…",signed familie seit generationen amp jahren einbürgerung dauern dennoch ja,,,,"{'Signed': 0.07, 'Meine': 0.3, 'Familie': 0.05, 'ist': 0, 'seit': 0, '3': 0, 'Generationen': 0.05, 'amp': 0.03, 'über': 0.04, '50': 0, 'Jahren': 0.12, 'hier': 0.05, 'Einbürgerung': 0.82, 'dauerte': 1.0, 'dennoch': 0, '2': 0, 'Ja': 0, '…': 0}",neutral,"[0.6865084, 0.30223632, 0.011255231]",,,,,,,negative
100.0,100.0,86.0,0.7,neutral,"RT @AVierviertel: Die wichtigsten Argumente für ein Grundrecht auf Einbürgerung? Demokratie und Teilhabe, Gleiche Rechte für alle, Anerkenn…",wichtig argumente grundrecht einbürgerung demokratie teilhabe gleich rechte all anerkenn,,,,"{'Die': 0.07, 'wichtigsten': 0.105, 'Argumente': 0.24, 'für': 0.05, 'ein': 0, 'Grundrecht': 0.725, 'auf': 0, 'Einbürgerung': 1.0, 'Demokratie': 0.21, 'und': 0.06, 'Teilhabe': 0.09, 'Gleiche': 0, 'Rechte': 1.0, 'alle': 0, 'Anerkenn': 0, '…': 0}",positive,"[0.007856992, 0.0016965528, 0.99044645]",,,,,,,positive
0.0,0.0,14.0,-0.7,neutral,RT @AVierviertel: Regelmässig werden Beispiele fragwürdiger Einbürgerungspraxis publik. Was 1978 im Film «Die Schweizermacher» satirisch be…,regelmässig beispiele fragwürdig einbürgerungspraxis publik film schweizermacher satirisch be,,,,"{'Regelmässig': 0.12, 'werden': 0, 'Beispiele': 0.35, 'fragwürdiger': 1.0, 'Einbürgerungspraxis': 1.0, 'publik': 0.09, 'Was': 0.05, '1978': 0, 'im': 0, 'Film': 0.04, '«': 0, 'Die': 0, 'Schweizermacher': 0, '»': 0, 'satirisch': 0, 'be': 0, '…': 0}",negative,"[0.0040534916, 0.984391, 0.01155553]",,,,,,,negative
100.0,100.0,100.0,1.0,neutral,"RT @AVierviertel: Wir brauchen einen neuen mutigen Gesellschaftsentwurf. Wer hier lebt, soll ein Grundrecht auf Einbürgerung haben. Lass un…",brauchen neu mutig gesellschaftsentwurf wer leben grundrecht einbürgerung lass un,,,,"{'Wir': 0.08, 'brauchen': 0.14500000000000002, 'einen': 0.07, 'neuen': 0.06, 'mutigen': 0, 'Gesellschaftsentwurf': 0.075, 'Wer': 0, 'hier': 0.1, 'lebt': 0.12, 'soll': 0, 'ein': 0, 'Grundrecht': 0.34, 'auf': 0, 'Einbürgerung': 0.52, 'haben': 0.125, 'Lass': 0, 'un': 0.07, '…': 0}",positive,"[0.043395523, 0.0026332615, 0.95397115]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Die unglaubliche Absurdität unserer Einbürgerungspraxis https://t.co/gWyUSCJ2Al,unglaublich absurdität einbürgerungspraxis,,,,"{'Die': 0.29, 'unglaubliche': 0.42, 'Absurdität': 1.0, 'unserer': 0.09, 'Einbürgerungspraxis': 0.215}",negative,"[0.0021341038, 0.9494676, 0.048398316]",,,,,,,neutral
50.0,75.0,57.0,0.0,negative,@Shiva_Gruen @wahlch15 Das ist auch dabei.....das eine schliesst das andere nicht aus. Ausserdem sind unsere Einbürgerungsbedingungen aktuell voller Hürden und Hindernisse.,dabei schliesst ausserdem einbürgerungsbedingungen aktuell voll hürden hindernisse,,,,"{'Das': 0.12, 'ist': 0, 'auch': 0.28, 'dabei': 0.36, '.....': 0, 'das': 0.12, 'eine': 0.18, 'schliesst': 0, 'andere': 0, 'nicht': 0, 'aus': 0, 'Ausserdem': 0, 'sind': 0.61, 'unsere': 0.65, 'Einbürgerungsbedingungen': 0.6699999999999999, 'aktuell': 0, 'voller': 0.37, 'Hürden': 0.76, 'und': 0.26, 'Hindernisse': 0.76}",negative,"[0.08387728, 0.8458403, 0.07028246]",,,,,,,neutral
100.0,100.0,100.0,0.7999999999999999,neutral,"Fast 30% der Schweizer Bevölkerung dürfen hier nicht mitbestimmen, weil sie keinen Schweizer Pass haben. Im Nationalrat werde ich mich für ein faires Bürgerinnen- und Bürgerrecht, schnelle und günstige Einbürgerungen sowie ein Stimmrecht für alle einsetzen. #arber2019 #wahlch19 https://t.co/6mNGmUBSuO",fast schweizer bevölkerung dürfen mitbestimmen schweizer pass nationalrat fair bürgerinnen bürgerrecht schnellen günstige einbürgerungen sowie stimmrecht all einsetzen arber2019 wahlch19,,,,"{'Fast': 0, '30': 0, 'der': 0.03, 'Schweizer': 0.02, 'Bevölkerung': 0.02, 'dürfen': 0, 'hier': 0, 'nicht': 0.06, 'mitbestimmen': 0, 'weil': 0.03, 'sie': 0, 'keinen': 0, 'Pass': 0, 'haben': 0.015, 'Im': 0, 'Nationalrat': 0.035, 'werde': 0, 'ich': 0.06, 'mich': 0, 'für': 0.1, 'ein': 0, 'faires': 0.1, 'Bürgerinnen-': 0, 'und': 0.13, 'Bürgerrecht': 0.34, 'schnelle': 0, 'günstige': 1.0, 'Einbürgerungen': 1.0, 'sowie': 0, 'Stimmrecht': 0.01, 'alle': 0.08, 'einsetzen': 0, 'arber2019': 0.09, 'wahlch19': 0.07}",positive,"[0.0018395742, 0.0012089792, 0.99695146]",,,,,,,positive
100.0,100.0,100.0,1.0,neutral,RT @suter_gabriela: Auch wenn das Herz der Stimmberechtigten diesmal zum Glück richtig entschieden hat: #Einbürgerung muss zum Verwaltungsa…,herz stimmberechtigt diesmal glück richtig entscheiden einbürgerung verwaltungsa,,,,"{'Auch': 0, 'wenn': 0.06, 'das': 0, 'Herz': 0, 'der': 0.1, 'Stimmberechtigten': 0, 'diesmal': 0.08, 'zum': 0.065, 'Glück': 0, 'richtig': 0, 'entschieden': 0, 'hat': 0, 'Einbürgerung': 1.0, 'muss': 0.03, 'Verwaltungsa': 0.24, '…': 0}",neutral,"[0.85921174, 0.03113198, 0.10965631]",,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @SP_Aargau: Da sagen wir doch: Gratulation zur Einbürgerung und ganz herzllich Willkommen bei @spschweiz, liebe Funda! https://t.co/75vx…",sagen gratulation einbürgerung ganz herzllich willkommen lieb funda,,,,"{'Da': 0, 'sagen': 0.175, 'wir': 0, 'doch': 0, 'Gratulation': 1.0, 'zur': 0.13, 'Einbürgerung': 1.0, 'und': 0.17, 'ganz': 0, 'herzllich': 0, 'Willkommen': 0.18, 'bei': 0, 'liebe': 0, 'Funda': 0}",positive,"[0.0018179512, 0.0011739255, 0.99700814]",,,,,,,positive
100.0,100.0,86.0,0.7,negative,"RT @tagblatt_ch: ""Die Hürden bei den Einbürgerungsverfahren sind zu hoch"", findet @SPsangalle -Mann @ArberBullakaj : https://t.co/eAyOWUZFJv",hürden einbürgerungsverfahren hoch finden mann,,,,"{'Die': 0.07, 'Hürden': 0, 'bei': 0, 'den': 0.07, 'Einbürgerungsverfahren': 0.2, 'sind': 0.16, 'zu': 0, 'hoch': 0.12, 'findet': 0, '-Mann': 0}",neutral,"[0.4267115, 0.331315, 0.24197346]",,,,,,,positive
100.0,100.0,100.0,0.85,neutral,RT @MigrantinnenZh: Ja zur erleichterten Einbürgerung der 3. Generation. Bitte verteile diesen Aufruf weiter! Es gibt ihn in 10 Sprachen ht…,ja erleichtern einbürgerung generation bitte verteilen aufruf weit geben sprachen ht,,,,"{'Ja': 0, 'zur': 0.15, 'erleichterten': 0, 'Einbürgerung': 1.0, 'der': 0.09, '3.': 0, 'Generation': 0.16, 'Bitte': 0, 'verteile': 0, 'diesen': 0.05, 'Aufruf': 0, 'weiter': 0, 'Es': 0.05, 'gibt': 0, 'ihn': 0, 'in': 0.05, '10': 0, 'Sprachen': 0.08, 'ht': 0.09, '…': 0}",positive,"[0.0016038587, 0.0018283054, 0.99656785]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Das neue BRG bringt auch einige neue Hürden mit sich. Meine Aufforderung:
#einbürgerung #bürgerrechtsgesetz https://t.co/3VX0wNzfCR",neue brg bringen neue hürden aufforderung einbürgerung bürgerrechtsgesetz,,,,"{'Das': 0.1, 'neue': 0.07, 'BRG': 0.14, 'bringt': 0.1, 'auch': 0.09, 'einige': 0.08, 'Hürden': 0, 'mit': 0.06, 'sich': 0, 'Meine': 0.21, 'Aufforderung': 0.91, 'einbürgerung': 0.91, 'bürgerrechtsgesetz': 0.185}",positive,"[0.005397104, 0.001240069, 0.9933628]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@jonasprojer Fragen die ein SVP Nationalrat nicht besteht, gehören nicht in einen Einbürgerungstest #srfarena",fragen svp nationalrat bestehen gehören einbürgerungstest srfarena,,,,"{'Fragen': 0.19, 'die': 0, 'ein': 0, 'SVP': 0, 'Nationalrat': 0.10500000000000001, 'nicht': 0.19, 'besteht': 0, 'gehören': 0.32, 'in': 0.3, 'einen': 0.26, 'Einbürgerungstest': 1.0, 'srfarena': 0.43}",neutral,"[0.82051635, 0.024584247, 0.15489939]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @dxbruelhart: Mein erstes Mal: Barnaby Skinner: Die Einbürgerung sollte am Anfang und nicht am Ende der Integration stehen  http://t.co/…,erst mal barnaby skinner einbürgerung sollen anfang ende integration stehen,,,,"{'Mein': 0.17, 'erstes': 0.23, 'Mal': 0, 'Barnaby': 0.41, 'Skinner': 0.58, 'Die': 0.04, 'Einbürgerung': 0.85, 'sollte': 1.0, 'am': 0, 'Anfang': 0.13, 'und': 0.09, 'nicht': 0.31, 'Ende': 0.1, 'der': 0.04, 'Integration': 0.28, 'stehen': 0}",neutral,"[0.5692675, 0.01307739, 0.41765508]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Bei der Vereinbarkeit von Beruf und Familie hinkt die Schweiz hinterher. Wir brauchen bezahlbare Betreuungsangebote, eine Elternzeit und endlich Lohngleichheit! join #teamarber https://t.co/AhatfO6ieW

#lohngleichheit #familienpolitik #elternzeit
#wahlen2019 #wahlch19 #wahlench19 https://t.co/MJ0g9VYHYR",vereinbarkeit beruf familie hinken schweiz hinterher brauchen bezahlbare betreuungsangebote elternzeit endlich lohngleichheit join teamarber lohngleichheit familienpolitik elternzeit wahlen2019 wahlch19 wahlench19,,,,,,,"{'Bei': 0, 'der': 0, 'Vereinbarkeit': 0, 'von': 0, 'Beruf': 0, 'und': 0.47, 'Familie': 0.02, 'hinkt': 0, 'die': 0, 'Schweiz': 0.04, 'hinterher': 0, 'Wir': 0.1, 'brauchen': 0.28500000000000003, 'bezahlbare': 0, 'Betreuungsangebote': 0, 'eine': 0, 'Elternzeit': 0.11499999999999999, 'endlich': 0, 'Lohngleichheit': 0.77, 'join': 0.16, 'teamarber': 0.12, 'lohngleichheit': 0.77, 'familienpolitik': 0.04, 'elternzeit': 0.11499999999999999, 'wahlen2019': 0, 'wahlch19': 0.09, 'wahlench19': 0.11}",positive,"[0.007687498, 0.0017341739, 0.99057835]",,,,neutral
100.0,100.0,100.0,1.0,neutral,"Wünsche allen einen schönen internationalen #Frauentag. Wie wäre es mit #Lohngleichheit als ""Zeichen der Wertschätzung""?",wünsche schön international frauentag lohngleichheit zeichen wertschätzung,,,,,,,"{'Wünsche': 0, 'allen': 0, 'einen': 0.07, 'schönen': 0, 'internationalen': 0.04, 'Frauentag': 0.06, 'Wie': 0.16, 'wäre': 0, 'es': 0, 'mit': 0, 'Lohngleichheit': 0, 'als': 0.16, 'Zeichen': 0.17, 'der': 0, 'Wertschätzung': 0.24}",positive,"[0.2899998, 0.021420265, 0.6885799]",,,,positive
50.0,75.0,57.0,0.0,neutral,An der Demo zu #Lohngleichheit in Bern. Es gibt keine Argumente gegen Lohngleichheit http://t.co/01A6ilKOnC,demo lohngleichheit bern geben argumente lohngleichheit,,,,,,,"{'An': 0, 'der': 0.03, 'Demo': 0, 'zu': 0, 'Lohngleichheit': 0.51, 'in': 0.03, 'Bern': 0.03, 'Es': 0, 'gibt': 0.1, 'keine': 0, 'Argumente': 1.0, 'gegen': 1.0}",positive,"[0.06778156, 0.003907398, 0.928311]",,,,neutral
50.0,25.0,28.0,-0.15,negative,"RT @S_Manser_Egli: In Sachen Digitalisierung, Hürden und Bildung hat die Schweizer Demokratie sicher noch einiges vor sich. Schade jedoch,…",sachen digitalisierung hürden bildung schweizer demokratie sichern schaden jedoch,,,,,,,,,,"{'In': 0.03, 'Sachen': 0, 'Digitalisierung': 0, 'Hürden': 0, 'und': 0.02, 'Bildung': 0.05, 'hat': 0, 'die': 0, 'Schweizer': 0.02, 'Demokratie': 0.04, 'sicher': 0, 'noch': 0.02, 'einiges': 0.17, 'vor': 0, 'sich': 0, 'Schade': 0, 'jedoch': 0.4, '…': 0}",positive,"[0.007668019, 0.44157666, 0.5507553]",neutral
