answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3446,absa_sentiment_3446,absa_scores_3446,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3471,absa_sentiment_3471,absa_scores_3471,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,86.0,0.7,neutral,"Wir geben alles, damit heute der letzte Vatertag ohne Vaterschaftsurlaub gefeiert wird! 💪 Papis sind für die Familie genau so wichtig! Stärken wir #Familien &amp; helfen auch den Müttern einfacher in ihren Arbeitsalltag zurückkehren zu können. 👍🏻 Ich sage JA zur @papizeit und du? https://t.co/17XJijZmM2",geben heute letzte vatertag vaterschaftsurlaub feiern papis familie genau wichtig stärken familien amp helfen müttern einfach arbeitsalltag zurückkehren sage ja,,,,,,,"{'Wir': 0.03, 'geben': 0, 'alles': 0.09, 'damit': 0.02, 'heute': 0.13, 'der': 0.03, 'letzte': 0.51, 'Vatertag': 0.59, 'ohne': 1.0, 'Vaterschaftsurlaub': 0.87, 'gefeiert': 0, 'wird': 0, 'Papis': 0, 'sind': 0.06, 'für': 0, 'die': 0.03, 'Familie': 0.03, 'genau': 0.01, 'so': 0, 'wichtig': 0.07, 'Stärken': 0.04, 'wir': 0, 'Familien': 0, 'amp': 0.02, 'helfen': 0.13, 'auch': 0.05, 'den': 0.03, 'Müttern': 0.03, 'einfacher': 0, 'in': 0, 'ihren': 0, 'Arbeitsalltag': 0.03, 'zurückkehren': 0.03, 'zu': 0.02, 'können': 0, 'Ich': 0.01, 'sage': 0, 'JA': 0.02, 'zur': 0.025, 'und': 0.02, 'du': 0}",neutral,"[0.6150346, 0.08699033, 0.29797512]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.9,neutral,"RT @JCVPSchweiz: Wir freuen uns sehr, dass das Parlament dem Vaterschaftsurlaub zugestimmt hat. Das ist ein guter Start für unsere Elternze…",freuen parlament vaterschaftsurlaub zustimmen gut start elternze,,,,,,,"{'Wir': 0.13, 'freuen': 0, 'uns': 0, 'sehr': 0.12, 'dass': 0.3, 'das': 0.3, 'Parlament': 0.63, 'dem': 0, 'Vaterschaftsurlaub': 0.935, 'zugestimmt': 0, 'hat': 0, 'Das': 0, 'ist': 0.08, 'ein': 0, 'guter': 0, 'Start': 0.18, 'für': 0.14, 'unsere': 0.08, 'Elternze': 0, '…': 0}",positive,"[0.0018199647, 0.0011045552, 0.99707544]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @JCVPSchweiz: Heute diskutiert der Nationalrat über den #Vaterschaftsurlaub. Wir hoffen, dass er mit dem Vorschlag der @CVP_PDC einem zw…",heute diskutieren nationalrat vaterschaftsurlaub hoffen vorschlag zw,,,,,,,"{'Heute': 0.16, 'diskutiert': 0, 'der': 0.06, 'Nationalrat': 0.22, 'über': 0, 'den': 0.06, 'Vaterschaftsurlaub': 0.51, 'Wir': 0.11, 'hoffen': 0.15, 'dass': 0.11, 'er': 0.13, 'mit': 0.05, 'dem': 0.06, 'Vorschlag': 0.23, 'einem': 0.05, 'zw': 0, '…': 0}",neutral,"[0.9058202, 0.012259392, 0.08192037]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @P_avo: Schöner Bericht über die ersten 2 Monate als Vater und anlehnend Gedanken zum #Vaterschaftsurlaub. 

„Heute fühle ich mich nicht…",schön bericht erst monate vater anlehnen gedanken vaterschaftsurlaub heute fühlen,,,,,,,"{'Schöner': 0, 'Bericht': 0, 'über': 0, 'die': 0.04, 'ersten': 0.04, 'Monate': 0.09, 'als': 0.07, 'Vater': 0.11, 'und': 0.07, 'anlehnend': 0.12, 'Gedanken': 0.2, 'zum': 0.04, 'Vaterschaftsurlaub': 0.81, '„': 0, 'Heute': 0, 'fühle': 0, 'ich': 0, 'mich': 0, 'nicht': 0, '…': 0}",positive,"[0.25706923, 0.13956295, 0.60336787]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @JCVP_Thurgau: Monatsumfrage des Januars:
Die Zahl der Organspender steigt. Das freut die JCVP Thurgau. Findet Ihr, dass künftig alle au…",monatsumfrage januars zahl organspender steigen freuen jcvp thurgau finden künftig all au,,,,,,,,,,"{'Monatsumfrage': 0.09, 'des': 0, 'Januars': 0.07, 'Die': 0.09, 'Zahl': 0.06, 'der': 0.09, 'Organspender': 0.12, 'steigt': 0, 'Das': 0.09, 'freut': 0.1, 'die': 0.09, 'JCVP': 0.16, 'Thurgau': 0.14, 'Findet': 0, 'Ihr': 0, 'dass': 0.26, 'künftig': 0.14, 'alle': 0.23, 'au': 0, '…': 0}",positive,"[0.42843136, 0.016296133, 0.55527246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @CVP_PDC: Für die #CVP ist #Lohngleichheit ein gesellschaftspolitisches Muss &amp; sollte selbstverständlich sein. Sie hat das Gleichstellun…,cvp lohngleichheit gesellschaftspolitisches amp sollen selbstverständlich gleichstellun,,,,,,,,,,,,,"{'Für': 0.11, 'die': 0.56, 'CVP': 0.09, 'ist': 0.26, 'Lohngleichheit': 0, 'ein': 0, 'gesellschaftspolitisches': 0, 'Muss': 0.15, 'amp': 0.08, 'sollte': 0.31, 'selbstverständlich': 0, 'sein': 0, 'Sie': 0.89, 'hat': 0, 'das': 0, 'Gleichstellun': 1.0, '…': 0}",positive,"[0.030816551, 0.01114242, 0.958041]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,negative,RT @CHANCE_5G: Unsere Mobilfunknetze kommen an ihre Grenzen. Ein Ausbau ist wegen gefährlichen Blockaden aber nicht möglich. Jetzt unsere d…,mobilfunknetze kommen grenzen ausbau wegen gefährlich blockaden möglich d,,,,,,,,,,,,,,,,"{'Unsere': 0.78, 'Mobilfunknetze': 0.26, 'kommen': 0, 'an': 0, 'ihre': 0.1, 'Grenzen': 0.11, 'Ein': 0, 'Ausbau': 0.08, 'ist': 0.07, 'wegen': 0, 'gefährlichen': 0.15, 'Blockaden': 0, 'aber': 0, 'nicht': 0.07, 'möglich': 0.05, 'Jetzt': 0.81, 'unsere': 0.78, 'd': 0.88, '…': 0}",positive,"[0.038065135, 0.007545358, 0.9543896]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,negative,"RT @CHANCE_5G: Vor dem Smartphone konnte sich auch niemand vorstellen, was ein neues Mobilfunknetz für Möglichkeiten bietet. Von #5G profit…",smartphone niemand vorstellen neu mobilfunknetz möglichkeiten bieten g profit,,,,,,,,,,,,,,,,"{'Vor': 0, 'dem': 0.19, 'Smartphone': 0.14, 'konnte': 0.13, 'sich': 0, 'auch': 0, 'niemand': 0.25, 'vorstellen': 0, 'was': 0, 'ein': 0, 'neues': 1.0, 'Mobilfunknetz': 0.825, 'für': 0, 'Möglichkeiten': 0, 'bietet': 0, 'Von': 0.08, 'G': 0, 'profit': 0.14, '…': 0}",positive,"[0.4226367, 0.07149899, 0.5058644]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"""Wer erneuerbare Energien will, muss auch B sagen und darf nicht gegen jedes Windrad Widerstand leisten. Die Schweiz hat gute Standorte für Windenergie, aber viele wollen dann doch kein Windkraftwerk in der Nähe haben. Das muss sich ändern."" https://t.co/0WUdaOYJYN",wer erneuerbare energien b sagen dürfen jed windrad widerstehen leisten schweiz gut standorte windenergie windkraftwerk nähen ändern,,,,,,,,,,,,,,,,,,,"{'Wer': 0.41, 'erneuerbare': 1.0, 'Energien': 0.37, 'will': 0, 'muss': 0.03, 'auch': 0.3, 'B': 0.06, 'sagen': 0.06, 'und': 0.07, 'darf': 0, 'nicht': 0, 'gegen': 0, 'jedes': 0, 'Windrad': 0, 'Widerstand': 0, 'leisten': 0, 'Die': 0, 'Schweiz': 0.03, 'hat': 0, 'gute': 0, 'Standorte': 0.03, 'für': 0.03, 'Windenergie': 0.025, 'aber': 0.02, 'viele': 0, 'wollen': 0.14, 'dann': 0.03, 'doch': 0, 'kein': 0, 'Windkraftwerk': 0.0225, 'in': 0, 'der': 0, 'Nähe': 0, 'haben': 0.03, 'Das': 0, 'sich': 0, 'ändern': 0.045}",positive,"[0.10792855, 0.051264513, 0.84080696]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @JCVPSchweiz: Unsere Kampfflugzeuge erledigen täglich wichtige Aufgaben, damit die Luftsicherheit in unterschiedlichen Situationen gewäh…",kampfflugzeuge erledigen täglich wichtig aufgaben luftsicherheit unterschiedlich situationen gewäh,,,,,,,,,,,,,,,,,,,,,,"{'Unsere': 0.31, 'Kampfflugzeuge': 0, 'erledigen': 0, 'täglich': 0, 'wichtige': 0.88, 'Aufgaben': 1.0, 'damit': 0.11, 'die': 0, 'Luftsicherheit': 0.185, 'in': 0.11, 'unterschiedlichen': 0.09, 'Situationen': 0, 'gewäh': 0, '…': 0}",neutral,"[0.5735278, 0.022885308, 0.40358692]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @undMagazin: Brauchen wir für 6 Milliarden Franken neue #Kampfflugzeuge?

Morgen Mittwoch diskutieren auf dem #Politpodium von „und“ das…",brauchen milliarden franken neue kampfflugzeuge morgen mittwoch diskutieren politpodium,,,,,,,,,,,,,,,,,,,,,,"{'Brauchen': 0.12, 'wir': 0, 'für': 0.08, 'Milliarden': 0, 'Franken': 0, 'neue': 0.13, 'Kampfflugzeuge': 0, 'Morgen': 0.11, 'Mittwoch': 0.14, 'diskutieren': 0, 'auf': 0, 'dem': 0.36, 'Politpodium': 0, 'von': 0, '„': 0, 'und': 0, '“': 0, 'das': 0, '…': 0}",neutral,"[0.9816155, 0.0042320946, 0.014152474]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @JCVPSchweiz: Sag auch du am 27. September JA zur Beschaffung der neuen Kampfflugzeuge und JA für die Sicherheit auch in der Zukunft in…,sag september ja beschaffung neu kampfflugzeuge ja sicherheit zukunft,,,,,,,,,,,,,,,,,,,,,,"{'Sag': 0, 'auch': 0, 'du': 0, 'am': 0, '27.': 0, 'September': 0.1, 'JA': 0.15, 'zur': 0.27, 'Beschaffung': 0.58, 'der': 0.48, 'neuen': 1.0, 'Kampfflugzeuge': 0, 'und': 0.15, 'für': 0, 'die': 0.48, 'Sicherheit': 0, 'in': 0.09, 'Zukunft': 0.13, '…': 0}",positive,"[0.015216123, 0.012139076, 0.9726448]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,Wir dürfen die wichtige Rolle der internationalen Friedensgespräche und Konferenzen in Genf nicht auf‘s Spiel setzen. Darum ein deutliches JA von uns Jungen zur Beschaffung der Kampfflugzeuge! ➡️https://t.co/WlOHZOCrWn #zukunftsicherheitja #sécuritéfutureoui #sicurezzafuturasi https://t.co/nn1kVNkjVQ,dürfen wichtig rolle international friedensgespräche konferenzen genf s spiel setzen darum deutlich ja jung beschaffung kampfflugzeuge zukunftsicherheitja sécuritéfutureoui sicurezzafuturasi,,,,,,,,,,,,,,,,,,,,,,"{'Wir': 0.04, 'dürfen': 0, 'die': 1.0, 'wichtige': 0.04, 'Rolle': 0.04, 'der': 0, 'internationalen': 0.04, 'Friedensgespräche': 0.05500000000000001, 'und': 0.02, 'Konferenzen': 0.04, 'in': 0.03, 'Genf': 0.05, 'nicht': 0.04, 'auf': 0, '‘': 0, 's': 0, 'Spiel': 0, 'setzen': 0, 'Darum': 0, 'ein': 0, 'deutliches': 0, 'JA': 0, 'von': 0, 'uns': 0, 'Jungen': 0, 'zur': 0, 'Beschaffung': 0, 'Kampfflugzeuge': 0, '️': 0, 'zukunftsicherheitja': 0, 'sécuritéfutureoui': 0, 'sicurezzafuturasi': 0}",positive,"[0.07519962, 0.0156113375, 0.90918905]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @JCVPSchweiz: Fleissig die Bedeutung der Kampfflugzeuge für den Schutz der 🇨🇭festgehalten. Bald kannst du dir alle Videos anschauen.😊📽🎞…,fleissig bedeutung kampfflugzeuge schutz festhalten bald all videos anschauen,,,,,,,,,,,,,,,,,,,,,,"{'Fleissig': 0, 'die': 0.09, 'Bedeutung': 1.0, 'der': 0.09, 'Kampfflugzeuge': 0, 'für': 0.47, 'den': 0.09, 'Schutz': 0.34, '🇨': 0, '🇭': 0, 'festgehalten': 0, 'Bald': 0, 'kannst': 0, 'du': 0, 'dir': 0, 'alle': 0, 'Videos': 0, 'anschauen': 0, '…': 0}",positive,"[0.024114927, 0.008051732, 0.9678333]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,RT @JCVP_Thurgau: Die #JCVP Thurgau spricht sich klar für neue Kampfflugzeuge aus. Es braucht in jeder Situation den richtigen Schutz. Eins…,jcvp thurgau sprechen klaren neue kampfflugzeuge brauchen jed situation richtig schutz eins,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.12, 'JCVP': 0.1, 'Thurgau': 0.1, 'spricht': 0, 'sich': 0, 'klar': 0, 'für': 0, 'neue': 0.06, 'Kampfflugzeuge': 0, 'aus': 0, 'Es': 0.13, 'braucht': 0, 'in': 0.12, 'jeder': 0, 'Situation': 0.28, 'den': 0.12, 'richtigen': 0.17, 'Schutz': 0.38, 'Eins': 0, '…': 0}",neutral,"[0.6976194, 0.02922987, 0.27315074]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @sicherheit_ja: Der Luftpolizeidienst, welcher von den Kampfflugzeugen durchgeführt wird, kontrolliert den täglichen Luftverkehr in der…",luftpolizeidienst welch kampfflugzeugen durchführen kontrollieren täglich luftverkehr,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.08, 'Luftpolizeidienst': 0.12250000000000001, 'welcher': 0.17, 'von': 0, 'den': 0.08, 'Kampfflugzeugen': 0.5700000000000001, 'durchgeführt': 0, 'wird': 0, 'kontrolliert': 0, 'täglichen': 0.24, 'Luftverkehr': 0.07, 'in': 0.05, 'der': 0.08, '…': 0}",positive,"[0.061955106, 0.0043005007, 0.9337444]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @JCVPSchweiz: Die Delegierten der @JCVPSchweiz sagen mit 37 Ja zu 2 Nein bei 1 Enthaltung JA zur Beschaffung neuer #Kampfflugzeuge und d…,delegieren sagen ja nein enthaltung ja beschaffung neu kampfflugzeuge d,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.12, 'Delegierten': 0.14, 'der': 0.12, 'sagen': 0.1, 'mit': 0.04, 'Ja': 0.17, 'zu': 0.14, 'Nein': 0.04, 'bei': 0, 'Enthaltung': 0.14, 'JA': 0.17, 'zur': 0.13, 'Beschaffung': 0.99, 'neuer': 0, 'Kampfflugzeuge': 0, 'und': 0.17, 'd': 0, '…': 0}",positive,"[0.2457082, 0.05289085, 0.70140094]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @Bemazi: Souveräner Auftritt unserer Verteidigungsministerin! SRF: Amherd will Volk nur über Kampfflugzeuge abstimmen lassen

https://t.…",souverän auftreten verteidigungsministerin srf amherd volk kampfflugzeuge abstimmen lassen,,,,,,,,,,,,,,,,,,,,,,"{'Souveräner': 0.02, 'Auftritt': 0.09, 'unserer': 0.02, 'Verteidigungsministerin': 0.03, 'SRF': 0.04, 'Amherd': 0.06, 'will': 0, 'Volk': 0.2, 'nur': 0.16, 'über': 0, 'Kampfflugzeuge': 0, 'abstimmen': 1.0, 'lassen': 0}",neutral,"[0.95683074, 0.013451891, 0.029717308]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
