answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"RT @KlimaUnser: @hardmanpolitics Die Schweiz ist schon die Musterschülerin in Sachen C02 Reduktion und Umweltschutz.

Klimaschutz ist eh nu…",schweiz schon musterschülerin sachen c02 reduktion umweltschutz klimaschutz eh nu,,,,,,,,,,,,,,,,,,,"{'Die': 0.09, 'Schweiz': 0.06, 'ist': 0.09, 'schon': 0, 'die': 0.09, 'Musterschülerin': 0.175, 'in': 0, 'Sachen': 0, 'C02': 0.25, 'Reduktion': 0.57, 'und': 1.0, 'Umweltschutz': 0.255, 'Klimaschutz': 0.055, 'eh': 0, 'nu': 0, '…': 0}",positive,"[0.031955294, 0.005404256, 0.96264046]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Die @SVPch ist nötiger denn je.
Sie kämpft gegen:
- Bürokratie
- Freiheitsbeschränkungen
- Interventionismus
- EU-Beitritt
(Christoph Blocher)",nötig je kämpfen bürokratie freiheitsbeschränkungen interventionismus eu beitreten christoph blocher,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0, 'ist': 0.04, 'nötiger': 0.02, 'denn': 0, 'je': 0.04, 'Sie': 0.06, 'kämpft': 0.03, 'gegen': 0.04, 'Bürokratie': 0.04, 'Freiheitsbeschränkungen': 0.03, 'Interventionismus': 0.06, 'EU-Beitritt': 0.05500000000000001, 'Christoph': 0.25, 'Blocher': 0.24}",neutral,"[0.39194882, 0.3428539, 0.26519728]",,,,,,,,,,,,,neutral
25.0,25.0,28.0,-0.2599999999999999,neutral,"1.2MrdUSD #Entwicklungshilfe seit den 1950er-Jahren haben nachhaltig geschadet und massive #Abhängigkeiten geschaffen.
- fördert korrupte Strukturen und Kriege
- zerstört jeden Anreiz, gut zu wirtschaften
- zementiert bestehende Gegebenheiten
etc
 (Claudia Wirz @nebelspalter) https://t.co/XgsOmyzDff",2mrdusd entwicklungshilfe seit 1950er jahren nachhaltig schaden massiv abhängigkeiten schaffen fördern korrupt strukturen kriege zerstören jed anreiz gut wirtschaften zementieren bestehend gegebenheiten etc claudia wirz,,,,,,,,,,,,,,,,,,,,,,,,,"{'1.2MrdUSD': 0, 'Entwicklungshilfe': 0.08, 'seit': 0.04, 'den': 0.02, '1950er-Jahren': 0.05, 'haben': 0.03, 'nachhaltig': 0, 'geschadet': 0, 'und': 0.09, 'massive': 0.14, 'Abhängigkeiten': 0.12, 'geschaffen': 0.09, 'fördert': 0.67, 'korrupte': 0.36, 'Strukturen': 0.12, 'Kriege': 0.09, 'zerstört': 0, 'jeden': 0, 'Anreiz': 0, 'gut': 0, 'zu': 0.03, 'wirtschaften': 0, 'zementiert': 0, 'bestehende': 0.02, 'Gegebenheiten': 0, 'etc': 0.09, 'Claudia': 0.04, 'Wirz': 0.03}",negative,"[0.019171847, 0.7400136, 0.2408145]",,,,,,,,,,negative
100.0,100.0,100.0,1.0,positive,"RT @nebelspalter: Fairer Wettbewerb ist die beste Entwicklungshilfe
https://t.co/q4qU6veM95",fair wettbewerb gut entwicklungshilfe,,,,,,,,,,,,,,,,,,,,,,,,,"{'Fairer': 0, 'Wettbewerb': 0, 'ist': 0.44, 'die': 0.43, 'beste': 0, 'Entwicklungshilfe': 1.0}",positive,"[0.0012667411, 0.0013902845, 0.997343]",,,,,,,,,,positive
25.0,25.0,28.0,-0.35,negative,"""Warum soll ich überhaupt noch etwas anbauen, wenn es ohnehin Hilfslieferungen gibt?""

Eigene Überlebensstrategien sind weitgehend verschwunden.

Afrikaner haben wegen der Entwicklungshilfe die Eigenständigkeit verlernt.

(Fatuma Abdulkadir Adan
Kenia)
https://t.co/VZNkWG81Hj",warum überhaupt anbauen ohnehin hilfslieferungen geben eigene überlebensstrategien weitgehend verschwinden afrikaner wegen entwicklungshilfe eigenständigkeit verlernen fatuma abdulkadir adan kenia,,,,,,,,,,,,,,,,,,,,,,,,,"{'Warum': 0.03, 'soll': 0, 'ich': 0.03, 'überhaupt': 0.015, 'noch': 0, 'etwas': 0, 'anbauen': 0, 'wenn': 0, 'es': 0, 'ohnehin': 0.02, 'Hilfslieferungen': 0, 'gibt': 0.04, 'Eigene': 0.05, 'Überlebensstrategien': 0.11, 'sind': 0.04, 'weitgehend': 0.14, 'verschwunden': 0.22, 'Afrikaner': 0, 'haben': 0.52, 'wegen': 0.24, 'der': 0, 'Entwicklungshilfe': 0.32, 'die': 0, 'Eigenständigkeit': 0, 'verlernt': 1.0, 'Fatuma': 0.04, 'Abdulkadir': 0.08, 'Adan': 0, 'Kenia': 0.1}",negative,"[0.083828926, 0.8518537, 0.06431739]",,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"Keine #Entwicklungsgelder mehr!

Seit 1950 sind 2,5 Billionen US-Dollar 
2.5BilUSD 2'500MrdUSD an Hilfsgelder in den afrikanischen Kontinent geflossen. Gebracht hat es nichts. (James Shikwati, Nairobi, Ökonom)
https://t.co/VZNkWG81Hj #Entwicklungshilfe #Afrika https://t.co/57mdtACte5",entwicklungsgelder mehr seit billionen us dollar 5bilusd 500mrdusd hilfsgelder afrikanisch kontinent fließen bringen james shikwati nairobi ökonom entwicklungshilfe afrika,,,,,,,,,,,,,,,,,,,,,,,,,"{'Keine': 0, 'Entwicklungsgelder': 0.015, 'mehr': 1.0, 'Seit': 0, '1950': 0, 'sind': 0, '2,5': 0, 'Billionen': 0, 'US-Dollar': 0, '2.5BilUSD': 0, ""2'500MrdUSD"": 0, 'an': 0, 'Hilfsgelder': 0.02, 'in': 0.01, 'den': 0.01, 'afrikanischen': 0.01, 'Kontinent': 0.01, 'geflossen': 0.02, 'Gebracht': 0, 'hat': 0, 'es': 0, 'nichts': 0, 'James': 0.01, 'Shikwati': 0.02, 'Nairobi': 0.01, 'Ökonom': 0.01, 'Entwicklungshilfe': 0.01, 'Afrika': 0.01}",positive,"[0.17931128, 0.20617943, 0.6145093]",,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"@amadedotch @RepublikMagazin @nebelspalter @Weltwoche Immerhin ist das ein Artikel in der @RepublikMagazin für den ich fast noch zahlen würde, hätte ich es nicht schon vor Jahren in der @Weltwoche gelesen: https://t.co/30j9Jg13NV

Staatliche Entwicklungshilfe ersatzlos streichen.",immerhin artikel fast zahlen schon jahren lesen staatliche entwicklungshilfe ersatzlos streichen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Immerhin': 0.060000000000000005, 'ist': 0.05, 'das': 0.04, 'ein': 0, 'Artikel': 0.26, 'in': 0.06, 'der': 0.07, 'für': 0.05, 'den': 0.07, 'ich': 0.05, 'fast': 0, 'noch': 0, 'zahlen': 0, 'würde': 0.04, 'hätte': 0, 'es': 0.05, 'nicht': 0, 'schon': 0, 'vor': 0, 'Jahren': 0.09, 'gelesen': 0.16, 'Staatliche': 0.27, 'Entwicklungshilfe': 0.28, 'ersatzlos': 0.39, 'streichen': 0}",negative,"[0.26602077, 0.69514793, 0.038831256]",,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"#Landwirtschaft s #subventionen streichen, #Freihandel erlauben - und die #Entwicklungshilfe erübrigt sich ebenfalls.@lib_inst
https://t.co/8E22FbfHIK",landwirtschaft s subventionen streichen freihandel erlauben entwicklungshilfe erübrigen ebenfalls,,,,,,,,,,,,,,,,,,,,,,,,,"{'Landwirtschaft': 0.12, 's': 0.05, 'subventionen': 0.14, 'streichen': 0, 'Freihandel': 0.13, 'erlauben': 0, 'und': 0.25, 'die': 0, 'Entwicklungshilfe': 0.43, 'erübrigt': 1.0, 'sich': 0, 'ebenfalls': 0}",negative,"[0.0031096858, 0.9675716, 0.02931872]",,,,,,,"{'Landwirtschaft': 0.07, 's': 0.11, 'subventionen': 0.1, 'streichen': 0, 'Freihandel': 0.045, 'erlauben': 0, 'und': 0.22, 'die': 0, 'Entwicklungshilfe': 0.07, 'erübrigt': 1.0, 'sich': 0, 'ebenfalls': 0}",negative,"[0.010676692, 0.9460027, 0.043320537]",positive
100.0,100.0,100.0,1.0,neutral,"@Arnold28562928 Woher nehmen Sie die Sicherheit, dass ein Verfassungsgericht ein mutiger Verteidiger unserer Freiheiten sein wird und nicht einfach eine weitere, teure, politische Instanz, die dem Mainstream und öffentlichen Druck folgt?",woher nehmen sicherheit verfassungsgericht mutig verteidiger freiheiten einfach weit teuer politische instanz mainstream öffentlich druck folgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Woher': 0, 'nehmen': 0, 'Sie': 0, 'die': 0.06, 'Sicherheit': 0, 'dass': 0.07, 'ein': 0, 'Verfassungsgericht': 0.060000000000000005, 'mutiger': 0, 'Verteidiger': 0.09, 'unserer': 0.07, 'Freiheiten': 0, 'sein': 0, 'wird': 0.07, 'und': 0.07, 'nicht': 0.21, 'einfach': 0, 'eine': 0, 'weitere': 0, 'teure': 0.1, 'politische': 0.08, 'Instanz': 0, 'dem': 0.06, 'Mainstream': 0.08, 'öffentlichen': 0.07, 'Druck': 0.12, 'folgt': 0}",negative,"[0.25190416, 0.69242305, 0.055672757]",,,,,,,positive
100.0,100.0,100.0,0.85,neutral,"Genfer Flüchtlingskonvention Art32,1, die #Ausschaffungen vorsieht:

Die vertragschließenden Staaten werden einen Flüchtling, der sich rechtmäßig in ihrem Gebiet befindet, nur aus Gründen der öffentlichen Sicherheit oder Ordnung ausweisen. https://t.co/GeT7DawUSy",genfer flüchtlingskonvention art32 ausschaffungen vorsehen vertragschließenden staaten flüchtling rechtmäßig gebiet befinden gründen öffentlich sicherheit ordnung ausweisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Genfer': 0.02, 'Flüchtlingskonvention': 0.095, 'Art32,1': 0, 'die': 0.04, 'Ausschaffungen': 0.15, 'vorsieht': 0.03, 'Die': 0.04, 'vertragschließenden': 0.02, 'Staaten': 0.04, 'werden': 0.1, 'einen': 0.11, 'Flüchtling': 0.17, 'der': 0.04, 'sich': 0, 'rechtmäßig': 0, 'in': 0.1, 'ihrem': 0, 'Gebiet': 0, 'befindet': 0.11, 'nur': 0.5, 'aus': 0, 'Gründen': 0, 'öffentlichen': 0.18, 'Sicherheit': 0, 'oder': 0.19, 'Ordnung': 0.19, 'ausweisen': 0}",neutral,"[0.60615194, 0.30871943, 0.08512866]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @mass_voll: Wer kein Covid-Zertifikat hat, darf in Italien weder öffentliche Verkehrsmittel benutzen, studieren, noch ins Restaurant geh…",wer covid zertifikat dürfen italien weder öffentlich verkehrsmittel benutzen studieren restaurant geh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wer': 0.1, 'kein': 0, 'Covid-Zertifikat': 0.14, 'hat': 0, 'darf': 0, 'in': 0.19, 'Italien': 0.34, 'weder': 0, 'öffentliche': 0.12, 'Verkehrsmittel': 0.32, 'benutzen': 0.28, 'studieren': 0.65, 'noch': 0, 'ins': 0, 'Restaurant': 0, 'geh': 1.0, '…': 0}",neutral,"[0.660766, 0.30239105, 0.03684297]",,,,neutral
100.0,100.0,100.0,0.9,neutral,"@Die_Kehrseite @ineichen_jonas @SandroBrotz @SVPch @spschweiz @FDP_Liberalen @Mitte_Centre @GrueneCH @grunliberale @sotomoCH @SRGSSR Ich empfehle besser und sinnvoller zu lernen, was Freiheit ist. https://t.co/FZHYjsBAgQ

Bei der Landwirtschaftspolitik halte ich es eher mit Bundesrat Blocher, der an der Olma die Bauern dazu eingeladen hat, sich als Unternehmer zu sehen.",empfehlen gut sinnvoll lernen freiheit landwirtschaftspolitik halte eher bundesrat blocher olma bauern einladen unternehmer sehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ich': 0.12, 'empfehle': 0.09, 'besser': 0.05, 'und': 0.04, 'sinnvoller': 0.03, 'zu': 0.04, 'lernen': 0.04, 'was': 0, 'Freiheit': 0.17, 'ist': 0.04, 'Bei': 0.06, 'der': 0.06, 'Landwirtschaftspolitik': 1.0, 'halte': 0, 'ich': 0.12, 'es': 0.04, 'eher': 0, 'mit': 0.05, 'Bundesrat': 0.16, 'Blocher': 0.1, 'an': 0, 'Olma': 0, 'die': 0.06, 'Bauern': 0.16, 'dazu': 0.04, 'eingeladen': 0.13, 'hat': 0, 'sich': 0, 'als': 0.05, 'Unternehmer': 0, 'sehen': 0.05}",positive,"[0.42900416, 0.016123278, 0.5548725]",positive
100.0,100.0,86.0,0.7,neutral,RT @BaschiDuerr: Endlich wird @SVPch liberal; fangen wir bei den Landwirtschafts- und den Finanzausgleich-Milliarden an! #etatisteninallenp…,endlich liberal fangen landwirtschafts finanzausgleich milliarden etatisteninallenp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Endlich': 0.05, 'wird': 0, 'liberal': 0.04, 'fangen': 0, 'wir': 0, 'bei': 0, 'den': 0.03, 'Landwirtschafts-': 0.03, 'und': 0.02, 'Finanzausgleich-Milliarden': 0.045, 'an': 0, 'etatisteninallenp': 1.0, '…': 0}",positive,"[0.04414726, 0.011296526, 0.9445562]",positive
100.0,100.0,100.0,1.0,neutral,"#Landwirtschaft s #subventionen streichen, #Freihandel erlauben - und die #Entwicklungshilfe erübrigt sich ebenfalls.@lib_inst
https://t.co/8E22FbfHIK",landwirtschaft s subventionen streichen freihandel erlauben entwicklungshilfe erübrigen ebenfalls,,,,,,,,,,,,,,,,,,,,,,,,,"{'Landwirtschaft': 0.12, 's': 0.05, 'subventionen': 0.14, 'streichen': 0, 'Freihandel': 0.13, 'erlauben': 0, 'und': 0.25, 'die': 0, 'Entwicklungshilfe': 0.43, 'erübrigt': 1.0, 'sich': 0, 'ebenfalls': 0}",negative,"[0.0031096858, 0.9675716, 0.02931872]",,,,,,,"{'Landwirtschaft': 0.07, 's': 0.11, 'subventionen': 0.1, 'streichen': 0, 'Freihandel': 0.045, 'erlauben': 0, 'und': 0.22, 'die': 0, 'Entwicklungshilfe': 0.07, 'erübrigt': 1.0, 'sich': 0, 'ebenfalls': 0}",negative,"[0.010676692, 0.9460027, 0.043320537]",positive
