answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3391,absa_sentiment_3391,absa_scores_3391,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3421,absa_sentiment_3421,absa_scores_3421,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3433,absa_sentiment_3433,absa_scores_3433,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3439,absa_sentiment_3439,absa_scores_3439,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"Danke, #GRAG, für den Schritt hin zu einer zukunftsweisenden Familienpolitik! Nächste Station: alv-Initiative. #Kinderbetreuungsgesetz",danke grag schritt zukunftsweisenden familienpolitik nächst station alv initiative kinderbetreuungsgesetz,"{'Danke': 0.13, 'GRAG': 0.17, 'für': 0.09, 'den': 0.04, 'Schritt': 0.08, 'hin': 0, 'zu': 0, 'einer': 0, 'zukunftsweisenden': 0, 'Familienpolitik': 0.195, 'Nächste': 0.12, 'Station': 0.28, 'alv-Initiative': 0, 'Kinderbetreuungsgesetz': 1.0}",positive,"[0.038728163, 0.021111744, 0.94016016]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Genauer lesen, @gerhardpfister: ""alle Ausländer_innen, die die Bedingungen erfüllen"". Eine Bedingung ist Integration https://t.co/msfTW2xDQW",genau lesen all ausländer_innen bedingungen erfüllen bedingung integration,,,,"{'Genauer': 0.09, 'lesen': 0.16, 'alle': 0, 'Ausländer_innen': 1.0, 'die': 0.19, 'Bedingungen': 0.11, 'erfüllen': 0, 'Eine': 0, 'Bedingung': 0.34, 'ist': 0.12, 'Integration': 0.22}",positive,"[0.29004455, 0.009018314, 0.70093715]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,@HansruediWidmer 65+ – korreliert in der Schweiz zufälligerweise mit dem Rentenalter. Honi soit qui mal y pense...,korrelieren schweiz zufälligerweise rentenalter honi soit qui mal y pense,,,,,,,"{'–': 0, 'korreliert': 0, 'in': 0, 'der': 0, 'Schweiz': 0, 'zufälligerweise': 0, 'mit': 0, 'dem': 0, 'Rentenalter': 0, 'Honi': 0, 'soit': 0, 'qui': 0, 'mal': 0, 'y': 0, 'pense': 0, '...': 0}",neutral,"[0.66866356, 0.007138562, 0.32419783]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @spschweiz: Daran werden wir die Neuauflage der Rentenreform messen: Erhalt des Rentenniveaus, kein Rentenalter über 65, keine Erhöhung…",daran neuauflage rentenreform messen erhalt rentenniveaus rentenalter erhöhung,,,,,,,"{'Daran': 0, 'werden': 0.07, 'wir': 0, 'die': 0.14, 'Neuauflage': 0.04, 'der': 0.14, 'Rentenreform': 0.09, 'messen': 0.13, 'Erhalt': 0, 'des': 0, 'Rentenniveaus': 0.1, 'kein': 0.57, 'Rentenalter': 0.5599999999999999, 'über': 0.29, 'keine': 0, 'Erhöhung': 0.65, '…': 0}",positive,"[0.16176145, 0.026163975, 0.8120746]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,negative,"RT @spschweiz: ""Es bleibt dabei: Kein Rentenalter über 65, keine Rentensenkung, keine höheres Frauenrentenalter ohne Kompensation."" #spdv @…",bleiben dabei rentenalter rentensenkung hoch frauenrentenalter kompensation spdv,,,,,,,"{'Es': 0, 'bleibt': 0.51, 'dabei': 0, 'Kein': 0.39, 'Rentenalter': 0.09, 'über': 0.42, 'keine': 0, 'Rentensenkung': 0.32, 'höheres': 0.13, 'Frauenrentenalter': 0.095, 'ohne': 0.23, 'Kompensation': 0.27, 'spdv': 0.1, '…': 0}",positive,"[0.08452978, 0.011876435, 0.90359384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.85,neutral,"An all jene, die das JA zum #Vaterschaftsurlaub nun als «fortschrittliche Familienpolitik» feiern: Fortschrittlich und wirklich hilfreich wären #Elternzeit, #Tagesschulen und öffentlich finanzierte #Kitas – los geht's!",all jen ja vaterschaftsurlaub fortschrittliche familienpolitik feiern fortschrittlich wirklich hilfreich elternzeit tagesschulen öffentlich finanzieren kitas los gehen s,,,,,,,,,,"{'An': 0, 'all': 0.09, 'jene': 0.11, 'die': 0.21, 'das': 0, 'JA': 0.06, 'zum': 0.345, 'Vaterschaftsurlaub': 0.05, 'nun': 0, 'als': 0.39, '«': 0, 'fortschrittliche': 0, 'Familienpolitik': 0, '»': 0, 'feiern': 0, 'Fortschrittlich': 0, 'und': 0, 'wirklich': 0, 'hilfreich': 0, 'wären': 0, 'Elternzeit': 0, 'Tagesschulen': 0, 'öffentlich': 0, 'finanzierte': 0, 'Kitas': 0, '–': 0, 'los': 0, ""geht's"": 0}",positive,"[0.0099761095, 0.003777624, 0.9862462]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,neutral,"RT @rocwint: Erste ländliche Gemeinde im Aargau hat die Ergebnisse: #vaterschaftsurlaub abgelehnt, #energiegesetz und Abschaffung #schulpfl…",erste ländlich gemeinden aargau ergebnisse vaterschaftsurlaub ablehnen energiegesetz abschaffung schulpfl,,,,,,,,,,"{'Erste': 0.08, 'ländliche': 0.08, 'Gemeinde': 0, 'im': 0, 'Aargau': 0.11, 'hat': 0, 'die': 0.06, 'Ergebnisse': 0.23, 'vaterschaftsurlaub': 1.0, 'abgelehnt': 0, 'energiegesetz': 0.22999999999999998, 'und': 0.19, 'Abschaffung': 0.21, 'schulpfl': 0, '…': 0}",negative,"[0.030781383, 0.73525786, 0.23396072]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"RT @baumannathalie: Beschreibe die Schweiz in einem Satz: 

Die Schweiz ist das Land, in dem gegen zwei Wochen Vaterschaftsurlaub das Refer…",beschreiben schweiz satz schweiz land zwei wochen vaterschaftsurlaub refer,,,,,,,,,,"{'Beschreibe': 0.04, 'die': 0.18, 'Schweiz': 0.07, 'in': 0.02, 'einem': 0.02, 'Satz': 0.04, 'Die': 0.18, 'ist': 0.11, 'das': 0, 'Land': 0, 'dem': 0.18, 'gegen': 1.0, 'zwei': 0.11, 'Wochen': 0.28, 'Vaterschaftsurlaub': 0.21999999999999997, 'Refer': 0, '…': 0}",neutral,"[0.9205813, 0.015166561, 0.06425219]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @sp_aarau: Grossartig! Angestellte der Stadt #Aarau erhalten in Zukunft 20 Tage Vaterschaftsurlaub @papizeit,grossartig angestellt stadt aarau erhalten zukunft tage vaterschaftsurlaub,,,,,,,,,,"{'Grossartig': 0.53, 'Angestellte': 0, 'der': 0.08, 'Stadt': 0.11, 'Aarau': 0.17, 'erhalten': 1.0, 'in': 0.15, 'Zukunft': 0.4, 'Tage': 0.79, 'Vaterschaftsurlaub': 0.535}",neutral,"[0.5278351, 0.012973777, 0.45919123]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,negative,RT @nr_mayagraf: Parlament hat mit #Vaterschaftsurlaub versagt. Jetzt können StimmbürgerInnen dank Volksinitiative über @papizeit entscheid…,parlament vaterschaftsurlaub versagen stimmbürgerinnen danken volksinitiative entscheid,,,,,,,,,,"{'Parlament': 0.16, 'hat': 0, 'mit': 0.59, 'Vaterschaftsurlaub': 0.57, 'versagt': 0, 'Jetzt': 0.04, 'können': 0, 'StimmbürgerInnen': 0.14, 'dank': 0.08499999999999999, 'Volksinitiative': 0.14500000000000002, 'über': 0, 'entscheid': 0, '…': 0}",neutral,"[0.45165503, 0.10190674, 0.4464382]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,25.0,28.0,-0.15,neutral,"Wer Teilzeit arbeitet, wird heute bei den Pensionskassen diskriminiert. Das wird mit der Rentenreform korrigiert. #srfarena #AV2020",wer teilzeit arbeiten heute pensionskassen diskriminieren rentenreform korrigieren srfarena av2020,,,,,,,,,,,,,"{'Wer': 0.06, 'Teilzeit': 0.035, 'arbeitet': 0, 'wird': 0.34, 'heute': 0, 'bei': 0, 'den': 0.26, 'Pensionskassen': 0.16, 'diskriminiert': 0.22, 'Das': 0.26, 'mit': 0.34, 'der': 0.26, 'Rentenreform': 0.345, 'korrigiert': 0.26, 'srfarena': 0.5, 'AV2020': 0.44}",negative,"[0.2497268, 0.69201595, 0.058257274]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Es braucht eben beides: die Förderung des genossenschaftlichen UND des kommunalen Wohnungsbaus! #bezahlbarerwohnraum https://t.co/j8QghLZVya,brauchen eben beide förderung genossenschaftlich kommunal wohnungsbaus bezahlbarerwohnraum,,,,,,,,,,,,,,,,"{'Es': 0, 'braucht': 0, 'eben': 0, 'beides': 0.08, 'die': 0.17, 'Förderung': 0, 'des': 0, 'genossenschaftlichen': 0.18, 'UND': 0.12, 'kommunalen': 0, 'Wohnungsbaus': 0.545, 'bezahlbarerwohnraum': 0.9299999999999999}",positive,"[0.0047509805, 0.0022012456, 0.9930478]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Organspende, häusliche Gewalt, DNA-Profil-Gesetz: Mein Rückblick auf die Sondersession des Nationalrats. 👉🏼 https://t.co/EoPPaBqVWm https://t.co/UxJa64eLnL",organspende häuslich gewalt dna profil gesetz rückblick sondersession nationalrats,,,,,,,,,,,,,,,,,,,"{'Organspende': 0.735, 'häusliche': 0.31, 'Gewalt': 0.91, 'DNA-Profil-Gesetz': 0.3325, 'Mein': 0.08, 'Rückblick': 0.08, 'auf': 0, 'die': 0.04, 'Sondersession': 0.055, 'des': 0, 'Nationalrats': 0.05}",neutral,"[0.8833976, 0.007613355, 0.10898911]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Vorschau auf die Sondersession: Heute Abend, 20.30, mit @yferi, @cedricwermuth und mir. Themen: Organspendeinitiative, DNA-Profil-Gesetz und aus aktuellem Anlass natürlich das Rahmenabkommen. Bist du dabei? Zoom-Link 👉🏼 https://t.co/48sK77Y0dv https://t.co/hk3sHdUf4V",vorschau sondersession heute abend themen organspendeinitiative dna profil gesetz aktuell anlass natürlich rahmenabkommen dabei zoom link,,,,,,,,,,,,,,,,,,,"{'Vorschau': 0.15, 'auf': 0, 'die': 0.09, 'Sondersession': 0.05, 'Heute': 0, 'Abend': 0, '20.30': 0, 'mit': 0.03, 'und': 0.18, 'mir': 0.04, 'Themen': 0, 'Organspendeinitiative': 0, 'DNA-Profil-Gesetz': 0.11249999999999999, 'aus': 0, 'aktuellem': 0.03, 'Anlass': 0, 'natürlich': 0, 'das': 0, 'Rahmenabkommen': 0.09, 'Bist': 0.075, 'du': 0, 'dabei': 0, 'Zoom-Link': 0}",positive,"[0.05088412, 0.0024524494, 0.94666344]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.82,neutral,Gut so! Der #Aargau erleichtert den Zugang zur Krankenkassenprämienverbilligung. Zudem wird die schwarze Liste der säumigen Versicherten zumindest vorübergehend sistiert. Klar ist aber auch: Die schwarze Liste sollte grad ganz abgeschafft werden! #Corona https://t.co/lCBC19MROM,gut aargau erleichtern zugang krankenkassenprämienverbilligung zudem schwarze liste säumig versichern zumindest vorübergehen sistiert klaren schwarze liste sollen grad ganz abschaffen corona,,,,,,,,,,,,,,,,,,,,,,"{'Gut': 0, 'so': 0, 'Der': 0.05, 'Aargau': 0.56, 'erleichtert': 0, 'den': 0.05, 'Zugang': 1.0, 'zur': 0.13, 'Krankenkassenprämienverbilligung': 0.11249999999999999, 'Zudem': 0.12, 'wird': 0.1, 'die': 0.05, 'schwarze': 0.05, 'Liste': 0, 'der': 0.05, 'säumigen': 0, 'Versicherten': 0, 'zumindest': 0.03, 'vorübergehend': 0.055, 'sistiert': 0, 'Klar': 0.08, 'ist': 0.04, 'aber': 0.05, 'auch': 0.02, 'Die': 0.05, 'sollte': 0.1, 'grad': 0, 'ganz': 0, 'abgeschafft': 0.09, 'werden': 0.1, 'Corona': 0.05}",positive,"[0.0049187248, 0.0017064497, 0.99337476]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,Ein klein(lich)er Schritt in die richtige Richtung. Aber das genügt überhaupt nicht! Niemand soll mehr als 10% des Einkommens für Krankenkassenprämien ausgeben müssen. Dafür setzen wir uns auch weiterhin ein. #Prämienverbilligung https://t.co/53ZWNHKLEO,klein lich schritt richtige richtung genügen überhaupt niemand mehr einkommens krankenkassenprämien ausgeben müssen dafür setzen weiterhin prämienverbilligung,,,,,,,,,,,,,,,,,,,,,,"{'Ein': 0.03, 'klein': 0, 'lich': 0, 'er': 0, 'Schritt': 0.04, 'in': 0.16, 'die': 0.02, 'richtige': 0.02, 'Richtung': 0.03, 'Aber': 0.04, 'das': 0.02, 'genügt': 0.03, 'überhaupt': 0.035, 'nicht': 0.32, 'Niemand': 0, 'soll': 0, 'mehr': 0.02, 'als': 0, 'des': 0, 'Einkommens': 0.05, 'für': 0, 'Krankenkassenprämien': 0.23249999999999998, 'ausgeben': 0, 'müssen': 0.04, 'Dafür': 0, 'setzen': 0, 'wir': 0, 'uns': 0, 'auch': 0, 'weiterhin': 0, 'ein': 0, 'Prämienverbilligung': 1.0}",positive,"[0.040244713, 0.0531678, 0.9065875]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
