answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3430,absa_sentiment_3430,absa_scores_3430,absa_token_weights_3435,absa_sentiment_3435,absa_scores_3435,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3444,absa_sentiment_3444,absa_scores_3444,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3470,absa_sentiment_3470,absa_scores_3470,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,100.0,1.0,neutral,"RT @andrisilbi_: Danke, liebe @Jungfreisinnige, für euer Rentenalter 66 https://t.co/5OygXjO72o 

Wir sind auf dem richtigen Weg... Mit uns…",danke lieb rentenalter richtig,,,,,,,"{'Danke': 0.665, 'liebe': 0, 'für': 1.0, 'euer': 0.59, 'Rentenalter': 0.64, 'Wir': 0.23, 'sind': 0.2, 'auf': 0.1, 'dem': 0.04, 'richtigen': 0.19, 'Weg': 0, '...': 0, 'Mit': 0.09, 'uns': 0.04, '…': 0}",positive,"[0.0017693902, 0.0027225048, 0.9955081]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @AlainS1991: Morgen fordern wir an der #DVFDP die Entpolitisierung des Rentenalters bis 2030! https://t.co/uxu2XLqwaA,morgen fordern dvfdp entpolitisierung rentenalters,,,,,,,"{'Morgen': 0.03, 'fordern': 0, 'wir': 0, 'an': 0, 'der': 0.03, 'DVFDP': 0.08, 'die': 0.03, 'Entpolitisierung': 1.0, 'des': 0, 'Rentenalters': 0.13, 'bis': 0}",positive,"[0.28834298, 0.014257282, 0.69739974]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"@LeSwiss @simonmichel Entpolitisierung d. Rentenalters/UWS, Deregulierung der Anlagemöglichkeiten f. PK, freie PK-Wahl",entpolitisierung d rentenalters uws deregulierung anlagemöglichkeiten f pk freie pk wahl,,,,,,,"{'Entpolitisierung': 0.91, 'd.': 0, 'Rentenalters': 0.825, 'UWS': 0.2, 'Deregulierung': 1.0, 'der': 0, 'Anlagemöglichkeiten': 0.1, 'f.': 0, 'PK': 0, 'freie': 0.49, 'PK-Wahl': 0}",positive,"[0.009185123, 0.0031458794, 0.98766905]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,@AZingrich UWS und Rentenalter als Möglichkeit zur Selbstprofilierung von NR/SR führt nie zu einer zweckmässigen Reform..,uws rentenalter möglichkeit selbstprofilierung nr sr führen nie zweckmässigen reform,,,,,,,"{'UWS': 0.86, 'und': 1.0, 'Rentenalter': 0.835, 'als': 0.56, 'Möglichkeit': 0, 'zur': 0.06, 'Selbstprofilierung': 0, 'von': 0, 'NR': 0, 'SR': 0.06, 'führt': 0.13, 'nie': 0, 'zu': 0.06, 'einer': 0, 'zweckmässigen': 0, 'Reform': 0.12, '..': 0}",negative,"[0.06158318, 0.5559314, 0.38248545]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@MattpaMueller @NeinzurAV2020  solange UWS und Rentenalter ein politischer Spielball bleiben, wird sich daran nicht viel ändern..",solange uws rentenalter politisch spielball bleiben daran ändern,,,,,,,"{'solange': 0, 'UWS': 0.49, 'und': 1.0, 'Rentenalter': 0.77, 'ein': 0, 'politischer': 0.17, 'Spielball': 0, 'bleiben': 0.84, 'wird': 0.07, 'sich': 0, 'daran': 0, 'nicht': 0.09, 'viel': 0.19, 'ändern': 0.15, '..': 0}",positive,"[0.024624866, 0.0033991681, 0.9719759]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"Mit Hilfe der @jfsolothurn lehnt die @fdp_solothurn den #Vaterschaftsurlaub mit 102:32 Stimmen ab 💪🏼 Einmal mehr stolz, freisinnig und Solothurner zu sein.

@lohnabzuegeNein",hilfe lehnen vaterschaftsurlaub stimmen ab mehr stolz freisinnig solothurner,,,,,,,,,,"{'Mit': 0.17, 'Hilfe': 0.29, 'der': 0.37, 'lehnt': 1.0, 'die': 0.37, 'den': 0.37, 'Vaterschaftsurlaub': 0.9, 'mit': 0.17, '102:32': 0, 'Stimmen': 0, 'ab': 0, 'Einmal': 0.06, 'mehr': 0, 'stolz': 0, 'freisinnig': 0, 'und': 0.05, 'Solothurner': 0.1, 'zu': 0.04, 'sein': 0}",neutral,"[0.38881376, 0.2374333, 0.37375292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,75.0,71.0,0.3333333333333333,neutral,"Durch und durch #liberal - auch den #Vaterschaftsurlaub lehnt die @FDP_Liberalen ab. Im 21. Jahrhundert hat der Staat keine Rollenverteilung vorzunehmen, sondern ideale Rahmenbedingungen für die Gesellschaft zu schaffen.

@lohnabzuegeNein https://t.co/d1rmOJnel5",liberal vaterschaftsurlaub lehnen ab jahrhundert staat rollenverteilung vornehmen ideale rahmenbedingungen gesellschaft schaffen,,,,,,,,,,"{'Durch': 0.17, 'und': 0.16, 'durch': 0.17, 'liberal': 0.47, 'auch': 0.81, 'den': 0.07, 'Vaterschaftsurlaub': 0.57, 'lehnt': 1.0, 'die': 0.07, 'ab': 0, 'Im': 0, '21.': 0, 'Jahrhundert': 0.1, 'hat': 0, 'der': 0.07, 'Staat': 0.11, 'keine': 0, 'Rollenverteilung': 0.14, 'vorzunehmen': 0.05, 'sondern': 0.08, 'ideale': 0.08, 'Rahmenbedingungen': 0.1, 'für': 0.07, 'Gesellschaft': 0.09, 'zu': 0.05, 'schaffen': 0.1}",negative,"[0.02613781, 0.90906066, 0.06480158]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,negative,"Teuer, bevormundend und nicht zeitgemäss: Lassen wir uns mit dem #Vaterschaftsurlaub nicht für 250 Millionen im Jahr unser Familienleben staatlich diktieren. Die #SVP Kanton Solothurn folgt mir heute einstimmig und sagt Nein.

@lohnabzuegeNein https://t.co/PAlGFVB14I",teuer bevormunden zeitgemäss lassen vaterschaftsurlaub millionen jahr familienleben staatlich diktieren svp kanton solothurn folgen heute einstimmig sagen nein,,,,,,,,,,"{'Teuer': 0.05, 'bevormundend': 0.09, 'und': 0.06, 'nicht': 0.11, 'zeitgemäss': 0, 'Lassen': 0.64, 'wir': 0, 'uns': 0, 'mit': 0.53, 'dem': 0.07, 'Vaterschaftsurlaub': 0.64, 'für': 0.08, 'Millionen': 0, 'im': 0, 'Jahr': 0.16, 'unser': 0.05, 'Familienleben': 0.065, 'staatlich': 0.13, 'diktieren': 0, 'Die': 0.11, 'SVP': 0, 'Kanton': 0, 'Solothurn': 0.24, 'folgt': 0.14, 'mir': 0.04, 'heute': 0.06, 'einstimmig': 0.06, 'sagt': 0.11, 'Nein': 0.09}",neutral,"[0.5762652, 0.09324539, 0.33048943]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"RT @rudolf_mohler: Der #Vaterschaftsurlaub ist erst der Anfang. Tritt er in Kraft, sind weitere Begehrlichkeiten zur Verstaatlichung der Fa…",vaterschaftsurlaub erst anfang tritt kraft weit begehrlichkeiten verstaatlichung fa,,,,,,,,,,"{'Der': 0.06, 'Vaterschaftsurlaub': 0.8, 'ist': 0.33, 'erst': 0, 'der': 0.06, 'Anfang': 0.16, 'Tritt': 0, 'er': 0.33, 'in': 0, 'Kraft': 0, 'sind': 0, 'weitere': 0.07, 'Begehrlichkeiten': 0.08, 'zur': 0.05, 'Verstaatlichung': 0, 'Fa': 0.07, '…': 0}",positive,"[0.13645716, 0.021182628, 0.8423602]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"In dubio pro populo - wenn das Parlament Vernunft vermissen lässt, kann das Stimmvolk die Richtung weisen. Das Gesetz soll keine Geschlechterrollen zementieren und den Zugang zum Arbeitsmarkt für eine weitere Gruppe erschweren.

#Vaterschaftsurlaub https://t.co/T2zW6xgwEt",dubio pro populo parlament vernunft vermissen lässt stimmvolk richtung weise gesetz geschlechterrollen zementieren zugang arbeitsmarkt weit gruppe erschweren vaterschaftsurlaub,,,,,,,,,,"{'In': 0.07, 'dubio': 0, 'pro': 0.04, 'populo': 0, 'wenn': 0.03, 'das': 0, 'Parlament': 0.03, 'Vernunft': 0, 'vermissen': 0, 'lässt': 0, 'kann': 0.05, 'Stimmvolk': 0.06, 'die': 0.03, 'Richtung': 0, 'weisen': 0.04, 'Das': 0.03, 'Gesetz': 0.08, 'soll': 0, 'keine': 0, 'Geschlechterrollen': 0.035, 'zementieren': 0.02, 'und': 0.03, 'den': 0.03, 'Zugang': 0.03, 'zum': 0.025, 'Arbeitsmarkt': 0.04, 'für': 0.03, 'eine': 0, 'weitere': 0, 'Gruppe': 0.08, 'erschweren': 0.0325, 'Vaterschaftsurlaub': 0.63}",positive,"[0.01112426, 0.002603446, 0.98627234]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,25.0,28.0,-0.15,neutral,"Der #Vaterschaftsurlaub zementiert Rollenbilder und vernachlässigt die eigenverantwortliche und freie Familiengestaltung der Eltern - und kostet wiedermal Geld, bei dem keiner fragen darf, woher man es nehmen soll. 🤦🏼‍♂️ #Elternzeit #SocialismNotAffordable https://t.co/muZCC3kZsm",vaterschaftsurlaub zementieren rollenbilder vernachlässigen eigenverantwortliche freie familiengestaltung eltern kosten wiedermal geld fragen dürfen woher nehmen elternzeit socialismnotaffordable,,,,,,,,,,"{'Der': 0.06, 'Vaterschaftsurlaub': 0.05, 'zementiert': 0.27, 'Rollenbilder': 0.085, 'und': 0.07, 'vernachlässigt': 0, 'die': 0.06, 'eigenverantwortliche': 0, 'freie': 0.04, 'Familiengestaltung': 0.07, 'der': 0.06, 'Eltern': 0.07, 'kostet': 0.06, 'wiedermal': 0.09, 'Geld': 0.04, 'bei': 0, 'dem': 0.034999999999999996, 'keiner': 0, 'fragen': 0, 'darf': 0, 'woher': 0.02, 'man': 0, 'es': 0.03, 'nehmen': 0.01, 'soll': 0, '🤦': 0, '\u200d️': 0, 'Elternzeit': 0, 'SocialismNotAffordable': 0}",negative,"[0.010042926, 0.914044, 0.075912945]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@rabeahuber @narimoldi @_MichelleSchw @papizeit Die Benachteiligung der Frau durch den Mutterschaftsurlaub ist genauso problematisch - das macht den Vaterschaftsurlaub aber nicht besser. Nur mit Elternzeit macht man beide zum selben “Risiko” des Arbeitgebers und damit gleich unattraktiv, um eingestellt zu werden.",benachteiligung frau mutterschaftsurlaub genauso problematisch vaterschaftsurlaub gut elternzeit beid selben risiko arbeitgebers gleichen unattraktiv einstellen,,,,,,,,,,"{'Die': 0.05, 'Benachteiligung': 0.25, 'der': 0.05, 'Frau': 0, 'durch': 0.06, 'den': 0.05, 'Mutterschaftsurlaub': 0.045, 'ist': 0.11, 'genauso': 0.485, 'problematisch': 0.39, 'das': 0.87, 'macht': 0, 'Vaterschaftsurlaub': 0.5, 'aber': 0.67, 'nicht': 0, 'besser': 0.84, 'Nur': 0.1, 'mit': 0.06, 'Elternzeit': 0.045, 'man': 0, 'beide': 0.05, 'zum': 0.065, 'selben': 0.05, '“': 0, 'Risiko': 0, '”': 0, 'des': 0, 'Arbeitgebers': 0, 'und': 0, 'damit': 0, 'gleich': 0, 'unattraktiv': 0, 'um': 0, 'eingestellt': 0, 'zu': 0, 'werden': 0}",negative,"[0.037927702, 0.61106145, 0.35101086]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,negative,"RT @AlainS1991: Für einmal habe ich @smartvoteCH nur als Wähler ausgefühlt. Staatlicher Vaterschaftsurlaub gilt neuerdings als Liberal, wic…",wähler ausgefühlt staatlich vaterschaftsurlaub gelten neuerdings liberal wic,,,,,,,,,,"{'Für': 0.04, 'einmal': 0.05, 'habe': 0, 'ich': 0.06, 'nur': 0.03, 'als': 0.05, 'Wähler': 0, 'ausgefühlt': 0.09, 'Staatlicher': 1.0, 'Vaterschaftsurlaub': 0.89, 'gilt': 0, 'neuerdings': 0.11, 'Liberal': 0.27, 'wic': 0.19, '…': 0}",neutral,"[0.48122957, 0.10869554, 0.41007486]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,neutral,"@Susanne18683184 @Dede71Mueller @ChristianImark @jfsolothurn @ZafiZuerst @BeaHabegger Man kann nicht solch verschiedene Ausgangslagen vergleichen; eine Asylantin in deiner Situation hätte es nicht einfacher als du.
Zudem: Sprechen wir nun von Grenzgängern, Zuwanderung via FZA oder Asylrecht? Das sind seeeehr unterschiedliche Dinge (rechtlich wie auch faktisch)",solch verschieden ausgangslagen vergleichen asylantin situation einfach zudem sprechen grenzgängern zuwanderung via fza asylrecht seeeehr unterschiedlich dinge rechtlich faktisch,,,,,,,,,,,,,"{'Man': 0, 'kann': 0, 'nicht': 0, 'solch': 0.04, 'verschiedene': 0.09, 'Ausgangslagen': 0.04, 'vergleichen': 0.08, 'eine': 0, 'Asylantin': 0, 'in': 0.04, 'deiner': 0, 'Situation': 0.04, 'hätte': 0, 'es': 0, 'einfacher': 0.05, 'als': 0.03, 'du': 0, 'Zudem': 0.075, 'Sprechen': 0, 'wir': 0, 'nun': 0.03, 'von': 0, 'Grenzgängern': 0.22, 'Zuwanderung': 0.94, 'via': 1.0, 'FZA': 0.69, 'oder': 0.55, 'Asylrecht': 0.665, 'Das': 0, 'sind': 0.05, 'seeeehr': 0.06, 'unterschiedliche': 0.09, 'Dinge': 0.06, 'rechtlich': 0.06, 'wie': 0, 'auch': 0, 'faktisch': 0.04}",neutral,"[0.8949138, 0.006642498, 0.098443754]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
