answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3437,absa_sentiment_3437,absa_scores_3437,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3446,absa_sentiment_3446,absa_scores_3446,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3451,absa_sentiment_3451,absa_scores_3451,absa_token_weights_3452,absa_sentiment_3452,absa_scores_3452,absa_token_weights_3455,absa_sentiment_3455,absa_scores_3455,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,86.0,0.7,neutral,"Die @spschweiz will laut #Pardini nach dem #Kuhhandel in der #Steuervorlage17 sogar das Rentenalter senken und die Renten erhöhen❗️😡
☝️Aufwachen an alle, die hier einem Kompromiss zustimmen wollen! NEIN zu diesem #Kuhhandel der #SV17❗️",laut pardini kuhhandel steuervorlage17 sogar rentenalter senken renten erhöhen aufwachen all kompromiss zustimmen nein kuhhandel sv17,,,,"{'Die': 0.05, 'will': 0, 'laut': 0.055, 'Pardini': 0.08, 'nach': 0.13, 'dem': 0.04, 'Kuhhandel': 0.035, 'in': 0.05, 'der': 0.05, 'Steuervorlage17': 0.07500000000000001, 'sogar': 0.37, 'das': 0, 'Rentenalter': 0.73, 'senken': 0, 'und': 0.23, 'die': 0.05, 'Renten': 0.16, 'erhöhen️': 0, '️Aufwachen': 0.02, 'an': 0, 'alle': 0.02, 'hier': 0.03, 'einem': 0, 'Kompromiss': 0.1, 'zustimmen': 0.07, 'wollen': 0, 'NEIN': 0.03, 'zu': 0.03, 'diesem': 0.03, 'SV17️': 0}",neutral,"[0.53703773, 0.13878246, 0.32417977]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,"Gleichstellung ist keine Einbahnstrasse! Bürokratisches #Gleichstellungsgesetz muss wenn schon gleiches Rentenalter 65/65 von Frau &amp; Mann enthalten. Leider in #WBK-Kommission knapp mit Stichentscheid gescheitert. #Mehrheit im Nationalrat suchen...
https://t.co/lNlTIhMiNE https://t.co/eSuMrgPP6B",gleichstellung einbahnstrasse bürokratisch gleichstellungsgesetz schon gleich rentenalter frau amp mann enthalten leider wbk kommission knapp stichentscheid scheitern mehrheit nationalrat suchen,,,,"{'Gleichstellung': 0.08, 'ist': 0.05, 'keine': 0, 'Einbahnstrasse': 0.04, 'Bürokratisches': 0.06, 'Gleichstellungsgesetz': 0, 'muss': 0, 'wenn': 0.53, 'schon': 0, 'gleiches': 1.0, 'Rentenalter': 0.755, '65': 0, 'von': 0, 'Frau': 0, 'amp': 0.03, 'Mann': 0, 'enthalten': 0, 'Leider': 0.08, 'in': 0.03, 'WBK-Kommission': 0.025, 'knapp': 0, 'mit': 0.03, 'Stichentscheid': 0.035, 'gescheitert': 0.05, 'Mehrheit': 0.05, 'im': 0, 'Nationalrat': 0.01, 'suchen': 0.05, '...': 0}",neutral,"[0.92601144, 0.012823021, 0.06116556]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,negative,"Murks bleibt Murks. 😤 Ich bin für #Steuervorlage #SV17 aber gegen einseitigen #AHV-Deal. Im Moment, wo das AHV-Geld sprudelt, werden keine Reformen (Rentenalter, Flexibilisierung, Umwandlungssatz,...) mehr möglich sein. Darum NEIN zum #Kuhhandel. https://t.co/rfhYeKpIZl",murks bleiben murks steuervorlage sv17 einseitig ahv deal moment ahv geld sprudeln reformen rentenalter flexibilisierung umwandlungssatz mehr möglich darum nein kuhhandel,,,,"{'Murks': 0.03, 'bleibt': 0.03, 'Ich': 0.02, 'bin': 0, 'für': 0, 'Steuervorlage': 0.03, 'SV17': 0.04, 'aber': 0.08, 'gegen': 0.09, 'einseitigen': 0, 'AHV-Deal': 0, 'Im': 0, 'Moment': 0.17, 'wo': 0, 'das': 0, 'AHV-Geld': 0, 'sprudelt': 0, 'werden': 1.0, 'keine': 0, 'Reformen': 0.73, 'Rentenalter': 0.43, 'Flexibilisierung': 0.08, 'Umwandlungssatz': 0.04, '...': 0, 'mehr': 0, 'möglich': 0.17, 'sein': 0, 'Darum': 0, 'NEIN': 0.11, 'zum': 0.045, 'Kuhhandel': 0.04}",negative,"[0.3696533, 0.4694495, 0.1608972]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,"«Mit dem Nein zur 16 wöchigen #Elternzeit wurde eine grosse Chance verpasst. Der 2 wöchige #Vaterschaftsurlaub bleibt der einzige Kompromiss, der auch finanzierbar ist.»
https://t.co/aIU4ziecbh
#politik #nationalrat",nein wöchigen elternzeit grosse chance verpasst wöchige vaterschaftsurlaub bleiben einzig kompromiss finanzierbar politik nationalrat,,,,,,,"{'«': 0, 'Mit': 0, 'dem': 0, 'Nein': 0, 'zur': 0, '16': 0, 'wöchigen': 0, 'Elternzeit': 0, 'wurde': 0, 'eine': 0, 'grosse': 0, 'Chance': 0, 'verpasst': 0, 'Der': 0, '2': 0, 'wöchige': 0, 'Vaterschaftsurlaub': 0, 'bleibt': 0, 'der': 0, 'einzige': 0, 'Kompromiss': 0, 'auch': 0, 'finanzierbar': 0, 'ist': 0, '»': 0, 'politik': 0, 'nationalrat': 0}",positive,"[0.027312579, 0.011363009, 0.9613244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,100.0,86.0,0.5666666666666667,neutral,"2 Wochen #Vaterschaftsurlaub gehen in die richtige Richtung. Nun braucht es noch mehr Flexibilität für das Paar für eine echte &amp; selbstbestimmte #Elternzeit. Die @FDP_Liberalen schützen dabei die 14 Wochen für die Mutter, wenn es beim paar keine Einigung gibt. https://t.co/qVPHtJaBOf",wochen vaterschaftsurlaub gehen richtige richtung brauchen mehr flexibilität paar echte amp selbstbestimmte elternzeit schützen dabei wochen mutter beim paar einigung geben,,,,,,,"{'2': 0, 'Wochen': 0.03, 'Vaterschaftsurlaub': 0.06, 'gehen': 0, 'in': 0.04, 'die': 0.02, 'richtige': 0.09, 'Richtung': 0.08, 'Nun': 0, 'braucht': 0.06, 'es': 0.01, 'noch': 0, 'mehr': 0.03, 'Flexibilität': 0.07, 'für': 0.01, 'das': 0, 'Paar': 0, 'eine': 0, 'echte': 0.04, 'amp': 0.05, 'selbstbestimmte': 0, 'Elternzeit': 0.075, 'Die': 0.02, 'schützen': 0, 'dabei': 0, '14': 0, 'Mutter': 0.05, 'wenn': 0.02, 'beim': 0.02, 'paar': 0, 'keine': 0, 'Einigung': 0.03, 'gibt': 0}",positive,"[0.2610172, 0.109239556, 0.6297433]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @FDP_Liberalen: Es braucht einen flexiblen #Elternurlaub, denn ein #Vaterschaftsurlaub zementiert nur das traditionelle Rollenbild. Die…",brauchen flexibel elternurlaub vaterschaftsurlaub zementieren traditionell rollenbild,,,,,,,"{'Es': 0.44, 'braucht': 0, 'einen': 0, 'flexiblen': 0.63, 'Elternurlaub': 0.165, 'denn': 0, 'ein': 0, 'Vaterschaftsurlaub': 0.16, 'zementiert': 0, 'nur': 0.1, 'das': 0, 'traditionelle': 0.05, 'Rollenbild': 0.055, 'Die': 0.1, '…': 0}",neutral,"[0.4911593, 0.06783958, 0.4410011]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"In der Diskussion rund um #Kita, #Vaterschaftsurlaub, #Elternurlaub und Finanzierung wäre eine Gesamtsicht wohl das Beste. Vielleicht gibt es ja eine Lösung 🤔 https://t.co/0lA3SOmmdo",diskussion rund kita vaterschaftsurlaub elternurlaub finanzierung gesamtsicht wohl gut vielleicht geben ja lösung,,,,,,,"{'In': 0.44, 'der': 0.04, 'Diskussion': 1.0, 'rund': 0, 'um': 0.07, 'Kita': 0, 'Vaterschaftsurlaub': 0.43, 'Elternurlaub': 0.31, 'und': 0.22, 'Finanzierung': 0.21, 'wäre': 0.07, 'eine': 0, 'Gesamtsicht': 0.165, 'wohl': 0, 'das': 0, 'Beste': 0.09, 'Vielleicht': 0, 'gibt': 0, 'es': 0.06, 'ja': 0.22, 'Lösung': 0.37, '🤔': 0}",neutral,"[0.87402403, 0.056119498, 0.06985655]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Muntere Zahlenlotterie bei Debatte zur #Lohngleichheit 🚺🚹
Gewerkschaften 20% @BPWSwitzerland 15.1%
#Bundesrat 7.4%
Die 7.4% sind unerklärbar aber KEINE Lohndiskriminierung! Berufserfahrung &amp; Lohnverhandlun werden dabei nicht berücksichtigt! Darum Nein zu diesem Gesetz!",muntern zahlenlotterie debatte lohngleichheit gewerkschaften bundesrat unerklärbar lohndiskriminierung berufserfahrung amp lohnverhandlun dabei berücksichtigen darum nein gesetz,,,,,,,,,,"{'Muntere': 0, 'Zahlenlotterie': 0.05, 'bei': 0, 'Debatte': 0.06, 'zur': 0.52, 'Lohngleichheit': 0, 'Gewerkschaften': 0.03, '20': 0, '15.1': 0, 'Bundesrat': 0.03, '7.4': 0, 'Die': 0.04, 'sind': 0.09, 'unerklärbar': 0.11, 'aber': 0.04, 'KEINE': 0, 'Lohndiskriminierung': 0.07, 'Berufserfahrung': 0.035, 'amp': 0.03, 'Lohnverhandlun': 0.05, 'werden': 0, 'dabei': 0, 'nicht': 0.27, 'berücksichtigt': 0.07750000000000001, 'Darum': 0, 'Nein': 1.0, 'zu': 1.0, 'diesem': 0.29, 'Gesetz': 0.47}",neutral,"[0.4972778, 0.08843628, 0.4142859]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"ENDLICH! 
Steuersenkungen für Privatpersonen &amp; Firmen im Kanton Bern. Zaghafte aber richtige Richtung. 
Steuereinnahmen sind in den letzten Jahren verglichen mit dem Budget teilweise stark gestiegen. Das ist Fakt. #esgeht @fdp_bern @JungfreisinnBE https://t.co/oyHvZoxunG https://t.co/CLyXZD6A04",endlich steuersenkungen privatpersonen amp firmen kanton bern zaghaft richtige richtung steuereinnahmen letzt jahren vergleichen budget teilweise stark steigen fakt esgeht,,,,,,,,,,,,,"{'ENDLICH': 0.075, 'Steuersenkungen': 0.20500000000000002, 'für': 0.08, 'Privatpersonen': 0.04, 'amp': 0.04, 'Firmen': 0.06, 'im': 0, 'Kanton': 0.03, 'Bern': 0.06, 'Zaghafte': 0.1, 'aber': 0.06, 'richtige': 0.07, 'Richtung': 0.07, 'Steuereinnahmen': 0.09, 'sind': 0, 'in': 0.06, 'den': 0.03, 'letzten': 0.04, 'Jahren': 0.1, 'verglichen': 0.05, 'mit': 0, 'dem': 0.035, 'Budget': 0.09, 'teilweise': 0, 'stark': 0, 'gestiegen': 0, 'Das': 0.03, 'ist': 0, 'Fakt': 0.19, 'esgeht': 0.9199999999999999}",positive,"[0.06914193, 0.016459495, 0.91439855]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,RT @themattmueller_: Die GLP auf Abwegen. Wieso fordert ihr keine weitgehende Deregulierung? Wieso keine temporären Steuersenkungen oder -e…,glp abwegen wieso fordern weitgehende deregulierung wieso temporär steuersenkungen e,,,,,,,,,,,,,"{'Die': 0.1, 'GLP': 0.17, 'auf': 0.09, 'Abwegen': 0.19, 'Wieso': 0, 'fordert': 0, 'ihr': 0, 'keine': 0, 'weitgehende': 0.15, 'Deregulierung': 0.7, 'temporären': 1.0, 'Steuersenkungen': 0.725, 'oder': 0.31, '-e': 0, '…': 0}",negative,"[0.08494427, 0.8811874, 0.033868328]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.6666666666666666,positive,"Sehr erfreulich: Der Kanton Bern bekommt weniger aus dem Nationalen Finanzausgleich #NFA, da er besser wurde. Jetzt knacken wir noch die Milliardengrenze - nach unten versteht sich! 💪🐻
@kanton_bern https://t.co/g9FRaHN0DC",erfreulich kanton bern bekommen wenig national finanzausgleich nfa gut knacken milliardengrenze unten verstehen,,,,,,,,,,,,,,,,"{'Sehr': 0.08, 'erfreulich': 0, 'Der': 0.04, 'Kanton': 0.21, 'Bern': 0.23, 'bekommt': 0, 'weniger': 0, 'aus': 0, 'dem': 0.04, 'Nationalen': 1.0, 'Finanzausgleich': 0.87, 'NFA': 0.21, 'da': 0, 'er': 0, 'besser': 0.09, 'wurde': 0, 'Jetzt': 0.03, 'knacken': 0, 'wir': 0, 'noch': 0, 'die': 0.04, 'Milliardengrenze': 0.06, 'nach': 0, 'unten': 0, 'versteht': 0, 'sich': 0}",positive,"[0.020914309, 0.0045450456, 0.97454065]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Berner Bär auf dem Irrweg! Wohin mit dem @kanton_bern? Keine attraktiveren Steuern für Unternehmen, dafür 40 Stellen mehr in Stadtverwaltung Bern. Wir müssen dringend unabhängiger vom nationalen Finanzausgleich #NFA werden! #abst18 #CHvote @fdp_bern @HIVBERN @BernerKMU @FokusBern https://t.co/Z7SfVOFWqy",berner bär irrweg wohin attraktiv steuern unternehmen dafür stellen mehr stadtverwaltung bern müssen dringen unabhängig national finanzausgleich nfa abst18 chvote,,,,,,,,,,,,,,,,"{'Berner': 0, 'Bär': 0, 'auf': 0.02, 'dem': 0.23500000000000001, 'Irrweg': 0.05, 'Wohin': 0.07, 'mit': 0.02, 'Keine': 0, 'attraktiveren': 0.07, 'Steuern': 0, 'für': 0.03, 'Unternehmen': 0, 'dafür': 0, '40': 0, 'Stellen': 0, 'mehr': 0.07, 'in': 0.05, 'Stadtverwaltung': 0.21, 'Bern': 0.14, 'Wir': 0.05, 'müssen': 0.07, 'dringend': 0.15, 'unabhängiger': 0.185, 'vom': 0.4, 'nationalen': 1.0, 'Finanzausgleich': 0.84, 'NFA': 0.24, 'werden': 0, 'abst18': 0.1, 'CHvote': 0.11}",positive,"[0.19578879, 0.02644869, 0.7777625]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
