answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3433,absa_sentiment_3433,absa_scores_3433,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3446,absa_sentiment_3446,absa_scores_3446,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"@AlexLimacher Eben, die SVP gerne in der Einbürgerungskommission.",eben svp gerne einbürgerungskommission,,,,,,,,,,,,,,,,"{'Eben': 0, 'die': 0.24, 'SVP': 0, 'gerne': 0, 'in': 0, 'der': 0.24, 'Einbürgerungskommission': 0.71}",positive,"[0.008165186, 0.0012499061, 0.9905849]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @hpkennel: #srfclub Die Einbürgerungs-Kommission ist in den meisten Gemeinden vom Gemeinderat gewählt, alles andere als demokratisch, He…",srfclub einbürgerungs kommission meist gemeinden gemeinderat wählen demokratisch he,,,,,,,,,,,,,,,,"{'srfclub': 0.37, 'Die': 0.12, 'Einbürgerungs-Kommission': 1.0, 'ist': 0.46, 'in': 0.06, 'den': 0.12, 'meisten': 0.04, 'Gemeinden': 0, 'vom': 0.12, 'Gemeinderat': 0.22, 'gewählt': 0, 'alles': 0, 'andere': 0, 'als': 0, 'demokratisch': 0, 'He': 0.15, '…': 0}",positive,"[0.34491956, 0.033722132, 0.6213583]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"#srfclub Die Einbürgerungs-Kommission ist in den meisten Gemeinden vom Gemeinderat gewählt, alles andere als demokratisch, Herr Glarner.",srfclub einbürgerungs kommission meist gemeinden gemeinderat wählen demokratisch herr glarner,,,,,,,,,,,,,,,,"{'srfclub': 0.77, 'Die': 0.11, 'Einbürgerungs-Kommission': 0.985, 'ist': 0.37, 'in': 0.05, 'den': 0.11, 'meisten': 0.07, 'Gemeinden': 0, 'vom': 0.11, 'Gemeinderat': 0.08, 'gewählt': 0, 'alles': 0, 'andere': 0, 'als': 0, 'demokratisch': 0, 'Herr': 0, 'Glarner': 0.06}",positive,"[0.38928258, 0.012151697, 0.59856576]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @grunliberale: Für uns Grünliberale gehört zur #Ehefüralle auch der Zugang zur #Fortpflanzungsmedizin. Es gibt schlicht keinen Grund, di…",grünliberale hören ehefüralle zugang fortpflanzungsmedizin geben schleichen grund di,,,,,,,,,,,,,,,,,,,"{'Für': 0.06, 'uns': 0.07, 'Grünliberale': 0.085, 'gehört': 0, 'zur': 0.06, 'Ehefüralle': 0.06, 'auch': 0.2, 'der': 0, 'Zugang': 0.73, 'Fortpflanzungsmedizin': 0.6950000000000001, 'Es': 0.04, 'gibt': 0, 'schlicht': 0, 'keinen': 0, 'Grund': 0, 'di': 0, '…': 0}",positive,"[0.068795815, 0.008399167, 0.9228051]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @beatflach: Unsere heutige Medienmitteilung über Lohngleichheit. Aufruf JETZT UNTERSCHREIBEN: https://t.co/VFp8vRDNb3 https://t.co/Q2UAw…,heutige medienmitteilung lohngleichheit aufruf unterschreiben,,,,,,,,,,,,,,,,,,,,,,"{'Unsere': 0.17, 'heutige': 0, 'Medienmitteilung': 0.58, 'über': 0, 'Lohngleichheit': 0.455, 'Aufruf': 0, 'JETZT': 0.12, 'UNTERSCHREIBEN': 0.18}",positive,"[0.13126142, 0.003056684, 0.8656819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
75.0,75.0,71.0,0.35,neutral,RT @themattmueller_: #5G ist mehr als nur ein Technologiesprung. Unser Mobilfunknetz wird so viel leistungsfähiger sein &amp; neue Anwendungen…,g mehr technologiesprung mobilfunknetz leistungsfähig amp neue anwendungen,,,,,,,,,,,,,,,,,,,,,,,,,"{'5': 0, 'G': 0, 'ist': 0.11, 'mehr': 0.25, 'als': 0, 'nur': 0, 'ein': 0, 'Technologiesprung': 0, 'Unser': 1.0, 'Mobilfunknetz': 0.9, 'wird': 0.51, 'so': 0.4, 'viel': 0.06, 'leistungsfähiger': 0.26, 'sein': 0, 'amp': 0.13, 'neue': 0.12, 'Anwendungen': 0.14, '…': 0}",positive,"[0.0010591036, 0.0020579817, 0.9968829]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @SonjaGehrig: #EsistZeit für #Inländervorrang bei der Energie!

Erneuerbare Energien fördern.
einheimisches Gewerbe unterstützen.
Energi…",esistzeit inländervorrang energie erneuerbare energien fördern einheimisch gewerbe unterstützen energi,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'EsistZeit': 0, 'für': 0.11, 'Inländervorrang': 0.24, 'bei': 0, 'der': 0, 'Energie': 0.11, 'Erneuerbare': 0.95, 'Energien': 0.56, 'fördern': 0.42, 'einheimisches': 0.21, 'Gewerbe': 0, 'unterstützen': 0.42, 'Energi': 0.11, '…': 0}",positive,"[0.0020339407, 0.0014560637, 0.99650997]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @Juerg_Grossen: Heute wegweisnder Entscheid für das Schweizer Volk: Auf in die sichere, dezentrale, erneuerbare und digitale Energiezuku…",heute wegweisnder entscheid schweizer volk sicher dezentrale erneuerbare digitale energiezuku,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Heute': 0.05, 'wegweisnder': 0, 'Entscheid': 0.12, 'für': 0.04, 'das': 0, 'Schweizer': 0.07, 'Volk': 0.09, 'Auf': 0, 'in': 0, 'die': 0.22, 'sichere': 0, 'dezentrale': 0.5, 'erneuerbare': 1.0, 'und': 0.09, 'digitale': 0.13, 'Energiezuku': 0.14, '…': 0}",positive,"[0.00088207156, 0.0011128215, 0.9980051]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @es_2050: 13 Mrd. mindestens pro Jahr. Bis 2050 wären das 33 x 13 Mrd. = 429 Mrd.! Muss nicht sein! Einheimische erneuerbare Energien fö…,mrd mindestens pro jahr x mrd mrd einheimisch erneuerbare energien fö,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'13': 0, 'Mrd.': 0.14, 'mindestens': 0.035, 'pro': 0, 'Jahr': 0.05, 'Bis': 0.06, '2050': 0, 'wären': 0.09, 'das': 0.04, '33': 0, 'x': 0.04, '429': 0, 'Muss': 0, 'nicht': 0.09, 'sein': 0, 'Einheimische': 1.0, 'erneuerbare': 1.0, 'Energien': 0.77, 'fö': 0, '…': 0}",positive,"[0.010631128, 0.0059865545, 0.9833823]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @rudolf_mohler: Während in der Schweiz über #Energiewende gestritten wird, hat CA bei den Erneuerbaren einen Meilenstein erreicht. https…",schweiz energiewende streiten ca erneuerbaren meilenstein erreichen https,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Während': 0.03, 'in': 0.06, 'der': 0.06, 'Schweiz': 0.1, 'über': 0.03, 'Energiewende': 0.19, 'gestritten': 0, 'wird': 0, 'hat': 0, 'CA': 0, 'bei': 0, 'den': 0.06, 'Erneuerbaren': 1.0, 'einen': 0.06, 'Meilenstein': 0.3, 'erreicht': 0, 'https': 0.16, '…': 0}",positive,"[0.00273635, 0.001185165, 0.99607843]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @EnergieSchweiz: Fragen zu erneuerbaren Energien und Energieeffizienz? Die Infoline von EnergieSchweiz hilft weiter.
https://t.co/upo2Lv…",fragen erneuerbaren energien energieeffizienz infoline energieschweiz helfen weit,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Fragen': 1.0, 'zu': 0, 'erneuerbaren': 0.95, 'Energien': 0.17, 'und': 0.22, 'Energieeffizienz': 0.19999999999999998, 'Die': 0.15, 'Infoline': 0.28, 'von': 0.12, 'EnergieSchweiz': 0.21, 'hilft': 0, 'weiter': 0}",neutral,"[0.6625812, 0.014581726, 0.32283705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,RT @RueeggThurgau: Ein Grund mehr für #Erneuerbare #Energien; #Klumpenrisiko #Kernenergie. #ES2050 @es_2050 @ES2050_JA @SVPch @NZZ @Blickch…,grund mehr erneuerbare energien klumpenrisiko kernenergie es2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ein': 0, 'Grund': 0, 'mehr': 0.16, 'für': 0.38, 'Erneuerbare': 1.0, 'Energien': 0.24, 'Klumpenrisiko': 0.09, 'Kernenergie': 0.11, 'ES2050': 0.16, '…': 0}",positive,"[0.036592692, 0.009735512, 0.9536718]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @marionair: Für @tiana_moser, Nationalrätin @grunliberale, geht die Lockerung der Exportregeln für #Kriegsmaterial zu weit. #srfarena ^r…",nationalrätin gehen lockerung exportregeln kriegsmaterial weit srfarena r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Für': 0.87, 'Nationalrätin': 0.18, 'geht': 0, 'die': 0.16, 'Lockerung': 0, 'der': 0.16, 'Exportregeln': 0, 'für': 0.87, 'Kriegsmaterial': 0.9299999999999999, 'zu': 0, 'weit': 0.2, 'srfarena': 0.24, '^r': 0, '…': 0}",positive,"[0.3082337, 0.14822118, 0.5435451]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @grunliberale: Kampfflugzeug-Beschaffung: Auf Luxuslösung verzichten, Volksabstimmung ermöglichen https://t.co/UHyQaCyBYz",kampfflugzeug beschaffung luxuslösung verzichten volksabstimmung ermöglichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Kampfflugzeug-Beschaffung': 0.88, 'Auf': 0, 'Luxuslösung': 0.24, 'verzichten': 0, 'Volksabstimmung': 0.27, 'ermöglichen': 0.24}",neutral,"[0.8140155, 0.06178145, 0.124203086]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.85,neutral,"RT @PetraGoessi: Ich stimme klar Ja zur e-ID, denn sie ist ein wichtiger Schritt, damit wir alle die Chancen der #Digitalisierung besser nu…",stimme klaren ja e id wichtig schritt all chancen digitalisierung gut nu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ich': 0.02, 'stimme': 0, 'klar': 0, 'Ja': 0, 'zur': 0.045000000000000005, 'e-ID': 0, 'denn': 0, 'sie': 0, 'ist': 0.01, 'ein': 0, 'wichtiger': 0.03, 'Schritt': 0.06, 'damit': 0.02, 'wir': 0, 'alle': 0, 'die': 0.07, 'Chancen': 0, 'der': 0.07, 'Digitalisierung': 0, 'besser': 0.16, 'nu': 0, '…': 0}",neutral,"[0.8431547, 0.046559628, 0.110285655]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @GLP_SZ: Die Digitalisierung ermöglicht neue Dimensionen im Umgang mit Energie, insbesondere bei der Energieeffizienz und der dezentrale…",digitalisierung ermöglichen neue dimensionen umgang energie insbesondere energieeffizienz dezentrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.09, 'Digitalisierung': 0, 'ermöglicht': 1.0, 'neue': 0.64, 'Dimensionen': 0.41, 'im': 0, 'Umgang': 0, 'mit': 0, 'Energie': 0.07, 'insbesondere': 0.07, 'bei': 0, 'der': 0.09, 'Energieeffizienz': 0.085, 'und': 0.09, 'dezentrale': 0.2, '…': 0}",positive,"[0.0026282296, 0.0015739695, 0.9957979]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,71.0,0.15,neutral,RT @RuediNoser: Lesenswert: Digitalisierung: Den Wandel nicht verschlafen https://t.co/B3HHYrUHFp via @NZZ,lesenswert digitalisierung wandel verschlafen via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Lesenswert': 0.24, 'Digitalisierung': 0, 'Den': 0, 'Wandel': 0.16, 'nicht': 0, 'verschlafen': 0, 'via': 0.19}",positive,"[0.011727258, 0.0020603738, 0.9862124]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @tiana_moser: Der Klima- und Umweltschutz ist die Herausforderung unserer Generation. #EsistZeit für entschlossenes Handeln und eine ver…,klima umweltschutz herausforderung generation esistzeit entschlossen handeln ver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.12, 'Klima-': 0.84, 'und': 0.07, 'Umweltschutz': 0.8, 'ist': 0.03, 'die': 0.12, 'Herausforderung': 0.24, 'unserer': 0.06, 'Generation': 0.11, 'EsistZeit': 0, 'für': 0.04, 'entschlossenes': 0, 'Handeln': 0, 'eine': 0, 'ver': 0, '…': 0}",positive,"[0.0009259186, 0.0011710502, 0.997903]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,RT @MiniSchwiz: #SVP und #Umweltschutz ist wie ein Vampir und Knoblauch. Das passt nicht. Das sieht man deutlich beim Umweltrating. Es gibt…,svp umweltschutz vampir knoblauch passt sehen deutlich beim umweltrating geben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'SVP': 0, 'und': 0.04, 'Umweltschutz': 0.115, 'ist': 0.72, 'wie': 0, 'ein': 0, 'Vampir': 0.05, 'Knoblauch': 0, 'Das': 0.07, 'passt': 0, 'nicht': 0.33, 'sieht': 0, 'man': 0, 'deutlich': 0, 'beim': 0.07, 'Umweltrating': 0.125, 'Es': 0.72, 'gibt': 0, '…': 0}",negative,"[0.0136687355, 0.9449641, 0.041367076]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,Die FDP macht auf Umweltschutz – diese 7 Abstimmungen im Parlament beweisen das Gegenteil - https://t.co/54PqTBXvkn via @watson_news von @ChristophBernet,fdp umweltschutz abstimmungen parlament beweisen gegenteil via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.15, 'FDP': 0.63, 'macht': 0, 'auf': 0, 'Umweltschutz': 0.74, '–': 0, 'diese': 0, '7': 0, 'Abstimmungen': 0, 'im': 0, 'Parlament': 0, 'beweisen': 0, 'das': 0, 'Gegenteil': 0, 'via': 0, 'von': 0}",positive,"[0.023108372, 0.010958454, 0.96593314]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @grunliberale: «Der Grünliberale Weg vereinbart Wirtschaftswachstum mit wirksamem Umweltschutz und das mit einer offenen und vernetzten…,grünliberale vereinbart wirtschaftswachstum wirksam umweltschutz offen vernetzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Der': 0, 'Grünliberale': 0, 'Weg': 0, 'vereinbart': 0, 'Wirtschaftswachstum': 0, 'mit': 0, 'wirksamem': 0, 'Umweltschutz': 0, 'und': 0, 'das': 0, 'einer': 0, 'offenen': 0, 'vernetzten': 0, '…': 0}",positive,"[0.00055576174, 0.0012100181, 0.99823415]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @grunliberale: «Wir wollen #Umweltschutz zusammen mit der Wirtschaft machen, weil wir überzeugt sind, dass man nicht gegen die Wirtschaf…",umweltschutz zusammen wirtschaft überzeugen wirtschaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Wir': 0, 'wollen': 0, 'Umweltschutz': 0, 'zusammen': 0, 'mit': 0, 'der': 0, 'Wirtschaft': 0, 'machen': 0, 'weil': 0, 'wir': 0, 'überzeugt': 0, 'sind': 0, 'dass': 0, 'man': 0, 'nicht': 0, 'gegen': 0, 'die': 0, 'Wirtschaf': 0, '…': 0}",positive,"[0.44510022, 0.048354547, 0.50654525]",,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @PetraGoessi: Das Volk hat den bilateralen Weg mit der #EU erneut klar bestätigt. Es will weder einen EU-Beitritt à la SP, noch eine Abs…",volk bilateral eu erneut klaren bestätigen weder eu beitreten à la sp abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Das': 0.08, 'Volk': 0.11, 'hat': 0, 'den': 0.08, 'bilateralen': 0.08, 'Weg': 0.06, 'mit': 0.1, 'der': 0.08, 'EU': 0, 'erneut': 0, 'klar': 0, 'bestätigt': 0.19, 'Es': 0, 'will': 0, 'weder': 0, 'einen': 0.05, 'EU-Beitritt': 0.175, 'à': 0, 'la': 0.08, 'SP': 0.07, 'noch': 0, 'eine': 0, 'Abs': 0, '…': 0}",negative,"[0.27951726, 0.68927747, 0.031205311]",,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,RT @RolaFir: Landesverteidigung ist ein öffentliches Gut. Wenn unsere Rüstungsindustrie Kapazitäten und Fähigkeiten zu Gunsten der Landesve…,landesverteidigung öffentlich gut rüstungsindustrie kapazitäten fähigkeiten gunsten landesve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Landesverteidigung': 0.33999999999999997, 'ist': 0.4, 'ein': 0, 'öffentliches': 0.16, 'Gut': 0, 'Wenn': 0, 'unsere': 0.1, 'Rüstungsindustrie': 0.215, 'Kapazitäten': 0.04, 'und': 0.05, 'Fähigkeiten': 0.06, 'zu': 0, 'Gunsten': 0.05, 'der': 0.03, 'Landesve': 0.07, '…': 0}",positive,"[0.0028557286, 0.0012235455, 0.99592066]",,,,,,,,,,positive
