answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3438,absa_sentiment_3438,absa_scores_3438,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
75.0,75.0,71.0,0.35,neutral,"@FS_Schmid @MoeLindgren @bernerfinanzen @MA_Aebersold @fdp_bern @bernstark Vorweg einmal: Dass es bei den natürlichen Personen überhaupt eine Steuersenkung gab, geht auf einen Vorstoss der glp (@fschoeni) zurück: https://t.co/uUe2iHjmmS",vorweg natürlich personen überhaupt steuersenkung geben gehen vorstoss glp zurück,,,,,,,,,,,,,"{'Vorweg': 0, 'einmal': 0, 'Dass': 0.25, 'es': 0, 'bei': 0.26, 'den': 0.1, 'natürlichen': 0.13, 'Personen': 0.11, 'überhaupt': 0.39, 'eine': 0, 'Steuersenkung': 0.67, 'gab': 0, 'geht': 0, 'auf': 0, 'einen': 0.46, 'Vorstoss': 0, 'der': 0.1, 'glp': 0.07, 'zurück': 0.09}",negative,"[0.16375022, 0.79570085, 0.04054891]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.7999999999999999,neutral,Bei aller Kritik in Sachen Fonds und Bedag. Die neue Steuerstrategie @bernerfinanzen überzeugt! Vorstösse von @fschoeni u. @dtruessel werden umgesetzt: Steuersenkung für natürliche Personen mit Gegenfinanzierung über höhere/ökologische Motorfahrzeugsteuer. https://t.co/il1WuSuGxs,all kritik sachen fonds bedag neue steuerstrategie überzeugen vorstösse u umsetzen steuersenkung natürlich personen gegenfinanzierung hoch ökologisch motorfahrzeugsteuer,,,,,,,,,,,,,"{'Bei': 0, 'aller': 0, 'Kritik': 0.14, 'in': 0.02, 'Sachen': 0, 'Fonds': 0.03, 'und': 0.05, 'Bedag': 0.03, 'Die': 0.1, 'neue': 0.17, 'Steuerstrategie': 0.165, 'überzeugt': 0, 'Vorstösse': 0, 'von': 0, 'u.': 0, 'werden': 0.55, 'umgesetzt': 0.87, 'Steuersenkung': 0.08, 'für': 0.3, 'natürliche': 0.13, 'Personen': 0.14, 'mit': 0.15, 'Gegenfinanzierung': 0, 'über': 0, 'höhere': 0.05, 'ökologische': 0.03, 'Motorfahrzeugsteuer': 0.0375}",positive,"[0.23677887, 0.12113874, 0.6420824]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.6999999999999998,neutral,"Ein wichtiger Entscheid für den @kanton_bern. Das klare Ja zur Motion von @dtruessel/@glp_BE für eine höhere und ökologischere Motorfahrzeugsteuer dient nicht nur dem #Klimaschutz, sie ermöglicht auch die überfällige #Steuersenkung für natürliche Personen. https://t.co/0u63vkGB2Y",wichtig entscheid klaren ja motion hoch ökologischere motorfahrzeugsteuer dienen klimaschutz ermöglichen überfällig steuersenkung natürlich personen,,,,,,,,,,,,,"{'Ein': 0.05, 'wichtiger': 0.07500000000000001, 'Entscheid': 0.16, 'für': 0.07, 'den': 0.11, 'Das': 0.11, 'klare': 0, 'Ja': 0.06, 'zur': 0.555, 'Motion': 0.12, 'von': 0, 'eine': 0, 'höhere': 0.06, 'und': 0.06, 'ökologischere': 0.07, 'Motorfahrzeugsteuer': 0.08000000000000002, 'dient': 1.0, 'nicht': 0.46, 'nur': 0.62, 'dem': 0.555, 'Klimaschutz': 0.355, 'sie': 0, 'ermöglicht': 0.3, 'auch': 0.26, 'die': 0.11, 'überfällige': 0.11, 'Steuersenkung': 0.05, 'natürliche': 0.07, 'Personen': 0.07}",positive,"[0.05729798, 0.056257937, 0.88644403]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.6999999999999998,neutral,"Im März können wir im Grossen Rat Gegensteuer geben. Die Motion von @dtruessel für eine höhere und ökologischere Motorfahrzeugsteuer dient nicht nur dem #Klimaschutz, sie schafft auch die Basis für eine #Steuersenkung für natürliche Personen @kanton_bern. https://t.co/NsIBdpbD7b",märz grossen rat gegensteuer geben motion hoch ökologischere motorfahrzeugsteuer dienen klimaschutz schaffen basis steuersenkung natürlich personen,,,,,,,,,,,,,"{'Im': 0, 'März': 0.11, 'können': 0, 'wir': 0, 'im': 0, 'Grossen': 0, 'Rat': 0, 'Gegensteuer': 0, 'geben': 0, 'Die': 0.05, 'Motion': 1.0, 'von': 0.77, 'für': 0.03, 'eine': 0, 'höhere': 0.1, 'und': 0.05, 'ökologischere': 0.06, 'Motorfahrzeugsteuer': 0.03, 'dient': 0.26, 'nicht': 0.19, 'nur': 0.19, 'dem': 0.060000000000000005, 'Klimaschutz': 0.04, 'sie': 0, 'schafft': 0.36, 'auch': 0.07, 'die': 0.05, 'Basis': 0.07, 'Steuersenkung': 0.03, 'natürliche': 0.03, 'Personen': 0.03}",negative,"[0.18042777, 0.65789104, 0.16168126]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.85,neutral,"@Peter_Jost @ruediloeffel @NimzoIndisch @cesseiva @kanton_bern Ein perfekter Werbespot für die Motion von @dtruessel, Flück, Etter. Steuersenkung für natürliche Personen gegenfinanziert über eine ökologische Revision der Motorfahrzeugsteuer: https://t.co/0YPjF6yXiS …",perfekt werbespot motion flück etter steuersenkung natürlich personen gegenfinanziert ökologisch revision motorfahrzeugsteuer,,,,,,,,,,,,,"{'Ein': 0.12, 'perfekter': 0.4, 'Werbespot': 0.17, 'für': 0.82, 'die': 0.11, 'Motion': 0.08, 'von': 0, 'Flück': 0, 'Etter': 0, 'Steuersenkung': 0.11, 'natürliche': 0.15, 'Personen': 0.16, 'gegenfinanziert': 0, 'über': 0, 'eine': 0, 'ökologische': 0.08, 'Revision': 0.16, 'der': 0.11, 'Motorfahrzeugsteuer': 0.08499999999999999, '…': 0}",positive,"[0.058745623, 0.08485745, 0.8563969]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @Claude_Grosjean: So geht das, wenn Steuersenkungen für die politische Mehrheit zum Tabu werden... 🤨@glp_bern @jglp_be @doppel_m @Ott_Be…",gehen steuersenkungen politische mehrheit tabu,,,,,,,,,,,,,"{'So': 0, 'geht': 0, 'das': 0, 'wenn': 0, 'Steuersenkungen': 0.615, 'für': 0.76, 'die': 0.39, 'politische': 0.8, 'Mehrheit': 0.58, 'zum': 0.39, 'Tabu': 0, 'werden': 0, '...': 0, '🤨': 0, '…': 0}",neutral,"[0.60812765, 0.19410431, 0.197768]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,@MathieuCorinne @MathysRoland Man kann aber die Tiefststeuerstrategie im Kanton Luzern wirklich nicht mit der vergleichsweise moderaten Steuersenkung im Kanton Bern vergleichen..,tiefststeuerstrategie kanton luzern wirklich vergleichsweise moderat steuersenkung kanton bern vergleichen,,,,,,,,,,,,,"{'Man': 0, 'kann': 0.12, 'aber': 0.12, 'die': 0.15, 'Tiefststeuerstrategie': 0.345, 'im': 0, 'Kanton': 0.18, 'Luzern': 0, 'wirklich': 0.09, 'nicht': 0, 'mit': 0.26, 'der': 0.15, 'vergleichsweise': 0.81, 'moderaten': 1.0, 'Steuersenkung': 0.745, 'Bern': 0.15, 'vergleichen': 0.21, '..': 0}",positive,"[0.014058455, 0.02888927, 0.95705223]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.85,neutral,RT @glp_bern: Unsere Idee einer moderaten Steuersenkung: Wenn die Stadt Bern schon bis vor Bundesgericht geht um höhere Steuereinnahmen zu…,idee moderat steuersenkung stadt bern schon bundesgericht gehen hoch steuereinnahmen,,,,,,,,,,,,,"{'Unsere': 0.2, 'Idee': 0, 'einer': 0, 'moderaten': 1.0, 'Steuersenkung': 0.58, 'Wenn': 0, 'die': 0.13, 'Stadt': 0.17, 'Bern': 0.2, 'schon': 0, 'bis': 0, 'vor': 0, 'Bundesgericht': 0.18, 'geht': 0.15, 'um': 0.52, 'höhere': 0.21, 'Steuereinnahmen': 0.16, 'zu': 0.07, '…': 0}",neutral,"[0.6944582, 0.1143727, 0.19116902]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"@feusl @SNB_BNS @MathysRoland @TomCBerger @MichelRudin Ich unterstützte eine Steuersenkung für natürliche Personen, wie sie die überwiesene Motion von @fschoeni verlangt. https://t.co/uUe2iHjmmS Die SNB-Millionen untermauern dies.",unterstützen steuersenkung natürlich personen überwiesen motion verlangen snb millionen untermauern,,,,,,,,,,,,,"{'Ich': 0.81, 'unterstützte': 1.0, 'eine': 0, 'Steuersenkung': 0.69, 'für': 0.38, 'natürliche': 0.29, 'Personen': 0.26, 'wie': 0, 'sie': 0, 'die': 0.17, 'überwiesene': 0, 'Motion': 0.46, 'von': 0, 'verlangt': 0, 'Die': 0.17, 'SNB-Millionen': 0.28, 'untermauern': 0.41, 'dies': 0}",positive,"[0.09616382, 0.013910945, 0.88992524]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Nachdem die Berner SVP die letzten Tage Sparmassnahmen bei ihren heiligen 3 K (Kühe, Kirchen, Kleingemeinden) bekämpft hat, fordert sie nun eine nicht finanzierbare Steuersenkung. #chamemache",nachdem berner svp letzt tage sparmassnahmen heilig k kühe kirchen kleingemeinden bekämpfen fordern finanzierbare steuersenkung chamemache,,,,,,,,,,,,,"{'Nachdem': 0.09, 'die': 0.04, 'Berner': 0, 'SVP': 0, 'letzten': 0, 'Tage': 0.09, 'Sparmassnahmen': 0.095, 'bei': 0, 'ihren': 0, 'heiligen': 0, 'K': 0.05, 'Kühe': 0.05, 'Kirchen': 0.1, 'Kleingemeinden': 0.12000000000000001, 'bekämpft': 0, 'hat': 0, 'fordert': 0, 'sie': 0, 'nun': 0, 'eine': 0, 'nicht': 0, 'finanzierbare': 0, 'Steuersenkung': 0.445, 'chamemache': 0}",negative,"[0.17980151, 0.8132601, 0.0069383923]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,@David_Stampfli Bern kann sich sanierte Schulen und Hallenbäder und eine moderate Steuersenkung leisten. Bpsw. über etwas weniger Studien und Subventionen.,bern sanieren schulen hallenbäder moderate steuersenkung leisten bpsw wenig studien subventionen,,,,,,,,,,,,,"{'Bern': 0.1, 'kann': 0.17, 'sich': 0, 'sanierte': 0, 'Schulen': 0.13, 'und': 0.06, 'Hallenbäder': 0.1625, 'eine': 0, 'moderate': 1.0, 'Steuersenkung': 0.9199999999999999, 'leisten': 0.39, 'Bpsw': 0, 'über': 0, 'etwas': 0, 'weniger': 0, 'Studien': 0.1, 'Subventionen': 0.13}",positive,"[0.05601647, 0.0044594733, 0.93952405]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,Finanzpolitik @Bern_Stadt: Zuerst Defizite prognostizieren und damit Steuersenkungen verhindern... https://t.co/9NtL5OQdfs,finanzpolitik zuerst defizite prognostizieren steuersenkungen verhindern,,,,,,,,,,,,,"{'Finanzpolitik': 0.22499999999999998, 'Zuerst': 0.27, 'Defizite': 0.6, 'prognostizieren': 0.25, 'und': 0.46, 'damit': 0, 'Steuersenkungen': 0.71, 'verhindern': 0, '...': 0}",positive,"[0.38811097, 0.1691594, 0.44272968]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
0.0,0.0,14.0,-0.7,neutral,"@morvjn Die Ehepaar- statt #Individualbesteuerung, der #Koordinationsabzug bei der zweiten Säule, der einseitige Mutterschaftsurlaub statt #Elternzeit, die #Witwenrente bei der AHV etc. sind klar auf das traditionelle Modell ausgerichtet.",ehepaar statt individualbesteuerung koordinationsabzug zweit säule einseitig mutterschaftsurlaub statt elternzeit witwenrente ahv etc klaren traditionell modell ausrichten,,,,,,,,,,,,,,,,"{'Die': 0.03, 'Ehepaar-': 0.4, 'statt': 0.08, 'Individualbesteuerung': 0.935, 'der': 0.03, 'Koordinationsabzug': 0.095, 'bei': 0.03, 'zweiten': 0.03, 'Säule': 0.04, 'einseitige': 0.11, 'Mutterschaftsurlaub': 0.03, 'Elternzeit': 0.03, 'die': 0.03, 'Witwenrente': 0.04, 'AHV': 0.03, 'etc.': 0, 'sind': 0.13, 'klar': 0, 'auf': 0.04, 'das': 0, 'traditionelle': 0.05, 'Modell': 0.07, 'ausgerichtet': 0}",neutral,"[0.9552751, 0.016252194, 0.02847276]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
0.0,0.0,0.0,-1.0,neutral,@gerhardpfister @grunliberale @kathrinbertschy @NZZ Inwiefern bestraft eine #Individualbesteuerung Ehepaare?,inwiefern bestrafen individualbesteuerung ehepaare,,,,,,,,,,,,,,,,"{'Inwiefern': 0.32, 'bestraft': 0, 'eine': 0, 'Individualbesteuerung': 0.42, 'Ehepaare': 0.15000000000000002}",neutral,"[0.914721, 0.046194095, 0.039084915]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"@smeierhans Ja, es braucht eine Gleichbehandlung zwischen Ehepaaren und Konkubinaten. Das geht genau auf einem Weg, über die #Individualbesteuerung.",ja brauchen gleichbehandlung ehepaaren konkubinaten gehen genau individualbesteuerung,,,,,,,,,,,,,,,,"{'Ja': 0.05, 'es': 0.08, 'braucht': 0.06, 'eine': 0.13, 'Gleichbehandlung': 0.07500000000000001, 'zwischen': 0.06, 'Ehepaaren': 0.09, 'und': 0.05, 'Konkubinaten': 0, 'Das': 0, 'geht': 0, 'genau': 0, 'auf': 0, 'einem': 0.13, 'Weg': 0, 'über': 0, 'die': 0, 'Individualbesteuerung': 0.79}",positive,"[0.0820636, 0.0027599072, 0.91517645]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
