answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3448,absa_sentiment_3448,absa_scores_3448,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3452,absa_sentiment_3452,absa_scores_3452,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,86.0,0.7,neutral,RT @operationlibero: Bei erleichterter Einbürgerung gelten gleiche Integrationskriterien wie bei ordentl. Verfahren: https://t.co/7Jqrh03VL…,erleichtert einbürgerung gelten gleich integrationskriterien ordentl verfahren,,,,,,,,,,,,,"{'Bei': 0, 'erleichterter': 0, 'Einbürgerung': 1.0, 'gelten': 0, 'gleiche': 0.08, 'Integrationskriterien': 0.1225, 'wie': 0, 'bei': 0, 'ordentl': 0, 'Verfahren': 0.09}",positive,"[0.24583435, 0.014390986, 0.73977464]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @joergmaeder: Ja zum neuen Einbürgerungsverfahren für Ausländer der 3. Generation.  https://t.co/sV2KWQTo4y #chvote,ja neu einbürgerungsverfahren ausländer generation chvote,,,,,,,,,,,,,"{'Ja': 0, 'zum': 0.265, 'neuen': 0.42, 'Einbürgerungsverfahren': 1.0, 'für': 0.33, 'Ausländer': 0.37, 'der': 0.31, '3.': 0, 'Generation': 0.17, 'chvote': 0.21}",positive,"[0.0059625446, 0.0012881836, 0.9927492]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"JA zu einem Stück Freiheit für die 3te Gen. Erleichterte Einbürgerung: Zu schweizerisch, um Schweizer zu sein https://t.co/PoCpTrseLw @NZZ",ja stück freiheit 3te gen erleichtern einbürgerung schweizerisch schweizer,,,,,,,,,,,,,"{'JA': 0, 'zu': 0.05, 'einem': 0, 'Stück': 0.09, 'Freiheit': 0.14, 'für': 0.07, 'die': 0.11, '3te': 0.08, 'Gen': 0, 'Erleichterte': 0, 'Einbürgerung': 1.0, 'Zu': 0.05, 'schweizerisch': 0.14, 'um': 0.06, 'Schweizer': 0.14, 'sein': 0}",positive,"[0.19715065, 0.23498152, 0.5678678]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,"Naja, wie stellst Du Dir denn das Einbürgerungsrecht für Schweizer vor? @zac1967",naja stellen einbürgerungsrecht schweizer,,,,,,,,,,,,,"{'Naja': 0.34, 'wie': 1.0, 'stellst': 0, 'Du': 0, 'Dir': 0.28, 'denn': 0, 'das': 0, 'Einbürgerungsrecht': 0.51, 'für': 0, 'Schweizer': 0.19, 'vor': 0}",neutral,"[0.93330514, 0.012376211, 0.054318685]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @StefanUrsprung: Danke @watson_news für diese Übersicht. Ja zur erleichterten Einbürgerung! Nein zur Lügenkampagne von NR #Glarner! #abs…,danke übersicht ja erleichtern einbürgerung nein lügenkampagne nr glarner abs,,,,,,,,,,,,,"{'Danke': 0, 'für': 0.05, 'diese': 0.06, 'Übersicht': 0.07, 'Ja': 0, 'zur': 0.07, 'erleichterten': 0, 'Einbürgerung': 1.0, 'Nein': 0.18, 'Lügenkampagne': 0.09, 'von': 0, 'NR': 0.18, 'Glarner': 0.13, 'abs': 0, '…': 0}",positive,"[0.001399215, 0.00118085, 0.99741995]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Quintessenz aus #NFP70 und #NFP71 von Prof. Schalcher am @stromkongress:
Der Ausstieg aus fossilen Energieträgern und Kernkraft bis 2050 ist möglich - wirtschaftlich und sozialverträglich.
Wir müssen es nur wollen!

#EsIstZeit #energiewende #dekarbonisierung #stk2020",quintessenz nfp70 nfp71 prof schalcher aussteigen fossil energieträgern kernkraft möglich wirtschaftlich sozialverträglich müssen esistzeit energiewende dekarbonisierung stk2020,,,,,,,,,,,,,,,,"{'Quintessenz': 0.08, 'aus': 1.0, 'NFP70': 0.03, 'und': 0.03, 'NFP71': 0.04, 'von': 0.02, 'Prof.': 0, 'Schalcher': 0.05, 'am': 0, 'Der': 0, 'Ausstieg': 0, 'fossilen': 1.0, 'Energieträgern': 0, 'Kernkraft': 0.21999999999999997, 'bis': 0, '2050': 0, 'ist': 0.08, 'möglich': 0.1, 'wirtschaftlich': 0.05, 'sozialverträglich': 0.05, 'Wir': 0.02, 'müssen': 0.02, 'es': 0.08, 'nur': 0, 'wollen': 0.03, 'EsIstZeit': 0.06, 'energiewende': 0, 'dekarbonisierung': 0.04, 'stk2020': 0.03}",neutral,"[0.5308843, 0.047539152, 0.42157653]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,"#EsIstZeit für beschleunigte Verfahren für den Ausbau von #ErneuerbareEnergie - aber nicht nur für Wasser und Wind. 
Auch - oder gerade - kleinere Projekte wie #Biomasse werden oft durch komplizierte Verfahren und Einsprachen verhindert.
@s_sommaruga https://t.co/dnXBxF92Iq",esistzeit beschleunigen verfahren ausbau erneuerbareenergie wasser wind gerade klein projekte biomasse oft komplizieren verfahren einsprechen verhindern,,,,,,,,,,,,,,,,,,,"{'EsIstZeit': 0, 'für': 0.05, 'beschleunigte': 0.21, 'Verfahren': 0, 'den': 0.14, 'Ausbau': 0.33, 'von': 0, 'ErneuerbareEnergie': 0.69, 'aber': 0.16, 'nicht': 0.04, 'nur': 0.06, 'Wasser': 0.09, 'und': 0.05, 'Wind': 0.13, 'Auch': 0.04, 'oder': 0.04, 'gerade': 0, 'kleinere': 0.04, 'Projekte': 0.08, 'wie': 0, 'Biomasse': 0, 'werden': 0, 'oft': 0, 'durch': 0, 'komplizierte': 0.04, 'Einsprachen': 0.05, 'verhindert': 0.03}",positive,"[0.023802277, 0.038553715, 0.93764406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,25.0,28.0,-0.15,neutral,"#EsIstZeit für einen massiven Ausbau von erneuerbaren Energien in der Schweiz.
@grunliberale wollen #EnergieSelbstversorgung erhöhen!

Wie der Bundesrat die Stromversorgung umbauen will ⁦@tagesanzeiger⁩  https://t.co/3wq4ImcUXY",esistzeit massiv ausbau erneuerbaren energien schweiz energieselbstversorgung erhöhen bundesrat stromversorgung umbauen,,,,,,,,,,,,,,,,,,,"{'EsIstZeit': 0, 'für': 0.21, 'einen': 0.26, 'massiven': 0.9, 'Ausbau': 1.0, 'von': 0, 'erneuerbaren': 0.78, 'Energien': 0.58, 'in': 0.24, 'der': 0.06, 'Schweiz': 0.28, 'wollen': 0.21, 'EnergieSelbstversorgung': 0.13, 'erhöhen': 0, 'Wie': 0, 'Bundesrat': 0.12, 'die': 0.06, 'Stromversorgung': 0.14, 'umbauen': 0, 'will': 0, '\u2066\u2069': 0}",positive,"[0.006656756, 0.006876355, 0.98646694]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Wow, die @IEA - bisher stark auf der fossil-nuklearen Schiene - macht vorwärts mit #ErneuerbareEnergie.
Damit sieht die Schweiz sogar mit @CO2GesetzJa bald alt aus.
#EsIstZeit mit der Welt Schritt zu halten!
@JaCO2Gesetz 
https://t.co/UkwdxPZDPt via @watson_news @philipploepfe",wow bisher stark fossil nuklear schiene vorwärts erneuerbareenergie sehen schweiz sogar bald alt esistzeit welt schritt halten via,,,,,,,,,,,,,,,,,,,"{'Wow': 0.09, 'die': 0.04, 'bisher': 0, 'stark': 0, 'auf': 0.04, 'der': 0.04, 'fossil-nuklearen': 0, 'Schiene': 0, 'macht': 0, 'vorwärts': 0.18, 'mit': 0.02, 'ErneuerbareEnergie': 0, 'Damit': 0.02, 'sieht': 0, 'Schweiz': 0.07, 'sogar': 0, 'bald': 0, 'alt': 0, 'aus': 0, 'EsIstZeit': 0, 'Welt': 0.07, 'Schritt': 0, 'zu': 0.02, 'halten': 0.03, 'via': 0.12}",positive,"[0.0052769394, 0.0051147505, 0.98960835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,"Erinnert mich an meinen Wahlslogan von 2011:
""Fossile Energien für Dinosaurier, erneuerbare für uns!"" https://t.co/fdGAVIrxQA",erinnern wahlslogan fossile energien dinosaurier erneuerbare,,,,,,,,,,,,,,,,,,,"{'Erinnert': 0, 'mich': 0.03, 'an': 0, 'meinen': 0, 'Wahlslogan': 0.375, 'von': 0.08, '2011': 0, 'Fossile': 0.18, 'Energien': 0.39, 'für': 0.33, 'Dinosaurier': 0, 'erneuerbare': 1.0, 'uns': 0.14}",positive,"[0.021093955, 0.012242586, 0.9666635]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,positive,"Alle Wachstumsprognosen bei weitem übertroffen - und ein Ende ist noch nicht in Sicht.
#EsIstZeit in die erneuerbaren Energien zu glauben.
@CO2GesetzJa 
https://t.co/yu5mzk7wfX",all wachstumsprognosen weit übertreffen ende sicht esistzeit erneuerbaren energien glauben,,,,,,,,,,,,,,,,,,,"{'Alle': 0.04, 'Wachstumsprognosen': 0.05, 'bei': 0, 'weitem': 0.02, 'übertroffen': 0.05, 'und': 0.02, 'ein': 0, 'Ende': 0.03, 'ist': 0.09, 'noch': 0.03, 'nicht': 0, 'in': 1.0, 'Sicht': 0, 'EsIstZeit': 0, 'die': 0, 'erneuerbaren': 0.5, 'Energien': 0.39, 'zu': 0.08, 'glauben': 1.0}",positive,"[0.012564409, 0.0034232908, 0.98401225]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Neben dem Solardach produziert auch der Garten (mit etwas Muskelkraft) erneuerbare Energie.
Die Chancen und Möglichkeiten sind vielfältig.
@JaCO2Gesetz @CO2GesetzJa https://t.co/v8AkGEbNa6",neben solardach produzieren garen muskelkraft erneuerbare energie chancen möglichkeiten vielfältig,,,,,,,,,,,,,,,,,,,"{'Neben': 0, 'dem': 0.05, 'Solardach': 0, 'produziert': 0, 'auch': 0.38, 'der': 0.06, 'Garten': 0.25, 'mit': 0.08, 'etwas': 0, 'Muskelkraft': 0.08, 'erneuerbare': 1.0, 'Energie': 0.45, 'Die': 0.06, 'Chancen': 0.08, 'und': 0.03, 'Möglichkeiten': 0.08, 'sind': 0.06, 'vielfältig': 0.1}",positive,"[0.0009446978, 0.0010313452, 0.998024]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"Die Vergärung von Gülle reduziert die Emission von Treibhausgasen und produziert gleichzeitig #ErneuerbareEnergien.

#BiomasseSuisse #SwissFarmerPower - erfolgreiche Zusammenarbeit zwischen Bauern und Energieversorgern.

https://t.co/23WP46a8x6",vergärung gülle reduzieren emission treibhausgasen produzieren gleichzeitig erneuerbareenergien biomassesuisse swissfarmerpower erfolgreich zusammenarbeit bauern energieversorgern,,,,,,,,,,,,,,,,,,,"{'Die': 0.1, 'Vergärung': 0.31, 'von': 0, 'Gülle': 0, 'reduziert': 0, 'die': 0.1, 'Emission': 0.27, 'Treibhausgasen': 0.155, 'und': 0.03, 'produziert': 0, 'gleichzeitig': 0, 'ErneuerbareEnergien': 0.32999999999999996, 'BiomasseSuisse': 0, 'SwissFarmerPower': 0.23, 'erfolgreiche': 0.44, 'Zusammenarbeit': 0.14, 'zwischen': 0.14, 'Bauern': 0.07, 'Energieversorgern': 0.07500000000000001}",positive,"[0.0014493355, 0.0011178884, 0.99743277]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Es braucht alle erneuerbaren Energien für eine nachhaltige Energieversorgung. @PriskaWismer, Co-Präsidentin von #SwissEole, vertritt heute im @ParlCH eine Motion zur Unterstützung der Biomasse.
https://t.co/HtipQ4iWeg",brauchen all erneuerbaren energien nachhaltig energieversorgung co präsidentin swisseole vertreten heute motion unterstützung biomasse,,,,,,,,,,,,,,,,,,,"{'Es': 0.09, 'braucht': 0, 'alle': 0, 'erneuerbaren': 0.95, 'Energien': 0.81, 'für': 0.37, 'eine': 0, 'nachhaltige': 0.32, 'Energieversorgung': 0.11, 'Co-Präsidentin': 0, 'von': 0, 'SwissEole': 0.08, 'vertritt': 0, 'heute': 0.17, 'im': 0, 'Motion': 0.08, 'zur': 0.05, 'Unterstützung': 0.11, 'der': 0, 'Biomasse': 0.09}",positive,"[0.20727026, 0.034936998, 0.7577927]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"""Liebes @BFEenergeia : Wann ist eine Solaranlage energetisch amortisiert?""
Die energetische Amortisation ist schon lange gegeben - im Gegensatz zu nicht-erneuerbaren Energien, die nie eine vollständige Amortisation des Energieinputs erreichen.
#EsIstZeit
https://t.co/DM6hVSRIxs",lieb wann solaranlage energetisch amortisieren energetische amortisation schon lang geben gegensatz erneuerbaren energien nie vollständig amortisation energieinputs erreichen esistzeit,,,,,,,,,,,,,,,,,,,"{'Liebes': 0.02, 'Wann': 0.02, 'ist': 0.01, 'eine': 0, 'Solaranlage': 0.025, 'energetisch': 0, 'amortisiert': 0.05, 'Die': 0.04, 'energetische': 0.04, 'Amortisation': 0, 'schon': 0, 'lange': 0.04, 'gegeben': 0.03, 'im': 0, 'Gegensatz': 0.3, 'zu': 0.25, 'nicht-erneuerbaren': 0, 'Energien': 0.44, 'die': 0.04, 'nie': 0, 'vollständige': 0.05, 'des': 0, 'Energieinputs': 0.06, 'erreichen': 0, 'EsIstZeit': 0}",negative,"[0.13178197, 0.8179744, 0.05024368]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,75.0,71.0,0.35,neutral,RT @grunliberale: #EsistZeit für mehr erneuerbare Energien. Das neue #Energiegesetz ist ein wichtiger Schritt in die richtige Richtung. Für…,esistzeit mehr erneuerbare energien neue energiegesetz wichtig schritt richtige richtung,,,,,,,,,,,,,,,,,,,"{'EsistZeit': 0, 'für': 1.0, 'mehr': 0.22, 'erneuerbare': 0.11, 'Energien': 0.1, 'Das': 0.04, 'neue': 0.05, 'Energiegesetz': 0.07, 'ist': 0.07, 'ein': 0, 'wichtiger': 0.15, 'Schritt': 0.06, 'in': 0.03, 'die': 0.04, 'richtige': 0.05, 'Richtung': 0.06, 'Für': 1.0, '…': 0}",positive,"[0.018763417, 0.009043636, 0.972193]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @AEE_SUISSE: Es muss sich endlich wieder lohnen, auch in der Schweiz in erneuerbare Energien zu investieren @enussbi @Juerg_Grossen @Mul…",endlich lohnen schweiz erneuerbare energien investieren,,,,,,,,,,,,,,,,,,,"{'Es': 0, 'muss': 0.6, 'sich': 0, 'endlich': 0, 'wieder': 0.4, 'lohnen': 0.21, 'auch': 0, 'in': 0.34, 'der': 0, 'Schweiz': 0.39, 'erneuerbare': 0.57, 'Energien': 1.0, 'zu': 0.6, 'investieren': 1.0, '…': 0}",neutral,"[0.5337398, 0.04769293, 0.4185673]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"GRIPS für die Energiewende - Webinar für alle, die sich für eine Aus-/Weiterbildung im Bereich #ErneuerbareEnergie und #Energieeffizienz interessieren.
Jetzt anmelden!
https://t.co/IZIWLL2PYa",grips energiewende webinar all weiterbildung bereich erneuerbareenergie energieeffizienz interessieren anmelden,,,,,,,,,,,,,,,,,,,"{'GRIPS': 0.1, 'für': 0.06, 'die': 0.16, 'Energiewende': 0.10500000000000001, 'Webinar': 0.18, 'alle': 0.06, 'sich': 0, 'eine': 0, 'Aus-/Weiterbildung': 0, 'im': 0, 'Bereich': 0, 'ErneuerbareEnergie': 0.5700000000000001, 'und': 0.52, 'Energieeffizienz': 0.24000000000000002, 'interessieren': 0.07, 'Jetzt': 0.14, 'anmelden': 0.19}",positive,"[0.002388786, 0.0014061081, 0.99620515]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @muheim: ""Barbara Schaffner weiss als Physikerin, was es braucht um ganz von fossilen Brennstoffen auf erneuerbare Energien umzusteigen.…",barbara schaffner weiss physikerin brauchen ganz fossil brennstoffen erneuerbare energien umsteigen,,,,,,,,,,,,,,,,,,,"{'Barbara': 0.03, 'Schaffner': 0.05, 'weiss': 0, 'als': 0.03, 'Physikerin': 0.04, 'was': 0, 'es': 0, 'braucht': 0, 'um': 0.02, 'ganz': 0, 'von': 0.56, 'fossilen': 0.1, 'Brennstoffen': 0.33, 'auf': 0, 'erneuerbare': 1.0, 'Energien': 0.4, 'umzusteigen': 0.89, '…': 0}",neutral,"[0.8858629, 0.019672891, 0.09446412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
