answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,100.0,0.85,neutral,"Gut aufbereitete und spannende Referate an der @Kanton_Thurgau AV-Informationsveranstaltung für Schulbehörden und Schulleitungen zu #lehrplanvolksschulethurgau #schulfinanzen, #schulentwicklung und #digitalisierung https://t.co/Q7rTDM172K",gut aufbereiten spannend referate av informationsveranstaltung schulbehörden schulleitungen lehrplanvolksschulethurgau schulfinanzen schulentwicklung digitalisierung,,,,,,,,,,"{'Gut': 0, 'aufbereitete': 0, 'und': 0.02, 'spannende': 0.03, 'Referate': 0, 'an': 0, 'der': 0.02, 'AV-Informationsveranstaltung': 0.0225, 'für': 0.02, 'Schulbehörden': 0.025, 'Schulleitungen': 0.03, 'zu': 0, 'lehrplanvolksschulethurgau': 0.03, 'schulfinanzen': 0.03, 'schulentwicklung': 0.03, 'digitalisierung': 0}",positive,"[0.069644704, 0.0187255, 0.91162986]",,,,positive
50.0,75.0,57.0,0.0,neutral,RT @raphaelkarlen: Ein Bild steht für 1000 Worte. Gerade im Zeitalter der #Digitalisierung sind Internationale Abkommen für die #CH element…,bild stehen worte gerade zeitalter digitalisierung internationale abkommen ch element,,,,,,,,,,"{'Ein': 0.04, 'Bild': 0, 'steht': 0.05, 'für': 0.07, 'Worte': 0.07, 'Gerade': 0, 'im': 0, 'Zeitalter': 0.21, 'der': 0.06, 'Digitalisierung': 0, 'sind': 0, 'Internationale': 0.11, 'Abkommen': 0, 'die': 0.06, 'CH': 0.1, 'element': 0.1, '…': 0}",positive,"[0.033380907, 0.021744303, 0.9448748]",,,,neutral
100.0,100.0,100.0,0.85,neutral,Jetzt in der Agenda eintragen: Das nächstes #Podium der #CVP #Thurgau aus der Serie #Digitalisierung zum Thema „Der gläserne Patient“. Wir freuen uns dich schon bald auf dem #Seerücken begrüssen zu dürfen #datenschutz #ai #disruption #personalsiertemedizin #ehealth https://t.co/IfOaSohUzC,agenda eintragen nächst podium cvp thurgau serie digitalisierung thema gläserne patient freuen schon bald seerücken begrüssen dürfen datenschutz ai disruption personalsiertemedizin ehealth,,,,,,,,,,"{'Jetzt': 0.02, 'in': 0.02, 'der': 0.05, 'Agenda': 0.04, 'eintragen': 0.04, 'Das': 0.05, 'nächstes': 0.03, 'Podium': 0.04, 'CVP': 0.04, 'Thurgau': 0.11, 'aus': 0, 'Serie': 0, 'Digitalisierung': 1.0, 'zum': 0.04, 'Thema': 0, '„': 0, 'Der': 0, 'gläserne': 0, 'Patient': 0, '“': 0, 'Wir': 0, 'freuen': 0, 'uns': 0, 'dich': 0, 'schon': 0, 'bald': 0, 'auf': 0, 'dem': 0, 'Seerücken': 0, 'begrüssen': 0, 'zu': 0, 'dürfen': 0, 'datenschutz': 0, 'ai': 0, 'disruption': 0, 'personalsiertemedizin': 0, 'ehealth': 0}",positive,"[0.30924323, 0.009045403, 0.6817113]",,,,positive
50.0,75.0,57.0,0.0,negative,"RT @brunotuescher: Die Digitalisierung muss endlich angepackt werden - die Zukunft wartet nicht!

https://t.co/xHSx1zN4lw",digitalisierung endlich anpacken zukunft warten,,,,,,,,,,"{'Die': 0.08, 'Digitalisierung': 0, 'muss': 0, 'endlich': 0, 'angepackt': 0.24, 'werden': 0, 'die': 0.08, 'Zukunft': 0.11, 'wartet': 0, 'nicht': 0.06}",positive,"[0.16027243, 0.025410756, 0.8143168]",,,,neutral
50.0,25.0,28.0,-0.15,neutral,Word! „Das Gesetz überträgt die alten Regeln aus der Welt der Beton-Casinos einfach so auf das Internet und blendet die Entwicklung der letzten 20 Jahre aus.“ Gelder wandern abgabefrei ins Ausland und nicht in AHV &amp; Co. https://t.co/SUjKPcNH6H #GSGnein #digitalisierung,word gesetz übertragen alt regeln welt beton casinos einfach internet blenden entwicklung letzt jahre gelder wandern abgabefrei ausland ahv amp co gsgnein digitalisierung,,,,,,,,,,"{'Word': 0.03, '„': 0, 'Das': 0, 'Gesetz': 0, 'überträgt': 0, 'die': 0, 'alten': 0, 'Regeln': 0, 'aus': 0, 'der': 0, 'Welt': 0, 'Beton-Casinos': 0, 'einfach': 0, 'so': 0, 'auf': 0, 'das': 0, 'Internet': 0, 'und': 0, 'blendet': 0, 'Entwicklung': 0, 'letzten': 0, 'Jahre': 0, '“': 0, 'Gelder': 0, 'wandern': 0, 'abgabefrei': 0, 'ins': 0, 'Ausland': 0, 'nicht': 0, 'in': 0, 'AHV': 0, 'amp': 0, 'Co.': 0, 'GSGnein': 0, 'digitalisierung': 0}",neutral,"[0.81173044, 0.041404605, 0.14686494]",,,,neutral
100.0,100.0,100.0,0.85,neutral,"Ein rundum gelungener Abend zur „Schule der Zukunft“. Danke an die zahlreichen Besucherinnen und Besucher, Jürg Widmer vom @Kanton_Thurgau #AV, die Gastgeber und die engagierten Podiumsteilnehmenden #digitalisierung #digitaletransformation #bildung #medienundinformatik https://t.co/WZtXIES6SQ",rundum gelungen abend schule zukunft danke zahlreich besucherinnen besucher jürg widmer av gastgeber engagieren podiumsteilnehmenden digitalisierung digitaletransformation bildung medienundinformatik,,,,,,,,,,"{'Ein': 0, 'rundum': 0.01, 'gelungener': 0.01, 'Abend': 0, 'zur': 0.015, '„': 0, 'Schule': 0, 'der': 0, 'Zukunft': 0, '“': 0, 'Danke': 0, 'an': 0, 'die': 0, 'zahlreichen': 0, 'Besucherinnen': 0, 'und': 0, 'Besucher': 0, 'Jürg': 0, 'Widmer': 0, 'vom': 0, 'AV': 0, 'Gastgeber': 0, 'engagierten': 0, 'Podiumsteilnehmenden': 0, 'digitalisierung': 0, 'digitaletransformation': 0, 'bildung': 0, 'medienundinformatik': 0}",negative,"[0.26224363, 0.66373444, 0.074021906]",,,,positive
100.0,100.0,100.0,1.0,neutral,RT @psiegen: Nächstes #Podium der @CVPThurgau aus der Serie #Digitalisierung zum Thema „Die Schule der Zukunft“. Wir freuen uns dich nächst…,nächst podium serie digitalisierung thema schule zukunft freuen nächst,,,,,,,,,,"{'Nächstes': 0.02, 'Podium': 0.12, 'der': 0, 'aus': 0, 'Serie': 0, 'Digitalisierung': 1.0, 'zum': 0.02, 'Thema': 0, '„': 0, 'Die': 0, 'Schule': 0, 'Zukunft': 0, '“': 0, 'Wir': 0, 'freuen': 0, 'uns': 0, 'dich': 0, 'nächst': 0, '…': 0}",neutral,"[0.59441215, 0.020043865, 0.38554403]",,,,positive
50.0,75.0,57.0,0.0,neutral,Nun geht’s los #adseck :) #InnovativeSchoolsTagung #digitalisierung #bildung #medienundinformatik #microsoftteams #microsoft365 https://t.co/o5btIhpXWf,gehen s los adseck innovativeschoolstagung digitalisierung bildung medienundinformatik microsoftteams microsoft365,,,,,,,,,,"{'Nun': 0, 'geht': 0, '’s': 0, 'los': 0, 'adseck': 0.09, 'InnovativeSchoolsTagung': 0, 'digitalisierung': 1.0, 'bildung': 0.14, 'medienundinformatik': 0, 'microsoftteams': 0.12, 'microsoft365': 0.15}",positive,"[0.4252144, 0.013877332, 0.5609083]",,,,neutral
50.0,75.0,57.0,0.0,neutral,Full House an der @Microsoft „Innovative Schools Tagung“ in der neuen Schule #Wallisellen #digitalisierung #bildung #medienundinformatik #microsoftteams #microsoft365 https://t.co/2UoU74jYOd,full house innovative schools tagung neu schule wallisellen digitalisierung bildung medienundinformatik microsoftteams microsoft365,,,,,,,,,,"{'Full': 0.02, 'House': 0.02, 'an': 0, 'der': 0, '„': 0, 'Innovative': 0, 'Schools': 0, 'Tagung': 0, '“': 0, 'in': 0, 'neuen': 0, 'Schule': 0, 'Wallisellen': 0, 'digitalisierung': 0, 'bildung': 0, 'medienundinformatik': 0, 'microsoftteams': 0, 'microsoft365': 0}",neutral,"[0.629844, 0.014438183, 0.35571775]",,,,neutral
100.0,100.0,100.0,0.85,neutral,Nächstes #Podium der @CVPThurgau aus der Serie #Digitalisierung zum Thema „Die Schule der Zukunft“. Wir freuen uns dich nächste Woche in #Steckborn begrüssen zu dürfen #augmentedreality #virtualreality #gamebasedlearning #personalisierung #lernraum #artificialintelligence https://t.co/gL5DwSjF9l,nächst podium serie digitalisierung thema schule zukunft freuen nächst woche steckborn begrüssen dürfen augmentedreality virtualreality gamebasedlearning personalisierung lernraum artificialintelligence,,,,,,,,,,"{'Nächstes': 0.01, 'Podium': 0.15, 'der': 0, 'aus': 0, 'Serie': 0, 'Digitalisierung': 1.0, 'zum': 0.025, 'Thema': 0, '„': 0, 'Die': 0, 'Schule': 0, 'Zukunft': 0, '“': 0, 'Wir': 0, 'freuen': 0, 'uns': 0, 'dich': 0, 'nächste': 0, 'Woche': 0, 'in': 0, 'Steckborn': 0, 'begrüssen': 0, 'zu': 0, 'dürfen': 0, 'augmentedreality': 0, 'virtualreality': 0, 'gamebasedlearning': 0, 'personalisierung': 0, 'lernraum': 0, 'artificialintelligence': 0}",positive,"[0.25523046, 0.006004281, 0.7387653]",,,,positive
50.0,75.0,57.0,0.0,neutral,Aktenschrank adé - Digitalisierung in der Schulverwaltung #digitaleschule #digitalisierung #bildung https://t.co/vLMOfYnFjE,aktenschrank adé digitalisierung schulverwaltung digitaleschule digitalisierung bildung,,,,,,,,,,"{'Aktenschrank': 0.34, 'adé': 0.81, 'Digitalisierung': 0.11, 'in': 0.4, 'der': 0, 'Schulverwaltung': 0.11499999999999999, 'digitaleschule': 0.11, 'digitalisierung': 0.11, 'bildung': 0.1}",neutral,"[0.6573049, 0.046430327, 0.2962647]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @3pc: RT @werkstatt_bpb: Warum auch die Schulverwaltung vor der #Digitalisierung nicht halten machen sollte, um der Lebensrealität von L…",warum schulverwaltung digitalisierung halten sollen lebensrealität l,,,,,,,,,,"{'Warum': 0.09, 'auch': 0, 'die': 0.05, 'Schulverwaltung': 0.11, 'vor': 0.44, 'der': 0.05, 'Digitalisierung': 0, 'nicht': 0, 'halten': 0, 'machen': 0, 'sollte': 0, 'um': 0, 'Lebensrealität': 0.07, 'von': 0, 'L': 0.05, '…': 0}",neutral,"[0.89240026, 0.08253207, 0.025067624]",,,,neutral
50.0,75.0,57.0,0.0,neutral,Nächstes @CVP_PDC #Thurgau Podium zum Thema #Digitalisierung: Chancen und Gefahren für die #Volksschule Moderation: @psiegen :) https://t.co/CalTxIJv5G,nächst thurgau podium thema digitalisierung chancen gefahren volksschule moderation,,,,,,,,,,"{'Nächstes': 0.3, 'Thurgau': 0.19, 'Podium': 0.3, 'zum': 0, 'Thema': 0, 'Digitalisierung': 0, 'Chancen': 0.38, 'und': 0.28, 'Gefahren': 0, 'für': 0.3, 'die': 0, 'Volksschule': 0, 'Moderation': 0.69}",positive,"[0.25267494, 0.030753167, 0.7165719]",,,,neutral
75.0,75.0,71.0,0.35,neutral,"Nur noch wenige Plätze frei! Besuchen Sie uns an der #CMI Roadshow 2018 in #Luzern, #Schwyz, #Winterthur, #Lenzburg und #Chur. Unsere Kunden präsentieren Best Practices https://t.co/BwYT101r5d #egovfit #digitalisierung #cmroadshow https://t.co/qF1bKdw2D7",wenig plätze frei besuchen cmi roadshow luzern schwyz winterthur lenzburg chur kunden präsentieren best practices egovfit digitalisierung cmroadshow,,,,,,,,,,"{'Nur': 0, 'noch': 0, 'wenige': 0.01, 'Plätze': 0.01, 'frei': 0, 'Besuchen': 0.01, 'Sie': 0, 'uns': 0.01, 'an': 0, 'der': 0.01, 'CMI': 0.01, 'Roadshow': 0.02, 'in': 0.01, 'Luzern': 0.02, 'Schwyz': 0.05, 'Winterthur': 0.03, 'Lenzburg': 0.04, 'und': 0.05, 'Chur': 0, 'Unsere': 0.03, 'Kunden': 0.05, 'präsentieren': 0.07, 'Best': 0.06, 'Practices': 0.09, 'egovfit': 0.43, 'digitalisierung': 1.0, 'cmroadshow': 0.23}",positive,"[0.4572491, 0.013296238, 0.5294546]",,,,positive
50.0,75.0,57.0,0.0,neutral,"Heute ist es soweit: Digitalisierung - Wohlstand oder Untergang. Kommt vorbei und diskutiert mit uns über Big Data, 3D-Printing, Self-Scanning-Kassen, Blockchain &amp; Co. #digitaletransformation #digitalerwandel #fintech https://t.co/K9nf3i6Mcl",heute soweit digitalisierung wohlstand untergang kommen vorbei diskutieren big data 3d printing self scanning kassen blockchain amp co digitaletransformation digitalerwandel fintech,,,,,,,,,,"{'Heute': 0.06, 'ist': 0, 'es': 0, 'soweit': 0, 'Digitalisierung': 0, 'Wohlstand': 0.19, 'oder': 1.0, 'Untergang': 0, 'Kommt': 0, 'vorbei': 0, 'und': 0.05, 'diskutiert': 0, 'mit': 0.03, 'uns': 0.03, 'über': 0, 'Big': 0.02, 'Data': 0.04, '3D-Printing': 0, 'Self-Scanning-Kassen': 0, 'Blockchain': 0.04, 'amp': 0.02, 'Co.': 0, 'digitaletransformation': 0.07, 'digitalerwandel': 0.05, 'fintech': 0.03}",negative,"[0.2505848, 0.62868416, 0.120731026]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"Nach einem Referat von Dr. Ensar Can (@economiesuisse) diskutieren wir zusammen mit Vertretern von @spschweiz , @FDP_Liberalen und @SVPch über Chancen und Gefahren der Digitalisierung. Wer ist dabei? https://t.co/K7212YC7qN",referat dr ensar can diskutieren zusammen vertretern chancen gefahren digitalisierung wer dabei,,,,,,,,,,"{'Nach': 0, 'einem': 0, 'Referat': 0, 'von': 0.08, 'Dr.': 0, 'Ensar': 0, 'Can': 0.02, 'diskutieren': 0, 'wir': 0, 'zusammen': 0, 'mit': 0.04, 'Vertretern': 0.11, 'und': 0.61, 'über': 0, 'Chancen': 0.28, 'Gefahren': 0, 'der': 0.25, 'Digitalisierung': 0, 'Wer': 0.04, 'ist': 0.04, 'dabei': 0}",negative,"[0.2157635, 0.7754608, 0.008775824]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"""Regulationsgewinner @QumramAG""? fragt @retolipp. ""Ja, wir profitieren von Regulierung und Digitalisierung"" sagt @MatuWegmueller #FFLI17 https://t.co/Y51cXoJHls",regulationsgewinner fragen ja profitieren regulierung digitalisierung sagen ffli17,,,,,,,,,,"{'Regulationsgewinner': 0, 'fragt': 0, 'Ja': 0.12, 'wir': 0, 'profitieren': 0.25, 'von': 0.12, 'Regulierung': 0.07, 'und': 0.12, 'Digitalisierung': 0, 'sagt': 1.0, 'FFLI17': 0}",positive,"[0.32482636, 0.011314719, 0.66385895]",,,,neutral
