answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,negative,RT @zac1967: Intrusionstest : Hacker finden Fehler im E-Voting-System der Post https://t.co/cIDWsv3bgm via @20min,intrusionstest hacker finden fehler e voting system post via,,,,,,,,,,,,,"{'Intrusionstest': 0, 'Hacker': 0, 'finden': 0.76, 'Fehler': 0, 'im': 0, 'E-Voting-System': 0, 'der': 0, 'Post': 0.07, 'via': 0.15}",negative,"[0.07781713, 0.9138701, 0.008312815]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"Am 28.12.11 haben türkische Kampfflugzeuge kurdische Dorfbewohner bombardiert! Dabei kamen 34 Zivilisten ums Leben, darunter 17 Minderjährige. Erdogan hatte den damaligem Oberbefehlshaber der Luftwaffe für diesen Massaker sogar gratuliert! Der Grund? KURDISCH! #Roboski https://t.co/XypoJRlcc5",türkisch kampfflugzeuge kurdische dorfbewohner bombardieren dabei kommen zivilisten ums leben darunter minderjährige erdogan damalig oberbefehlshaber luftwaffe massaker sogar gratulieren grund kurdisch roboski,,,,,,,,,,,,,,,,"{'Am': 0, '28.12.11': 0, 'haben': 0, 'türkische': 1.0, 'Kampfflugzeuge': 0, 'kurdische': 0, 'Dorfbewohner': 0, 'bombardiert': 0.34, 'Dabei': 0, 'kamen': 0, 'Zivilisten': 0.07, 'ums': 0, 'Leben': 0, 'darunter': 0, 'Minderjährige': 0.04, 'Erdogan': 0.21, 'hatte': 0, 'den': 0.02, 'damaligem': 0, 'Oberbefehlshaber': 0.0275, 'der': 0.02, 'Luftwaffe': 0, 'für': 0.01, 'diesen': 0.02, 'Massaker': 0.08, 'sogar': 0.04, 'gratuliert': 0, 'Der': 0.02, 'Grund': 0, 'KURDISCH': 0.2, 'Roboski': 0.11}",neutral,"[0.58693445, 0.38323817, 0.029827341]",,,,,,,,,,,,,,,,,,,positive
25.0,0.0,14.0,-0.5,neutral,RT @ThierryBurkart: Wir brauchen marktwirtschaftliche Anreize für mehr Energieeffizeinz. Abzulehnen sind Subventionen in bereits ausgereift…,brauchen marktwirtschaftliche anreize mehr energieeffizeinz ablehnen subventionen bereits ausreifen,,,,,,,,,,,,,,,,,,,"{'Wir': 0.3, 'brauchen': 0.285, 'marktwirtschaftliche': 1.0, 'Anreize': 0.84, 'für': 0.16, 'mehr': 0.2, 'Energieeffizeinz': 0.49, 'Abzulehnen': 0.08, 'sind': 0.07, 'Subventionen': 0.54, 'in': 0.09, 'bereits': 0.06, 'ausgereift': 0.17, '…': 0}",positive,"[0.12424543, 0.08890145, 0.78685313]",,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"RT @FDP_Liberalen: Wir wollen bei der #Digitalisierung nicht nur mitlaufen, sondern #Pioniere sein. Wir wollen die #Schweiz an die #Weltspi…",digitalisierung mitlaufen pioniere schweiz weltspi,,,,,,,,,,,,,,,,,,,,,,"{'Wir': 0.09, 'wollen': 0.24, 'bei': 0, 'der': 1.0, 'Digitalisierung': 0, 'nicht': 0, 'nur': 0, 'mitlaufen': 0, 'sondern': 0, 'Pioniere': 0.09, 'sein': 0, 'die': 1.0, 'Schweiz': 0.14, 'an': 0, 'Weltspi': 0, '…': 0}",neutral,"[0.80702835, 0.082538664, 0.11043301]",,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.9,neutral,"Liebe St. GallerInnen 

Ich möchte, als der frische Wind in Bern, für Sie etwas bewegen und mich mit Ihren Anliegen auseinandersetzen. Als Nationalrätin werde ich mich für Digitalisierung, Gesellschafts-, Migrations- und Wirtschaftspolitik einsetzen.  

Liste 4b Nr. 11 💙 https://t.co/bUSV1OisZ4",lieb st gallerinnen mögen frisch wind bern bewegen anliegen auseinandersetzen nationalrätin digitalisierung gesellschafts migrations wirtschaftspolitik einsetzen liste 4b nr,,,,,,,,,,,,,,,,,,,,,,"{'Liebe': 0, 'St.': 0, 'GallerInnen': 0, 'Ich': 0.35, 'möchte': 0.05500000000000001, 'als': 0.14, 'der': 0, 'frische': 0.05, 'Wind': 0, 'in': 0.03, 'Bern': 0.04, 'für': 0.66, 'Sie': 0, 'etwas': 0, 'bewegen': 0, 'und': 0.12, 'mich': 0, 'mit': 0.04, 'Ihren': 0.05, 'Anliegen': 0, 'auseinandersetzen': 0.075, 'Als': 0, 'Nationalrätin': 0.2, 'werde': 0, 'ich': 0.35, 'Digitalisierung': 0, 'Gesellschafts-': 0.18, 'Migrations-': 0, 'Wirtschaftspolitik': 0.195, 'einsetzen': 0, 'Liste': 0, '4b': 0.12, 'Nr.': 0}",positive,"[0.18200926, 0.02415914, 0.7938316]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @FDP_Liberalen: Wir wollen die Chancen der #Digitalisierung packen, statt uns vor ihnen zu verstecken. Gerade die Schweiz kann aufzeigen…",chancen digitalisierung packen statt verstecken gerade schweiz aufzeigen,,,,,,,,,,,,,,,,,,,,,,"{'Wir': 0.07, 'wollen': 0.07, 'die': 0.11, 'Chancen': 0.29, 'der': 0.11, 'Digitalisierung': 0, 'packen': 0, 'statt': 0.255, 'uns': 0, 'vor': 0, 'ihnen': 0, 'zu': 0.07, 'verstecken': 0, 'Gerade': 0, 'Schweiz': 0.11, 'kann': 0.05, 'aufzeigen': 0, '…': 0}",positive,"[0.052408326, 0.013049143, 0.93454254]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @MarcSchinzel: Michael #Liebreich,GB, Tory-Abgeordneter, Energieexperte: Umweltschutz darf nicht Umverteilungsideologie aufsitzen. Funkt…",michael liebreich gb tory abgeordnet energieexperte umweltschutz dürfen umverteilungsideologie aufsitzen funken,,,,,,,,,,,,,,,,,,,,,,,,,"{'Michael': 0.06, 'Liebreich': 0.09, 'GB': 0.03, 'Tory-Abgeordneter': 0.04, 'Energieexperte': 0.055, 'Umweltschutz': 0.5, 'darf': 0, 'nicht': 1.0, 'Umverteilungsideologie': 0.16, 'aufsitzen': 0, 'Funkt': 0.22, '…': 0}",positive,"[0.004887332, 0.0030919185, 0.9920208]",,,,,,,,,,neutral
100.0,100.0,100.0,0.85,neutral,"RT @FDP_Liberalen: «Die Neuausrichtung der #Entwicklungshilfe ist wichtig. Die Mittel müssen sinnvoll eingesetzt werden, sodass ein Mehrwer…",neuausrichtung entwicklungshilfe wichtig mittel müssen sinnvoll einsetzen sodass mehrwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Die': 0, 'Neuausrichtung': 0, 'der': 0, 'Entwicklungshilfe': 0, 'ist': 0, 'wichtig': 0, 'Mittel': 0, 'müssen': 0, 'sinnvoll': 0, 'eingesetzt': 0, 'werden': 0, 'sodass': 0, 'ein': 0, 'Mehrwer': 0, '…': 0}",positive,"[0.21630025, 0.07284653, 0.7108532]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @BR_Sprecher: Medienmitteilung zu Maskenpflicht im öffentlichen Verkehr, Quarantäne für Einreisende aus Risikogebieten, Aufhebung gewiss…",medienmitteilung maskenpflicht öffentlich verkehr quarantäne einreisend risikogebieten aufhebung gewiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Medienmitteilung': 0.22, 'zu': 0, 'Maskenpflicht': 0.135, 'im': 0, 'öffentlichen': 0.14, 'Verkehr': 0, 'Quarantäne': 0.48, 'für': 0.14, 'Einreisende': 0, 'aus': 0, 'Risikogebieten': 0.375, 'Aufhebung': 0, 'gewiss': 0, '…': 0}",neutral,"[0.5816039, 0.31950632, 0.09888985]",,,,neutral
100.0,100.0,86.0,0.7,neutral,"…(2)
Sieg über den IS, Gleichstellung von Mann und Frau, Menschenrechte, Föderalismus und Bio-Landwirtschaft in Nordsyrien. Wie kann die Schweiz diese Oase unterstützen? Welche Rolle Autonome Region Kurdistan (KRG) spielt? Wieso KRG ein gutes Vorbild ist? Und weitere Themen.",sieg is gleichstellung mann frau menschenrechte föderalismus bio landwirtschaft nordsyrien schweiz oase unterstützen welch rolle autonome region kurdistan krg spielen wieso krg gutes vorbild weit themen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'…': 0, 'Sieg': 0, 'über': 0, 'den': 0, 'IS': 0, 'Gleichstellung': 0, 'von': 0, 'Mann': 0, 'und': 0, 'Frau': 0, 'Menschenrechte': 0, 'Föderalismus': 0, 'Bio-Landwirtschaft': 0, 'in': 0, 'Nordsyrien': 0, 'Wie': 0, 'kann': 0, 'die': 0, 'Schweiz': 0, 'diese': 0, 'Oase': 0, 'unterstützen': 0, 'Welche': 0, 'Rolle': 0, 'Autonome': 0, 'Region': 0, 'Kurdistan': 0, 'KRG': 0, 'spielt': 0, 'Wieso': 0, 'ein': 0, 'gutes': 0, 'Vorbild': 0, 'ist': 0, 'Und': 0, 'weitere': 0, 'Themen': 0}",positive,"[0.0012216767, 0.0011559413, 0.99762243]",positive
