answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3433,absa_sentiment_3433,absa_scores_3433,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3452,absa_sentiment_3452,absa_scores_3452,absa_token_weights_3455,absa_sentiment_3455,absa_scores_3455,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
25.0,25.0,28.0,-0.3333333333333333,neutral,"@FrankTh86697849 @ValoraGroup Schwierig, wenn die Ursache seit Geburt besteht. Es sollte ja auch nicht zum Fehlanreiz werden, Leute nicht anzustellen, wenn ein erhöhtes Risiko besteht, dass die Betriebseigene Pensionskasse ihnen irgendwann eine Invalidenrente bezahlen muss.",schwierig ursache seit geburt bestehen sollen ja fehlanreiz leute anstellen erhöht risiko bestehen betriebseigen pensionskasse irgendwann invalidenrente bezahlen,,,,,,,,,,"{'Schwierig': 0.15, 'wenn': 0.08, 'die': 0.03, 'Ursache': 0.06, 'seit': 0.04, 'Geburt': 0.08, 'besteht': 0, 'Es': 0.02, 'sollte': 0.33, 'ja': 0, 'auch': 0, 'nicht': 0.31, 'zum': 0.025, 'Fehlanreiz': 0, 'werden': 0.02, 'Leute': 0.06, 'anzustellen': 0.06999999999999999, 'ein': 0, 'erhöhtes': 0.04, 'Risiko': 0.06, 'dass': 0.03, 'Betriebseigene': 0, 'Pensionskasse': 0.065, 'ihnen': 0, 'irgendwann': 0, 'eine': 0, 'Invalidenrente': 0, 'bezahlen': 0.03, 'muss': 0.02}",negative,"[0.16097017, 0.7777372, 0.061292633]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,negative,"@derrotedoktor Habe lange gezögert, weil ich das Verhältnis zwischen dem was man bei uns für ein Leben macht und dem, mit dem man andernorts eines retten könnte pervers fand.
Mittlerweile habe ich einen Organspendeausweis, weil ich bei Leuten die mir wichtig sind trotz obigem Gedanken möchte,..",lang zögern verhältnis leben andernorts retten pervers finden mittlerweile organspendeausweis leuten wichtig trotzen obig gedanken mögen,,,,,,,,,,,,,"{'Habe': 0.43, 'lange': 0.01, 'gezögert': 0.06, 'weil': 0.43, 'ich': 0.1, 'das': 0, 'Verhältnis': 0, 'zwischen': 0.04, 'dem': 0.035, 'was': 0, 'man': 0, 'bei': 0, 'uns': 0, 'für': 0.02, 'ein': 0.02, 'Leben': 0.07, 'macht': 0, 'und': 0.03, 'mit': 0.04, 'andernorts': 0.03, 'eines': 0.02, 'retten': 0.04, 'könnte': 0.02, 'pervers': 0.27, 'fand': 0.05, 'Mittlerweile': 0.19, 'habe': 0.43, 'einen': 0.02, 'Organspendeausweis': 0.8525, 'Leuten': 0.13, 'die': 0.04, 'mir': 0.04, 'wichtig': 0.07, 'sind': 0.02, 'trotz': 0.04, 'obigem': 0.07, 'Gedanken': 0, 'möchte': 0, '..': 0}",positive,"[0.16605255, 0.008366345, 0.8255811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"@MatCMeier Es bleibt z.B. die Willkür, dass es auch vom Herkunftsstaat abhängen kann, ob eine Einbürgerung möglich ist. Z.B. in dem Doppelbürgerschaft nicht erlaubt wird, und der Herkunftsstaat die erste Staatsbürgerschaft nicht zurücknimmt (oder nur mit Sanktionen)",bleiben z b willkür herkunftsstaat abhängen einbürgerung möglich z b doppelbürgerschaft erlauben herkunftsstaat erste staatsbürgerschaft zurücknehmen sanktionen,,,,,,,,,,,,,,,,"{'Es': 0.03, 'bleibt': 0.1, 'z.B.': 0, 'die': 0.03, 'Willkür': 0, 'dass': 0.09, 'es': 0.03, 'auch': 0.1, 'vom': 0.03, 'Herkunftsstaat': 0.02, 'abhängen': 0.55, 'kann': 0.1, 'ob': 0, 'eine': 0, 'Einbürgerung': 1.0, 'möglich': 0.74, 'ist': 0.03, 'Z.B.': 0, 'in': 0.03, 'dem': 0.03, 'Doppelbürgerschaft': 0.060000000000000005, 'nicht': 0.03, 'erlaubt': 0, 'wird': 0, 'und': 0.06, 'der': 0.03, 'erste': 0.03, 'Staatsbürgerschaft': 0.07, 'zurücknimmt': 0, 'oder': 0.09, 'nur': 0.03, 'mit': 0.04, 'Sanktionen': 0.05}",neutral,"[0.92519766, 0.040984903, 0.033817504]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"@akf3_5 Das beste war ja, dass Hess als in Bern über ""seine"" Initiative ""Keine Einbürgerung von Kriminellen"" oder so abgestimmt wurde, selber die damals schon bestehenden Einbürgerungskriterien nicht erfüllt hätte, mangels sauberem Strafregisterauszug.",gut ja hess bern initiative einbürgerung kriminell abstimmen selber damals schon bestehend einbürgerungskriterien erfüllen mangels sauber strafregisterauszug,,,,,,,,,,,,,,,,"{'Das': 0.01, 'beste': 0, 'war': 0, 'ja': 0, 'dass': 0.04, 'Hess': 0.04, 'als': 0, 'in': 0.01, 'Bern': 0.03, 'über': 0, 'seine': 0.08, 'Initiative': 0.78, 'Keine': 0, 'Einbürgerung': 0.06, 'von': 0.01, 'Kriminellen': 0.47, 'oder': 0.22, 'so': 0, 'abgestimmt': 0.16, 'wurde': 0.06, 'selber': 0, 'die': 0.01, 'damals': 0, 'schon': 0, 'bestehenden': 0, 'Einbürgerungskriterien': 0.105, 'nicht': 0.06, 'erfüllt': 0, 'hätte': 0, 'mangels': 0.02, 'sauberem': 0.03, 'Strafregisterauszug': 0.05875}",neutral,"[0.45215112, 0.43039048, 0.11745844]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@akf3_5 Was sie, um den Bogen zum Ausländerstimmrecht zu schliessen, je nach Kanton und Herkunft ja auch sind, wenn Sozialhilfebezug (egal ob ""selbstverschuldet"" oder nicht) der Einbürgerung im Weg steht.",biegen ausländerstimmrecht schliessen je kanton herkunft ja sozialhilfebezug egal selbstverschuldet einbürgerung stehen,,,,,,,,,,,,,,,,"{'Was': 0, 'sie': 0, 'um': 0, 'den': 0.15, 'Bogen': 0.15, 'zum': 0.1, 'Ausländerstimmrecht': 0.065, 'zu': 0.05, 'schliessen': 0, 'je': 0.04, 'nach': 0, 'Kanton': 0.01, 'und': 0.02, 'Herkunft': 0.02, 'ja': 0.02, 'auch': 0, 'sind': 0.02, 'wenn': 0.22, 'Sozialhilfebezug': 0.16625, 'egal': 0, 'ob': 0, 'selbstverschuldet': 0, 'oder': 0.03, 'nicht': 0.03, 'der': 0.15, 'Einbürgerung': 1.0, 'im': 0, 'Weg': 0, 'steht': 0.3}",positive,"[0.41430014, 0.011332297, 0.57436764]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,negative,"@akf3_5 Daraus folgen würde:
- kein Frauenstimmrecht
- kein Stimmreicht für so linke Zivis und so?
- kein Stimmrecht bei Behinderung (UT)
- keine Einbürgerung über 25-jähriger
Klingt für uns dystopisch, für andere ist es ein feuchter Traum.",daraus folgen frauenstimmrecht stimmreicht link zivis stimmrecht behinderung ut einbürgerung jährig klingen dystopisch feucht traum,,,,,,,,,,,,,,,,"{'Daraus': 0.015, 'folgen': 0.01, 'würde': 0.01, 'kein': 1.0, 'Frauenstimmrecht': 0, 'Stimmreicht': 0.04, 'für': 0.02, 'so': 0, 'linke': 0.01, 'Zivis': 0, 'und': 0.01, 'Stimmrecht': 0.0675, 'bei': 0, 'Behinderung': 0.04, 'UT': 0, 'keine': 0, 'Einbürgerung': 1.0, 'über': 0.07, '25-jähriger': 0.04, 'Klingt': 0.11, 'uns': 0.02, 'dystopisch': 0, 'andere': 0.01, 'ist': 0, 'es': 0, 'ein': 0, 'feuchter': 0, 'Traum': 0.1}",negative,"[0.04299265, 0.94486713, 0.0121401865]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,"@SamBu95 @nickglaettli Niemand will das Gemeindebürgerrecht, den ganzen Prozess macht man für die Schweizer Staatsbürgerschaft. Einbürgerung direkt auf Ebene Bund, 1 von 4 Landessprachen als Kriterium statt jene von Gemeinde xy.",niemand gemeindebürgerrecht ganz prozess schweizer staatsbürgerschaft einbürgerung direkt eben bund landessprachen kriterium statt jen gemeinden xy,,,,,,,,,,,,,,,,"{'Niemand': 0, 'will': 0, 'das': 0.04, 'Gemeindebürgerrecht': 0.11, 'den': 0.04, 'ganzen': 0, 'Prozess': 0.1, 'macht': 0, 'man': 0, 'für': 0.07, 'die': 0.04, 'Schweizer': 0.04, 'Staatsbürgerschaft': 0.11, 'Einbürgerung': 1.0, 'direkt': 0, 'auf': 0, 'Ebene': 0.35, 'Bund': 0, '1': 0, 'von': 0, '4': 0, 'Landessprachen': 0.1, 'als': 0.08, 'Kriterium': 0, 'statt': 0.10500000000000001, 'jene': 0, 'Gemeinde': 0.06, 'xy': 0.05}",positive,"[0.030898523, 0.0019486139, 0.96715283]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,14.0,-0.7,neutral,"EVP so: wir sind gegen die Ehe für alle mit der ""erweiterten"" Fortpflanzungsmedizin, weil keinem Kind der Vater vorenthalten werden soll.
Maria lässt grüssen ...",evp ehe all erweitern fortpflanzungsmedizin kind vater vorenthalten maria lässt grüssen,,,,,,,,,,,,,,,,,,,"{'EVP': 0.08, 'so': 0.04, 'wir': 0, 'sind': 0.06, 'gegen': 0.22, 'die': 0, 'Ehe': 0.21, 'für': 0.17, 'alle': 0.18, 'mit': 0.25, 'der': 0, 'erweiterten': 1.0, 'Fortpflanzungsmedizin': 0.7949999999999999, 'weil': 0.08, 'keinem': 0, 'Kind': 0, 'Vater': 0.11, 'vorenthalten': 0, 'werden': 0, 'soll': 0, 'Maria': 0.07, 'lässt': 0, 'grüssen': 0, '...': 0}",neutral,"[0.47354046, 0.1317293, 0.39473018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
25.0,25.0,28.0,-0.21,neutral,"@FDP_Liberalen Für meinen damaligen Arbeitgeber, ein Kleinstbetrieb, war die die Mehrwertsteuersenkung damals vor allem eine administrative Belastung. Eine unnötige Belastung, weil damals schon absehbar und kaum bestritten war, dass es wieder eine Erhöhung zu Gunsten der AHV geben wird.",damalig arbeitgeber kleinstbetrieb mehrwertsteuersenkung damals administrative belastung unnötig belastung damals schon absehbar kaum bestreiten erhöhung gunsten ahv geben,,,,,,,,,,,,,,,,,,,,,,"{'Für': 0.1, 'meinen': 0, 'damaligen': 0, 'Arbeitgeber': 0.05, 'ein': 0, 'Kleinstbetrieb': 0, 'war': 0, 'die': 0.01, 'Mehrwertsteuersenkung': 0.56, 'damals': 0, 'vor': 0, 'allem': 0, 'eine': 0, 'administrative': 0.12, 'Belastung': 0, 'Eine': 0, 'unnötige': 0.33, 'weil': 0.06, 'schon': 0, 'absehbar': 0.04, 'und': 0.02, 'kaum': 0, 'bestritten': 0.06, 'dass': 0.02, 'es': 0, 'wieder': 0, 'Erhöhung': 0.04, 'zu': 0, 'Gunsten': 0.02, 'der': 0.01, 'AHV': 0.03, 'geben': 0, 'wird': 0}",negative,"[0.0041562947, 0.9857658, 0.010077826]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@voigtfynn @KuehniKev Gegenfrage: Wo ist für den Vermieter der Anreiz, das Gebäude zu isolieren oder auf erneuerbare Energie zu setzen, wenn er den CO₂-Preis selber gar nicht zahlt?",gegenfrage vermieter anreiz gebäude isolieren erneuerbare energie setzen co₂ preis selber gar zahlen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Gegenfrage': 0.015, 'Wo': 0.07, 'ist': 0.03, 'für': 0.03, 'den': 0.03, 'Vermieter': 0.03, 'der': 0.03, 'Anreiz': 0, 'das': 0, 'Gebäude': 0.04, 'zu': 0.09, 'isolieren': 0, 'oder': 0.11, 'auf': 1.0, 'erneuerbare': 0.69, 'Energie': 0.27, 'setzen': 0, 'wenn': 0.13, 'er': 0.03, 'CO₂-Preis': 0.03, 'selber': 0, 'gar': 0, 'nicht': 0.03, 'zahlt': 0}",neutral,"[0.7650662, 0.09718702, 0.13774678]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
