answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3433,absa_sentiment_3433,absa_scores_3433,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3435,absa_sentiment_3435,absa_scores_3435,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3444,absa_sentiment_3444,absa_scores_3444,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,RT @ruediloeffel: Einbürgerungsgesetz im #GRBE mit 133 zu 2 Stimmen angenommen. Merci dem Kommissionspräsidenten @wenger_markus für die seh…,einbürgerungsgesetz grbe stimmen annehmen merci kommissionspräsidenten seh,,,,,,,,,,,,,"{'Einbürgerungsgesetz': 1.0, 'im': 0, 'GRBE': 0.12, 'mit': 0.1, '133': 0, 'zu': 0.07, '2': 0, 'Stimmen': 0, 'angenommen': 0, 'Merci': 0, 'dem': 0.065, 'Kommissionspräsidenten': 0.21, 'für': 0.07, 'die': 0.06, 'seh': 0, '…': 0}",neutral,"[0.8581936, 0.010045712, 0.13176075]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"""Die erleichterte Einbürgerung für die dritte Generation ist für uns eine Chance"" @MarianneStreiff @evppev zur Absimmungsvorlage. #genau https://t.co/PypJxFM83G",erleichtern einbürgerung dritt generation chance absimmungsvorlage genau,,,,,,,,,,,,,"{'Die': 0.05, 'erleichterte': 0, 'Einbürgerung': 1.0, 'für': 0.05, 'die': 0.05, 'dritte': 0.14, 'Generation': 0.11, 'ist': 0.45, 'uns': 0.07, 'eine': 0, 'Chance': 0, 'zur': 0.05, 'Absimmungsvorlage': 0, 'genau': 0.07}",positive,"[0.002988277, 0.0022004542, 0.9948113]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @ruediloeffel: Die #DVEVPCH lehnt die #Ehefueralle mit dem erweiterten Zugang zur #Fortpflanzungsmedizin mit 79 zu 19 Stimmen klar ab (3…,dvevpch lehnen ehefueralle erweitern zugang fortpflanzungsmedizin stimmen klaren ab,,,,,,,,,,,,,,,,"{'Die': 0, 'DVEVPCH': 0.11, 'lehnt': 0.07, 'die': 0, 'Ehefueralle': 0.12, 'mit': 0.29, 'dem': 0.21, 'erweiterten': 0.05, 'Zugang': 0.09, 'zur': 0.21, 'Fortpflanzungsmedizin': 0, '79': 0, 'zu': 0.21, '19': 0, 'Stimmen': 0, 'klar': 0, 'ab': 0, '3': 0, '…': 0}",neutral,"[0.6910094, 0.24163997, 0.06735065]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @srfnews: Unterschriften für Referendum gegen Fortpflanzungsmedizin eingereicht: Keine Gen-Tests bei In-vitro-Embryonen. https://t.co/qk…,unterschriften referendum fortpflanzungsmedizin einreichen gen tests vitro embryonen,,,,,,,,,,,,,,,,"{'Unterschriften': 0.3, 'für': 0.13, 'Referendum': 0.19, 'gegen': 0.5, 'Fortpflanzungsmedizin': 0.285, 'eingereicht': 0.31, 'Keine': 0, 'Gen-Tests': 0, 'bei': 0, 'In-vitro-Embryonen': 0.1225}",neutral,"[0.7466646, 0.23603058, 0.01730482]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @ideaspektrum: Jetzt heisst es Unterschriften sammeln! #neinzupid #referendumFortpflanzungsmedizingesetz https://t.co/LkJQwIAmZJ,heisst unterschriften sammeln neinzupid referendumfortpflanzungsmedizingesetz,,,,,,,,,,,,,,,,"{'Jetzt': 0.08, 'heisst': 0, 'es': 0, 'Unterschriften': 0.48, 'sammeln': 0.18, 'neinzupid': 0, 'referendumFortpflanzungsmedizingesetz': 0}",positive,"[0.040509902, 0.00320805, 0.956282]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @evppev: EVP-Präsidentin @MarianneStreiff zum Referendum gegen Fortpflanzungsmedizingesetz: «PID nur in engen Grenzen» http://t.co/yY0dG…,evp präsidentin referendum fortpflanzungsmedizingesetz pid eng grenzen,,,,,,,,,,,,,,,,"{'EVP-Präsidentin': 0.16999999999999998, 'zum': 0.27, 'Referendum': 0.37, 'gegen': 0.65, 'Fortpflanzungsmedizingesetz': 0.8475, '«': 0, 'PID': 0, 'nur': 0, 'in': 0, 'engen': 0, 'Grenzen': 0, '»': 0}",neutral,"[0.7438115, 0.0588519, 0.19733658]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @ruediloeffel: Nein zu #Designerbabys, nein zum Milliardengeschaeft der #Fortpflanzungsmedizin, #PIDNein! #abst15 @Nein_zur_PID http://t…",nein designerbabys nein milliardengeschaeft fortpflanzungsmedizin pidnein abst15,,,,,,,,,,,,,,,,"{'Nein': 0.18, 'zu': 0.12, 'Designerbabys': 0, 'nein': 0.18, 'zum': 0.16499999999999998, 'Milliardengeschaeft': 0.37250000000000005, 'der': 0.21, 'Fortpflanzungsmedizin': 0.9550000000000001, 'PIDNein': 0, 'abst15': 0.25}",positive,"[0.020266317, 0.00966267, 0.9700711]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @ruediloeffel: Die #Fortpflanzungsmedizin will mit #Designerbabys Geld verdienen - sehr viel Geld. #PIDNein http://t.co/G9ACZRmN4o https…,fortpflanzungsmedizin designerbabys geld verdienen geld pidnein https,,,,,,,,,,,,,,,,"{'Die': 0, 'Fortpflanzungsmedizin': 1.0, 'will': 0, 'mit': 0.23, 'Designerbabys': 0, 'Geld': 0.14, 'verdienen': 0.57, 'sehr': 0, 'viel': 0.13, 'PIDNein': 0, 'https': 0.07, '…': 0}",positive,"[0.102466956, 0.018544152, 0.8789889]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @evppev_be: Die EVP steht für Lohngleichheit ein: Grossrätin @barbarastrst erklärt, warum die EVP bei Beschaffungen Stichproben-Kontroll…",evp stehen lohngleichheit grossrätin erklären warum evp beschaffungen stichproben kontroll,,,,,,,,,,,,,,,,,,,"{'Die': 0.07, 'EVP': 0, 'steht': 0.98, 'für': 1.0, 'Lohngleichheit': 0.88, 'ein': 0, 'Grossrätin': 0.07500000000000001, 'erklärt': 0, 'warum': 0.26, 'die': 0.07, 'bei': 0, 'Beschaffungen': 0.06, 'Stichproben-Kontroll': 0.03, '…': 0}",neutral,"[0.5288184, 0.010901368, 0.46028015]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Eine Selbstverständlichkeit. Kirche setzt sich für Lohngleichheit ein. #Gleichstellung https://t.co/k5N6P3HN5w,selbstverständlichkeit kirche setzen lohngleichheit gleichstellung,,,,,,,,,,,,,,,,,,,"{'Eine': 0, 'Selbstverständlichkeit': 0.19374999999999998, 'Kirche': 1.0, 'setzt': 0, 'sich': 0, 'für': 0, 'Lohngleichheit': 0.8049999999999999, 'ein': 0, 'Gleichstellung': 0.31}",positive,"[0.005117625, 0.0014992178, 0.9933831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"Wenn schon gleiches Rentenalter für Mann und Frau, dann auch endlich #Lohngleichheit! #Stimmt! #srfarena",schon gleich rentenalter mann frau endlich lohngleichheit stimmen srfarena,,,,,,,"{'Wenn': 0, 'schon': 0, 'gleiches': 1.0, 'Rentenalter': 0.68, 'für': 0.49, 'Mann': 0, 'und': 0.13, 'Frau': 0, 'dann': 0.19, 'auch': 0, 'endlich': 0, 'Lohngleichheit': 0, 'Stimmt': 0.095, 'srfarena': 0.12}",neutral,"[0.7554252, 0.015317854, 0.2292569]",,,,,,,,,,"{'Wenn': 0, 'schon': 0, 'gleiches': 0.06, 'Rentenalter': 0.09, 'für': 0.04, 'Mann': 0, 'und': 0.05, 'Frau': 0, 'dann': 0.07, 'auch': 0, 'endlich': 0, 'Lohngleichheit': 0, 'Stimmt': 0.365, 'srfarena': 1.0}",positive,"[0.120381005, 0.040247872, 0.83937114]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,Leider immer noch keine Selbstverständlichkeit! #Lohngleichheit @evppev_be @evppev http://t.co/3JWyl9enLu,leider immer selbstverständlichkeit lohngleichheit,,,,,,,,,,,,,,,,,,,"{'Leider': 0.16, 'immer': 0, 'noch': 0.11, 'keine': 0, 'Selbstverständlichkeit': 0.12875, 'Lohngleichheit': 0.56}",positive,"[0.021904372, 0.0019020324, 0.97619355]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @MarianneStreiff: Auch für die EVP ist Lohngleichheit eine Selbstverständlichkeit , die endlich umgesetzt werden muss!!! http://t.co/x8J…",evp lohngleichheit selbstverständlichkeit endlich umsetzen,,,,,,,,,,,,,,,,,,,"{'Auch': 0.19, 'für': 0.08, 'die': 0.1, 'EVP': 0, 'ist': 0.26, 'Lohngleichheit': 1.0, 'eine': 0, 'Selbstverständlichkeit': 0.14250000000000002, 'endlich': 0, 'umgesetzt': 0.16, 'werden': 0, 'muss': 0}",neutral,"[0.781026, 0.107172884, 0.111801185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @ERFMedien_CH: Sterbehilfe heisst Menschen beim Sterben würdig begleiten, auch ohne Sterbehilfeorganisationen. http://t.co/ZysLXMTcBq",sterbehilfe heisst menschen beim sterben würdig begleiten sterbehilfeorganisationen,,,,,,,,,,,,,,,,,,,,,,"{'Sterbehilfe': 0.1, 'heisst': 0, 'Menschen': 0.14, 'beim': 0, 'Sterben': 0.14, 'würdig': 0, 'begleiten': 0, 'auch': 0, 'ohne': 0.3, 'Sterbehilfeorganisationen': 0.12}",positive,"[0.007962151, 0.0020030069, 0.9900349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,neutral,Es droht wieder einmal am Geld zu scheitern - darum keine Steuersenkung für gewinnstarke Firmen! https://t.co/AxdADMImFB,drohen geld scheitern darum steuersenkung gewinnstarke firmen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Es': 0, 'droht': 0.17, 'wieder': 0.09, 'einmal': 0.05, 'am': 0, 'Geld': 0.16, 'zu': 0.24, 'scheitern': 0.37, 'darum': 0.78, 'keine': 0, 'Steuersenkung': 0.66, 'für': 0.33, 'gewinnstarke': 0.31, 'Firmen': 0.16}",negative,"[0.013420401, 0.96796095, 0.018618582]",,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"RT @ruediloeffel: NEIN zur Steuersenkung für gewinnstarke Unternehmen @Kanton_Bern, denn ""ausschlaggebend seien vielmehr das Innovationspot…",nein steuersenkung gewinnstarke unternehmen ausschlaggebend vielmehr innovationspot,,,,,,,,,,,,,,,,,,,,,,,,,"{'NEIN': 1.0, 'zur': 0.535, 'Steuersenkung': 0.19, 'für': 0.25, 'gewinnstarke': 0.18, 'Unternehmen': 0, 'denn': 0, 'ausschlaggebend': 0, 'seien': 0, 'vielmehr': 0, 'das': 0, 'Innovationspot': 0.1, '…': 0}",positive,"[0.17924336, 0.092693925, 0.72806275]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,RT @ruediloeffel: Namens der EVP legt @Hans_Kipfer die Gründe der Ablehnung des durch nicht finanzierte Steuersenkungen negativen Finanzpla…,namens evp legen gründe ablehnung finanzieren steuersenkungen negativ finanzpla,,,,,,,,,,,,,,,,,,,,,,,,,"{'Namens': 0, 'der': 0.7, 'EVP': 0, 'legt': 0, 'die': 0.7, 'Gründe': 0.42, 'Ablehnung': 1.0, 'des': 0, 'durch': 0, 'nicht': 0, 'finanzierte': 0, 'Steuersenkungen': 0.635, 'negativen': 0.82, 'Finanzpla': 0.33, '…': 0}",negative,"[0.004747298, 0.88672686, 0.10852589]",,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,1.0,neutral,"RT @Hans_Kipfer: «Die EVP will die Steuersenkungen so weit mittragen, wie sie finanziert sind.» https://t.co/CUQfY6WC7P via @derbund https:…",evp steuersenkungen weit mittragen finanzieren via https,,,,,,,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Die': 0, 'EVP': 0, 'will': 0, 'die': 0, 'Steuersenkungen': 0, 'so': 0, 'weit': 0, 'mittragen': 0, 'wie': 0, 'sie': 0, 'finanziert': 0, 'sind': 0, '»': 0, 'via': 0, 'https': 0, '…': 0}",positive,"[0.029438626, 0.0038771995, 0.9666842]",,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,RT @ruediloeffel: Um #Steuersenkungen für Unternehmen + Wohlhabende zu finanzieren muss man halt das Geld irgendwo abzwacken. https://t.co/…,steuersenkungen unternehmen wohlhabende finanzieren halt geld irgendwo abzwacken,,,,,,,,,,,,,,,,,,,,,,,,,"{'Um': 0, 'Steuersenkungen': 0.615, 'für': 0.22, 'Unternehmen': 0, 'Wohlhabende': 0.21, 'zu': 0.06, 'finanzieren': 0.78, 'muss': 0.06, 'man': 0, 'halt': 0, 'das': 0, 'Geld': 0.08, 'irgendwo': 0.09, 'abzwacken': 0.06}",neutral,"[0.8218535, 0.05380152, 0.124344945]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @evppev_be: Die EVP unterstützt #Steuersenkungen nur dann, wenn sie gegenfinanziert sind. #Steuerstrategie #GRBE @barbarastrst https://t…",evp unterstützen steuersenkungen gegenfinanziert steuerstrategie grbe,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.15, 'EVP': 0, 'unterstützt': 1.0, 'Steuersenkungen': 0.13, 'nur': 1.0, 'dann': 0, 'wenn': 0.24, 'sie': 0, 'gegenfinanziert': 0, 'sind': 0.1, 'Steuerstrategie': 0.095, 'GRBE': 0.05}",positive,"[0.32201725, 0.089140326, 0.58884245]",,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Keine #Steuersenkungen oder #Sparpakete. https://t.co/OQyxe8LIvn,steuersenkungen sparpakete,,,,,,,,,,,,,,,,,,,,,,,,,"{'Keine': 0, 'Steuersenkungen': 0.33499999999999996, 'oder': 0.75, 'Sparpakete': 0.42}",neutral,"[0.8536052, 0.07253499, 0.073859826]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,negative,Da ist sicher kein Spielraum für Steuersenkungen drin @kanton_bern  https://t.co/12VmKG09D8,sichern spielraum steuersenkungen drin,,,,,,,,,,,,,,,,,,,,,,,,,"{'Da': 0, 'ist': 0.3, 'sicher': 0, 'kein': 1.0, 'Spielraum': 0, 'für': 0.7, 'Steuersenkungen': 0.225, 'drin': 0}",negative,"[0.014886677, 0.9736302, 0.011483069]",,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,negative,Freudige Nachrichten aus dem @kanton_bern. Nur jetzt keine Steuersenkungsgelüste entwickeln! @PeterBrandCH @fdp_bern http://t.co/guLm9Llb5H,freudig nachrichten steuersenkungsgelüste entwickeln,,,,,,,,,,,,,,,,,,,,,,,,,"{'Freudige': 0, 'Nachrichten': 0, 'aus': 0, 'dem': 0.24, 'Nur': 0.28, 'jetzt': 0.19, 'keine': 0, 'Steuersenkungsgelüste': 0, 'entwickeln': 0}",positive,"[0.20422418, 0.16988915, 0.6258867]",,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,#Kündigungsschutz für ältere Arbeitnehmende muss ausgebaut werden. #SKOS http://t.co/76mVBsKNdo,kündigungsschutz alt arbeitnehmende ausbauen skos,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Kündigungsschutz': 0.54, 'für': 0.15, 'ältere': 0.22, 'Arbeitnehmende': 0.3, 'muss': 0, 'ausgebaut': 1.0, 'werden': 0, 'SKOS': 0.38}",neutral,"[0.47032702, 0.29057965, 0.23909333]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @kriegsgeschaeft: Viele Pensionskassen verzichten schon heute auf Investitionen in Kriegsmaterial. Das zeigt: Die Initiative ist umsetzb…,pensionskassen verzichten schon heute investitionen kriegsmaterial zeigen initiative umsetzb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Viele': 0, 'Pensionskassen': 0.14, 'verzichten': 0, 'schon': 0, 'heute': 0, 'auf': 0, 'Investitionen': 0.17, 'in': 0.18, 'Kriegsmaterial': 0.135, 'Das': 0.32, 'zeigt': 0, 'Die': 0.32, 'Initiative': 0.36, 'ist': 0, 'umsetzb': 0, '…': 0}",neutral,"[0.6243422, 0.010915597, 0.36474225]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @AnaelJAmbers: Merci @LilianStuder für deinen Einsatz gegen die Finanzierung von #kriegsmaterial-Produzenten !  https://t.co/PCDp2Lc3ZR,merci einsatz finanzierung kriegsmaterial produzenten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Merci': 0, 'für': 0.3, 'deinen': 0, 'Einsatz': 0, 'gegen': 1.0, 'die': 0.25, 'Finanzierung': 0.46, 'von': 0, 'kriegsmaterial-Produzenten': 0.185}",positive,"[0.30632696, 0.105998814, 0.5876742]",,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,"RT @ruediloeffel: ""Riesenvermögen, die den #Erben wie ein #Lottogewinn zufallen, widersprechen unserem marktwirtschaftlichen System."" http:…",riesenvermögen erben lottogewinn zufallen widersprechen marktwirtschaftlichen system http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Riesenvermögen': 0.16, 'die': 0.09, 'den': 0.09, 'Erben': 0, 'wie': 0, 'ein': 0, 'Lottogewinn': 0.16, 'zufallen': 0.14500000000000002, 'widersprechen': 0.5, 'unserem': 0.24, 'marktwirtschaftlichen': 0.225, 'System': 0.44, 'http': 1.0, '…': 0}",positive,"[0.03696897, 0.0039315363, 0.9590995]",,,,,,,,,,,,,,,,negative
