answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3444,absa_sentiment_3444,absa_scores_3444,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3476,absa_sentiment_3476,absa_scores_3476,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,negative,@narimoldi @widmerwanzwil @postschweiz Ich bin gegen e-voting. Aber was ist das wieder für ein Gaga-Tweet?,e voting gaga tweet,,,,,,,,,,,,,,,,,,,"{'Ich': 0.05, 'bin': 0, 'gegen': 0.09, 'e-voting': 0, 'Aber': 0.18, 'was': 0, 'ist': 0.24, 'das': 0.19, 'wieder': 0.2, 'für': 0, 'ein': 0, 'Gaga-Tweet': 0}",negative,"[0.2941059, 0.67784756, 0.028046632]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"RT @beatflach: Die Diskussion über E-Voting ist im Moment etwa so drängend, wie über die Einführung von Geruchsfernsehn. Es gibt 1000 wicht…",diskussion e voting moment etwa drängen einführung geruchsfernsehn geben weichen,,,,,,,,,,,,,,,,,,,"{'Die': 0.08, 'Diskussion': 0.1, 'über': 0, 'E-Voting': 0, 'ist': 0.06, 'im': 0, 'Moment': 0.06, 'etwa': 0.06, 'so': 0, 'drängend': 0, 'wie': 0, 'die': 0.08, 'Einführung': 0.16, 'von': 0, 'Geruchsfernsehn': 0.25, 'Es': 0.06, 'gibt': 0.56, 'wicht': 1.0, '…': 0}",neutral,"[0.53275764, 0.39044422, 0.07679821]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @meyer_mattea: die, die bei Kriegsmaterialexport mit Arbeitsplätzen argumentieren, und die, denen bei #NoBillag rund 6000 Stellen egal s…",kriegsmaterialexport arbeitsplätzen argumentieren nobillag rund stellen egal s,,,,,,,,,,,,,,,,,,,,,,"{'die': 0, 'bei': 0.04, 'Kriegsmaterialexport': 0.48, 'mit': 0.08, 'Arbeitsplätzen': 0.12, 'argumentieren': 0.16, 'und': 0.08, 'denen': 0.04, 'NoBillag': 0.17, 'rund': 0, 'Stellen': 0, 'egal': 0, 's': 0, '…': 0}",neutral,"[0.95481575, 0.019370768, 0.025813533]",,,,,,,,,,,,,,,,neutral
50.0,75.0,71.0,0.1333333333333333,negative,"@JilNik @WatchAbroad Es gab da mal die Soziale Marktwirtschaft. Bin immer noch der Meinung, das wär das Beste mir bekannt. Wurde leider 20 Jahre schlecht geredet und gemacht. Der Markt richtet alles. Ein SPler",geben mal soziale marktwirtschaft immer meinung wär gut bekennen leider jahre schlecht reden markt richten spler,,,,,,,,,,,,,,,,,,,,,,,,,"{'Es': 0, 'gab': 0, 'da': 0, 'mal': 0, 'die': 0.06, 'Soziale': 1.0, 'Marktwirtschaft': 0.345, 'Bin': 0, 'immer': 0, 'noch': 0.04, 'der': 0.06, 'Meinung': 0, 'das': 0.04, 'wär': 0, 'Beste': 0.07, 'mir': 0.04, 'bekannt': 0.05, 'Wurde': 0, 'leider': 0.07, 'Jahre': 0.05, 'schlecht': 0, 'geredet': 0.06, 'und': 0.04, 'gemacht': 0, 'Der': 0.06, 'Markt': 0.1, 'richtet': 0, 'alles': 0.04, 'Ein': 0.04, 'SPler': 0}",positive,"[0.011677033, 0.019442309, 0.9688807]",,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.7999999999999999,positive,"@mrhasler_ @MarcelColomb @B_Unternaehrer Na und? Ich bin Sozi und finde Soziale Marktwirtschaft das beste aller Systeme, die mir bekannt sind.",na sozi finden soziale marktwirtschaft gut all systeme bekennen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Na': 0, 'und': 0.44, 'Ich': 0.1, 'bin': 0, 'Sozi': 0, 'finde': 1.0, 'Soziale': 0.11, 'Marktwirtschaft': 0.605, 'das': 0.09, 'beste': 0, 'aller': 0, 'Systeme': 0.25, 'die': 0.63, 'mir': 0, 'bekannt': 0, 'sind': 0}",positive,"[0.0014274803, 0.0009960738, 0.9975764]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @minlimarti: Nein, wer gegen dieses #eIDGesetz ist, ist nicht gegen die Digitalisierung. Vielleicht tut sich die Schweiz eher damit schw…",nein wer eidgesetz digitalisierung vielleicht tun schweiz eher schw,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Nein': 0.02, 'wer': 0.06, 'gegen': 1.0, 'dieses': 0.08, 'eIDGesetz': 0.21, 'ist': 0.03, 'nicht': 0.49, 'die': 0, 'Digitalisierung': 0, 'Vielleicht': 0.11, 'tut': 0, 'sich': 0, 'Schweiz': 0.06, 'eher': 0, 'damit': 0, 'schw': 0, '…': 0}",neutral,"[0.8680371, 0.032653607, 0.09930925]",,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"…Türkei..Desaströses Zeugnis..
Beitrittskandidat Türkei: EU-Kommission sieht weitere Verschlechterung der Lage - DER SPIEGEL

 https://t.co/91peFw7Ioy",türkei desaströses zeugnis beitrittskandidat türkei eu kommission sehen weit verschlechterung lage spiegel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'…': 0, 'Türkei': 0, '..': 0, 'Desaströses': 0, 'Zeugnis': 0, 'Beitrittskandidat': 0, 'EU-Kommission': 0, 'sieht': 0, 'weitere': 0, 'Verschlechterung': 0, 'der': 0, 'Lage': 0, 'DER': 0, 'SPIEGEL': 0}",negative,"[0.033755176, 0.931145, 0.035099797]",,,,,,,neutral
100.0,100.0,100.0,0.9,neutral,"@rainmeie @widmerwanzwil @spschweiz Die Frage bleibt dann immer noch, wer spart? Der Durchschnittsbürger oder die Gutverdienende? Siehe Bildung, Gesundheit, Soziales, sogar Sicherheit- wenn es nicht Militär ist. Die beste Wohlfahrt haben übrigens Länder mit hohen Staatsquoten. Natürlich effiziente Staaten.",fragen bleiben immer wer sparen durchschnittsbürger gutverdienende siehe bildung gesundheit sozial sogar sicherheit militär gut wohlfahrt übrigens länder hoch staatsquoten natürlich effiziente staaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.33, 'Frage': 0, 'bleibt': 0.04, 'dann': 0.04, 'immer': 0, 'noch': 0.03, 'wer': 0.03, 'spart': 0, 'Der': 0.33, 'Durchschnittsbürger': 0.04, 'oder': 0.02, 'die': 0.33, 'Gutverdienende': 0.05, 'Siehe': 0, 'Bildung': 0.07, 'Gesundheit': 0, 'Soziales': 0.02, 'sogar': 0.04, 'Sicherheit-': 0, 'wenn': 0.03, 'es': 0.02, 'nicht': 0.03, 'Militär': 0.06, 'ist': 0.02, 'beste': 0, 'Wohlfahrt': 1.0, 'haben': 0.36, 'übrigens': 0.33, 'Länder': 0.12, 'mit': 0.08, 'hohen': 0.05, 'Staatsquoten': 0.19, 'Natürlich': 0, 'effiziente': 0.07, 'Staaten': 0.12}",positive,"[0.0010724795, 0.00098627, 0.9979412]",,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @hansi_voigt: #ständerat völlig gaga? Aktueller Stand #Mediengesetz würde umgemünzt auf Landwirtschaft bedeuten, dass vier Industrie-Gro…",ständerat völlig gaga aktuell stehen mediengesetz umgemünzt landwirtschaft bedeuten vier industrie gro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'ständerat': 0.035, 'völlig': 0, 'gaga': 0.03, 'Aktueller': 0.09, 'Stand': 0, 'Mediengesetz': 0, 'würde': 0.12, 'umgemünzt': 0, 'auf': 0, 'Landwirtschaft': 0.92, 'bedeuten': 0.32, 'dass': 0.27, 'vier': 0.12, 'Industrie-Gro': 0, '…': 0}",neutral,"[0.9183216, 0.010214706, 0.07146376]",neutral
50.0,75.0,57.0,0.0,neutral,RT @JayBadran: „Grüne&amp;Grünliberale wollen eine ökologische Landwirtschaft“ Unerwähnt @spschweiz die das seit Jahrzehnten vorantreibt und z.…,grüne amp grünliberale ökologisch landwirtschaft unerwähnt seit jahrzehnten vorantreibt z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'„': 0, 'Grüne&amp;Grünliberale': 0, 'wollen': 0, 'eine': 0, 'ökologische': 0, 'Landwirtschaft': 0, '“': 0, 'Unerwähnt': 0, 'die': 0, 'das': 0, 'seit': 0, 'Jahrzehnten': 0, 'vorantreibt': 0, 'und': 0, 'z.': 0, '…': 0}",positive,"[0.010734542, 0.0055602775, 0.98370516]",neutral
