answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3433,absa_sentiment_3433,absa_scores_3433,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3451,absa_sentiment_3451,absa_scores_3451,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,negative,Okay?! 1 Milliarde für die Olympia #sion2026 aber kein Geld für den #Vaterschaftsurlaub. Wollt ihr mich jetzt verar***en?! @Bundesrat_CH,okay milliarde olympia sion2026 geld vaterschaftsurlaub verar en,,,,,,,"{'Okay': 0, 'Milliarde': 0.06, 'für': 0.1, 'die': 0.37, 'Olympia': 0, 'sion2026': 0.21, 'aber': 0.07, 'kein': 0.19, 'Geld': 0.12, 'den': 0.37, 'Vaterschaftsurlaub': 0.72, 'Wollt': 0.02, 'ihr': 0, 'mich': 0.04, 'jetzt': 0.04, 'verar***en': 0}",positive,"[0.18127693, 0.31150582, 0.5072172]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,25.0,28.0,-0.15,negative,"RT @operationlibero: Die 6 grössten Lügen des SVP-Flyers zur erleichterten Einbürgerung. Lesen, JA! stimmen, retweeten: https://t.co/YM4TBY…",grössten lügen svp flyers erleichtern einbürgerung lesen ja stimmen retweeten,,,,,,,,,,"{'Die': 0.09, 'grössten': 0.12, 'Lügen': 0, 'des': 0, 'SVP-Flyers': 0, 'zur': 0.09, 'erleichterten': 0, 'Einbürgerung': 1.0, 'Lesen': 0.18, 'JA': 0, 'stimmen': 0, 'retweeten': 0.13}",positive,"[0.039586287, 0.021256462, 0.93915725]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,negative,"RT @MikeMuellerLate: Die SVP fürchtet die Einbürgerung von Afrikanern in 20 Jahren? Solange wir nicht Rassisten ausbürgern, muss hier niema…",svp fürchten einbürgerung afrikanern jahren solange rassisten ausbürgern niema,,,,,,,,,,"{'Die': 0.42, 'SVP': 0, 'fürchtet': 1.0, 'die': 0.42, 'Einbürgerung': 1.0, 'von': 0, 'Afrikanern': 0.1, 'in': 0.22, 'Jahren': 0.14, 'Solange': 0, 'wir': 0, 'nicht': 0, 'Rassisten': 0.24, 'ausbürgern': 0.18, 'muss': 0.06, 'hier': 0, 'niema': 0, '…': 0}",neutral,"[0.7928347, 0.111488596, 0.0956767]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,1.0,neutral,RT @BDPSchweiz: Massvoll und zeitgemäss: JA zum revidierten Fortpflanzungsmedizingesetz @maya_bally https://t.co/kEVxTYlCrq,massvoll zeitgemäss ja revidierten fortpflanzungsmedizingesetz,,,,,,,,,,,,,"{'Massvoll': 0.19, 'und': 0.11, 'zeitgemäss': 0.18, 'JA': 0.11, 'zum': 0.315, 'revidierten': 0.74, 'Fortpflanzungsmedizingesetz': 0.8725}",positive,"[0.027029546, 0.0025976496, 0.9703728]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @BDPSchweiz: Zitat von Werner Luginbühl an der heutigen #Session. #Gleichstellung #Lohngleichheit https://t.co/x8LVgjKX9r,zitat werner luginbühl heutig session gleichstellung lohngleichheit,,,,,,,,,,,,,,,,"{'Zitat': 0.15, 'von': 0.12, 'Werner': 0.15, 'Luginbühl': 0, 'an': 0, 'der': 0, 'heutigen': 0.09, 'Session': 0.23, 'Gleichstellung': 1.0, 'Lohngleichheit': 0}",positive,"[0.01759859, 0.0024966523, 0.9799048]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @nr_mayagraf: Nationalrat streicht Botschaft für Lohngleichheit aus dem #Legislaturprogramm mit 91 zu 89 Stimmen. Ohrfeige für jede erwe…,nationalrat streichen botschaft lohngleichheit legislaturprogramm stimmen ohrfeigen jed erwe,,,,,,,,,,,,,,,,"{'Nationalrat': 0.23500000000000001, 'streicht': 0, 'Botschaft': 0, 'für': 0.18, 'Lohngleichheit': 0.73, 'aus': 0, 'dem': 0.045, 'Legislaturprogramm': 0, 'mit': 0.14, 'zu': 0.06, 'Stimmen': 0, 'Ohrfeige': 0.2, 'jede': 0, 'erwe': 0, '…': 0}",positive,"[0.036409024, 0.0039227805, 0.95966816]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @bernerfinanzen: Klar und informativ 🤗 - Herzlichen Dank der @BernerZeitung für diesen Bericht.
Was Sie zur Steuersenkung wissen müssenB…",klaren informativ herzlich danken bericht steuersenkung wissen müssenb,,,,,,,,,,,,,,,,,,,"{'Klar': 0.05, 'und': 0.05, 'informativ': 0.11, '🤗': 0, 'Herzlichen': 0, 'Dank': 0, 'der': 0, 'für': 0, 'diesen': 0, 'Bericht': 0, 'Was': 0, 'Sie': 0, 'zur': 0, 'Steuersenkung': 0, 'wissen': 0, 'müssenB': 0, '…': 0}",neutral,"[0.7622385, 0.008553755, 0.22920771]",,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @JBDP_BE: Wir befürworten den dringend notwendigen Ausbau des #Autobahn'netzes auf 2x3 Spuren.

Jedoch dürfen #Carsharing/pooling Projek…",befürworten dringen notwendig ausbau autobahn netzes 2x3 spuren jedoch dürfen carsharing pooling projek,,,,,,,,,,,,,,,,,,,,,,"{'Wir': 0.11, 'befürworten': 0.08, 'den': 0.05, 'dringend': 0.11, 'notwendigen': 0, 'Ausbau': 0.07, 'des': 0, ""Autobahn'netzes"": 0.05, 'auf': 0, '2x3': 0.08, 'Spuren': 0, 'Jedoch': 0.44, 'dürfen': 1.0, 'Carsharing': 0.11, 'pooling': 0.1, 'Projek': 0, '…': 0}",neutral,"[0.53938556, 0.33573696, 0.12487745]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @BDPSchweiz: Die BDP-Motion (18.3394) verlangt, dass die Bewilligungskriterien für #Waffenexporte ins Kriegsmaterialgesetz aufgenommen w…",bdp motion verlangen bewilligungskriterien waffenexporte kriegsmaterialgesetz aufnehmen w,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.28, 'BDP-Motion': 0, '18.3394': 0, 'verlangt': 0, 'dass': 0.24, 'die': 0.28, 'Bewilligungskriterien': 0.38, 'für': 0.18, 'Waffenexporte': 0.25, 'ins': 0, 'Kriegsmaterialgesetz': 0.75, 'aufgenommen': 0, 'w': 0, '…': 0}",neutral,"[0.9370607, 0.008815854, 0.05412345]",,,,,,,,,,,,,,,,neutral
50.0,25.0,28.0,-0.15,neutral,RT @BDPSchweiz: Schon heute können solche Fälle offenbar nicht verhindert werden. Eine weitere Lockerung der Kriegsmaterialverordnung lehne…,schon heute fälle offenbaren verhindern weit lockerung kriegsmaterialverordnung lehne,,,,,,,,,,,,,,,,,,,,,,,,,"{'Schon': 0, 'heute': 0.13, 'können': 0.05, 'solche': 0.13, 'Fälle': 0.15, 'offenbar': 0, 'nicht': 0, 'verhindert': 0.09, 'werden': 0, 'Eine': 0, 'weitere': 0.17, 'Lockerung': 0, 'der': 0.23, 'Kriegsmaterialverordnung': 0.61, 'lehne': 0, '…': 0}",positive,"[0.25735083, 0.015658794, 0.72699034]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Am 27.September Ja zur Beschaffung neuer Kampfflugzeuge. #abst20
@sicherheit_ja https://t.co/vI8yKfT5Ee",september ja beschaffung neu kampfflugzeuge abst20,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Am': 0, '27.September': 0, 'Ja': 0, 'zur': 0.16, 'Beschaffung': 0.85, 'neuer': 0, 'Kampfflugzeuge': 0, 'abst20': 0.18}",neutral,"[0.8010936, 0.034600593, 0.16430585]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @BDPSchweiz: Sag auch du Ja am 27. September zur Beschaffung neuer Kampfflugzeuge! #abst20 @LandoltMartin @sicherheit_ja #BDP https://t.…,sag ja september beschaffung neu kampfflugzeuge abst20 bdp,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Sag': 0, 'auch': 0, 'du': 0, 'Ja': 0, 'am': 0, '27.': 0, 'September': 0.08, 'zur': 0.1, 'Beschaffung': 0.15, 'neuer': 0, 'Kampfflugzeuge': 0, 'abst20': 0.62, 'BDP': 1.0}",positive,"[0.4517976, 0.07189693, 0.47630545]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @sicherheit_ja: Der Luftpolizeidienst, welcher von den Kampfflugzeugen durchgeführt wird, kontrolliert den täglichen Luftverkehr in der…",luftpolizeidienst welch kampfflugzeugen durchführen kontrollieren täglich luftverkehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.08, 'Luftpolizeidienst': 0.12250000000000001, 'welcher': 0.17, 'von': 0, 'den': 0.08, 'Kampfflugzeugen': 0.5700000000000001, 'durchgeführt': 0, 'wird': 0, 'kontrolliert': 0, 'täglichen': 0.24, 'Luftverkehr': 0.07, 'in': 0.05, 'der': 0.08, '…': 0}",positive,"[0.061955106, 0.0043005007, 0.9337444]",,,,,,,,,,,,,neutral
75.0,75.0,71.0,0.35,positive,"RT @Angelika_Ruider: KMU Hero schlägt @spschweiz 😂
Freie Marktwirtschaft: für alle statt für wenige 😁 #langweiligabergut @nau_live @watson_…",kmu hero schlagen freie marktwirtschaft all statt wenig langweiligabergut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'KMU': 0.2, 'Hero': 0.19, 'schlägt': 0.56, 'Freie': 1.0, 'Marktwirtschaft': 0.925, 'für': 0.12, 'alle': 0.11, 'statt': 0.14, 'wenige': 0.06, 'langweiligabergut': 0.09, '…': 0}",positive,"[0.0015198912, 0.0012403387, 0.9972397]",,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @DieJungeMitteCH: Die Digitalisierung macht in der Schweiz keinen Halt. Darum sagen wir JA zum Fortschritt und somit JA zur E-ID.

#abst…",digitalisierung schweiz halt darum sagen ja fortschritt somit ja e id abst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0, 'Digitalisierung': 0, 'macht': 0, 'in': 0.14, 'der': 0, 'Schweiz': 0.07, 'keinen': 0, 'Halt': 0, 'Darum': 0, 'sagen': 0.04, 'wir': 0, 'JA': 0.03, 'zum': 0.05, 'Fortschritt': 0.07, 'und': 0.03, 'somit': 0, 'zur': 0.05, 'E-ID': 0, 'abst': 0.04, '…': 0}",neutral,"[0.5314302, 0.054677602, 0.41389224]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Chancen des Umweltschutzes nutzen. #langweiligabergut #WahlCH19 @JBDP_BE https://t.co/9dUZesopHB,chancen umweltschutzes nutzen langweiligabergut wahlch19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Chancen': 0.62, 'des': 0, 'Umweltschutzes': 0.435, 'nutzen': 1.0, 'langweiligabergut': 0, 'WahlCH19': 0}",positive,"[0.0010713616, 0.002021053, 0.99690753]",,,,neutral
0.0,0.0,0.0,-1.0,neutral,"RT @BDPSchweiz: Hans Grunder: Die Initianten fordern ein Instrument, das für das Land
fatale Folgen hätte. Die Landwirtschaft würde abgewür…",hans grunder initianten fordern instrument land fatal folgen landwirtschaft abgewür,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Hans': 0.03, 'Grunder': 0, 'Die': 0.02, 'Initianten': 0.06, 'fordern': 0, 'ein': 0, 'Instrument': 0.03, 'das': 0, 'für': 0.02, 'Land': 0, 'fatale': 0, 'Folgen': 0, 'hätte': 0, 'Landwirtschaft': 1.0, 'würde': 0.49, 'abgewür': 0, '…': 0}",negative,"[0.0033593453, 0.9938909, 0.00274987]",negative
