answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3391,absa_sentiment_3391,absa_scores_3391,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3444,absa_sentiment_3444,absa_scores_3444,absa_token_weights_3446,absa_sentiment_3446,absa_scores_3446,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3470,absa_sentiment_3470,absa_scores_3470,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
75.0,75.0,71.0,0.3333333333333333,neutral,"Statt Problem anzupacken &amp; nachhaltige Lösung zu schaffen, wird alter Wein in neuen Schläuchen präsentiert: Zusätzliche Finanzmittel sollen AHV und BVG «sanieren». Echte Reform gibt's nur mit Erhöhung des Rentenalters &amp; höherem persönlichem Sparbeitrag. https://t.co/oBpa0cbm3M",statt problem anpacken amp nachhaltig lösung schaffen altern wein neu schläuchen präsentieren zusätzliche finanzmittel sollen ahv bvg sanieren echte reform geben s erhöhung rentenalters amp hoch persönlich sparbeitrag,,,,,,,,,,"{'Statt': 0.06, 'Problem': 0.07, 'anzupacken': 0.07, 'amp': 0, 'nachhaltige': 0.07, 'Lösung': 0.07, 'zu': 0.07, 'schaffen': 0.05, 'wird': 0, 'alter': 0, 'Wein': 0.03, 'in': 0.05, 'neuen': 0.07, 'Schläuchen': 0, 'präsentiert': 0, 'Zusätzliche': 0.09, 'Finanzmittel': 0, 'sollen': 0, 'AHV': 0.07, 'und': 0.04, 'BVG': 0.07, '«': 0, 'sanieren': 0, '»': 0, 'Echte': 0, 'Reform': 0, ""gibt's"": 0, 'nur': 0, 'mit': 0, 'Erhöhung': 0, 'des': 0, 'Rentenalters': 0, 'höherem': 0, 'persönlichem': 0, 'Sparbeitrag': 0}",positive,"[0.22819775, 0.054018814, 0.7177834]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.85,neutral,"Der ungedeckte Check wird immer grösser und doch zieren sich die meisten Parteien, das Offensichtliche endlich umzusetzen: höheres Rentenalter. Für mich wäre auch der Vorschlag 65/66 ein gangbarer Weg hin zu einer wirklich nachhaltigen Altersvorsorge.
https://t.co/RfSiYbXWzG",ungedeckt check immer grösser zieren meist parteien offensichtlich endlich umsetzen hoch rentenalter vorschlag gangbar wirklich nachhaltig altersvorsorge,,,,,,,,,,"{'Der': 0.12, 'ungedeckte': 0.06, 'Check': 0.04, 'wird': 0, 'immer': 0, 'grösser': 0, 'und': 0.03, 'doch': 0, 'zieren': 0, 'sich': 0, 'die': 0.12, 'meisten': 0.04, 'Parteien': 0.07, 'das': 0, 'Offensichtliche': 0.38, 'endlich': 0, 'umzusetzen': 0.16999999999999998, 'höheres': 1.0, 'Rentenalter': 0.345, 'Für': 0.08, 'mich': 0.07, 'wäre': 0.04, 'auch': 0.07, 'der': 0.12, 'Vorschlag': 0.14, '65': 0, '66': 0, 'ein': 0, 'gangbarer': 0, 'Weg': 0.11, 'hin': 0, 'zu': 0.05, 'einer': 0, 'wirklich': 0, 'nachhaltigen': 0.11, 'Altersvorsorge': 0.33999999999999997}",positive,"[0.014686426, 0.004394476, 0.98091906]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,75.0,71.0,0.2799999999999999,neutral,"Die Politik hinkt der Gesellschaft hinterher: Höheres Rentenalter und flexibler, individueller Übertritt in die Pension sind kein Tabu mehr, sondern werden von den Leuten gewünscht und gelebt. Höchste Zeit, dass die Politik endlich nachzieht.
https://t.co/3hrpISfoUp",politik hinken gesellschaft hinterher hoch rentenalter flexibel individuell übertreten pension tabu mehr leuten wünschen leben hoch zeit politik endlich nachziehen,,,,,,,,,,"{'Die': 0, 'Politik': 0, 'hinkt': 0, 'der': 0, 'Gesellschaft': 0.14, 'hinterher': 0, 'Höheres': 1.0, 'Rentenalter': 0.1, 'und': 0.04, 'flexibler': 0.45, 'individueller': 0.115, 'Übertritt': 0, 'in': 0, 'die': 0, 'Pension': 0, 'sind': 0.03, 'kein': 0.04, 'Tabu': 0, 'mehr': 0.17, 'sondern': 0.03, 'werden': 0, 'von': 0, 'den': 0, 'Leuten': 0.02, 'gewünscht': 0, 'gelebt': 0.04, 'Höchste': 0, 'Zeit': 0.03, 'dass': 0.03, 'endlich': 0, 'nachzieht': 0}",positive,"[0.009785496, 0.009859818, 0.9803547]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,71.0,0.175,negative,"Liebe Arbeitgeber/innen, das geht gar nicht. Arbeitsmarkt muss für alle offen sein. Wir können nicht Fachkräftemangel beklagen, Rentenalter erhöhen und gleichzeitig Ü50 aufs Alteisen werfen. Bitte gesellschaftliche
Verantwortung übernehmen. https://t.co/LB12JZdasd",lieb arbeitgeber innen gehen gar arbeitsmarkt all offen fachkräftemangel beklagen rentenalter erhöhen gleichzeitig ü50 aufs alteisen werfen bitte gesellschaftliche verantwortung übernehmen,,,,,,,,,,"{'Liebe': 0, 'Arbeitgeber': 0, 'innen': 0, 'das': 0.03, 'geht': 0, 'gar': 0.035, 'nicht': 0, 'Arbeitsmarkt': 0.11, 'muss': 0.05, 'für': 0, 'alle': 0.05, 'offen': 0.05, 'sein': 0, 'Wir': 0.06, 'können': 0.03, 'Fachkräftemangel': 0.27749999999999997, 'beklagen': 0.2, 'Rentenalter': 0.81, 'erhöhen': 1.0, 'und': 0.2, 'gleichzeitig': 0, 'Ü50': 0, 'aufs': 0, 'Alteisen': 0.07, 'werfen': 0.14, 'Bitte': 0, 'gesellschaftliche': 0.05, 'Verantwortung': 0.13, 'übernehmen': 0.04}",neutral,"[0.7263205, 0.1256329, 0.14804657]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.7999999999999999,positive,"Sehr guter Kommentar zum Vaterschaftsurlaub: «Und wem die Geburt des eigenen Kindes nicht wichtig genug ist, um Ferien zu beziehen, dem kann ohnehin nicht geholfen werden.»
https://t.co/OTn7eopu8q",gut kommentar vaterschaftsurlaub wer geburt eigen kindes wichtig genug ferien beziehen ohnehin helfen,,,,,,,,,,,,,"{'Sehr': 0.28, 'guter': 0, 'Kommentar': 1.0, 'zum': 0.025, 'Vaterschaftsurlaub': 0.33999999999999997, '«': 0, 'Und': 0, 'wem': 0, 'die': 0, 'Geburt': 0, 'des': 0, 'eigenen': 0, 'Kindes': 0, 'nicht': 0, 'wichtig': 0, 'genug': 0, 'ist': 0, 'um': 0, 'Ferien': 0, 'zu': 0, 'beziehen': 0, 'dem': 0, 'kann': 0, 'ohnehin': 0, 'geholfen': 0, 'werden': 0, '»': 0}",positive,"[0.0019522184, 0.0011626364, 0.9968851]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @FDP_Liberalen: Es braucht einen flexiblen #Elternurlaub, denn ein #Vaterschaftsurlaub zementiert nur das traditionelle Rollenbild. Die…",brauchen flexibel elternurlaub vaterschaftsurlaub zementieren traditionell rollenbild,,,,,,,,,,,,,"{'Es': 0.44, 'braucht': 0, 'einen': 0, 'flexiblen': 0.63, 'Elternurlaub': 0.165, 'denn': 0, 'ein': 0, 'Vaterschaftsurlaub': 0.16, 'zementiert': 0, 'nur': 0.1, 'das': 0, 'traditionelle': 0.05, 'Rollenbild': 0.055, 'Die': 0.1, '…': 0}",neutral,"[0.4911593, 0.06783958, 0.4410011]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,neutral,RT @fdp_zh: Der Kantonsrat hat heute klar eine Verdoppelung des Vaterschaftsurlaubes für Staatsangestellte abgelehnt. Damit bleibt es bei f…,kantonsrat heute klaren verdoppelung vaterschaftsurlaubes staatsangestellte ablehnen bleiben f,,,,,,,,,,,,,"{'Der': 0.23, 'Kantonsrat': 0.35000000000000003, 'hat': 0, 'heute': 0.21, 'klar': 0, 'eine': 0, 'Verdoppelung': 0.38, 'des': 0, 'Vaterschaftsurlaubes': 0.605, 'für': 0.17, 'Staatsangestellte': 0.15, 'abgelehnt': 0, 'Damit': 0, 'bleibt': 0, 'es': 0, 'bei': 0, 'f': 0.07, '…': 0}",negative,"[0.094113216, 0.88831866, 0.01756813]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,25.0,28.0,-0.15,neutral,"In allen Ländern das gleiche Bild: Mit #Planwirtschaft wird der Wohnungsbau nicht gefördert, sondern verhindert. Nur dort, wo #private Investoren bauen dürfen, finden auch Familien eine bezahlbare Wohnung.
https://t.co/h0xakRFssE",ländern gleich bild planwirtschaft wohnungsbau fördern verhindern privat investoren bauen dürfen finden familien bezahlbare wohnung,,,,,,,,,,,,,,,,"{'In': 0.01, 'allen': 0, 'Ländern': 0.03, 'das': 0, 'gleiche': 0.04, 'Bild': 0, 'Mit': 0.01, 'Planwirtschaft': 0.035, 'wird': 0, 'der': 0.02, 'Wohnungsbau': 1.0, 'nicht': 0.03, 'gefördert': 0.06, 'sondern': 0.03, 'verhindert': 0.13, 'Nur': 0, 'dort': 0, 'wo': 0.21, 'private': 0.08, 'Investoren': 0.09, 'bauen': 0.05, 'dürfen': 0, 'finden': 0.26, 'auch': 0, 'Familien': 0, 'eine': 0, 'bezahlbare': 0, 'Wohnung': 0}",positive,"[0.013812614, 0.018949924, 0.9672375]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
25.0,25.0,28.0,-0.2333333333333333,neutral,"Umdenken beim subventionierten Wohnungsbau ist dringend nötig: Subjektfinanzierung ist effizienter und zielgerichteter, womit mehr und nur die wirklich Bedürftigen die Mittel bekommen. Zudem gibt es keinen preistreibenden Effekt bei den übrigen Mieten.
https://t.co/KSzF2Mi2XN",umdenken beim subventionierten wohnungsbau dringen nötigen subjektfinanzierung effizient zielgerichteter womit mehr wirklich bedürftig mittel bekommen zudem geben preistreibenden effekt übrig mieten,,,,,,,,,,,,,,,,"{'Umdenken': 0, 'beim': 0.01, 'subventionierten': 1.0, 'Wohnungsbau': 0.42, 'ist': 0.01, 'dringend': 0.1, 'nötig': 0, 'Subjektfinanzierung': 0.03, 'effizienter': 0.025, 'und': 0.01, 'zielgerichteter': 0.02, 'womit': 0.01, 'mehr': 0.01, 'nur': 0.01, 'die': 0.01, 'wirklich': 0.01, 'Bedürftigen': 0, 'Mittel': 0, 'bekommen': 0.01, 'Zudem': 0.01, 'gibt': 0.01, 'es': 0.01, 'keinen': 0, 'preistreibenden': 0, 'Effekt': 0.03, 'bei': 0, 'den': 0.01, 'übrigen': 0, 'Mieten': 0}",positive,"[0.33489913, 0.1500384, 0.5150625]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,Lesenswert: Der «soziale» Wohnungsbau von Rot-Grün ist alles andere als sozial und primär ein Machtinstrument. https://t.co/Hd9Qb9XRDn,lesenswert soziale wohnungsbau rot grün sozial primär machtinstrument,,,,,,,,,,,,,,,,"{'Lesenswert': 0.11000000000000001, 'Der': 0, '«': 0, 'soziale': 0, '»': 0, 'Wohnungsbau': 0, 'von': 0, 'Rot-Grün': 0, 'ist': 0, 'alles': 0, 'andere': 0, 'als': 0, 'sozial': 0, 'und': 0, 'primär': 0, 'ein': 0, 'Machtinstrument': 0}",positive,"[0.23263605, 0.16186415, 0.6054998]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.9,neutral,"#HeuchlerischeLinke
„Obwohl... Zürich grosse Summen ausgibt für gemeinnützigen Wohnungsbau..., gelingt es… nicht, ein Obdach für Menschen am
Rande der Gesellschaft bereitzustellen… Nicht selten wohnt dort der
Mittelstand...“ https://t.co/tcYZosQyeH",heuchlerischelinke obwohl zürich grosse summen ausgeben gemeinnützig wohnungsbau gelingen obdach menschen rande gesellschaft bereitstellen selten wohnen mittelstand,,,,,,,,,,,,,,,,"{'HeuchlerischeLinke': 0.15, '„': 0, 'Obwohl': 0, '...': 0, 'Zürich': 0, 'grosse': 0, 'Summen': 0, 'ausgibt': 0, 'für': 0, 'gemeinnützigen': 0, 'Wohnungsbau': 0, 'gelingt': 0, 'es': 0, '…': 0, 'nicht': 0, 'ein': 0, 'Obdach': 0, 'Menschen': 0, 'am': 0, 'Rande': 0, 'der': 0, 'Gesellschaft': 0, 'bereitzustellen': 0, 'Nicht': 0, 'selten': 0, 'wohnt': 0, 'dort': 0, 'Mittelstand': 0, '“': 0}",neutral,"[0.43661803, 0.18678404, 0.37659794]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,100.0,86.0,0.5249999999999999,neutral,".@smartvoteCH hat spezielles Verständnis von ""liberale Gesellschaft"": Mehr staatliche Kontrollen &amp; Mittel sind nicht liberal, auch wenn die Ziele liberal sind (Lohngleichheit, Vereinbarkeit Familie&amp;Beruf, gleiche Bildungschancen, Förderung von Umschulungen und Weiterbildungen). https://t.co/k1JxHh6O9z",speziell verständnis liberale gesellschaft mehr staatliche kontrollen amp mittel liberal ziele liberal lohngleichheit vereinbarkeit familie amp beruf gleich bildungschancen förderung umschulungen weiterbildungen,,,,,,,,,,,,,,,,,,,"{'hat': 0, 'spezielles': 0.02, 'Verständnis': 0.01, 'von': 0, 'liberale': 0.1, 'Gesellschaft': 0.03, 'Mehr': 0.02, 'staatliche': 0, 'Kontrollen': 0.02, 'amp': 0.01, 'Mittel': 0, 'sind': 0.13, 'nicht': 0.21, 'liberal': 0.1, 'auch': 0, 'wenn': 0.15, 'die': 0.11, 'Ziele': 1.0, 'Lohngleichheit': 0.555, 'Vereinbarkeit': 0, 'Familie&amp;Beruf': 0.02, 'gleiche': 0, 'Bildungschancen': 0.08499999999999999, 'Förderung': 0, 'Umschulungen': 0.21, 'und': 0.14, 'Weiterbildungen': 0}",positive,"[0.012040273, 0.0027533872, 0.9852063]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
