answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3448,absa_sentiment_3448,absa_scores_3448,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3451,absa_sentiment_3451,absa_scores_3451,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,sentiment_tb
100.0,100.0,100.0,1.0,negative,@andrisilbi_ @gerhardpfister @LuisDeplazes Alle Vorschläge sind absolut inakzeptabel! Wir akzeptieren keine Erhöhung des Frauenrentenalters ohne Lohngleichheit! Abschaffung 2. Säule ➡️ Volkspension wär sinnvoller...,all vorschläge absolut inakzeptabel akzeptieren erhöhung frauenrentenalters lohngleichheit abschaffung säule volkspension wär sinnvoll,,,,,,,"{'Alle': 0.06, 'Vorschläge': 0, 'sind': 0.05, 'absolut': 0.06, 'inakzeptabel': 0.21, 'Wir': 0.1, 'akzeptieren': 0.64, 'keine': 0, 'Erhöhung': 1.0, 'des': 0, 'Frauenrentenalters': 0.715, 'ohne': 0.35, 'Lohngleichheit': 0.175, 'Abschaffung': 0.15, '2.': 0, 'Säule': 0.06, '️': 0, 'Volkspension': 0, 'wär': 0, 'sinnvoller': 0, '...': 0}",negative,"[0.16809422, 0.7087174, 0.12318836]",,,,,,,,,,,,,"{'Alle': 0.03, 'Vorschläge': 0, 'sind': 0.02, 'absolut': 0.02, 'inakzeptabel': 0.05, 'Wir': 0.09, 'akzeptieren': 0.27, 'keine': 0, 'Erhöhung': 0.22, 'des': 0, 'Frauenrentenalters': 0.23, 'ohne': 1.0, 'Lohngleichheit': 0.765, 'Abschaffung': 0.06, '2.': 0, 'Säule': 0.04, '️': 0, 'Volkspension': 0, 'wär': 0, 'sinnvoller': 0, '...': 0}",neutral,"[0.7408617, 0.04470133, 0.21443702]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,@myrian_kobler @muellerkaderli @Kanton_BL Sind Sie für die Erhöhung des allgemeinen Rentenalters?,erhöhung allgemein rentenalters,,,,,,,"{'Sind': 1.0, 'Sie': 0, 'für': 0, 'die': 0.25, 'Erhöhung': 0, 'des': 0, 'allgemeinen': 0.28, 'Rentenalters': 0.515}",neutral,"[0.73689157, 0.043674696, 0.21943368]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
75.0,75.0,71.0,0.2333333333333333,negative,"@Mueller_M12 @_nina_h @SVPch Ältere finden keinen Job, weil die Firmen Kostenoptimierung betreiben - kapitalistische Logik. Gleichzeitig will man das Rentenalter erhöhen, obwohl über 50 niemand mehr eingestellt wird. Geil oder? Hat gar nichts mit Ausländer*innen zu tun...",alt finden job firmen kostenoptimierung betreiben kapitalistische logik gleichzeitig rentenalter erhöhen obwohl niemand mehr einstellen geil gar ausländer innen tun,,,,,,,"{'Ältere': 0.08, 'finden': 0.15, 'keinen': 0, 'Job': 0.23, 'weil': 0.04, 'die': 0.49, 'Firmen': 0.19, 'Kostenoptimierung': 0, 'betreiben': 0, 'kapitalistische': 0.12, 'Logik': 0.19, 'Gleichzeitig': 0, 'will': 0, 'man': 0, 'das': 0, 'Rentenalter': 0.9299999999999999, 'erhöhen': 1.0, 'obwohl': 0.25, 'über': 0.07, 'niemand': 0, 'mehr': 0, 'eingestellt': 0, 'wird': 0, 'Geil': 0.12, 'oder': 0, 'Hat': 0, 'gar': 0.05, 'nichts': 0.07, 'mit': 0.07, 'Ausländer*innen': 0.17, 'zu': 0.04, 'tun': 0.05, '...': 0}",neutral,"[0.5988151, 0.259077, 0.1421078]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"#Altersreform 
Erhöhung des Frauenrentenalters ohne vernünftige Kompensation?
Ohne mich! https://t.co/hUZHZ1fgGg",altersreform erhöhung frauenrentenalters vernünftig kompensation,,,,,,,"{'Altersreform': 0.845, 'Erhöhung': 0, 'des': 0, 'Frauenrentenalters': 0.665, 'ohne': 0.2, 'vernünftige': 0, 'Kompensation': 0.49, 'Ohne': 0.2, 'mich': 0.07}",neutral,"[0.6817638, 0.13471177, 0.18352447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,75.0,71.0,0.2333333333333333,neutral,"Mit dem Geld, welches man den reichsten 6% der Familien im Rahmen vom sinnlosen #Kinderabzugsbschiss geben möchte, könnte man den zweiwöchigen Vaterschaftsurlaub 1,6 Mal finanzieren. 

NEIN am 27. September zu dieser Mogelpackung!",geld welch reich familien rahmen sinnlos kinderabzugsbschiss geben mögen zweiwöchigen vaterschaftsurlaub mal finanzieren nein september mogelpackung,,,,,,,,,,"{'Mit': 0.04, 'dem': 0.315, 'Geld': 0.07, 'welches': 0, 'man': 0, 'den': 0.1, 'reichsten': 0.1, 'der': 0.1, 'Familien': 0, 'im': 0, 'Rahmen': 0, 'vom': 0.1, 'sinnlosen': 0.27, 'Kinderabzugsbschiss': 0, 'geben': 0.08, 'möchte': 0.03, 'könnte': 0.07, 'zweiwöchigen': 0, 'Vaterschaftsurlaub': 0.46, '1,6': 0, 'Mal': 0, 'finanzieren': 0.21, 'NEIN': 0.44, 'am': 0, '27.': 0, 'September': 0.11, 'zu': 0.53, 'dieser': 0.8, 'Mogelpackung': 1.0}",negative,"[0.26905653, 0.7122004, 0.018743068]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@MartinKrumm Nehmen wir an, du hättest einen Vaterschaftsurlaub gehabt bei deinen drei Kindern: Hättest du diesen als Ferienzeit bezeichnet? Wohl eher nicht... Bei der Vater-Kind-Beziehung und der Rollenverteilung in der Familie ist der Anfang zentral und somit auch ein Vaterschaftsurlaub.",nehmen vaterschaftsurlaub drei kindern ferienzeit bezeichnen wohl eher vater kind beziehung rollenverteilung familie anfang zentral somit vaterschaftsurlaub,,,,,,,,,,"{'Nehmen': 0, 'wir': 0, 'an': 0, 'du': 0, 'hättest': 0.045, 'einen': 0, 'Vaterschaftsurlaub': 0.97, 'gehabt': 0.07, 'bei': 0, 'deinen': 0, 'drei': 0.04, 'Kindern': 0.02, 'Hättest': 0.045, 'diesen': 0, 'als': 0, 'Ferienzeit': 0, 'bezeichnet': 0, 'Wohl': 0, 'eher': 0, 'nicht': 0.19, '...': 0, 'Bei': 0, 'der': 0.13, 'Vater-Kind-Beziehung': 0.07, 'und': 0.31, 'Rollenverteilung': 0.07250000000000001, 'in': 0.04, 'Familie': 0.04, 'ist': 0.45, 'Anfang': 0.19, 'zentral': 0.28, 'somit': 0, 'auch': 1.0, 'ein': 0}",neutral,"[0.82765657, 0.115235694, 0.057107672]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.85,neutral,"Junge Männer* die Vaterschaftsurlaub als ""Ferien"" bezeichnen, sind später mal die Väter, die sich einen Dreck darum kehren wie es ihrem Kind geht. Zudem haben sie hart nicht gecheckt, um was es dabei wirklich geht: Vater-Kind-Beziehung!!!",junge männer vaterschaftsurlaub ferien bezeichnen spät mal väter dreck darum kehren kind gehen zudem hart checken dabei wirklich gehen vater kind beziehung,,,,,,,,,,"{'Junge': 0.28, 'Männer': 0.23, 'die': 0.11, 'Vaterschaftsurlaub': 0.985, 'als': 0, 'Ferien': 0, 'bezeichnen': 0, 'sind': 0.53, 'später': 0.25, 'mal': 0, 'Väter': 0.11, 'sich': 0, 'einen': 0.03, 'Dreck': 0, 'darum': 0, 'kehren': 0, 'wie': 0.06, 'es': 0.08, 'ihrem': 0, 'Kind': 0, 'geht': 0, 'Zudem': 0.07, 'haben': 0, 'sie': 0, 'hart': 0, 'nicht': 0, 'gecheckt': 0, 'um': 0.03, 'was': 0.07, 'dabei': 0, 'wirklich': 0.03, 'Vater-Kind-Beziehung': 0.06}",neutral,"[0.7083319, 0.16586737, 0.12580079]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @SchenkerSilvia: Solange der #Vaterschaftsurlaub als „Ferien“ für Väter bezeichnet wird, werden wir in diesem Thema nie weiterkommen. ht…",solange vaterschaftsurlaub ferien väter bezeichnen thema nie weiterkommen ht,,,,,,,,,,"{'Solange': 0, 'der': 0.45, 'Vaterschaftsurlaub': 0.75, 'als': 0.19, '„': 0, 'Ferien': 0, '“': 0, 'für': 0, 'Väter': 0, 'bezeichnet': 0, 'wird': 0, 'werden': 0, 'wir': 0, 'in': 0, 'diesem': 0, 'Thema': 0, 'nie': 0, 'weiterkommen': 0, 'ht': 0, '…': 0}",positive,"[0.018819401, 0.005776581, 0.975404]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @SPBaselStadt: Erst vor wenigen Tagen hat sich der Bundesrat gegen einen längeren Vaterschaftsurlaub ausgesprochen. Nun soll BS als prog…,erst wenig tagen bundesrat lang vaterschaftsurlaub aussprechen bs prog,,,,,,,,,,"{'Erst': 0, 'vor': 0, 'wenigen': 0.05, 'Tagen': 0.06, 'hat': 0, 'sich': 0, 'der': 0.18, 'Bundesrat': 0.22999999999999998, 'gegen': 1.0, 'einen': 0.03, 'längeren': 0.82, 'Vaterschaftsurlaub': 0.61, 'ausgesprochen': 0, 'Nun': 0, 'soll': 0, 'BS': 0.14, 'als': 0, 'prog': 0.08, '…': 0}",neutral,"[0.67319155, 0.28539324, 0.041415233]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,RT @kasparsutter: Der Bundesrat mit @SVPch @FDP_Liberalen -Mehrheit lehnt sogar 2 Wochen Vaterschaftsurlaub ab. Neue Mehrheiten braucht die…,bundesrat mehrheit lehnen sogar wochen vaterschaftsurlaub ab neue mehrheiten brauchen,,,,,,,,,,"{'Der': 0.12, 'Bundesrat': 0.3, 'mit': 0.28, '-Mehrheit': 0, 'lehnt': 1.0, 'sogar': 1.0, 'Wochen': 0.51, 'Vaterschaftsurlaub': 0.49, 'ab': 0, 'Neue': 0, 'Mehrheiten': 0, 'braucht': 0, 'die': 0.12, '…': 0}",neutral,"[0.5105165, 0.2807375, 0.2087461]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,25.0,28.0,-0.15,negative,"Wie erbärmlich...
@AndreaCaroniAR @FDP_Liberalen 
Vaterschaftsurlaub nur auf Kosten der Frauen* ?
No way!
Begründung: Zu hohe Kosten - gleichzeitig Staatsabbau und Milliardenüberschüsse...",erbärmlich vaterschaftsurlaub kosten frauen no way begründung hoch kosten gleichzeitig staatsabbau milliardenüberschüsse,,,,,,,,,,"{'Wie': 0, 'erbärmlich': 1.0, '...': 0, 'Vaterschaftsurlaub': 0.895, 'nur': 0.18, 'auf': 0, 'Kosten': 0.08, 'der': 0.04, 'Frauen': 0.1, 'No': 0.11, 'way': 0.14, 'Begründung': 0.13, 'Zu': 0, 'hohe': 0, 'gleichzeitig': 0, 'Staatsabbau': 0.095, 'und': 0.05, 'Milliardenüberschüsse': 0.07500000000000001}",negative,"[0.0053994767, 0.9877565, 0.0068439497]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"RT @KarinRykart: Die bürgerlichen Männer im Bundesrat wollen 1 Milliarde für Olympia, aber keinen Vaterschaftsurlaub aus Kostengründen?! #P…",bürgerlich männer bundesrat milliarde olympia vaterschaftsurlaub kostengründen p,,,,,,,,,,"{'Die': 0.04, 'bürgerlichen': 0, 'Männer': 0.1, 'im': 0, 'Bundesrat': 0.045, 'wollen': 0.18, 'Milliarde': 0.18, 'für': 0.28, 'Olympia': 0, 'aber': 0.72, 'keinen': 0, 'Vaterschaftsurlaub': 0.9450000000000001, 'aus': 0, 'Kostengründen': 0.27, 'P': 0.06, '…': 0}",neutral,"[0.67024165, 0.29207632, 0.03768199]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,negative,"RT @ChantalGallade: Vaterschaftsurlaub zu teuer? Dann sparen wir, indem wir die Tage im Militärdienst kürzen. Ganz einfach.",vaterschaftsurlaub teuer sparen tage militärdienst kürzen ganz einfach,,,,,,,,,,"{'Vaterschaftsurlaub': 0.76, 'zu': 0, 'teuer': 1.0, 'Dann': 0.13, 'sparen': 0.23, 'wir': 0, 'indem': 0.11, 'die': 0.06, 'Tage': 0.09, 'im': 0, 'Militärdienst': 0.07500000000000001, 'kürzen': 0, 'Ganz': 0, 'einfach': 0}",negative,"[0.020223131, 0.9441898, 0.03558711]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,75.0,71.0,0.2333333333333333,negative,"@BaschiDuerr @cricar_ @PascalPfister Es wäre so viel sinnvoller, die zweite Säule abzuschaffen und eine Volkspension zu schaffen. So sichern wir die Renten. Die Pensionskassen haben einen immer grösseren Renditedruck und die negativen Folgen bekommen wir alle zu spüren, durch steigende Mieten etwa...",sinnvoll zweite säule abschaffen volkspension schaffen sichern renten pensionskassen immer grösseren renditedruck negativ folgen bekommen all spüren steigend mieten etwa,,,,,,,,,,,,,"{'Es': 0.04, 'wäre': 0.02, 'so': 0.03, 'viel': 0.02, 'sinnvoller': 0.025, 'die': 0.15, 'zweite': 0.02, 'Säule': 0.03, 'abzuschaffen': 0.02, 'und': 0.11, 'eine': 0, 'Volkspension': 0.06, 'zu': 0.02, 'schaffen': 0.02, 'So': 0.03, 'sichern': 0.02, 'wir': 0, 'Renten': 0.1, 'Die': 0.15, 'Pensionskassen': 0.065, 'haben': 0.02, 'einen': 0.02, 'immer': 0, 'grösseren': 0, 'Renditedruck': 0, 'negativen': 0.22, 'Folgen': 0, 'bekommen': 0.015, 'alle': 0, 'spüren': 0.04, 'durch': 0.25, 'steigende': 0.25, 'Mieten': 0, 'etwa': 0, '...': 0}",negative,"[0.1107934, 0.7703063, 0.11890031]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
