answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3438,absa_sentiment_3438,absa_scores_3438,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3458,absa_sentiment_3458,absa_scores_3458,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3471,absa_sentiment_3471,absa_scores_3471,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,negative,"Auch zwei Wochen sind ihm zu viel: Bundesrat lehnt mehr Vaterschaftsurlaub ab - mir fehlen die Worte, das Verständnis! ⁦2 Wochen sind doch das Allermindeste! ⁦@papizeit⁩  https://t.co/BaFhD09LFD",zwei wochen bundesrat lehnen mehr vaterschaftsurlaub ab fehlen worte verständnis wochen allermindeste,,,,,,,"{'Auch': 0.04, 'zwei': 0.06, 'Wochen': 0.05, 'sind': 0.04, 'ihm': 0.03, 'zu': 0, 'viel': 0, 'Bundesrat': 0.105, 'lehnt': 0, 'mehr': 1.0, 'Vaterschaftsurlaub': 0.605, 'ab': 0, 'mir': 0, 'fehlen': 0, 'die': 0.03, 'Worte': 0.07, 'das': 0, 'Verständnis': 0.08, '\u20662': 0, 'doch': 0, 'Allermindeste': 0.03, '\u2066\u2069': 0}",neutral,"[0.5741067, 0.29536402, 0.13052933]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @CVP_PDC: Die SGK-S führte heute erste Diskussionen über einen allfälligen Gegenentwurf zum Vaterschaftsurlaub. Die CVP begrüsst dies. D…,sgk s führen heute erste diskussionen allfälligen gegenentwurf vaterschaftsurlaub cvp begrüsst d,,,,,,,"{'Die': 0.1, 'SGK-S': 0, 'führte': 0, 'heute': 0.21, 'erste': 0, 'Diskussionen': 0.76, 'über': 0, 'einen': 0.31, 'allfälligen': 0, 'Gegenentwurf': 0, 'zum': 0.39499999999999996, 'Vaterschaftsurlaub': 0.86, 'CVP': 0.15, 'begrüsst': 0, 'dies': 0, 'D': 0.05, '…': 0}",neutral,"[0.8667627, 0.10124397, 0.031993378]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @CVP_PDC: Die CVP Fraktion will einen 2-wöchigen Vaterschaftsurlaub als Gegenvorschlag zur Volksinitiative.  Eine moderne Familienpoliti…,cvp fraktion wöchigen vaterschaftsurlaub gegenvorschlag volksinitiative modern familienpoliti,,,,,,,"{'Die': 0.04, 'CVP': 0.16, 'Fraktion': 0, 'will': 0, 'einen': 0.08, '2-wöchigen': 0.215, 'Vaterschaftsurlaub': 0.42500000000000004, 'als': 0.31, 'Gegenvorschlag': 0.12, 'zur': 0.06, 'Volksinitiative': 0.105, 'Eine': 0, 'moderne': 0.36, 'Familienpoliti': 0.05, '…': 0}",positive,"[0.46691576, 0.013153818, 0.5199304]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"Schade, der Bundesrat hat es verpasst, auf ein berechtigtes Anliegen einzugehen. #Vaterschaftsurlaub https://t.co/bczzyOUxN9 @papizeit",schaden bundesrat verpasst berechtigt anliegen eingehen vaterschaftsurlaub,,,,,,,"{'Schade': 0, 'der': 0.06, 'Bundesrat': 0.045, 'hat': 0, 'es': 0, 'verpasst': 0, 'auf': 0, 'ein': 0, 'berechtigtes': 0.07, 'Anliegen': 0, 'einzugehen': 0, 'Vaterschaftsurlaub': 0.61}",positive,"[0.02930245, 0.019337306, 0.9513603]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @CVP_PDC: Familien warten weiterhin auf den Vaterschaftsurlaub. @martin_candinas https://t.co/hwKxGQQLOl,familien warten weiterhin vaterschaftsurlaub,,,,,,,"{'Familien': 0, 'warten': 1.0, 'weiterhin': 0, 'auf': 0, 'den': 0, 'Vaterschaftsurlaub': 0.595}",neutral,"[0.8973422, 0.06870264, 0.033955134]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,Liebe Politik: mach weiter vorwärts. Weiterhin: Danke @martin_candinas für das Engagement! #vaterschaftsurlaub  https://t.co/cwni5BByNt,lieb politik mach weit vorwärts weiterhin danke engagement vaterschaftsurlaub,,,,,,,"{'Liebe': 0, 'Politik': 0, 'mach': 0, 'weiter': 0, 'vorwärts': 0.05, 'Weiterhin': 0, 'Danke': 0.08, 'für': 0.07, 'das': 0, 'Engagement': 0, 'vaterschaftsurlaub': 0.6}",positive,"[0.0041139494, 0.0014910058, 0.994395]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,negative,"Schade, schade! Rückschlag für den Vaterschaftsurlaub:  https://t.co/7CVBYKo6fP @papizeit",schaden schaden rückschlag vaterschaftsurlaub,,,,,,,"{'Schade': 0, 'schade': 0, 'Rückschlag': 1.0, 'für': 0.48, 'den': 0, 'Vaterschaftsurlaub': 0.27}",negative,"[0.0055695837, 0.9411545, 0.05327591]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,RT @gerhardpfister: @ImmerUndNimmer @pensionskassen @FelixSchneuwly @RentenreformJa @wahlch15 Die Reichen brauchen die AHV nicht. Aber die…,reich brauchen ahv,,,,,,,,,,"{'Die': 1.0, 'Reichen': 0, 'brauchen': 0.2, 'die': 1.0, 'AHV': 0.16, 'nicht': 0, 'Aber': 1.0, '…': 0}",negative,"[0.30442908, 0.35630828, 0.3392626]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Differenzierter, guter Kommentar von @patrik_mueller. Einbürgerungen dürfen weder leichtfertig noch willkürlich sein https://t.co/yTnnfTCdyc",differenziert gut kommentar einbürgerungen dürfen weder leichtfertig willkürlich,,,,,,,,,,,,,"{'Differenzierter': 0.2, 'guter': 0, 'Kommentar': 0.52, 'von': 0.47, 'Einbürgerungen': 1.0, 'dürfen': 0, 'weder': 0, 'leichtfertig': 0, 'noch': 0, 'willkürlich': 0, 'sein': 0}",positive,"[0.21880949, 0.11148797, 0.6697026]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,negative,"RT @KathyRiklin: Sind Burka und Niqab im Tessin nicht verboten? Dummes Plakat, Herr Glarner! Einbürgerung 3. Generation JA! https://t.co/r3…",burka niqab tessin verbieten dumm plakat herr glarner einbürgerung generation ja,,,,,,,,,,,,,"{'Sind': 0, 'Burka': 0, 'und': 0.04, 'Niqab': 0.08, 'im': 0, 'Tessin': 0, 'nicht': 0, 'verboten': 0, 'Dummes': 0.35, 'Plakat': 0.13, 'Herr': 0, 'Glarner': 0.15, 'Einbürgerung': 1.0, '3.': 0, 'Generation': 0.42, 'JA': 0.04}",positive,"[0.0036762613, 0.0010648886, 0.99525887]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,RT @CVP_PDC: CVP-Parteivorstand sagt zuhanden der morgigen #DVCVPCH klar JA zur Einbürgerung der #3Generation und zur Energiestrategie #ES2…,cvp parteivorstand sagen zuhanden morgig dvcvpch klaren ja einbürgerung 3generation energiestrategie es2,,,,,,,,,,,,,"{'CVP-Parteivorstand': 0.02, 'sagt': 0.08, 'zuhanden': 0.07250000000000001, 'der': 0.07, 'morgigen': 0.03, 'DVCVPCH': 0.05, 'klar': 0, 'JA': 0.1, 'zur': 0.08, 'Einbürgerung': 1.0, '3Generation': 0, 'und': 0.1, 'Energiestrategie': 0.065, 'ES2': 0.03, '…': 0}",positive,"[0.0011493212, 0.0010107422, 0.9978399]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"„Familie und Beruf - geht das?“
Spannende Diskussion zwischen Generationen und Parteien heute in Basel.
Antwort: es geht aber es braucht noch viel! Vaterschaftsurlaub, Lohngleichheit, Chancengerechtigkeit, Betreuung ... ➡️packen wir es an! #teamorange https://t.co/4bCod74umC",familie beruf gehen spannend diskussion generationen parteien heute basel antwort gehen brauchen vaterschaftsurlaub lohngleichheit chancengerechtigkeit betreuung packen teamorange,,,,,,,"{'„': 0, 'Familie': 0, 'und': 0, 'Beruf': 0, 'geht': 0, 'das': 0, '“': 0, 'Spannende': 0, 'Diskussion': 0, 'zwischen': 0, 'Generationen': 0, 'Parteien': 0, 'heute': 0, 'in': 0, 'Basel': 0, 'Antwort': 0, 'es': 0, 'aber': 0, 'braucht': 0, 'noch': 0, 'viel': 0, 'Vaterschaftsurlaub': 0, 'Lohngleichheit': 0, 'Chancengerechtigkeit': 0, 'Betreuung': 0, '...': 0, '️packen': 0, 'wir': 0, 'an': 0, 'teamorange': 0}",positive,"[0.0037802814, 0.0022294412, 0.9939903]",,,,,,,"{'„': 0, 'Familie': 0, 'und': 0, 'Beruf': 0, 'geht': 0, 'das': 0, '“': 0, 'Spannende': 0, 'Diskussion': 0, 'zwischen': 0, 'Generationen': 0, 'Parteien': 0, 'heute': 0, 'in': 0, 'Basel': 0, 'Antwort': 0, 'es': 0, 'aber': 0, 'braucht': 0, 'noch': 0, 'viel': 0, 'Vaterschaftsurlaub': 0, 'Lohngleichheit': 0, 'Chancengerechtigkeit': 0, 'Betreuung': 0, '...': 0, '️packen': 0, 'wir': 0, 'an': 0, 'teamorange': 0}",positive,"[0.0023191683, 0.0013127098, 0.99636817]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @Buehler6274: Individualbesteuerung bedeutet doppelten Aufwand für Ehepaare und Verwaltung. Bürokratie pur, liebe @FDP_Liberalen! #srfar…",individualbesteuerung bedeuten doppeln aufwinden ehepaare verwaltung bürokratie pur lieb srfar,,,,,,,,,,,,,,,,,,,"{'Individualbesteuerung': 0.715, 'bedeutet': 1.0, 'doppelten': 1.0, 'Aufwand': 0, 'für': 0.17, 'Ehepaare': 0.06, 'und': 0.08, 'Verwaltung': 0.07, 'Bürokratie': 0.21, 'pur': 0, 'liebe': 0, 'srfar': 0.09, '…': 0}",negative,"[0.17486691, 0.7433354, 0.08179767]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @CVP_PDC: Dank der #CVP wird die Energiestrategie 2050 mit einheimischen, erneuerbaren Energien umgesetzt, ist wirtschaftsfreundlich &amp; s…",danken cvp energiestrategie einheimisch erneuerbaren energien umsetzen wirtschaftsfreundlich amp s,,,,,,,,,,,,,,,,,,,,,,"{'Dank': 0.05, 'der': 0.06, 'CVP': 0.1, 'wird': 0.05, 'die': 0.06, 'Energiestrategie': 0.16, '2050': 0, 'mit': 0.26, 'einheimischen': 0, 'erneuerbaren': 1.0, 'Energien': 0.45, 'umgesetzt': 0.29, 'ist': 0.15, 'wirtschaftsfreundlich': 0.14, 'amp': 0.13, 's': 0.06, '…': 0}",positive,"[0.00082042394, 0.0009493063, 0.9982303]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @swissolar_d: Das  Berner #Energiegesetz fördert erneuerbare Energien und reduziert unsere  Abhängigkeit vom Ausland. Bernerinnen und Be…,berner energiegesetz fördern erneuerbare energien reduzieren abhängigkeit ausland bernerinnen be,,,,,,,,,,,,,,,,,,,,,,"{'Das': 0.13, 'Berner': 0, 'Energiegesetz': 0.375, 'fördert': 1.0, 'erneuerbare': 1.0, 'Energien': 0.24, 'und': 0.21, 'reduziert': 0, 'unsere': 0.1, 'Abhängigkeit': 0, 'vom': 0.13, 'Ausland': 0, 'Bernerinnen': 0.08, 'Be': 0, '…': 0}",positive,"[0.0015619018, 0.0014955669, 0.99694246]",,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @cvpbe: Städtische @cvpbe: Ja zu verstärkter Transparenz bei Parteien- &amp; Kampagnenfinanzierung - aber wo bleiben Anreize für Finanzierun…,städtische ja verstärkt transparenz parteien amp kampagnenfinanzierung bleiben anreize finanzierun,,,,,,,,,,,,,,,,,,,,,,,,,"{'Städtische': 0.05, 'Ja': 0, 'zu': 0.08, 'verstärkter': 0, 'Transparenz': 0.1, 'bei': 0, 'Parteien-': 0, 'amp': 0.03, 'Kampagnenfinanzierung': 0.115, 'aber': 0.73, 'wo': 1.0, 'bleiben': 0, 'Anreize': 0.59, 'für': 0.18, 'Finanzierun': 0, '…': 0}",negative,"[0.18345267, 0.7787896, 0.037757743]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,negative,"RT @gerhardpfister: Einfach mal so ein Eindruck, wie das bei der Arena so läuft: Thema Kriegsmaterialexporte. Projer will Lombardi für die…",einfach mal eindruck arena laufen thema kriegsmaterialexporte projer lombardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Einfach': 0, 'mal': 0.08, 'so': 0, 'ein': 0, 'Eindruck': 0.13, 'wie': 0.13, 'das': 0, 'bei': 0.08, 'der': 0.13, 'Arena': 0.27, 'läuft': 0, 'Thema': 0, 'Kriegsmaterialexporte': 0.8525, 'Projer': 0.34, 'will': 0, 'Lombardi': 0.28, 'für': 0.14, 'die': 0.13, '…': 0}",positive,"[0.43742895, 0.04208502, 0.52048606]",,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,negative,"RT @CVP_PDC: Für @gerhardpfister reichen die heutigen Ausfuhrbestimmungen von Kriegsmaterial aus: ""Es ist unnötig, Waffenexporte weiter aus…",reich heutig ausfuhrbestimmungen kriegsmaterial unnötig waffenexporte weit,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Für': 0.12, 'reichen': 0, 'die': 0.07, 'heutigen': 0, 'Ausfuhrbestimmungen': 0.135, 'von': 0, 'Kriegsmaterial': 0.125, 'aus': 0, 'Es': 0.56, 'ist': 0.56, 'unnötig': 1.0, 'Waffenexporte': 0, 'weiter': 0, '…': 0}",neutral,"[0.630713, 0.22133304, 0.14795394]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Nachhaltige Klimapolitik statt energieintensive Klimaanlage: https://t.co/xQH41L8dlU #ökosozialemarktwirtschaft #cvp,nachhaltig klimapolitik statt energieintensive klimaanlage ökosozialemarktwirtschaft cvp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Nachhaltige': 0.15, 'Klimapolitik': 0.085, 'statt': 0.155, 'energieintensive': 0.1, 'Klimaanlage': 0.09, 'ökosozialemarktwirtschaft': 0.52, 'cvp': 0.25}",positive,"[0.015707605, 0.003947037, 0.9803453]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @CVP_PDC: Die @CVP_PDC kämpft für eine soziale Marktwirtschaft. Schweizer Unternehmen mit hohem strategischem Wert sollen vor ausländisc…,kämpfen soziale marktwirtschaft schweizer unternehmen hoch strategisch wert sollen ausländisc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0, 'kämpft': 0.2, 'für': 0.24, 'eine': 0, 'soziale': 1.0, 'Marktwirtschaft': 0.885, 'Schweizer': 0.2, 'Unternehmen': 0, 'mit': 0.06, 'hohem': 0.11, 'strategischem': 0.15, 'Wert': 0, 'sollen': 0.04, 'vor': 0, 'ausländisc': 0.25, '…': 0}",positive,"[0.0041257422, 0.0035004737, 0.99237376]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @raphaelkarlen: „Software is eating the world” Brillanter Speech von @pascalsieber zu den Chancen der Digitalisierung für KMU am #AWGBus…,software is eating the world brillanter speech chancen digitalisierung kmu awgbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'„': 0, 'Software': 0, 'is': 0, 'eating': 0, 'the': 0, 'world': 0, '”': 0, 'Brillanter': 0, 'Speech': 0, 'von': 0, 'zu': 0, 'den': 0, 'Chancen': 0, 'der': 0, 'Digitalisierung': 0, 'für': 0, 'KMU': 0, 'am': 0, 'AWGBus': 0, '…': 0}",positive,"[0.002067676, 0.0016792127, 0.99625313]",,,,,,,,,,,,,neutral
