answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3391,absa_sentiment_3391,absa_scores_3391,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3471,absa_sentiment_3471,absa_scores_3471,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
0.0,0.0,0.0,-1.0,neutral,"RT @GrueneCH: 10 Tage Vaterschaftsurlaub = Vorschlag Gesundheitskomm. Ständerat. Toll, dass es endlich 1 bezahlter Vaterschaftsurlaub gibt!…",tage vaterschaftsurlaub vorschlag gesundheitskomm ständerat tollen endlich bezahlt vaterschaftsurlaub geben,,,,,,,"{'Tage': 1.0, 'Vaterschaftsurlaub': 0.125, 'Vorschlag': 0, 'Gesundheitskomm': 0.11000000000000001, 'Ständerat': 0.0525, 'Toll': 0, 'dass': 0.03, 'es': 0.06, 'endlich': 0, 'bezahlter': 0.06, 'gibt': 0, '…': 0}",neutral,"[0.5056527, 0.021069013, 0.4732782]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"RT @gabrielvetter: Vater geworden? Glückwunsch. Du hast genau 24h Zeit. ⏱️💣🔥👶
https://t.co/gsjFvCROfe #srfDeville #24hVaterschaftsurlaub #t…",vater glückwunsch genau 24h zeit srfdeville 24hvaterschaftsurlaub t,,,,,,,"{'Vater': 0.06, 'geworden': 0, 'Glückwunsch': 0.15, 'Du': 0, 'hast': 0, 'genau': 0, '24h': 0, 'Zeit': 0, '⏱': 0, '️': 0, 'srfDeville': 0, '24hVaterschaftsurlaub': 0, 't': 0, '…': 0}",neutral,"[0.66601586, 0.030443817, 0.30354032]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @GrueneCH: Der Bundesrat lehnt die Initiative für einen #Vaterschaftsurlaub ab und bleibt in Familienfragen im letzten Jahrhundert steck…,bundesrat lehnen initiative vaterschaftsurlaub ab bleiben familienfragen letzt jahrhundert steck,,,,,,,"{'Der': 0.05, 'Bundesrat': 0.07500000000000001, 'lehnt': 0.15, 'die': 0.05, 'Initiative': 0.14, 'für': 0.38, 'einen': 0.49, 'Vaterschaftsurlaub': 0.52, 'ab': 0, 'und': 0.3, 'bleibt': 0.14, 'in': 0.04, 'Familienfragen': 0.07, 'im': 0, 'letzten': 0.03, 'Jahrhundert': 0.09, 'steck': 0, '…': 0}",positive,"[0.26435158, 0.16200231, 0.5736461]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Ich habe soeben das Manifest für ein Grundrecht auf Einbürgerung unterschrieben. Mach mit und unterschreibe auch. Mit unserer Unterstützung bringen wir endlich Bewegung ins Schweizer Bürgerrecht, denn dafür ist es höchste Zeit. https://t.co/oIQaI6IQzK #iussoli",soeben manifest grundrecht einbürgerung unterschreiben mach unterschreiben unterstützung bringen endlich bewegung schweizer bürgerrecht dafür hoch zeit iussoli,,,,,,,,,,"{'Ich': 0.05, 'habe': 0.05, 'soeben': 0.06, 'das': 0.03, 'Manifest': 0, 'für': 0.02, 'ein': 0, 'Grundrecht': 0.75, 'auf': 0, 'Einbürgerung': 1.0, 'unterschrieben': 0.14, 'Mach': 0, 'mit': 0.03, 'und': 0.06, 'unterschreibe': 0.1, 'auch': 0, 'Mit': 0.03, 'unserer': 0.02, 'Unterstützung': 0.06, 'bringen': 0, 'wir': 0, 'endlich': 0, 'Bewegung': 0, 'ins': 0, 'Schweizer': 0.03, 'Bürgerrecht': 0, 'denn': 0, 'dafür': 0, 'ist': 0.02, 'es': 0.02, 'höchste': 0, 'Zeit': 0.03, 'iussoli': 0}",positive,"[0.020034073, 0.002332095, 0.9776339]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,25.0,57.0,-0.1,negative,"RT @GrueneParlament: Mehr Demokratie wagen! 📣

«Die Einbürgerungspolitik der Schweiz ist unnötig kompliziert und abschreckend», schreibt di…",mehr demokratie wagen einbürgerungspolitik schweiz unnötig komplizieren abschrecken schreiben di,,,,,,,,,,"{'Mehr': 0.04, 'Demokratie': 0.24, 'wagen': 0, '«': 0, 'Die': 0, 'Einbürgerungspolitik': 0, 'der': 0, 'Schweiz': 0, 'ist': 0, 'unnötig': 0, 'kompliziert': 0, 'und': 0, 'abschreckend': 0, '»': 0, 'schreibt': 0, 'di': 0, '…': 0}",positive,"[0.08758035, 0.012600296, 0.8998193]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,RT @GrueneCH: «Viele Unternehmen müssen neu eine Lohngleichheitsanalyse erstellen. Doch längst nicht nur beim Geld kommt es zu Benachteilig…,unternehmen müssen neu lohngleichheitsanalyse erstellen längst beim geld kommen benachteilig,,,,,,,,,,,,,"{'«': 0, 'Viele': 0, 'Unternehmen': 0, 'müssen': 0, 'neu': 0, 'eine': 0, 'Lohngleichheitsanalyse': 0, 'erstellen': 0, 'Doch': 0, 'längst': 0, 'nicht': 0, 'nur': 0, 'beim': 0, 'Geld': 0, 'kommt': 0, 'es': 0, 'zu': 0, 'Benachteilig': 0, '…': 0}",negative,"[0.34922683, 0.47784156, 0.17293155]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @BaselStadt: Basler Unternehmen ab 50 Mitarbeitenden müssen künftig alle vier Jahre eine Lohngleichheitsanalyse durchführen. Der #Grosse…,basler unternehmen ab mitarbeitend müssen künftig all vier jahre lohngleichheitsanalyse durchfahren grosse,,,,,,,,,,,,,"{'Basler': 0, 'Unternehmen': 0, 'ab': 0, 'Mitarbeitenden': 0.05, 'müssen': 0.065, 'künftig': 0.1, 'alle': 0, 'vier': 0.04, 'Jahre': 0.13, 'eine': 0, 'Lohngleichheitsanalyse': 0.25, 'durchführen': 0, 'Der': 1.0, 'Grosse': 0, '…': 0}",positive,"[0.03769453, 0.002187284, 0.9601182]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @BaselStadt: Der Kanton Basel-Stadt geht voran: Lohngleichheitskontrollen im Beschaffungswesen https://t.co/lrgBuy1Z7g,kanton basel stadt gehen voran lohngleichheitskontrollen beschaffungswesen,,,,,,,,,,,,,"{'Der': 0.11, 'Kanton': 0.21, 'Basel-Stadt': 0.2, 'geht': 0, 'voran': 0, 'Lohngleichheitskontrollen': 0.9625, 'im': 0, 'Beschaffungswesen': 0.64}",positive,"[0.018492537, 0.0028034083, 0.9787041]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @GrueneCH: Im Alltag und im Bundeshaus: gemeinsam engagiert für #Lohngleichheit. #EqualPayDay #Frauenjahr2019🙋🏻‍♀️ https://t.co/Gu4jt3Pw…,alltag bundeshaus gemeinsam engagieren lohngleichheit equalpayday frauenjahr2019,,,,,,,,,,,,,"{'Im': 0, 'Alltag': 0.03, 'und': 0.03, 'im': 0, 'Bundeshaus': 0, 'gemeinsam': 0.02, 'engagiert': 0, 'für': 0, 'Lohngleichheit': 0, 'EqualPayDay': 0.26, 'Frauenjahr2019\u200d️': 0}",positive,"[0.022028273, 0.0044516786, 0.97352004]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @aninaineichen: Wir sind bereit! Mit ⁦@othommen⁩ und ⁦@flobrenzikofer⁩ #EnoughIsEnough #Lohngleichheit https://t.co/un5NT2GlP9,bereiten enoughisenough lohngleichheit,,,,,,,,,,,,,"{'Wir': 0.05, 'sind': 0.07, 'bereit': 0.13, 'Mit': 0.23, '\u2066\u2069': 0, 'und': 0, 'EnoughIsEnough': 0, 'Lohngleichheit': 0}",positive,"[0.0023159047, 0.0022316647, 0.99545246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"As usual: @grunliberalebs und ihre Kandidatin bleiben das Chamäleon der Politik und liefern wenig...es sei denn, es geht um Marktliberalisierung, Steuersenkungen und Privatisierungen. (Aber das ist ja im Sinne der Spender.) https://t.co/RsYRLBvPhV https://t.co/p5sNiYiFkw",as usual kandidatin bleiben chamäleon politik liefern wenig gehen marktliberalisierung steuersenkungen privatisierungen ja sinne spender,,,,,,,,,,,,,,,,"{'As': 0.03, 'usual': 0.02, 'und': 0.65, 'ihre': 0, 'Kandidatin': 0.04, 'bleiben': 0.05, 'das': 0.07, 'Chamäleon': 0.05, 'der': 0.1, 'Politik': 0, 'liefern': 0.05, 'wenig': 0.03, '...': 0, 'es': 0, 'sei': 0, 'denn': 0, 'geht': 0, 'um': 0, 'Marktliberalisierung': 0.56, 'Steuersenkungen': 0.745, 'Privatisierungen': 0, 'Aber': 0.31, 'ist': 0, 'ja': 0.65, 'im': 0, 'Sinne': 0, 'Spender': 0}",neutral,"[0.9484722, 0.016448598, 0.035079192]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@JoelThuering @EdibeGoelgeli Der #GrosseRatBS hat eine staatspol. Aufgabe und dieser sollte er bei Bedarf (gerade) auch in Krisenzeiten nachkommen. Die Diskussion um irgendwelche Steuersenkungen, etc. kann ja bis auf weiteres warten.",grosseratbs staatspol aufgabe sollen bedarf gerade krisenzeiten nachkommen diskussion irgendwelche steuersenkungen etc ja weit warten,,,,,,,,,,,,,,,,"{'Der': 0.43, 'GrosseRatBS': 0.14, 'hat': 0, 'eine': 0, 'staatspol': 0.04, 'Aufgabe': 0.05, 'und': 0.04, 'dieser': 0.07, 'sollte': 0.11, 'er': 0, 'bei': 0, 'Bedarf': 0, 'gerade': 0, 'auch': 0, 'in': 0.07, 'Krisenzeiten': 0.11750000000000001, 'nachkommen': 0, 'Die': 0.43, 'Diskussion': 1.0, 'um': 0.06, 'irgendwelche': 1.0, 'Steuersenkungen': 0.6, 'etc.': 0, 'kann': 0.6, 'ja': 0.04, 'bis': 0.12, 'auf': 0, 'weiteres': 0, 'warten': 0.3}",neutral,"[0.99656266, 0.0016197287, 0.001817677]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @JAzu23Franken: Jetzt spricht Working-Poor-Experte Prof. em. Ueli Mäder: «Durch den Mindestlohn werden die Schwächsten geschützt»
Hier g…",sprechen working poor experte prof em ueli mäder mindestlohn schwach schützen g,,,,,,,,,,,,,,,,,,,"{'Jetzt': 0.04, 'spricht': 0, 'Working-Poor-Experte': 0, 'Prof.': 0, 'em': 0, 'Ueli': 0.09, 'Mäder': 0, '«': 0, 'Durch': 0, 'den': 0, 'Mindestlohn': 0, 'werden': 0, 'die': 0, 'Schwächsten': 0, 'geschützt': 0, '»': 0, 'Hier': 0, 'g': 0, '…': 0}",positive,"[0.1490218, 0.3848001, 0.4661781]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Wer noch am #Mindestlohn zweifelt, sollte diesen @bazonline-Artikel gelesen haben (und wer kein Abo hat, überlege, wie sich dies jemand mit 3400.- im Monat leisten können soll.) https://t.co/qLEdSK3zwD",wer mindestlohn zweifeln sollen artikel lesen wer abo überlegen jemand monat leisten,,,,,,,,,,,,,,,,,,,"{'Wer': 0, 'noch': 0.08, 'am': 0, 'Mindestlohn': 0.865, 'zweifelt': 0.56, 'sollte': 0.1, 'diesen': 0.07, '-Artikel': 0, 'gelesen': 0.21, 'haben': 0.03, 'und': 0.06, 'wer': 0, 'kein': 0, 'Abo': 0.14, 'hat': 0, 'überlege': 0.04, 'wie': 0.06, 'sich': 0, 'dies': 0, 'jemand': 0.05, 'mit': 0.08, '3400.-': 0, 'im': 0, 'Monat': 0.09, 'leisten': 0.09, 'können': 0, 'soll': 0}",neutral,"[0.5386151, 0.36633375, 0.09505118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @BaselStadt: Der Grosse Rat beschliesst mit 55:38 (1 Enth.) einen Gegenvorschlag zur Mindestlohn-Initiative «Kein Lohn unter 23.-». Er s…,grosse rat beschliesst enth gegenvorschlag mindestlohn initiative lohn s,,,,,,,,,,,,,,,,,,,"{'Der': 0.53, 'Grosse': 0, 'Rat': 0, 'beschliesst': 0.37, 'mit': 0.04, '55:38': 0, 'Enth': 0, 'einen': 0.18, 'Gegenvorschlag': 0.405, 'zur': 0.54, 'Mindestlohn-Initiative': 0.9425, '«': 0, 'Kein': 0, 'Lohn': 0, 'unter': 0, '23.-': 0, '»': 0, 'Er': 0, 's': 0, '…': 0}",positive,"[0.40577382, 0.018519849, 0.57570636]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,RT @BajourBasel: Die Gewerkschaften fordern einen Mindestlohn für alle Angestellten in Basel. Reich wird man auch davon nicht. Was sagen Me…,gewerkschaften fordern mindestlohn all angestellt basel reichen davon sagen me,,,,,,,,,,,,,,,,,,,"{'Die': 0.29, 'Gewerkschaften': 0.62, 'fordern': 0, 'einen': 0.25, 'Mindestlohn': 0.845, 'für': 0.21, 'alle': 0, 'Angestellten': 0.17, 'in': 0.07, 'Basel': 0.08, 'Reich': 0, 'wird': 0, 'man': 0, 'auch': 0, 'davon': 0, 'nicht': 0, 'Was': 0, 'sagen': 0.07, 'Me': 0.05, '…': 0}",neutral,"[0.8928519, 0.019709008, 0.08743905]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
