answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3421,absa_sentiment_3421,absa_scores_3421,absa_token_weights_3430,absa_sentiment_3430,absa_scores_3430,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3439,absa_sentiment_3439,absa_scores_3439,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3444,absa_sentiment_3444,absa_scores_3444,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3471,absa_sentiment_3471,absa_scores_3471,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,Die chronische Unterfinanzierung der #Kinderbetreuung muss jetzt endlich angepackt werden. Wann handelt endlich @kanton_bern @paschnegg? @vpodbern macht ebenfalls Druck. https://t.co/yDEobt0srx JETZT Petition unterschreiben: https://t.co/2KdUKMk4xy,chronische unterfinanzierung kinderbetreuung endlich anpacken wann handeln endlich ebenfalls druck petition unterschreiben,"{'Die': 0.36, 'chronische': 0.17, 'Unterfinanzierung': 0.22, 'der': 0.36, 'Kinderbetreuung': 0.2, 'muss': 0, 'jetzt': 1.0, 'endlich': 0, 'angepackt': 0.11, 'werden': 0, 'Wann': 0.14, 'handelt': 0, 'macht': 0, 'ebenfalls': 0, 'Druck': 0.22, 'JETZT': 1.0, 'Petition': 0.87, 'unterschreiben': 0.81}",negative,"[0.16495731, 0.80483794, 0.03020476]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Nachtrag @rutschisan: Genau, dank einem Volksvorschlag von Grün-links wurde der allg. Kinderabzug erhöht und der Abzug Kinderbetreuungskosten verbessert. Abstimmung: 24.2.2008: https://t.co/jdiSYvxeN5 Abzug externe Kinderbetreuungskosten ist in der Märzsession wieder Thema.",nachtrag genau danken volksvorschlag grün links allg kinderabzug erhöhen abzug kinderbetreuungskosten verbessern abstimmung abzug externe kinderbetreuungskosten märzsession thema,"{'Nachtrag': 0.13, 'Genau': 0, 'dank': 0.06, 'einem': 0, 'Volksvorschlag': 0.095, 'von': 0, 'Grün-links': 0, 'wurde': 0, 'der': 0.16, 'allg.': 0.18, 'Kinderabzug': 0.44999999999999996, 'erhöht': 0, 'und': 0.08, 'Abzug': 0.84, 'Kinderbetreuungskosten': 0.385, 'verbessert': 0.27, 'Abstimmung': 0, '24.2.2008': 0, 'externe': 0.17, 'ist': 0.91, 'in': 0.31, 'Märzsession': 0.365, 'wieder': 1.0, 'Thema': 0}",negative,"[0.31902158, 0.5160447, 0.1649337]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,"RT @VPOD_Schweiz: Der Markt wird das nicht regeln, er ist Teil des Problems. Die familienbegleitende Kinderbetreuung muss öffentlich finanz…",markt regeln teil problems familienbegleitende kinderbetreuung öffentlich finanz,"{'Der': 0.26, 'Markt': 0.08, 'wird': 0.05, 'das': 0, 'nicht': 0.05, 'regeln': 0, 'er': 0.04, 'ist': 0.04, 'Teil': 0.04, 'des': 0, 'Problems': 0, 'Die': 0.26, 'familienbegleitende': 0.55, 'Kinderbetreuung': 1.0, 'muss': 0, 'öffentlich': 0.21, 'finanz': 0, '…': 0}",neutral,"[0.603943, 0.37684673, 0.019210292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,Kinderbetreuung in den Berner KITAs: es braucht bessere Aufsicht und Qualitätssicherung im Kanton Bern. 2020 diskutiert der Kanton Bern das Gesetz dazu. Hier geht es zu meinem Blogeintrag: https://t.co/zuKz0WDyWF (Foto: Trotzphase @VPODZH) @VPOD_Schweiz @vpodbern @netzwerk_kibe https://t.co/263IvWwyFw,kinderbetreuung berner kitas brauchen gut aufsicht qualitätssicherung kanton bern diskutieren kanton bern gesetz gehen blogeintrag foto trotzphase,"{'Kinderbetreuung': 1.0, 'in': 0.05, 'den': 0.03, 'Berner': 0, 'KITAs': 0, 'es': 0, 'braucht': 0, 'bessere': 0.58, 'Aufsicht': 0, 'und': 0.23, 'Qualitätssicherung': 0.23, 'im': 0, 'Kanton': 0.02, 'Bern': 0.05, 'diskutiert': 0, 'der': 0.03, 'das': 0, 'Gesetz': 0.11, 'dazu': 0.04, 'Hier': 0, 'geht': 0, 'zu': 0.04, 'meinem': 0.04, 'Blogeintrag': 0.07, 'Foto': 0.06, 'Trotzphase': 0}",neutral,"[0.62845576, 0.15463342, 0.21691084]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.6999999999999998,neutral,Höchster Abzug für Kinderbetreuung. Die Vereinbarkeit Beruf und Familie auch für Gutausgebildete (Frauen) fördern und nächste Woche die tiefen Löhne des KITA-Personals verbessern! @BernerZeitung https://t.co/D0JtH27kli,hoch abzug kinderbetreuung vereinbarkeit beruf familie gutausgebildete frauen fördern nächst woche tief löhnen kita personals verbessern,"{'Höchster': 0.77, 'Abzug': 0.5, 'für': 0.07, 'Kinderbetreuung': 1.0, 'Die': 0.01, 'Vereinbarkeit': 0.02, 'Beruf': 0, 'und': 0.05, 'Familie': 0.02, 'auch': 0, 'Gutausgebildete': 0.02, 'Frauen': 0.01, 'fördern': 0, 'nächste': 0.03, 'Woche': 0.01, 'die': 0.01, 'tiefen': 0, 'Löhne': 0.02, 'des': 0, 'KITA-Personals': 0, 'verbessern': 0.07}",positive,"[0.00070209394, 0.0012692806, 0.9980286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.7999999999999999,negative,"@AdiWilli @JungfreisinnBE Wir haben schon x Ideen eingebracht:
Stipendien statt Sozialhilfe für Jugendliche; Ergänzungsleistungen für Familien (kommt im Juni) , höhere Kinderzulagen, günstigere Kinderbetreuung, bessere Mindestlöhne im Tieflohnsektor. Bisher keine Unterstützung vom Freisinn.",schon x ideen einbringen stipendien statt sozialhilfe jugendlich ergänzungsleistungen familien kommen juni hoch kinderzulagen günstig kinderbetreuung gut mindestlöhne tieflohnsektor bisher unterstützung freisinn,"{'Wir': 0.01, 'haben': 0.01, 'schon': 0, 'x': 0.02, 'Ideen': 0.03, 'eingebracht': 0.03, 'Stipendien': 0, 'statt': 0.015, 'Sozialhilfe': 0.01, 'für': 0.03, 'Jugendliche': 0, 'Ergänzungsleistungen': 0.05, 'Familien': 0, 'kommt': 0, 'im': 0, 'Juni': 0.03, 'höhere': 0.12, 'Kinderzulagen': 0.105, 'günstigere': 1.0, 'Kinderbetreuung': 1.0, 'bessere': 0.05, 'Mindestlöhne': 0.05500000000000001, 'Tieflohnsektor': 0.04, 'Bisher': 0, 'keine': 0, 'Unterstützung': 0.04, 'vom': 0.03, 'Freisinn': 0}",positive,"[0.035160344, 0.047626927, 0.91721267]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-0.85,neutral,"@simonmichel @retolipp ‘Übergangssteuerausfälle’ so nennt es das Kapital beschönigend, wenn in den Kantonen 2 Milliarden Franken an Steuereinnahmen für Bildung, Kinderbetreuung oder Alterspflege etc fehlen. Dieser alte Wein 🍷 stinkt 😷 trotz den neuen Schläuchen....@stafnein",übergangssteuerausfälle nennen kapital beschönigen kantonen milliarden franken steuereinnahmen bildung kinderbetreuung alterspflege etc fehlen alt wein stinken trotzen neu schläuchen,"{'‘': 0, 'Übergangssteuerausfälle': 0, '’': 0, 'so': 0, 'nennt': 0, 'es': 0, 'das': 0, 'Kapital': 0, 'beschönigend': 0, 'wenn': 0, 'in': 0, 'den': 0, 'Kantonen': 0, 'Milliarden': 0, 'Franken': 0, 'an': 0, 'Steuereinnahmen': 0, 'für': 0, 'Bildung': 0, 'Kinderbetreuung': 0, 'oder': 0, 'Alterspflege': 0, 'etc': 0, 'fehlen': 0, 'Dieser': 0, 'alte': 0, 'Wein': 0, 'stinkt': 0, 'trotz': 0, 'neuen': 0, 'Schläuchen': 0, '....': 0}",neutral,"[0.5741902, 0.028165603, 0.39764416]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,negative,"@StefanBuechi @LaeriPatrizia Sehe ich nicht so. Kinderbetreuung daheim ermöglicht Frauen nur dann die Erwerbstätigkeit, wenn die Männer zu den Kindern schauen, was leider sehr, sehr selten ist. Ich will die Berufstätigkeit von Müttern erhöhen, dafür braucht es Kitas und keine ‚Herdprämie‘!",sehen kinderbetreuung daheim ermöglichen frauen erwerbstätigkeit männer kindern schauen leider selten berufstätigkeit müttern erhöhen dafür brauchen kitas herdprämie,"{'Sehe': 0.05, 'ich': 0.02, 'nicht': 0.02, 'so': 0, 'Kinderbetreuung': 0.74, 'daheim': 0.32, 'ermöglicht': 1.0, 'Frauen': 0.23, 'nur': 1.0, 'dann': 0, 'die': 0.03, 'Erwerbstätigkeit': 0.03, 'wenn': 0.27, 'Männer': 0.03, 'zu': 0.03, 'den': 0.03, 'Kindern': 0.03, 'schauen': 0.05, 'was': 0, 'leider': 0.1, 'sehr': 0.02, 'selten': 0.24, 'ist': 0.03, 'Ich': 0.02, 'will': 0, 'Berufstätigkeit': 0.03, 'von': 0, 'Müttern': 0.03, 'erhöhen': 0, 'dafür': 0, 'braucht': 0, 'es': 0.03, 'Kitas': 0, 'und': 0.02, 'keine': 0, '‚': 0, 'Herdprämie': 0, '‘': 0}",negative,"[0.14316256, 0.81155354, 0.045283925]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,75.0,71.0,0.35,neutral,Wartelisten für #Kinderbetreuung in #Ostermundigen. Es braucht in ⁦@kanton_bern⁩ eine #Kita-Offensive. Der Kanton muss endlich mehr Plätze und Finanzmittel bewilligen. Danke an Frau Ouerfelli für ihre Petition! ⁦@LaeriPatrizia⁩ via ⁦@BernerZeitung⁩ https://t.co/kX2cbgzX5m,wartelisten kinderbetreuung ostermundigen brauchen kita offensiv kanton endlich mehr plätze finanzmittel bewilligen danke frau ouerfelli petition via,"{'Wartelisten': 0.305, 'für': 0, 'Kinderbetreuung': 1.0, 'in': 0.42, 'Ostermundigen': 0.33, 'Es': 0, 'braucht': 0, '\u2066\u2069': 0, 'eine': 0, 'Kita-Offensive': 0, 'Der': 0, 'Kanton': 0, 'muss': 0, 'endlich': 0, 'mehr': 0, 'Plätze': 0, 'und': 0, 'Finanzmittel': 0, 'bewilligen': 0, 'Danke': 0, 'an': 0, 'Frau': 0, 'Ouerfelli': 0, 'ihre': 0, 'Petition': 0, 'via': 0}",neutral,"[0.70297337, 0.09658685, 0.2004397]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"Inhaltlich absolut einverstanden @LaeriPatrizia! Kinderbetreuung, sei es Kita (vorschulisch) oder Tagesschulen gehören zu zeitgemässem öffentlichen Angebot wie die Volksschule und sollen analog mit Steuergeldern solidarisch finanziert werden. Das lohnt sich! (S. BASS-Studie) https://t.co/bAjQ8ca5Rp",inhaltlich absolut einverstanden kinderbetreuung kita vorschulisch tagesschulen gehören zeitgemässem öffentlich angebot volksschule sollen analog steuergeldern solidarisch finanzieren lohnen s bass studie,"{'Inhaltlich': 0, 'absolut': 0.08, 'einverstanden': 0.06, 'Kinderbetreuung': 0, 'sei': 0.01, 'es': 0.28, 'Kita': 0, 'vorschulisch': 0, 'oder': 0.13, 'Tagesschulen': 0.034999999999999996, 'gehören': 0, 'zu': 0, 'zeitgemässem': 0.03, 'öffentlichen': 0.02, 'Angebot': 0, 'wie': 0, 'die': 0.06, 'Volksschule': 0.01, 'und': 0.01, 'sollen': 0.03, 'analog': 0, 'mit': 0.02, 'Steuergeldern': 0.01, 'solidarisch': 0, 'finanziert': 0.02, 'werden': 0, 'Das': 0.06, 'lohnt': 0.05, 'sich': 0, 'S.': 0, 'BASS-Studie': 0}",positive,"[0.08123496, 0.027035847, 0.8917292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,100.0,86.0,0.5,neutral,"Interessant: @kanton_bern und Gemeinden sollen mehr für Finanzierung #Kinderbetreuung leisten (einverstanden, dafür kämpfen wir!), aber gleichzeitig 150 Millionen Franken Steuergeschenke an die Grosskonzerne? So geht das nicht! #SteuergeschenkeNein #Steuergesetzrevision2019 https://t.co/d1oYO8uJSr",interessant gemeinden sollen mehr finanzierung kinderbetreuung leisten einverstanden dafür kämpfen gleichzeitig millionen franken steuergeschenke grosskonzerne gehen steuergeschenkenein steuergesetzrevision2019,"{'Interessant': 0.05, 'und': 0.04, 'Gemeinden': 0.04, 'sollen': 0.07, 'mehr': 0.07, 'für': 0.02, 'Finanzierung': 0.26, 'Kinderbetreuung': 1.0, 'leisten': 0, 'einverstanden': 0.07, 'dafür': 0, 'kämpfen': 0, 'wir': 0, 'aber': 0.01, 'gleichzeitig': 0, 'Millionen': 0, 'Franken': 0, 'Steuergeschenke': 0.02, 'an': 0, 'die': 0.01, 'Grosskonzerne': 0, 'So': 0, 'geht': 0, 'das': 0.01, 'nicht': 0.01, 'SteuergeschenkeNein': 0.030000000000000002, 'Steuergesetzrevision2019': 0.015}",neutral,"[0.64501506, 0.26979962, 0.08518537]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @UniaSchweiz: Rund 15,000 Menschen sind nach Bern gekommen, um gegen die Erhöhung des Frauenrentenalters zu demonstrieren. https://t.co/…",rund menschen bern kommen erhöhung frauenrentenalters demonstrieren,,,,"{'Rund': 0.11, '15,000': 0, 'Menschen': 0.26, 'sind': 0, 'nach': 0, 'Bern': 0.14, 'gekommen': 0.25, 'um': 0, 'gegen': 0.86, 'die': 0.36, 'Erhöhung': 1.0, 'des': 0, 'Frauenrentenalters': 0.8, 'zu': 0.16, 'demonstrieren': 0.395}",positive,"[0.32620862, 0.17277509, 0.50101626]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,negative,"RT @UniaSchweiz: Die Lohndiskriminierung der Frauen ist immer noch Realität, und nun soll das Frauenrentenalter erhöht werden? Nein! https:…",lohndiskriminierung frauen immer realität frauenrentenalter erhöhen nein https,,,,"{'Die': 0.12, 'Lohndiskriminierung': 0.16, 'der': 0.12, 'Frauen': 0.23, 'ist': 0.05, 'immer': 0, 'noch': 0.04, 'Realität': 0.06, 'und': 0.05, 'nun': 0, 'soll': 0, 'das': 0, 'Frauenrentenalter': 0.6575, 'erhöht': 0, 'werden': 0, 'Nein': 0.34, 'https': 0.17, '…': 0}",negative,"[0.42739984, 0.5203212, 0.05227895]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,@QuotenTweet Gehört angesichts der hohen Männerquote der Vaterschaftsurlaub oder der Elternurlaub zu den strategischen Zielen?,hören angesichts hoch männerquote vaterschaftsurlaub elternurlaub strategisch zielen,,,,,,,"{'Gehört': 0, 'angesichts': 0.23, 'der': 0.17, 'hohen': 0.07, 'Männerquote': 0, 'Vaterschaftsurlaub': 0.305, 'oder': 0.28, 'Elternurlaub': 0.23, 'zu': 0, 'den': 0.17, 'strategischen': 0.27, 'Zielen': 0}",neutral,"[0.8065231, 0.07259343, 0.12088348]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @philipp_kaestli: Also, liebe Gegner des #Vaterschaftsurlaub, vergesst nicht, am 2. Weihnachtstag den Josef aus der Krippe zu holen. Der…",lieb gegner vaterschaftsurlaub vergesst weihnachtstag josef krippe holen,,,,,,,"{'Also': 0, 'liebe': 0, 'Gegner': 0, 'des': 0, 'Vaterschaftsurlaub': 0.56, 'vergesst': 0.08, 'nicht': 0, 'am': 0, '2.': 0, 'Weihnachtstag': 0.060000000000000005, 'den': 0.09, 'Josef': 0.06, 'aus': 0.03, 'der': 0.09, 'Krippe': 0.12, 'zu': 0.03, 'holen': 0, 'Der': 0.09, '…': 0}",positive,"[0.046690904, 0.022529494, 0.9307796]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
