answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3430,absa_sentiment_3430,absa_scores_3430,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3433,absa_sentiment_3433,absa_scores_3433,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3435,absa_sentiment_3435,absa_scores_3435,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,RT @jglplu: Nicht nur stärkt der längst überfällige Vaterschaftsurlaub den Zusammenhalt der Familie👨‍👩‍👧‍👦 und die Beziehung vom Vater zum…,stärken längst überfällig vaterschaftsurlaub zusammenhalt familie beziehung vater,,,,,,,,,,"{'Nicht': 0.16, 'nur': 0.14, 'stärkt': 1.0, 'der': 0.03, 'längst': 0.34, 'überfällige': 0.7, 'Vaterschaftsurlaub': 0.42, 'den': 0.03, 'Zusammenhalt': 0.09, 'Familie\u200d\u200d\u200d': 0.03, 'und': 0.02, 'die': 0.03, 'Beziehung': 0.04, 'vom': 0.03, 'Vater': 0.02, 'zum': 0.03, '…': 0}",positive,"[0.0008083458, 0.001601615, 0.99759007]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.6999999999999998,negative,"#Organspende: wichtig, lebensrettend, leider zu selten! Heute haben wir im #Nationalrat einen wichtigen Schritt gemacht, um die Situation zu verbessern. https://t.co/9VxOwie1NI",organspende wichtig lebensrettend leider selten heute nationalrat wichtig schritt situation verbessern,,,,,,,,,,,,,"{'Organspende': 0.735, 'wichtig': 0.1, 'lebensrettend': 0.275, 'leider': 0.36, 'zu': 0.05, 'selten': 0.29, 'Heute': 0.1, 'haben': 0.05, 'wir': 0, 'im': 0, 'Nationalrat': 0.08, 'einen': 0, 'wichtigen': 0.1, 'Schritt': 0.06, 'gemacht': 0, 'um': 0, 'die': 0.07, 'Situation': 0.07, 'verbessern': 0.09}",positive,"[0.015984243, 0.107148565, 0.87686723]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @phossli: Ein Testbericht zeigt: Das neue #Asylrecht mit kostenlosen Anwälten ist gerechter, günstiger, schneller.  https://t.co/zgh4Ve9…",testbericht zeigen neue asylrecht kostenlos anwälten gerecht günstig schnell,,,,,,,,,,,,,,,,"{'Ein': 0.09, 'Testbericht': 0, 'zeigt': 0, 'Das': 0.37, 'neue': 0.8, 'Asylrecht': 0.98, 'mit': 0.37, 'kostenlosen': 0.37, 'Anwälten': 0.32, 'ist': 0.3, 'gerechter': 0.25, 'günstiger': 0.15, 'schneller': 0}",positive,"[0.009075028, 0.0022597923, 0.9886652]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,14.0,-0.7,negative,"RT @beatflach: Nicht vergessen: #Abst17 Morgen in einer Woche ists zu spät!
#JA zu #erleichtereEinbürgerung &amp; #USRIII und Nein zur #Bildung…",vergessen abst17 morgen woche ists spät ja erleichtereeinbürgerung amp usriii nein bildung,,,,,,,,,,,,,,,,,,,"{'Nicht': 0, 'vergessen': 0.03, 'Abst17': 0.16, 'Morgen': 0.04, 'in': 0.04, 'einer': 0, 'Woche': 0.04, 'ists': 0, 'zu': 0.06, 'spät': 0.06, 'JA': 0.14, 'erleichtereEinbürgerung': 0.87, 'amp': 0.16, 'USRIII': 0.23, 'und': 0.14, 'Nein': 0.17, 'zur': 0.06, 'Bildung': 0.12, '…': 0}",positive,"[0.00087256177, 0.0012134799, 0.9979139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,Ja zum neuen Einbürgerungsverfahren für Ausländer der 3. Generation.  https://t.co/sV2KWQTo4y #chvote,ja neu einbürgerungsverfahren ausländer generation chvote,,,,,,,,,,,,,,,,,,,"{'Ja': 0, 'zum': 0.065, 'neuen': 0.08, 'Einbürgerungsverfahren': 0.13, 'für': 0.06, 'Ausländer': 0.09, 'der': 0.06, '3.': 0, 'Generation': 0.06, 'chvote': 1.0}",positive,"[0.004353741, 0.0011773506, 0.9944689]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Nochmals JA zu einer zeitgemässen Fortpflanzungsmedizin (PID)  https://t.co/dKoP8wtES6 #Abst16 #CHvote https://t.co/Fzj9vsfbqF,nochmals ja zeitgemässen fortpflanzungsmedizin pid abst16 chvote,,,,,,,,,,,,,,,,,,,,,,"{'Nochmals': 0.34, 'JA': 0, 'zu': 0.46, 'einer': 0, 'zeitgemässen': 1.0, 'Fortpflanzungsmedizin': 0.99, 'PID': 0.23, 'Abst16': 0.41, 'CHvote': 0.27}",positive,"[0.0021024984, 0.0012563018, 0.99664116]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,RT @BaSchaffner: Parolen der #DVglpCH: Nein VI Service public; Nein Milchkuh; Ja Gesetz Fortpflanzungsmedizin; Ja VI Grüne Wirtschaft https…,parolen dvglpch nein vi service public nein milchkuh ja gesetz fortpflanzungsmedizin ja vi grüne wirtschaft https,,,,,,,,,,,,,,,,,,,,,,"{'Parolen': 0.22, 'der': 0.07, 'DVglpCH': 0.22, 'Nein': 0.11, 'VI': 0, 'Service': 0.11, 'public': 0.11, 'Milchkuh': 0.24, 'Ja': 0, 'Gesetz': 1.0, 'Fortpflanzungsmedizin': 0.985, 'Grüne': 0.18, 'Wirtschaft': 0, 'https': 0.15, '…': 0}",neutral,"[0.619478, 0.012393248, 0.36812872]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"RT @jglplu: Für gleichen Lohn für gleiche Arbeit.
Für eine Elternzeit.
Für mehr Frauen in Führungspositionen.
#frauenstreik #lohngleichheit…",gleich lohn gleich arbeit elternzeit mehr frauen führungspositionen frauenstreik lohngleichheit,,,,,,,,,,,,,,,,,,,,,,,,,"{'Für': 0.06, 'gleichen': 0.25, 'Lohn': 0, 'für': 0.06, 'gleiche': 0.25, 'Arbeit': 0.07, 'eine': 0, 'Elternzeit': 0.065, 'mehr': 0.07, 'Frauen': 0.02, 'in': 0.03, 'Führungspositionen': 0, 'frauenstreik': 0.04, 'lohngleichheit': 0.12000000000000001, '…': 0}",neutral,"[0.5378814, 0.018532222, 0.4435864]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Ein paar Gedanken zum Thema Sterbehilfe als Ergänzung zu meiner Aussage im @TeleZueri: https://t.co/cBiTxCJGnI Ja zur #Sterbehilfe https://t.co/kZayhrk0YB,paar gedanken thema sterbehilfe ergänzung aussagen ja sterbehilfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ein': 0.07, 'paar': 0, 'Gedanken': 0.32, 'zum': 1.0, 'Thema': 0, 'Sterbehilfe': 0.48, 'als': 0.11, 'Ergänzung': 0, 'zu': 1.0, 'meiner': 0, 'Aussage': 0.47, 'im': 0, 'Ja': 0, 'zur': 1.0}",positive,"[0.008845739, 0.0013661361, 0.9897882]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Ein paar Gedanken zum Thema Sterbehilfe als Ergänzung zu meiner Aussage im @TeleZueri: https://t.co/cBiTxCJGnI Ja zur #Sterbehilfe https://t.co/L1JYEBMtf0,paar gedanken thema sterbehilfe ergänzung aussagen ja sterbehilfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ein': 0.07, 'paar': 0, 'Gedanken': 0.32, 'zum': 1.0, 'Thema': 0, 'Sterbehilfe': 0.48, 'als': 0.11, 'Ergänzung': 0, 'zu': 1.0, 'meiner': 0, 'Aussage': 0.47, 'im': 0, 'Ja': 0, 'zur': 1.0}",positive,"[0.008845739, 0.0013661361, 0.9897882]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,Wunsch des Betroffenen wiegt mehr als die der anderen. Ich bin gegen strengere Regeln bei der Sterbehilfe @TeleZueri https://t.co/3lUlIabg7A https://t.co/yt3SYgysta,wunsch betroffen wiegen mehr streng regeln sterbehilfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wunsch': 0.03, 'des': 0, 'Betroffenen': 0, 'wiegt': 0, 'mehr': 0, 'als': 0, 'die': 0.03, 'der': 0.03, 'anderen': 0.03, 'Ich': 0.05, 'bin': 0, 'gegen': 0.13, 'strengere': 0.18, 'Regeln': 0.19, 'bei': 0, 'Sterbehilfe': 1.0}",neutral,"[0.50255007, 0.019614082, 0.47783583]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,"RT @PVuichard: Weltweit werden fossile Energien 4x so stark subventioniert wie Erneuerbare. Wir brauchen #Kostenwahrheit @jglpCH 
https://t…",weltweit fossile energien 4x stark subventioniert erneuerbare brauchen kostenwahrheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Weltweit': 0.16, 'werden': 0, 'fossile': 0.11, 'Energien': 0.18, '4x': 0, 'so': 0, 'stark': 0, 'subventioniert': 0.33, 'wie': 0, 'Erneuerbare': 0, 'Wir': 0.24, 'brauchen': 0.49, 'Kostenwahrheit': 0.82}",positive,"[0.40594542, 0.14391305, 0.4501415]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @Juerg_Grossen: Heute wegweisnder Entscheid für das Schweizer Volk: Auf in die sichere, dezentrale, erneuerbare und digitale Energiezuku…",heute wegweisnder entscheid schweizer volk sicher dezentrale erneuerbare digitale energiezuku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Heute': 0.05, 'wegweisnder': 0, 'Entscheid': 0.12, 'für': 0.04, 'das': 0, 'Schweizer': 0.07, 'Volk': 0.09, 'Auf': 0, 'in': 0, 'die': 0.22, 'sichere': 0, 'dezentrale': 0.5, 'erneuerbare': 1.0, 'und': 0.09, 'digitale': 0.13, 'Energiezuku': 0.14, '…': 0}",positive,"[0.00088207156, 0.0011128215, 0.9980051]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,71.0,0.15,neutral,RT @KasparSchuler: Der beeindruckende Vormarsch der erneuerbaren Energien weltweit. Verschläft das die Schweiz oder hält sie mit @ES2050_JA…,beeindruckend vormarsch erneuerbaren energien weltweit verschlafen schweiz halten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.32, 'beeindruckende': 1.0, 'Vormarsch': 1.0, 'der': 0.32, 'erneuerbaren': 0.56, 'Energien': 0.11, 'weltweit': 0.2, 'Verschläft': 0, 'das': 0, 'die': 0.32, 'Schweiz': 0.08, 'oder': 0.1, 'hält': 0, 'sie': 0, 'mit': 0, '…': 0}",positive,"[0.001131944, 0.0011310424, 0.99773705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @Juerg_Grossen: Breite Unterstützung für @ES2050_JA. Mehr Effizienz und einheimische Erneuerbare, weniger fossile Energie, Ja zur dezent…",breit unterstützung mehr effizienz einheimisch erneuerbare wenig fossile energie ja dezent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Breite': 0.16, 'Unterstützung': 0.23, 'für': 0.16, 'Mehr': 0.45, 'Effizienz': 0.37, 'und': 0.33, 'einheimische': 0.33, 'Erneuerbare': 0, 'weniger': 0, 'fossile': 0.81, 'Energie': 0.63, 'Ja': 0.33, 'zur': 0.11499999999999999, 'dezent': 0.21, '…': 0}",positive,"[0.00430606, 0.0041647037, 0.9915292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @CKemfert: Kosten für fossiles Energiesystem höher als für erneuerbare Energien @AgoraEW  https://t.co/q0n6ApAMHo,kosten fossil energiesystem hoch erneuerbare energien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Kosten': 1.0, 'für': 0.16, 'fossiles': 0, 'Energiesystem': 0.14500000000000002, 'höher': 1.0, 'als': 0, 'erneuerbare': 0.27, 'Energien': 0.09}",negative,"[0.23396228, 0.64795387, 0.1180838]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,RT @StefanBatzli: Erneuerbare Energien sind auf dem Vormarsch. Nicht aufzuhalten sagen @UBS und @Bloomberg im @sonntagszeitung https://t.co…,erneuerbare energien vormarsch aufhalten sagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Erneuerbare': 0.77, 'Energien': 0.37, 'sind': 0.51, 'auf': 0.14, 'dem': 0.05, 'Vormarsch': 0, 'Nicht': 0, 'aufzuhalten': 0, 'sagen': 0.17, 'und': 0.17, 'im': 0.19}",positive,"[0.0012703855, 0.0013092394, 0.99742043]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @BaSchaffner: Das Potenzial für Strom aus neuen erneuerbaren Energien ist gross. @Atomausstieg_JA hilft zur schnelleren Marktreife. #aai…,potenzial strom neu erneuerbaren energien gross helfen schnell marktreife aai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Das': 0.07, 'Potenzial': 0.21, 'für': 0.1, 'Strom': 0, 'aus': 0, 'neuen': 1.0, 'erneuerbaren': 1.0, 'Energien': 0.58, 'ist': 0.13, 'gross': 0, 'hilft': 0.13, 'zur': 0.05500000000000001, 'schnelleren': 0.07, 'Marktreife': 0.09, 'aai': 0.07, '…': 0}",positive,"[0.0026848703, 0.0016642091, 0.99565095]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @ChrZeyer: .@NZZ heute: Petrodollar finaziert radikalen Islam. Erneuerbare Energien reduzieren Petrodollar &gt; trocknet radikalen Islam au…,heute petrodollar finaziert radikal islam erneuerbare energien reduzieren petrodollar gt trocknen radikal islam au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'heute': 0.35, 'Petrodollar': 0.2, 'finaziert': 0, 'radikalen': 0.06, 'Islam': 0.05, 'Erneuerbare': 0.5, 'Energien': 0.58, 'reduzieren': 0.64, 'gt': 0.04, 'trocknet': 0.14, 'au': 0, '…': 0}",positive,"[0.018536279, 0.006658989, 0.9748047]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
