answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3433,absa_sentiment_3433,absa_scores_3433,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3435,absa_sentiment_3435,absa_scores_3435,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,sentiment_tb
50.0,75.0,57.0,0.0,neutral,RT @grunliberale: Nach über 6 Jahren hat sich der Nationalrat endlich für die #Ehefüralle samt Zugang zur Fortpflanzungsmedizin ausgesproch…,jahren nationalrat endlich ehefüralle samt zugang fortpflanzungsmedizin ausgesproch,,,,,,,"{'Nach': 0.83, 'über': 0, 'Jahren': 0.15, 'hat': 0, 'sich': 0, 'der': 0.1, 'Nationalrat': 0.17, 'endlich': 0, 'für': 0, 'die': 0.1, 'Ehefüralle': 0, 'samt': 0, 'Zugang': 1.0, 'zur': 0.46499999999999997, 'Fortpflanzungsmedizin': 0.69, 'ausgesproch': 0, '…': 0}",positive,"[0.32717037, 0.004712544, 0.66811705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.9,neutral,"@SandroBrotz @spschweiz Frau Sandra Locher Benguerel ist wirklich eine Bereicherung für Bundesbern. Sie kann die Themen sachlich, gut und einfach erklären! „Lohngleichheit muss man nicht einklagen müssen!“ Da hat sie völlig recht! #srfarena #Gleichstellung",frau sandra locher benguerel wirklich bereicherung bundesbern themen sachlich gut einfach erklären lohngleichheit einklagen müssen völlig recht srfarena gleichstellung,,,,,,,,,,"{'Frau': 0, 'Sandra': 0.04, 'Locher': 0, 'Benguerel': 0.03, 'ist': 0.03, 'wirklich': 0.01, 'eine': 0, 'Bereicherung': 0, 'für': 0, 'Bundesbern': 0.035, 'Sie': 0.07, 'kann': 0.02, 'die': 0.03, 'Themen': 0, 'sachlich': 0, 'gut': 0, 'und': 0.02, 'einfach': 0, 'erklären': 0.16499999999999998, '„': 0, 'Lohngleichheit': 0, 'muss': 0, 'man': 0, 'nicht': 0, 'einklagen': 0, 'müssen': 0, '“': 0, 'Da': 0, 'hat': 0, 'sie': 0, 'völlig': 0, 'recht': 0, 'srfarena': 0, 'Gleichstellung': 0}",positive,"[0.23169567, 0.00804626, 0.760258]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,positive,@FrickerJonas @phwampfler @sandroluescher Lohngleichheit unbedingt in der CH hergestellen! Was würde einfacher wenn Lohntransparenz da wäre?,lohngleichheit unbedingt ch hergestellen einfach lohntransparenz,,,,,,,,,,"{'Lohngleichheit': 0.475, 'unbedingt': 0, 'in': 0.32, 'der': 0, 'CH': 0.13, 'hergestellen': 0, 'Was': 0.12, 'würde': 0.1, 'einfacher': 0.17, 'wenn': 0.09, 'Lohntransparenz': 0.265, 'da': 0, 'wäre': 0.1}",positive,"[0.003385913, 0.0015504331, 0.9950637]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,neutral,RT @joergmaeder: Wunsch des Betroffenen wiegt mehr als die der anderen. Ich bin gegen strengere Regeln bei der Sterbehilfe @TeleZueri https…,wunsch betroffen wiegen mehr streng regeln sterbehilfe https,,,,,,,,,,,,,"{'Wunsch': 0.02, 'des': 0, 'Betroffenen': 0, 'wiegt': 0, 'mehr': 0, 'als': 0, 'die': 0.03, 'der': 0.03, 'anderen': 0.02, 'Ich': 0.05, 'bin': 0, 'gegen': 0.09, 'strengere': 0.17, 'Regeln': 0.22, 'bei': 0, 'Sterbehilfe': 1.0, 'https': 0.24, '…': 0}",neutral,"[0.82679415, 0.031887345, 0.14131856]",,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,1.0,neutral,"@HansruediWidmer @AargauerZeitung Wir fordern, dass dienigen Gemeinderäte zurücktreten sollten, die immer gesagt haben, die vielen Projekte (Tägi, Schulen, Turnhallen) sind ohne Steuerfusserhöhung machbar! Solche Lügenpolitik wird das Volk nicht mehr akzeptieren. Die IG fordert in 2021 dann eine Steuersenkung!",fordern dienigen gemeinderäte zurücktreten sollen immer sagen projekte tägi schulen turnhallen steuerfusserhöhung machbar lügenpolitik volk mehr akzeptieren ig fordern steuersenkung,,,,,,,,,,,,,,,,"{'Wir': 0.04, 'fordern': 0.08, 'dass': 0.02, 'dienigen': 0, 'Gemeinderäte': 0.03, 'zurücktreten': 0, 'sollten': 0.03, 'die': 0.37, 'immer': 0.04, 'gesagt': 0.06, 'haben': 0.02, 'vielen': 0.05, 'Projekte': 0.09, 'Tägi': 0, 'Schulen': 0.06, 'Turnhallen': 0, 'sind': 0, 'ohne': 0.06, 'Steuerfusserhöhung': 0.18, 'machbar': 0, 'Solche': 0.09, 'Lügenpolitik': 0.19, 'wird': 0.06, 'das': 0.02, 'Volk': 0.12, 'nicht': 0, 'mehr': 0, 'akzeptieren': 0.12, 'Die': 0.37, 'IG': 0.32, 'fordert': 0, 'in': 0.14, 'dann': 0, 'eine': 0, 'Steuersenkung': 0.565}",neutral,"[0.6211702, 0.07997364, 0.29885614]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Zentralbanken schaffen es irgendwie nicht, die Weltwirtschaft anzukurbeln. Jetzt Steuersenkungen &amp; Staatsausgaben? https://t.co/rIr6qtZbiw",zentralbanken schaffen irgendwie weltwirtschaft ankurbeln steuersenkungen amp staatsausgaben,,,,,,,,,,,,,,,,"{'Zentralbanken': 0.09, 'schaffen': 0, 'es': 0, 'irgendwie': 0.15, 'nicht': 0, 'die': 0.06, 'Weltwirtschaft': 0.08499999999999999, 'anzukurbeln': 0.07, 'Jetzt': 0.74, 'Steuersenkungen': 0.235, 'amp': 0.19, 'Staatsausgaben': 0.36}",neutral,"[0.8579631, 0.069677226, 0.07235968]",,,,,,,,,,,,,,,,,,,,,,neutral
25.0,25.0,28.0,-0.325,negative,"Es ist höchste Zeit, dass mehr progressive Kräfte in Bern vertreten sind! Es ist total ärgerlich, dass @FDP_Liberalen bezüglich #Klimaschutz und #ErneuerbareEnergien nicht enkeltauglich denken! Schade! Die🇨🇭hat eindeutig #MehrEnergie mit @jglpCH &amp; @grunliberale @AargauerZeitung https://t.co/YWGfjQBBUk",hoch zeit mehr progressive kräfte bern vertreten total ärgerlich bezüglich klimaschutz erneuerbareenergien enkeltauglich denken schaden eindeutig mehrenergie amp,,,,,,,,,,,,,,,,,,,"{'Es': 0.03, 'ist': 0.03, 'höchste': 0, 'Zeit': 0.02, 'dass': 0.22, 'mehr': 0.04, 'progressive': 0.04, 'Kräfte': 0, 'in': 0.04, 'Bern': 0.04, 'vertreten': 0, 'sind': 0.05, 'total': 0, 'ärgerlich': 0.23, 'bezüglich': 0.04, 'Klimaschutz': 0.495, 'und': 1.0, 'ErneuerbareEnergien': 0.74, 'nicht': 0, 'enkeltauglich': 0, 'denken': 0.1, 'Schade': 0, 'Die': 0, '🇨': 0, '🇭': 0, 'hat': 0, 'eindeutig': 0, 'MehrEnergie': 0, 'mit': 0, 'amp': 0}",positive,"[0.2671011, 0.27774653, 0.4551524]",,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.6666666666666666,neutral,"Lesenswertes Interview! Ich hatte in 2005 das Vergnügen, an seinem 5-wöchigen Kurs teilzunehmen. Dazumals war er schon eine Inspiration! #ErneuerbareEnergien #Klimaschutz! Bei den #NR2019 mehr #Energie mit @jglpCH und @grunliberale #ProgressiveKräfte 
https://t.co/JrL2J0BeZs",lesenswert interview vergnügen wöchigen kurs teilnehmen dazumals schon inspiration erneuerbareenergien klimaschutz nr2019 mehr energie progressivekräfte,,,,,,,,,,,,,,,,,,,"{'Lesenswertes': 0.12, 'Interview': 0.08, 'Ich': 0.03, 'hatte': 0.03, 'in': 0.04, 'das': 0, 'Vergnügen': 0.08, 'an': 0.15, 'seinem': 0.07, '5-wöchigen': 0.045, 'Kurs': 0.08, 'teilzunehmen': 0, 'Dazumals': 0.08, 'war': 0, 'er': 0, 'schon': 0, 'eine': 0, 'Inspiration': 0.96, 'ErneuerbareEnergien': 0.575, 'Klimaschutz': 0.19, 'Bei': 0, 'den': 0.04, 'NR2019': 0.24, 'mehr': 0.16, 'Energie': 0.15, 'mit': 0.08, 'und': 0.12, 'ProgressiveKräfte': 0}",positive,"[0.0013287622, 0.0014006526, 0.9972705]",,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @PVuichard: Weltweit werden fossile Energien 4x so stark subventioniert wie Erneuerbare. Wir brauchen #Kostenwahrheit @jglpCH 
https://t…",weltweit fossile energien 4x stark subventioniert erneuerbare brauchen kostenwahrheit,,,,,,,,,,,,,,,,,,,"{'Weltweit': 0.16, 'werden': 0, 'fossile': 0.11, 'Energien': 0.18, '4x': 0, 'so': 0, 'stark': 0, 'subventioniert': 0.33, 'wie': 0, 'Erneuerbare': 0, 'Wir': 0.24, 'brauchen': 0.49, 'Kostenwahrheit': 0.82}",positive,"[0.40594542, 0.14391305, 0.4501415]",,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,Bestimmt haben die Berner Oberländer Bauern auch #Ja_ES2050 gestimmt! #ErneuerbareEnergien @grunliberale @Juerg_Grossen So schön ist es hier https://t.co/f9aFRzfLyu,bestimmen berner oberländer bauern ja_es2050 stimmen erneuerbareenergien schön,,,,,,,,,,,,,,,,,,,"{'Bestimmt': 0, 'haben': 0.05, 'die': 0.04, 'Berner': 0, 'Oberländer': 0, 'Bauern': 0.06, 'auch': 0.06, 'Ja_ES2050': 0, 'gestimmt': 0, 'ErneuerbareEnergien': 1.0, 'So': 0.1, 'schön': 0, 'ist': 0, 'es': 0, 'hier': 0.11}",positive,"[0.00085587916, 0.0010031485, 0.99814093]",,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @Juerg_Grossen: Heute wegweisnder Entscheid für das Schweizer Volk: Auf in die sichere, dezentrale, erneuerbare und digitale Energiezuku…",heute wegweisnder entscheid schweizer volk sicher dezentrale erneuerbare digitale energiezuku,,,,,,,,,,,,,,,,,,,"{'Heute': 0.05, 'wegweisnder': 0, 'Entscheid': 0.12, 'für': 0.04, 'das': 0, 'Schweizer': 0.07, 'Volk': 0.09, 'Auf': 0, 'in': 0, 'die': 0.22, 'sichere': 0, 'dezentrale': 0.5, 'erneuerbare': 1.0, 'und': 0.09, 'digitale': 0.13, 'Energiezuku': 0.14, '…': 0}",positive,"[0.00088207156, 0.0011128215, 0.9980051]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @effizienz_ch: Energiestrategie #ES2050 für:

- mehr erneuerbare Energien
- weniger Energieverbrauch 
- mehr Energie­effizienz 

https:/…",energiestrategie es2050 mehr erneuerbare energien wenig energieverbrauch mehr energie effizienz https,,,,,,,,,,,,,,,,,,,"{'Energiestrategie': 0.06, 'ES2050': 0.12, 'für': 0.14, 'mehr': 0.08, 'erneuerbare': 0.07, 'Energien': 0.05, 'weniger': 0, 'Energieverbrauch': 0.03, 'Energie\xadeffizienz': 0, 'https': 0.73, ':/': 0, '…': 0}",positive,"[0.08348429, 0.04082023, 0.8756955]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @rudolf_mohler: 61,9% sagen Ja zu mehr Förderung von erneuerbaren Energien - darum @ES2050_JA https://t.co/IW5nmBG7lF #ES2050 via #Ökono…",sagen ja mehr förderung erneuerbaren energien darum es2050 via ökono,,,,,,,,,,,,,,,,,,,"{'61,9': 0, 'sagen': 0.185, 'Ja': 0, 'zu': 0.24, 'mehr': 0.53, 'Förderung': 0, 'von': 0, 'erneuerbaren': 0.87, 'Energien': 0.74, 'darum': 0, 'ES2050': 0.1, 'via': 0.05, 'Ökono': 0, '…': 0}",positive,"[0.19322635, 0.034307193, 0.77246636]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @naehdrescherin: Heute streiten sich also alle darüber, ob #srfblackout ein Werbespot für oder gegen erneuerbare Energie ist.

Ihr habt…",heute streiten all darüber srfblackout werbespot erneuerbare energie,,,,,,,,,,,,,,,,,,,"{'Heute': 0.17, 'streiten': 0, 'sich': 0, 'also': 0, 'alle': 0.14, 'darüber': 0.13, 'ob': 0, 'srfblackout': 0.28, 'ein': 0, 'Werbespot': 0.11, 'für': 0.08, 'oder': 0.1, 'gegen': 0.14, 'erneuerbare': 0.12, 'Energie': 0.1, 'ist': 0.08, 'Ihr': 0, 'habt': 1.0, '…': 0}",neutral,"[0.90240026, 0.07193838, 0.025661306]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,@BinderMarianne Atomstrom aus dem Inland = Erneuerbare Energien...?,atomstrom inland erneuerbare energien,,,,,,,,,,,,,,,,,,,"{'Atomstrom': 0.375, 'aus': 0, 'dem': 0, 'Inland': 0, 'Erneuerbare': 0.87, 'Energien': 0.46, '...': 0}",neutral,"[0.79902136, 0.0090519, 0.1919268]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@BinderMarianne Komm, gib Dir einen Ruck..., und stimm für die Zukunft! #ErneuerbareEnergien",komm geben ruck stimm zukunft erneuerbareenergien,,,,,,,,,,,,,,,,,,,"{'Komm': 0.08, 'gib': 0.08, 'Dir': 0, 'einen': 0.05, 'Ruck': 0, '...': 0, 'und': 0.08, 'stimm': 0, 'für': 0.07, 'die': 0.06, 'Zukunft': 0.16, 'ErneuerbareEnergien': 0.725}",positive,"[0.0023817632, 0.0013872875, 0.9962309]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @m_schweikert: Good News für erneuerbare Energien! @bkw investiert in grössten Windpark auf dem Festland von Europa  https://t.co/2vH63M…,good news erneuerbare energien investieren grössten windpark festland europa,,,,,,,,,,,,,,,,,,,"{'Good': 0.13, 'News': 0.19, 'für': 0.57, 'erneuerbare': 1.0, 'Energien': 1.0, 'investiert': 0, 'in': 0.06, 'grössten': 0, 'Windpark': 0.225, 'auf': 0.03, 'dem': 0.08, 'Festland': 0.08, 'von': 0, 'Europa': 0.13}",positive,"[0.0023539693, 0.0011915157, 0.9964545]",,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.7999999999999999,neutral,"@sewiederkehr Niemand ist nur schwarz oder weiss! In Finanz und Wirtschaft liberal, in erneuerbare Energien und Elektroautos grün! Geht gut!",niemand schwarz weiss finanz wirtschaft liberal erneuerbare energien elektroautos grün gehen gut,,,,,,,,,,,,,,,,,,,"{'Niemand': 0, 'ist': 0.08, 'nur': 0, 'schwarz': 0, 'oder': 0.08, 'weiss': 0, 'In': 0.73, 'Finanz': 0, 'und': 0.2, 'Wirtschaft': 0, 'liberal': 0.43, 'in': 0.73, 'erneuerbare': 0.66, 'Energien': 0.55, 'Elektroautos': 0.30000000000000004, 'grün': 1.0, 'Geht': 0.11, 'gut': 0}",positive,"[0.0020770484, 0.0016126209, 0.9963103]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Die erneuerbaren Energien werden von den Unternehmungen eingeführt, wenn es die Politik nicht schafft. #AuchGutSo! https://t.co/kgS4ZAejdl",erneuerbaren energien unternehmungen einführen politik schaffen auchgutso,,,,,,,,,,,,,,,,,,,"{'Die': 0, 'erneuerbaren': 1.0, 'Energien': 0.86, 'werden': 0, 'von': 0, 'den': 0, 'Unternehmungen': 0, 'eingeführt': 1.0, 'wenn': 0, 'es': 0, 'die': 0, 'Politik': 0, 'nicht': 0, 'schafft': 0, 'AuchGutSo': 0}",neutral,"[0.5448356, 0.027633468, 0.4275309]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"https://t.co/edK5S25bNO Wurde langsam Zeit, dass die Politik aufwacht! Einige Exponenten, u.a. @huberfe @simonschlauri @joergmaeder von der @grunliberale wiesen schon lange auf die Gefährdung des E-Voting auf die direkte Demokratie hin! Es gibt keinen Mehrnutzen @AargauerZeitung",langsam zeit politik aufwachen exponenten u a weisen schon lang gefährdung e voting direkt demokratie geben mehrnutzen,,,,,,,,,,,,,,,,,,,,,,"{'Wurde': 0, 'langsam': 0, 'Zeit': 0.07, 'dass': 0, 'die': 0.28, 'Politik': 0, 'aufwacht': 0.04, 'Einige': 0.28, 'Exponenten': 0.17, 'u.a.': 0, 'von': 0, 'der': 0.28, 'wiesen': 0, 'schon': 0, 'lange': 0.51, 'auf': 0.31, 'Gefährdung': 0, 'des': 0, 'E-Voting': 0, 'direkte': 0.23, 'Demokratie': 0.58, 'hin': 0.62, 'Es': 0.46, 'gibt': 0, 'keinen': 0, 'Mehrnutzen': 0.3}",negative,"[0.1676573, 0.8063171, 0.026025565]",,,,,,,,,,,,,,,,neutral
