answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3430,absa_sentiment_3430,absa_scores_3430,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3444,absa_sentiment_3444,absa_scores_3444,absa_token_weights_3458,absa_sentiment_3458,absa_scores_3458,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,negative,RT @minlimarti: Das klare Ja zum Vaterschaftsurlaub und das wuchtige Nein zum Kinderabzugsbschiss heisst für mich: Es gibt eine Mehrheit fü…,klaren ja vaterschaftsurlaub wuchtig nein kinderabzugsbschiss heisst geben mehrheit fü,,,,,,,,,,"{'Das': 0.07, 'klare': 0, 'Ja': 0.55, 'zum': 0.095, 'Vaterschaftsurlaub': 0.595, 'und': 0.55, 'das': 0, 'wuchtige': 0.12, 'Nein': 0.27, 'Kinderabzugsbschiss': 0.15, 'heisst': 0.06, 'für': 0.09, 'mich': 0.09, 'Es': 0.06, 'gibt': 0, 'eine': 0, 'Mehrheit': 0.11, 'fü': 0.09, '…': 0}",positive,"[0.007359305, 0.0045313034, 0.9881094]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @vera_beutler: Und wie wir ihn wollen, den #Vaterschaftsurlaub! Merci ⁦@Tamarafuniciell⁩  Eine halbe Tasse Kaffee
https://t.co/XKFE4BM8ml",vaterschaftsurlaub merci halbe tasse kaffee,,,,,,,,,,"{'Und': 0.07, 'wie': 0.13, 'wir': 0, 'ihn': 0, 'wollen': 0.13, 'den': 0.32, 'Vaterschaftsurlaub': 1.0, 'Merci': 0, '\u2066\u2069': 0, 'Eine': 0, 'halbe': 0, 'Tasse': 0, 'Kaffee': 0}",positive,"[0.026153458, 0.019028457, 0.9548181]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @MarkusGilli: #SonnTalk: WEF: Klimagipfel oder Bonzentreff? Vaterschaftsurlaub: Etappenziel zur Elternzeit? Prämien-Initiative: Heilmitt…,sonntalk wef klimagipfel bonzentreff vaterschaftsurlaub etappenziel elternzeit prämien initiative heilmitt,,,,,,,,,,"{'SonnTalk': 0.2, 'WEF': 0.23, 'Klimagipfel': 0.12, 'oder': 0.51, 'Bonzentreff': 0, 'Vaterschaftsurlaub': 0.555, 'Etappenziel': 0.1, 'zur': 0, 'Elternzeit': 0.095, 'Prämien-Initiative': 0.09, 'Heilmitt': 0.11, '…': 0}",neutral,"[0.9249669, 0.01677741, 0.058255732]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @EliasR94: @FabianMolinaNR und @verenaherzog diskutierten im #Generationentalk über den Vaterschaftsurlaub und die Elternzeit.

🎤🎤 Der P…",diskutieren generationentalk vaterschaftsurlaub elternzeit p,,,,,,,,,,"{'und': 0.63, 'diskutierten': 1.0, 'im': 0, 'Generationentalk': 0.79, 'über': 0, 'den': 0.15, 'Vaterschaftsurlaub': 0.755, 'die': 0.15, 'Elternzeit': 0.45, 'Der': 0.15, 'P': 0.12, '…': 0}",neutral,"[0.93442, 0.020507151, 0.045072846]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @EliasR94: Was bedeuten die Wahlen für den #Vaterschaftsurlaub oder eine #Elternzeit?

Wir diskutieren darüber im #Generationentalk mit…",bedeuten wahlen vaterschaftsurlaub elternzeit diskutieren darüber generationentalk,,,,,,,,,,"{'Was': 0, 'bedeuten': 1.0, 'die': 0.03, 'Wahlen': 0, 'für': 0.34, 'den': 0.03, 'Vaterschaftsurlaub': 0.3, 'oder': 0.34, 'eine': 0, 'Elternzeit': 0.175, 'Wir': 0.04, 'diskutieren': 0, 'darüber': 0, 'im': 0, 'Generationentalk': 0, 'mit': 0.12, '…': 0}",neutral,"[0.83412796, 0.09127359, 0.074598454]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,negative,"RT @SamiraMarti: Der Bundesrat will keinen Vaterschaftsurlaub. Wie kann man nur so ignorant sein. Junge Väter, wehrt euch! @diefeministen @…",bundesrat vaterschaftsurlaub ignorant junge väter wehren,,,,,,,,,,"{'Der': 0.15, 'Bundesrat': 0.19, 'will': 0, 'keinen': 0, 'Vaterschaftsurlaub': 0.765, 'Wie': 0, 'kann': 0.16, 'man': 0, 'nur': 0, 'so': 0.16, 'ignorant': 0.53, 'sein': 0, 'Junge': 0.05, 'Väter': 0.04, 'wehrt': 0, 'euch': 0.09, '…': 0}",negative,"[0.048417374, 0.91267276, 0.038909946]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,RT @spschweiz: SP unterstützt Initiative für #Vaterschaftsurlaub: https://t.co/OsKuvmWkP3 Hier unterschreiben: https://t.co/huALb1cjWF,sp unterstützen initiative vaterschaftsurlaub unterschreiben,,,,,,,,,,"{'SP': 0.13, 'unterstützt': 0.27, 'Initiative': 0.51, 'für': 0.51, 'Vaterschaftsurlaub': 0.7, 'Hier': 0.15, 'unterschreiben': 0.25}",positive,"[0.021270197, 0.0027805213, 0.9759493]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,25.0,57.0,-0.075,neutral,"Der Entscheid der „Mitte“-Fraktion (@CVP_PDC, @evppev, @BDPSchweiz) gegen den ausgewogenen #Pensionskassen-Kompromiss ist ein Angriff auf gute und sichere Renten für alle und auf die Sozialpartnerschaft. Das ist verantwortungslose Politik gegen den Zusammenhalt der #Schweiz!",entscheid mitte fraktion ausgewogen pensionskassen kompromiss angreifen gut sicher renten all sozialpartnerschaft verantwortungslos politik zusammenhalt schweiz,,,,,,,,,,,,,"{'Der': 0.19, 'Entscheid': 0.08, 'der': 0, '„': 0, 'Mitte“-Fraktion': 0, 'gegen': 0, 'den': 0, 'ausgewogenen': 0, 'Pensionskassen-Kompromiss': 0, 'ist': 0, 'ein': 0, 'Angriff': 0, 'auf': 0, 'gute': 0, 'und': 0, 'sichere': 0, 'Renten': 0, 'für': 0, 'alle': 0, 'die': 0, 'Sozialpartnerschaft': 0, 'Das': 0, 'verantwortungslose': 0, 'Politik': 0, 'Zusammenhalt': 0, 'Schweiz': 0}",negative,"[0.06421657, 0.8279091, 0.10787435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @FWasserfallen: Überraschend klares Bekenntnis zur Organspende! Mit 150 gegen 34 Stimmen verabschiedet der Nationalrat den ind. Gegenvor…,überraschen klar bekenntnis organspende stimmen verabschieden nationalrat ind gegenvor,,,,,,,,,,,,,,,,"{'Überraschend': 0, 'klares': 0.64, 'Bekenntnis': 0, 'zur': 0.36, 'Organspende': 0.6950000000000001, 'Mit': 0.09, '150': 0, 'gegen': 0.19, '34': 0, 'Stimmen': 0, 'verabschiedet': 0, 'der': 0.08, 'Nationalrat': 0.155, 'den': 0.08, 'ind': 0.06, 'Gegenvor': 0, '…': 0}",positive,"[0.0019823085, 0.0012009643, 0.9968168]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,RT @MarkusGilli: #SonnTalk: Bundesanwalt: Lauber noch tragbar? Organspende: Entnahmeverbot nur bei Widerspruch? Jagdgesetz: Wildtiere zum A…,sonntalk bundesanwalt lauber tragbar organspende entnahmeverbot widerspruch jagdgesetz wildtiere a,,,,,,,,,,,,,,,,"{'SonnTalk': 0.24, 'Bundesanwalt': 0.235, 'Lauber': 0.31, 'noch': 0.5, 'tragbar': 0, 'Organspende': 0.65, 'Entnahmeverbot': 0.06, 'nur': 0.11, 'bei': 0, 'Widerspruch': 0, 'Jagdgesetz': 0.06, 'Wildtiere': 0, 'zum': 0.04, 'A': 0.04, '…': 0}",neutral,"[0.82161236, 0.15514307, 0.023244634]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Zuerst will die #SVP aus der EMRK austreten, dann das Asylrecht abschaffen. Jetzt lehnen #FDP und #CVP UNO-Berichte ab. Quo vadis, Schweiz?",zuerst svp emrk austreten asylrecht abschaffen lehnen fdp cvp uno berichte ab quo vadis schweiz,,,,,,,,,,,,,,,,,,,"{'Zuerst': 0.08, 'will': 0, 'die': 0.04, 'SVP': 0, 'aus': 0, 'der': 0.04, 'EMRK': 0, 'austreten': 0, 'dann': 0.05, 'das': 0, 'Asylrecht': 0.11, 'abschaffen': 0.15, 'Jetzt': 0.16, 'lehnen': 0, 'FDP': 0.07, 'und': 0.09, 'CVP': 0.09, 'UNO-Berichte': 0.09, 'ab': 0, 'Quo': 0.49, 'vadis': 0.13, 'Schweiz': 0.65}",positive,"[0.32025528, 0.033804, 0.64594066]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Respekt vor Menschenrechten und Rechtsstaat, Anerkennung des Asylrechts, Bekenntnis zu Europa: Welcher SVP-BR-Kandidat das wohl erfüllt?",respekt menschenrechten rechtsstaat anerkennung asylrechts bekenntnis europa welch svp br kandidat wohl erfüllen,,,,,,,,,,,,,,,,,,,"{'Respekt': 0.29, 'vor': 0, 'Menschenrechten': 0.07500000000000001, 'und': 0.1, 'Rechtsstaat': 0, 'Anerkennung': 1.0, 'des': 0, 'Asylrechts': 0.7625, 'Bekenntnis': 0, 'zu': 0.06, 'Europa': 0.09, 'Welcher': 0.09, 'SVP-BR-Kandidat': 0.09, 'das': 0.09, 'wohl': 0, 'erfüllt': 0}",positive,"[0.00627417, 0.001525688, 0.9922002]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @michsorg: Mit #NeinzuNoBillag sagt die Bevölkerung erneut Nein zum Rechtsrutsch. Nach #DSI, #Asylgesetz, #Einbürgerung3Generation, #ES2…",neinzunobillag sagen bevölkerung erneut nein rechtsrutsch dsi asylgesetz einbürgerung3generation es2,,,,,,,,,,,,,,,,,,,,,,"{'Mit': 0.02, 'NeinzuNoBillag': 0.05, 'sagt': 0.04, 'die': 0.01, 'Bevölkerung': 0.03, 'erneut': 0, 'Nein': 0.02, 'zum': 0.045, 'Rechtsrutsch': 0.025, 'Nach': 0.08, 'DSI': 0.07, 'Asylgesetz': 0.1, 'Einbürgerung3Generation': 0, 'ES2': 0.1, '…': 0}",neutral,"[0.6517218, 0.01939643, 0.32888183]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @spzuerich: Einbürgerungen: ein Gewinn für alle Beteiligten https://t.co/M5tVMUcn1N,einbürgerungen gewinn all beteiligen,,,,,,,,,,,,,,,,,,,,,,"{'Einbürgerungen': 0.94, 'ein': 0, 'Gewinn': 0, 'für': 0.1, 'alle': 0.14, 'Beteiligten': 0.3}",positive,"[0.0015534788, 0.0010547427, 0.9973917]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,negative,RT @spschweiz: Diskriminierung beseitigen! SP begrüsst erleichterte Einbürgerung für eingetragene Partner von Schweizer BürgerInnen http://…,diskriminierung beseitigen sp begrüsst erleichtern einbürgerung eingetragen partner schweizer bürgerinnen,,,,,,,,,,,,,,,,,,,,,,"{'Diskriminierung': 0.22, 'beseitigen': 0, 'SP': 0.16, 'begrüsst': 0, 'erleichterte': 0, 'Einbürgerung': 1.0, 'für': 0.21, 'eingetragene': 0.23, 'Partner': 0, 'von': 0, 'Schweizer': 0.16, 'BürgerInnen': 0.17}",positive,"[0.0030526614, 0.0015919444, 0.99535537]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,100.0,86.0,0.5,negative,"RT @spschweiz: Vor einem Jahr haben 500'000 Frauen und solidarische Männer demonstriert: für #Lohngleichheit, mehr Lohn, bessere Arbeitsbed…",jahr frauen solidarische männer demonstrieren lohngleichheit mehr lohn gut arbeitsbed,,,,,,,,,,,,,,,,,,,,,,,,,"{'Vor': 0, 'einem': 0, 'Jahr': 0.09, 'haben': 0, ""500'000"": 0, 'Frauen': 0.07, 'und': 0.1, 'solidarische': 0, 'Männer': 0.11, 'demonstriert': 0.83, 'für': 1.0, 'Lohngleichheit': 0, 'mehr': 0.47, 'Lohn': 0, 'bessere': 0.19, 'Arbeitsbed': 0.16999999999999998, '…': 0}",positive,"[0.048955858, 0.019214366, 0.93182975]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @spschweiz: Wie stellen wir endlich #Lohngleichheit her? Braucht es eine #Elternzeit? Wie stoppen wir Gewalt gegen Frauen? Sollen Kitas…,stellen endlich lohngleichheit her brauchen elternzeit stoppen gewalt frauen sollen kitas,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wie': 0, 'stellen': 0, 'wir': 0, 'endlich': 0, 'Lohngleichheit': 0, 'her': 0, 'Braucht': 0, 'es': 0, 'eine': 0, 'Elternzeit': 0.055, 'stoppen': 0.33, 'Gewalt': 0.13, 'gegen': 0.14, 'Frauen': 0.15, 'Sollen': 1.0, 'Kitas': 0, '…': 0}",neutral,"[0.5367794, 0.1318706, 0.33135003]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,25.0,28.0,-0.15,negative,"Was ist denn das für eine dumme Frage, @XING_ch?! Natürlich müssen Männer für #Lohngleichheit nicht ihren Lohn kürzen. 

Die Unternehmen sollen auf einen Teil ihres ungerechtfertigten Profits auf dem Buckel der Frauen verzichten! Das zu erkämpfen, ist Solidarität! #Frauenstreik https://t.co/91QzhOi8p9",dumme fragen natürlich müssen männer lohngleichheit lohn kürzen unternehmen sollen teil ungerechtfertigten profits buckel frauen verzichten erkämpfen solidarität frauenstreik,,,,,,,,,,,,,,,,,,,,,,,,,"{'Was': 0, 'ist': 0.09, 'denn': 0, 'das': 0.05, 'für': 0.04, 'eine': 0, 'dumme': 0.06, 'Frage': 0, 'Natürlich': 0, 'müssen': 0.07, 'Männer': 0.07, 'Lohngleichheit': 0, 'nicht': 0, 'ihren': 0, 'Lohn': 0, 'kürzen': 0, 'Die': 0.04, 'Unternehmen': 0, 'sollen': 0.04, 'auf': 0.03, 'einen': 0.03, 'Teil': 0.04, 'ihres': 0, 'ungerechtfertigten': 0.1, 'Profits': 0, 'dem': 0.05500000000000001, 'Buckel': 0, 'der': 0.04, 'Frauen': 0.04, 'verzichten': 0, 'Das': 0.04, 'zu': 0.07, 'erkämpfen': 0.04, 'Solidarität': 0.19, 'Frauenstreik': 0.14}",neutral,"[0.7029802, 0.035297196, 0.26172262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @nmasshardt: Einfach stark! 20‘000 Menschen für #Lohngleichheit auf dem Bundesplatz. #Lohngleichheitjetzt #enough18 https://t.co/AlkUhkg…,einfach stark menschen lohngleichheit bundesplatz lohngleichheitjetzt enough18,,,,,,,,,,,,,,,,,,,,,,,,,"{'Einfach': 0, 'stark': 0, '20‘000': 0, 'Menschen': 0.08, 'für': 0.14, 'Lohngleichheit': 0.87, 'auf': 0.06, 'dem': 0.05, 'Bundesplatz': 0.37, 'Lohngleichheitjetzt': 0.845, 'enough18': 0.53}",positive,"[0.0042615854, 0.001401836, 0.99433655]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @michsorg: Sagt der Nationalrat jener Partei, welche in dieser Session (voraussichtlich) gegen Lohngleichheit und gegen Geschlechterquot…",sagen nationalrat jen partei welch session voraussichtlich lohngleichheit geschlechterquot,,,,,,,,,,,,,,,,,,,,,,,,,"{'Sagt': 0.17, 'der': 0.1, 'Nationalrat': 0.18, 'jener': 0.71, 'Partei': 0.2, 'welche': 0, 'in': 0.14, 'dieser': 0.1, 'Session': 0.49, 'voraussichtlich': 0, 'gegen': 0.54, 'Lohngleichheit': 0.94, 'und': 0.6, 'Geschlechterquot': 0.12, '…': 0}",neutral,"[0.7053414, 0.025366355, 0.26929232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,RT @spzuerich: Kein Spielraum für Steuersenkungen https://t.co/NKmi99OjdI,spielraum steuersenkungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Kein': 1.0, 'Spielraum': 0, 'für': 0.64, 'Steuersenkungen': 0.29000000000000004}",neutral,"[0.70394605, 0.25839803, 0.03765595]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @Sarah_Wyss: Wahnsinn! Als erster Deutschschweizer Kanton wird @BaselStadt einen kantonalen Mindestlohn von 21 Franken haben! Historisch…,wahnsinn erst deutschschweizer kanton kantonalen mindestlohn franken historisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wahnsinn': 1.0, 'Als': 0, 'erster': 0.15, 'Deutschschweizer': 0.175, 'Kanton': 0.15, 'wird': 0, 'einen': 0.09, 'kantonalen': 0.22, 'Mindestlohn': 0.315, 'von': 0, '21': 0, 'Franken': 0, 'haben': 0.14, 'Historisch': 0.18, '…': 0}",negative,"[0.14057301, 0.74679077, 0.11263624]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @nadhuberson: Genf führt einen Mindestlohn ein! Auch in #Zürich werden im Moment Unterschriften für eine #Mindestlohn-Initiative gesamme…,genf führen mindestlohn zürich moment unterschriften mindestlohn initiative gesamme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Genf': 0.28, 'führt': 0, 'einen': 0.21, 'Mindestlohn': 0.08, 'ein': 0, 'Auch': 0.1, 'in': 0.08, 'Zürich': 0, 'werden': 0, 'im': 0, 'Moment': 0.14, 'Unterschriften': 0.23, 'für': 0.11, 'eine': 0, 'Mindestlohn-Initiative': 0.10500000000000001, 'gesamme': 0, '…': 0}",positive,"[0.4321045, 0.009545337, 0.55835015]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,negative,RT @minlimarti: Leider hat es (noch) nicht geklappt. Der Nationalrat will den Kündigungsschutz von Müttern nicht verbessern. Dabei erhalten…,leider klappen nationalrat kündigungsschutz müttern verbessern dabei erhalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Leider': 0.16, 'hat': 0, 'es': 0, 'noch': 0, 'nicht': 1.0, 'geklappt': 0, 'Der': 0.25, 'Nationalrat': 0.155, 'will': 0, 'den': 0.25, 'Kündigungsschutz': 0.47000000000000003, 'von': 0, 'Müttern': 0.07, 'verbessern': 1.0, 'Dabei': 0, 'erhalten': 0.15, '…': 0}",negative,"[0.017784419, 0.76596373, 0.21625185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,negative,"RT @JanosAmmann: Den Kündigungsschutz, den die FDP für Cassis einfordert, würde sie im freien Markt vehement bekämpfen. #brwahl19",kündigungsschutz fdp cassis einfordern frei markt vehement bekämpfen brwahl19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Den': 0.1, 'Kündigungsschutz': 0.5975, 'den': 0.1, 'die': 0.1, 'FDP': 0.16, 'für': 0.07, 'Cassis': 0.1, 'einfordert': 0, 'würde': 0.44, 'sie': 0, 'im': 0, 'freien': 0.1, 'Markt': 0.11, 'vehement': 0, 'bekämpfen': 0, 'brwahl19': 0.19}",negative,"[0.22921312, 0.5811032, 0.18968378]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,negative,"Äh seriously, @operationlibero? Kleinspenden? Transparenz?

Ich hätte da noch eine Frage: 

Unterstützt ihr die @transparenz_vi, damit alle Parteien und Kampagnen ihre Finanzierung offenlegen müssen?

#MenschenStattMillionen 

Ganzer Bericht: https://t.co/iyUELj93Mv https://t.co/BDekDRXjSE",äh seriously kleinspenden transparenz fragen unterstützen all parteien kampagnen finanzierung offenlegen müssen menschenstattmillionen ganz bericht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Äh': 0, 'seriously': 0.04, 'Kleinspenden': 0.09, 'Transparenz': 0.09, 'Ich': 0.02, 'hätte': 0, 'da': 0, 'noch': 0, 'eine': 0.02, 'Frage': 0, 'Unterstützt': 0, 'ihr': 0, 'die': 0, 'damit': 0.3, 'alle': 0, 'Parteien': 0.07, 'und': 0.1, 'Kampagnen': 0.14, 'ihre': 0.51, 'Finanzierung': 0, 'offenlegen': 1.0, 'müssen': 0.265, 'MenschenStattMillionen': 0.07500000000000001, 'Ganzer': 0, 'Bericht': 0}",neutral,"[0.9354295, 0.058925398, 0.00564511]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @jusozueri: Entscheide du, welche Initiative wir lancieren sollen! Nimm teil am Online-Voting :) https://t.co/kq4wjrZy43 #JUSOdemokratie",entscheide welch initiative lancieren sollen nehmen teil online voting jusodemokratie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Entscheide': 0.06, 'du': 0, 'welche': 0.07, 'Initiative': 0.11, 'wir': 0, 'lancieren': 0.1, 'sollen': 0.04, 'Nimm': 0.14, 'teil': 0.19, 'am': 0, 'Online-Voting': 0, 'JUSOdemokratie': 0}",neutral,"[0.6595118, 0.04732077, 0.29316747]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.85,neutral,"Was für ein schönes Signal zum #tagdermenschenrechte! Kein Kriegsmaterial an die Jemen-Allianz. Danke, @seilergraf, für deinen unermüdlichen Einsatz! https://t.co/jCVJwUyrru",schön signal tagdermenschenrechte kriegsmaterial jemen allianz danke unermüdlich einsatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Was': 0, 'für': 0.06, 'ein': 0, 'schönes': 0, 'Signal': 0.12, 'zum': 0.32999999999999996, 'tagdermenschenrechte': 0, 'Kein': 1.0, 'Kriegsmaterial': 0.52, 'an': 0, 'die': 0.06, 'Jemen-Allianz': 0.08, 'Danke': 0.185, 'deinen': 0, 'unermüdlichen': 0.13, 'Einsatz': 0}",negative,"[0.22081622, 0.7562662, 0.022917613]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,negative,RT @seilergraf: Der Bund vermischt absichtlich Dual-Use-Güter mit Kriegsmaterial. Das ist unlauter und muss sofort korrigiert werden! Von d…,bund vermischen absichtlich dual use güter kriegsmaterial unlauter sofort korrigieren d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.07, 'Bund': 0, 'vermischt': 0, 'absichtlich': 0.26, 'Dual-Use-Güter': 0.53, 'mit': 1.0, 'Kriegsmaterial': 0.8, 'Das': 0.07, 'ist': 0.06, 'unlauter': 0.61, 'und': 0.04, 'muss': 0, 'sofort': 0.04, 'korrigiert': 0.11, 'werden': 0, 'Von': 0.04, 'd': 0.02, '…': 0}",neutral,"[0.8249733, 0.14950325, 0.025523415]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,75.0,71.0,0.2333333333333333,negative,"RT @seilergraf: Es kann nicht garantiert, werden, dass Schweizer Kriegsmaterial in falsche Hände gerät: Darum braucht es die #Korrektur-Ini…",garantieren schweizer kriegsmaterial falsch hände geraten darum brauchen korrektur ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Es': 0, 'kann': 0, 'nicht': 0, 'garantiert': 0.2, 'werden': 0.17, 'dass': 0.07, 'Schweizer': 0.08, 'Kriegsmaterial': 0.615, 'in': 0, 'falsche': 1.0, 'Hände': 0.59, 'gerät': 0, 'Darum': 0, 'braucht': 0, 'es': 0, 'die': 0.05, 'Korrektur-Ini': 0, '…': 0}",negative,"[0.03623397, 0.9373287, 0.026437396]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @humanrightsCH: Im ersten Halbjahr 2020 exportierte die Schweiz #Kriegsmaterial im Wert von mehr als 501 Millionen Franken – U.a. an kri…,erst halbjahr exportieren schweiz kriegsmaterial wert mehr millionen franken u a kri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Im': 0, 'ersten': 0.08, 'Halbjahr': 0.06, '2020': 0, 'exportierte': 1.0, 'die': 0.08, 'Schweiz': 0.66, 'Kriegsmaterial': 0.525, 'im': 0, 'Wert': 0.42, 'von': 0, 'mehr': 0.06, 'als': 0, '501': 0, 'Millionen': 0, 'Franken': 0, '–': 0, 'U.a': 0, 'an': 0, 'kri': 0, '…': 0}",neutral,"[0.77371144, 0.045556273, 0.18073228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
