answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,sentiment_tb
100.0,100.0,100.0,0.85,neutral,"RT @GrueneCH: Zahlreiche private &amp; öffentliche Pensionskassen haben sich bereits heute dazu verpflichtet, kein Geld in Kriegsmaterialproduz…",zahlreiche privat amp öffentlich pensionskassen bereits heute verpflichten geld kriegsmaterialproduz,,,,,,,,,,,,,,,,"{'Zahlreiche': 0.04, 'private': 0.05, 'amp': 0.03, 'öffentliche': 0.04, 'Pensionskassen': 0.07, 'haben': 0.065, 'sich': 0, 'bereits': 0.04, 'heute': 0, 'dazu': 0.08, 'verpflichtet': 0.07, 'kein': 0, 'Geld': 0.17, 'in': 0.25, 'Kriegsmaterialproduz': 0.9199999999999999, '…': 0}",neutral,"[0.9616648, 0.0140851475, 0.02425006]",,,,,,,positive
0.0,0.0,0.0,-1.0,neutral,"RT @tdhschweiz: Flucht vor #Krieg und Gewalt: «Rolle der Kriegsmaterialproduzenten wird oft ausser Acht gelassen», sagt Sylvia Valentin von…",fluchen krieg gewalt rolle kriegsmaterialproduzenten oft ausser acht lassen sagen sylvia valentin,,,,,,,,,,,,,,,,"{'Flucht': 0.12, 'vor': 0, 'Krieg': 0.07, 'und': 0.05, 'Gewalt': 0.09, '«': 0, 'Rolle': 0, 'der': 0, 'Kriegsmaterialproduzenten': 0, 'wird': 0, 'oft': 0, 'ausser': 0, 'Acht': 0, 'gelassen': 0, '»': 0, 'sagt': 0, 'Sylvia': 0, 'Valentin': 0, 'von': 0, '…': 0}",negative,"[0.36361867, 0.44190934, 0.19447194]",,,,,,,negative
0.0,0.0,14.0,-0.7,neutral,"Wie die @SNB_BNS_de auf die 11% an Kriegsmaterialfirmen kommt, die sie nach einer Annahme der @kriegsgeschaeft|e-Initiative ausschliessen müsste? Niemand weiss es, niemand kann es auch nur annähernd nachvollziehen.

https://t.co/cVODeweoCR",kriegsmaterialfirmen kommen annahme e initiative ausschliessen müsste niemand weiss niemand annähern nachvollziehen,,,,,,,,,,,,,,,,"{'Wie': 0, 'die': 0.07, 'auf': 0, 'an': 0, 'Kriegsmaterialfirmen': 0.9725, 'kommt': 0, 'sie': 0, 'nach': 0.02, 'einer': 0, 'Annahme': 0, 'der': 0.07, '|e-Initiative': 0, 'ausschliessen': 0.1, 'müsste': 0.03, 'Niemand': 0, 'weiss': 0, 'es': 0, 'niemand': 0.04, 'kann': 0.03, 'auch': 0, 'nur': 0, 'annähernd': 0, 'nachvollziehen': 0}",neutral,"[0.8669445, 0.105395354, 0.027660154]",,,,,,,negative
50.0,75.0,57.0,0.0,negative,"RT @PhilipStolkin: Nebst dem Wahlkampf in den USA, dürfen wir das Wählen nicht vergessen. Bei der Kriegsmaterialiniative wird es offenbar k…",nebst wahlkampf usa dürfen wählen vergessen kriegsmaterialiniative offenbaren k,,,,,,,,,,,,,,,,"{'Nebst': 0, 'dem': 0.05, 'Wahlkampf': 0.025, 'in': 0.09, 'den': 0.07, 'USA': 0.03, 'dürfen': 0, 'wir': 0, 'das': 0, 'Wählen': 0, 'nicht': 1.0, 'vergessen': 0.06, 'Bei': 0, 'der': 0.07, 'Kriegsmaterialiniative': 0.12000000000000001, 'wird': 0.37, 'es': 0, 'offenbar': 0, 'k': 0, '…': 0}",negative,"[0.26118582, 0.7074235, 0.031390738]",,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"RT @kriegsgeschaeft: Unsere Pensionskassen sollen kein Geld in Firmen investieren, die Kriegsmaterial herstellen. Jetzt abstimmen und teile…",pensionskassen sollen geld firmen investieren kriegsmaterial herstellen abstimmen teile,,,,,,,,,,,,,,,,"{'Unsere': 0.06, 'Pensionskassen': 0.165, 'sollen': 0.1, 'kein': 0, 'Geld': 0.26, 'in': 0.19, 'Firmen': 0.51, 'investieren': 0.31, 'die': 0, 'Kriegsmaterial': 0.975, 'herstellen': 0, 'Jetzt': 0.1, 'abstimmen': 0.22, 'und': 0.09, 'teile': 0.21, '…': 0}",neutral,"[0.9043013, 0.009899328, 0.08579935]",,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"@sacovo Abgesehen davon, dass diese Zahl völlig aus der Luft gegriffen ist: 150 Schweizer Unternehmen haben letztes Jahr Kriegsmaterial exportiert - und sogar die wären nur bei einer äusserst rigorosen Umsetzung der Initiative betroffen. Fazit: Reine Panikmacherei.",absehen davon zahl völlig luft greifen schweizer unternehmen letzt jahr kriegsmaterial exportieren sogar äusserst rigoros umsetzung initiative betreffen fazit reine panikmacherei,,,,,,,,,,,,,,,,"{'Abgesehen': 0.0675, 'davon': 0.08, 'dass': 0.08, 'diese': 0.05, 'Zahl': 0.12, 'völlig': 0, 'aus': 0.07, 'der': 0.09, 'Luft': 0.27, 'gegriffen': 0, 'ist': 0.11, 'Schweizer': 0.27, 'Unternehmen': 0, 'haben': 0, 'letztes': 0.34, 'Jahr': 0.3, 'Kriegsmaterial': 0.9650000000000001, 'exportiert': 1.0, 'und': 0.35, 'sogar': 0.34, 'die': 0.09, 'wären': 0.15, 'nur': 0.09, 'bei': 0, 'einer': 0, 'äusserst': 0.07, 'rigorosen': 0, 'Umsetzung': 0, 'Initiative': 0.16, 'betroffen': 0.23, 'Fazit': 0.09, 'Reine': 0, 'Panikmacherei': 0}",neutral,"[0.8354155, 0.15406863, 0.010515948]",,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Die Pensionskasse der Stadt Lausanne hat heute bekannt gegeben, aus sämtlichen Kriegsmaterial-Produzenten auszusteigen. 🥳 Was genau soll nicht umsetzbar sein an der @kriegsgeschaeft|e-Initiative?",pensionskasse stadt lausanne heute bekennen geben sämtlich kriegsmaterial produzenten aussteigen genau umsetzbar e initiative,,,,,,,,,,,,,,,,"{'Die': 0.12, 'Pensionskasse': 0.045, 'der': 0, 'Stadt': 0.03, 'Lausanne': 0.02, 'hat': 0, 'heute': 0.03, 'bekannt': 0, 'gegeben': 0, 'aus': 0, 'sämtlichen': 0.07, 'Kriegsmaterial-Produzenten': 0.07, 'auszusteigen': 0, '🥳': 0, 'Was': 0, 'genau': 0, 'soll': 0, 'nicht': 0, 'umsetzbar': 0, 'sein': 0, 'an': 0, '|e-Initiative': 0}",neutral,"[0.91638285, 0.049564138, 0.034053]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @kriegsgeschaeft: BREAKING: Die Pensionskasse der Stadt Lausanne verzichtet ab sofort auf die Finanzierung von Kriegsmaterialproduzenten…,breaking pensionskasse stadt lausanne verzichten ab sofort finanzierung kriegsmaterialproduzenten,,,,,,,,,,,,,,,,"{'BREAKING': 0.02, 'Die': 0.26, 'Pensionskasse': 0.125, 'der': 0.26, 'Stadt': 0.06, 'Lausanne': 0.04, 'verzichtet': 0, 'ab': 0, 'sofort': 0, 'auf': 0, 'die': 0.26, 'Finanzierung': 1.0, 'von': 0, 'Kriegsmaterialproduzenten': 0.5399999999999999, '…': 0}",neutral,"[0.7096295, 0.027832694, 0.2625379]",,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,"RT @kriegsgeschaeft: UNSERE NATIONALBANK INVESTIERT MILLIARDEN IN KRIEGSMATERIAL! 

Gestern Abend haben wir die blutigen Geschäfte der Nati…",nationalbank investieren milliarden kriegsmaterial gestern abend blutig geschäfte nati,,,,,,,,,,,,,,,,"{'UNSERE': 0.07, 'NATIONALBANK': 0, 'INVESTIERT': 0, 'MILLIARDEN': 0.32, 'IN': 0.84, 'KRIEGSMATERIAL': 1.0, 'Gestern': 0, 'Abend': 0, 'haben': 0, 'wir': 0, 'die': 0.06, 'blutigen': 0.12, 'Geschäfte': 0, 'der': 0.06, 'Nati': 0, '…': 0}",positive,"[0.4040768, 0.0072416384, 0.5886816]",,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"RT @kriegsgeschaeft: Erstmals wird das gesamte Investitionsvolumen von der Nationalbank, der CS und der UBS in Kriegsmaterialproduzenten au…",erstmals gesamt investitionsvolumen nationalbank cs ubs kriegsmaterialproduzenten au,,,,,,,,,,,,,,,,"{'Erstmals': 0.14, 'wird': 0, 'das': 0, 'gesamte': 0.39, 'Investitionsvolumen': 0.5549999999999999, 'von': 0, 'der': 0.19, 'Nationalbank': 0, 'CS': 0.23, 'und': 0.22, 'UBS': 0.33, 'in': 0.65, 'Kriegsmaterialproduzenten': 0.96, 'au': 0, '…': 0}",neutral,"[0.845449, 0.023755359, 0.13079575]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @kriegsgeschaeft: Unsere Pensionskassen und die Nationalbank sollen kein Geld in Firmen investieren, die Kriegsmaterial produzieren ✋🏼Da…",pensionskassen nationalbank sollen geld firmen investieren kriegsmaterial produzieren,,,,,,,,,,,,,,,,"{'Unsere': 0.07, 'Pensionskassen': 0.125, 'und': 0.07, 'die': 0.05, 'Nationalbank': 0, 'sollen': 0.09, 'kein': 0, 'Geld': 0.34, 'in': 0.23, 'Firmen': 0.54, 'investieren': 0.41, 'Kriegsmaterial': 0.81, 'produzieren': 1.0, 'Da': 0, '…': 0}",neutral,"[0.9132055, 0.02104562, 0.06574882]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@FurbieMiller @LewinLempert @EGirsberger @TeleZueri @kriegsgeschaeft Okay, nochmals: Das Gesetz kennt vier Kategorien:
- Verbotenes Kriegsmaterial
- Kriegsmaterial
- Besondere militärische Güter (beispielsweise Trainingsflugzeuge)
- Dual Use

Von der Initiative betroffen sind AUSSCHLIESSLICH die ersten beiden. Siehe https://t.co/bDlfkpYioP",okay nochmals gesetz kennen vier kategorien verboten kriegsmaterial kriegsmaterial besonder militärisch güter beispielsweise trainingsflugzeuge dual use initiative betreffen ausschliesslich erst beid siehe,,,,,,,,,,,,,,,,"{'Okay': 0.09, 'nochmals': 0.07, 'Das': 0.03, 'Gesetz': 0.46, 'kennt': 0, 'vier': 0.09, 'Kategorien': 0.43, 'Verbotenes': 0, 'Kriegsmaterial': 0.265, 'Besondere': 0.16, 'militärische': 0.15, 'Güter': 0.11, 'beispielsweise': 0, 'Trainingsflugzeuge': 0, 'Dual': 0.09, 'Use': 0.11, 'Von': 0, 'der': 0.03, 'Initiative': 0.13, 'betroffen': 0.07, 'sind': 0.05, 'AUSSCHLIESSLICH': 0, 'die': 0.03, 'ersten': 0.03, 'beiden': 0, 'Siehe': 0.1}",neutral,"[0.38689286, 0.24239391, 0.3707132]",,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"@FurbieMiller @LewinLempert @EGirsberger @TeleZueri @kriegsgeschaeft Dual Use Güter sind Güter, die sowohl militärisch als auch zivil eingesetzt werden können. Die @kriegsgeschaeft|e-Initiative bezieht sich lediglich auf Kriegsmaterial - Güter, die AUSSCHLIESSLICH militärisch verwendet werden können. So schwer ist das wirklich nicht.",dual use güter güter sowohl militärisch zivil einsetzen e initiative beziehen lediglich kriegsmaterial güter ausschliesslich militärisch verwenden schwer wirklich,,,,,,,,,,,,,,,,"{'Dual': 0.11, 'Use': 0.12, 'Güter': 0.36, 'sind': 0.09, 'die': 0.06, 'sowohl': 0, 'militärisch': 0, 'als': 0, 'auch': 0, 'zivil': 0, 'eingesetzt': 0.08, 'werden': 0, 'können': 0.05, 'Die': 0.06, '|e-Initiative': 0, 'bezieht': 0.27, 'sich': 0, 'lediglich': 0.11, 'auf': 0, 'Kriegsmaterial': 1.0, 'AUSSCHLIESSLICH': 0, 'verwendet': 0.08, 'So': 0, 'schwer': 0, 'ist': 0, 'das': 0.03, 'wirklich': 0.02, 'nicht': 0.04}",neutral,"[0.62316525, 0.018560221, 0.35827446]",,,,,,,positive
0.0,0.0,0.0,-0.85,neutral,Nach dem Bundesrat lehnt auch die SiK-n die #Kriegsgeschäfte-Initiative ab und stellt damit Profite über Menschenleben. Auch das Verbot der Finanzierung von verbotenem Kriegsmaterial bleibt wirkungslos. Das letzte Wort ist aber noch nicht gesprochen - wir sehen uns an der Urne!,bundesrat lehnen sik n kriegsgeschäfte initiative ab stellen profite menschenleben verbieten finanzierung verboten kriegsmaterial bleiben wirkungslos letzte wort sprechen sehen urne,,,,,,,,,,,,,,,,"{'Nach': 0.03, 'dem': 0.035, 'Bundesrat': 0.07500000000000001, 'lehnt': 0.19, 'auch': 0.82, 'die': 0.04, 'SiK-n': 0, 'Kriegsgeschäfte-Initiative': 0.16, 'ab': 0, 'und': 0.06, 'stellt': 0, 'damit': 0.03, 'Profite': 0, 'über': 0, 'Menschenleben': 0.07, 'Auch': 0.82, 'das': 0, 'Verbot': 0.74, 'der': 0.04, 'Finanzierung': 0.3, 'von': 0, 'verbotenem': 0.27, 'Kriegsmaterial': 0.63, 'bleibt': 0.73, 'wirkungslos': 1.0, 'Das': 0.04, 'letzte': 0.06, 'Wort': 0, 'ist': 0, 'aber': 0, 'noch': 0, 'nicht': 0.07, 'gesprochen': 0.1, 'wir': 0, 'sehen': 0.11, 'uns': 0, 'an': 0, 'Urne': 0.14}",negative,"[0.13449815, 0.7960002, 0.06950167]",,,,,,,negative
50.0,75.0,57.0,0.0,negative,"RT @Glasmerleperle: Was Corona gezeigt hat:

• Home Office IST möglich, auch wenn gesagt wurde ""geht nicht""
• Digitalisierung IST möglich u…",corona zeigen home office möglich sagen gehen digitalisierung möglich u,,,,,,,,,,,,,,,,,,,"{'Was': 0.05, 'Corona': 0.05, 'gezeigt': 0.09, 'hat': 0, '•': 0, 'Home': 0, 'Office': 0, 'IST': 0, 'möglich': 0, 'auch': 0, 'wenn': 0, 'gesagt': 0, 'wurde': 0, 'geht': 0, 'nicht': 0, 'Digitalisierung': 0, 'u': 0, '…': 0}",positive,"[0.037122957, 0.0040216246, 0.9588554]",,,,neutral
0.0,0.0,0.0,-1.0,negative,"RT @FlavienGousset: Elternzeit? Nicht finanzierbar!

Umweltschutz? Wer soll denn das bezahlen?

1:12? Mindestlohn? KoVI? Ihr habt noch nie…",elternzeit finanzierbar umweltschutz wer bezahlen mindestlohn kovi nie,,,,,,,,,,"{'Elternzeit': 0.05, 'Nicht': 0.09, 'finanzierbar': 0.06, 'Umweltschutz': 0.085, 'Wer': 0.53, 'soll': 0, 'denn': 0, 'das': 0.09, 'bezahlen': 0.12, '1:12': 0, 'Mindestlohn': 0.87, 'KoVI': 0.2, 'Ihr': 0, 'habt': 0.1, 'noch': 0, 'nie': 0, '…': 0}",neutral,"[0.95336205, 0.04185676, 0.0047811107]",,,,,,,,,,"{'Elternzeit': 0.13, 'Nicht': 0.19, 'finanzierbar': 0.19, 'Umweltschutz': 1.0, 'Wer': 0.19, 'soll': 0, 'denn': 0, 'das': 0.23, 'bezahlen': 0.27, '1:12': 0, 'Mindestlohn': 0.09, 'KoVI': 0.08, 'Ihr': 0, 'habt': 0.02, 'noch': 0, 'nie': 0, '…': 0}",negative,"[0.3017606, 0.5591417, 0.13909769]",negative
