answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"Der Wert des Kleinen

#JaZumBauerntum
#Weidehaltung
#Sicherheit
#OffeneWeiden
#Tierschutz
#Grauvieh
#Landwirtschaft
#Naturerlebnis
#Tierliebe
#Zuchterfolg
#Biohof
#Nachhaltigkeit
#JaZumJagdgesetz https://t.co/9it4U9dPQq",wert klein jazumbauerntum weidehaltung sicherheit offeneweiden tierschutz grauvieh landwirtschaft naturerlebnis tierliebe zuchterfolg biohof nachhaltigkeit jazumjagdgesetz,,,,,,,,,,,,,"{'Der': 0.06, 'Wert': 0, 'des': 0, 'Kleinen': 0.03, 'JaZumBauerntum': 0.03, 'Weidehaltung': 0.04, 'Sicherheit': 0.05, 'OffeneWeiden': 0.03, 'Tierschutz': 0.09, 'Grauvieh': 0, 'Landwirtschaft': 1.0, 'Naturerlebnis': 0.76, 'Tierliebe': 0.11499999999999999, 'Zuchterfolg': 0, 'Biohof': 0, 'Nachhaltigkeit': 0.04, 'JaZumJagdgesetz': 0.060000000000000005}",positive,"[0.015487504, 0.0047082365, 0.9798043]",neutral
50.0,25.0,28.0,-0.15,neutral,"Lasst die Landwirte also in Ruhe, weil Pflanzenschutz ein Teil ihrer Arbeit ist um Schädlinge, Krankheiten und Missbildungen an natürlichen Nahrungsmitteln zu verhindern. 
#Landwirtschaft 
#Insekten https://t.co/lSOH8VPBEi",lasst landwirte ruhen pflanzenschutz teil arbeit schädlinge krankheiten missbildungen natürlich nahrungsmitteln verhindern landwirtschaft insekten,,,,,,,,,,,,,"{'Lasst': 0, 'die': 0.07, 'Landwirte': 0.05, 'also': 0, 'in': 0.06, 'Ruhe': 0, 'weil': 0.07, 'Pflanzenschutz': 0.07, 'ein': 0, 'Teil': 0.03, 'ihrer': 0.05, 'Arbeit': 0, 'ist': 0.05, 'um': 0, 'Schädlinge': 0.08, 'Krankheiten': 0.05, 'und': 0.06, 'Missbildungen': 0, 'an': 0, 'natürlichen': 0.08, 'Nahrungsmitteln': 0, 'zu': 0.04, 'verhindern': 0, 'Landwirtschaft': 0.62, 'Insekten': 0.37}",neutral,"[0.801396, 0.05787895, 0.14072497]",neutral
100.0,100.0,86.0,0.7,neutral,"Hilf mit, es geht um viel, 
jeder noch so kleine Betrag 
DANKE

#JaJagdgesetz
#Haustiere
#Weidetiere
#GepflegteKulturlabdschaft
#Landwirtschaft
#Forst
#Menschen
#ÖffentlicheSicherheit
#Pastoralistmus
#Alpaufzug
#Bewegungsfreiheit
#GutesTun
#SpendeJagdgesetz
#JaJSG_am27Sep2020 https://t.co/GTDyIfsO4N",helfen gehen jed kleine betrag danke jajagdgesetz haustiere weidetiere gepflegtekulturlabdschaft landwirtschaft forst menschen öffentlichesicherheit pastoralistmus alpaufzug bewegungsfreiheit gutestun spendejagdgesetz jajsg_am27sep2020,,,,"{'Hilf': 0.02, 'mit': 0, 'es': 0, 'geht': 0, 'um': 0.01, 'viel': 0.01, 'jeder': 0, 'noch': 0, 'so': 0, 'kleine': 0.02, 'Betrag': 0.01, 'DANKE': 0.02, 'JaJagdgesetz': 0, 'Haustiere': 0.03, 'Weidetiere': 0.035, 'GepflegteKulturlabdschaft': 0.03, 'Landwirtschaft': 0.07, 'Forst': 0, 'Menschen': 0.09, 'ÖffentlicheSicherheit': 1.0, 'Pastoralistmus': 0, 'Alpaufzug': 0, 'Bewegungsfreiheit': 0.0225, 'GutesTun': 0.01, 'SpendeJagdgesetz': 0.0325, 'JaJSG_am27Sep2020': 0}",positive,"[0.07234072, 0.032085802, 0.89557344]",,,,,,,"{'Hilf': 0.01, 'mit': 0, 'es': 0, 'geht': 0, 'um': 0.01, 'viel': 0.01, 'jeder': 0, 'noch': 0, 'so': 0, 'kleine': 0.01, 'Betrag': 0.02, 'DANKE': 0.01, 'JaJagdgesetz': 0, 'Haustiere': 0.02, 'Weidetiere': 0.025, 'GepflegteKulturlabdschaft': 0.02, 'Landwirtschaft': 0.04, 'Forst': 0, 'Menschen': 0.02, 'ÖffentlicheSicherheit': 0.03, 'Pastoralistmus': 0, 'Alpaufzug': 0, 'Bewegungsfreiheit': 0.037500000000000006, 'GutesTun': 0.015, 'SpendeJagdgesetz': 0.05, 'JaJSG_am27Sep2020': 0}",positive,"[0.120151274, 0.020036485, 0.8598122]",positive
50.0,75.0,57.0,0.0,neutral,"Für die Landwirtschaft bedeuten vorkommende Wölfe einen erheblichen Mehraufwand, insbesondere beim Weide- und Sömmerungsbetrieb. Durch Wölfe verursachte Risse können überall im Kanton, auch ohne jede Vorwarnung auftreten.

#SicherheitFuerMenschUndTier https://t.co/CEczcyjWzm",landwirtschaft bedeuten vorkommend wölfe erheblich mehraufwand insbesondere beim weiden sömmerungsbetrieb wölfe verursachen risse überall kanton jed vorwarnung auftreten sicherheitfuermenschundtier,,,,,,,,,,,,,"{'Für': 1.0, 'die': 0.01, 'Landwirtschaft': 1.0, 'bedeuten': 0, 'vorkommende': 0, 'Wölfe': 0.03, 'einen': 0.05, 'erheblichen': 0.06, 'Mehraufwand': 0, 'insbesondere': 0.01, 'beim': 0.01, 'Weide-': 0, 'und': 0.02, 'Sömmerungsbetrieb': 0, 'Durch': 0, 'verursachte': 0.02, 'Risse': 0.03, 'können': 0, 'überall': 0, 'im': 0, 'Kanton': 0.01, 'auch': 0, 'ohne': 0.01, 'jede': 0, 'Vorwarnung': 0.02, 'auftreten': 0.02, 'SicherheitFuerMenschUndTier': 0}",neutral,"[0.8348124, 0.07502697, 0.09016064]",neutral
50.0,75.0,57.0,0.0,neutral,Für die Sicherheit des Alppersonals sowie von Wanderern gibt es Checklisten und Empfehlungen der nationalen Beratungsstelle für Unfallverhütung in der Landwirtschaft. Wegen der neuen Situation mit den Rindern bedürfen diese Grundlagen einer Aufarbeitung. https://t.co/QXARFNRJTE,sicherheit alppersonals sowie wanderern geben checklisten empfehlungen national beratungsstelle unfallverhütung landwirtschaft wegen neu situation rindern bedürfen grundlagen aufarbeitung,,,,,,,,,,,,,"{'Für': 0.33, 'die': 0.04, 'Sicherheit': 0.08, 'des': 0.11, 'Alppersonals': 0, 'sowie': 0, 'von': 0.11, 'Wanderern': 0.07, 'gibt': 0.04, 'es': 0, 'Checklisten': 0.12, 'und': 0.04, 'Empfehlungen': 0.12, 'der': 0.04, 'nationalen': 0.17, 'Beratungsstelle': 0.2, 'für': 0.33, 'Unfallverhütung': 0.495, 'in': 1.0, 'Landwirtschaft': 1.0, 'Wegen': 0.04, 'neuen': 0.04, 'Situation': 0.07, 'mit': 0.02, 'den': 0.04, 'Rindern': 0.05, 'bedürfen': 0.03, 'diese': 0, 'Grundlagen': 0.07, 'einer': 0, 'Aufarbeitung': 0}",positive,"[0.1971419, 0.014509982, 0.7883481]",neutral
50.0,75.0,57.0,0.0,neutral,"@pronaturach @AargauerZeitung Hat Sven Altermatt Tantiemen von der Ökolobby erhalten, dass er dermassen über die Landwirtschaft herfällt?",sven altermatt tantiemen ökolobby erhalten dermassen landwirtschaft herfallen,,,,,,,,,,,,,"{'Hat': 0, 'Sven': 0.13, 'Altermatt': 0.23, 'Tantiemen': 0.25, 'von': 0.14, 'der': 0.13, 'Ökolobby': 0, 'erhalten': 0.25, 'dass': 0.35, 'er': 0, 'dermassen': 0.4, 'über': 0, 'die': 0.13, 'Landwirtschaft': 1.0, 'herfällt': 0}",neutral,"[0.76524687, 0.10999039, 0.124762714]",neutral
100.0,100.0,100.0,0.85,neutral,RT @VSohne: Landwirtschaftliche Fütterung der Raubtiere. Jeder eingewanderte Wolf darf sich glücklich schätzen. Nirgends ist er sicherer al…,landwirtschaftliche fütterung raubtiere jed eingewandert wolf dürfen glücklich schätzen nirgends sicher al,,,,,,,,,,,,,"{'Landwirtschaftliche': 1.0, 'Fütterung': 0.39, 'der': 0, 'Raubtiere': 0.22, 'Jeder': 0, 'eingewanderte': 0, 'Wolf': 0.08, 'darf': 0, 'sich': 0.05, 'glücklich': 0, 'schätzen': 0, 'Nirgends': 0.13, 'ist': 0.07, 'er': 0.07, 'sicherer': 0.11, 'al': 0, '…': 0}",positive,"[0.3343038, 0.25553784, 0.4101583]",positive
100.0,100.0,86.0,0.7,neutral,"RT @VSohne: Der Artenschutz darf nicht höher gewertet werden als die Nutztierhaltung, Landwirtschaft und die traditionelle Weidewirtschaft.…",artenschutz dürfen hoch werten nutztierhaltung landwirtschaft traditionell weidewirtschaft,,,,,,,,,,,,,"{'Der': 0.04, 'Artenschutz': 0.21500000000000002, 'darf': 0, 'nicht': 0.07, 'höher': 0.11, 'gewertet': 0, 'werden': 0, 'als': 0, 'die': 0.04, 'Nutztierhaltung': 0, 'Landwirtschaft': 0.14, 'und': 0.07, 'traditionelle': 0.05, 'Weidewirtschaft': 0, '…': 0}",positive,"[0.09458379, 0.020141123, 0.88527507]",positive
50.0,75.0,57.0,0.0,neutral,RT @bregya: @bastiengirod Fakt bleibt: Mehr Wölfe &gt; weniger Nebenerwerbslandwirtschaft &gt; weniger bewirtschaftete Kulturlandchaften &gt; wenige…,fakt bleiben mehr wölfe gt wenig nebenerwerbslandwirtschaft gt wenig bewirtschaften kulturlandchaften gt wenig,,,,,,,,,,,,,"{'Fakt': 0.28, 'bleibt': 0.11, 'Mehr': 0.51, 'Wölfe': 0.14, 'gt': 0.07, 'weniger': 0, 'Nebenerwerbslandwirtschaft': 0.75, 'bewirtschaftete': 0, 'Kulturlandchaften': 0.16, 'wenige': 0.34, '…': 0}",negative,"[0.039729126, 0.79298204, 0.16728884]",neutral
0.0,0.0,0.0,-1.0,neutral,"RT @VSohne: Massiver Rückgang der Nebenerwerbs-Landwirtschaft von 3-4 Prozent im Kanton Wallis - eingeleitet von Bundesstellen, die die Ber…",massiv rückgang nebenerwerbs landwirtschaft prozent kanton wallis einleiten bundesstellen ber,,,,,,,,,,,,,"{'Massiver': 0.82, 'Rückgang': 1.0, 'der': 0.09, 'Nebenerwerbs-Landwirtschaft': 1.0, 'von': 0, '3': 0, '4': 0, 'Prozent': 0.38, 'im': 0, 'Kanton': 0.09, 'Wallis': 0, 'eingeleitet': 0.35, 'Bundesstellen': 0.13, 'die': 0.09, 'Ber': 0, '…': 0}",negative,"[0.0043477975, 0.96988857, 0.025763677]",negative
100.0,100.0,86.0,0.7,neutral,RT @Thomas_Egger_NR: GV der Bauernvereinigung Oberwallis. Die wichtige Rolle der Nebenerwerbslandwirtschaft muss von der Politik anerkannt…,gv bauernvereinigung oberwallis wichtig rolle nebenerwerbslandwirtschaft politik anerkennen,,,,,,,,,,,,,"{'GV': 0, 'der': 0.25, 'Bauernvereinigung': 0.31, 'Oberwallis': 0, 'Die': 0.25, 'wichtige': 0.38, 'Rolle': 0.64, 'Nebenerwerbslandwirtschaft': 0.35, 'muss': 0, 'von': 0, 'Politik': 0, 'anerkannt': 0, '…': 0}",positive,"[0.078174345, 0.007493123, 0.91433257]",positive
50.0,75.0,57.0,0.0,neutral,RT @VSohne: Umfrage des Verbands „Schweizer Bauern“ zum Thema Grossraubtiere vs. Landwirtschaft https://t.co/Okwzl7cnv6,umfrage verbands schweizer bauern thema grossraubtiere vs landwirtschaft,,,,,,,,,,,,,"{'Umfrage': 0, 'des': 0, 'Verbands': 0.14, '„': 0, 'Schweizer': 0, 'Bauern': 0, '“': 0, 'zum': 0, 'Thema': 0, 'Grossraubtiere': 0, 'vs.': 0, 'Landwirtschaft': 0}",neutral,"[0.9063923, 0.008356414, 0.08525137]",neutral
50.0,75.0,57.0,0.0,neutral,"RT @RiederBeat: 26.09.2017
Motion zur Umnutzung nicht mehr benötigter landwirtschaftlicher Bauten zur Wohnnutzung angenommen!
Wir... https:…",motion umnutzung mehr benötigt landwirtschaftlich bauten wohnnutzung annehmen https,,,,,,,,,,,,,"{'26.09.2017': 0, 'Motion': 0.38, 'zur': 0.49, 'Umnutzung': 1.0, 'nicht': 0, 'mehr': 0, 'benötigter': 0, 'landwirtschaftlicher': 1.0, 'Bauten': 0.66, 'Wohnnutzung': 0.21500000000000002, 'angenommen': 0.25, 'Wir': 0.05, '...': 0, 'https': 0.12, '…': 0}",neutral,"[0.6859752, 0.077709585, 0.2363152]",neutral
100.0,100.0,100.0,1.0,neutral,RT @VSohne: Dieses Spielchen auf Kosten der Bevölkerung und der Berglandwirtschaft muss aufhören und effizienter werden https://t.co/gDmh9i…,spielchen kosten bevölkerung berglandwirtschaft aufhören effizient,,,,,,,,,,,,,"{'Dieses': 0.15, 'Spielchen': 0, 'auf': 0, 'Kosten': 0, 'der': 0.26, 'Bevölkerung': 0.38, 'und': 0.25, 'Berglandwirtschaft': 1.0, 'muss': 0, 'aufhören': 0.35, 'effizienter': 0.25, 'werden': 0}",positive,"[0.018213028, 0.0070682927, 0.97471863]",positive
50.0,75.0,57.0,0.0,neutral,RT @VSohne: Das gesamte Gebiet der Landwirtschaftlichen Nutzfläche  und innerorts muss in den Perimeter des Wolfsabschusses! https://t.co/w…,gesamt gebiet landwirtschaftlich nutzfläche innerorts perimeter wolfsabschusses,,,,,,,,,,,,,"{'Das': 0.04, 'gesamte': 0.17, 'Gebiet': 0.14, 'der': 0.04, 'Landwirtschaftlichen': 0.2, 'Nutzfläche': 0.14, 'und': 0.08, 'innerorts': 0.03, 'muss': 0, 'in': 0.03, 'den': 0.04, 'Perimeter': 0.07, 'des': 0, 'Wolfsabschusses': 0.06}",neutral,"[0.5995378, 0.05538587, 0.3450763]",neutral
0.0,0.0,0.0,-1.0,negative,"RT @VSohne: Neuseeland verbietet Einfuhr von Grossraubtieren, weil es fatal für Tourismus &amp; Landwirtschaft ist. VS-Initiative... https://t.…",neuseeland verbieten einfahren grossraubtieren fatal tourismus amp landwirtschaft vs initiative,,,,,,,,,,,,,"{'Neuseeland': 0.035, 'verbietet': 0, 'Einfuhr': 0, 'von': 0, 'Grossraubtieren': 0.045, 'weil': 0.15, 'es': 1.0, 'fatal': 0.56, 'für': 0, 'Tourismus': 0.08, 'amp': 0.05, 'Landwirtschaft': 1.0, 'ist': 1.0, 'VS-Initiative': 0, '...': 0}",negative,"[0.014647569, 0.9328938, 0.05245865]",negative
100.0,100.0,86.0,0.7,neutral,"RT @VSohne: AGRO Wallis, Publikationsorgan der Oberwalliser Landwirtschafts-Kammer, unterstützt Walliser Volksinitiative https://t.co/SlhVY…",agro wallis publikationsorgan oberwalliser landwirtschafts kammer unterstützen walliser volksinitiative,,,,,,,,,,,,,"{'AGRO': 0.13, 'Wallis': 0.14, 'Publikationsorgan': 0, 'der': 0.49, 'Oberwalliser': 0.225, 'Landwirtschafts-Kammer': 0.26, 'unterstützt': 1.0, 'Walliser': 0, 'Volksinitiative': 0.605}",positive,"[0.010694441, 0.0018011407, 0.9875044]",positive
