answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"Wenn die bestehenden parlamentarischen Vorstösse nicht ausreichen, dann schaffen wir uns eben neue politische Instrumente. #lohngleichheit #klimanotstand https://t.co/1nrkW0hDXJ",bestehend parlamentarisch vorstösse ausreichen schaffen eben neue politische instrumente lohngleichheit klimanotstand,,,,,,,"{'Wenn': 0, 'die': 0.05, 'bestehenden': 0.05, 'parlamentarischen': 0.04, 'Vorstösse': 0, 'nicht': 0.04, 'ausreichen': 0, 'dann': 0.04, 'schaffen': 0.06, 'wir': 0, 'uns': 0, 'eben': 0, 'neue': 0.05, 'politische': 0.04, 'Instrumente': 0.06, 'lohngleichheit': 0, 'klimanotstand': 0.36}",positive,"[0.34248126, 0.31229082, 0.34522787]",,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @uelifisch: Der Regierungsrat #Thurgau möchte die #Lohngleichheitscharta aus staatspolitischen Gründen nicht unterzeichnen. Aber er könn…,regierungsrat thurgau mögen lohngleichheitscharta staatspolitischen gründen unterzeichnen könn,,,,,,,"{'Der': 0.06, 'Regierungsrat': 0.055, 'Thurgau': 0.09, 'möchte': 0, 'die': 0.06, 'Lohngleichheitscharta': 0.11, 'aus': 0, 'staatspolitischen': 0.15, 'Gründen': 0, 'nicht': 0.36, 'unterzeichnen': 0.27, 'Aber': 0.87, 'er': 0, 'könn': 1.0, '…': 0}",neutral,"[0.6498784, 0.046082594, 0.304039]",,,,positive
100.0,100.0,100.0,0.85,neutral,"Die Lohngleichheit ist in der Thurgauer Verwaltung immer noch nicht Realität! Mit 3.9% Prozent Lohndifferenz ist man zwar besser als andere Kantone, aber das reicht halt einfach nicht. https://t.co/j7AxDQDBTr",lohngleichheit thurgauer verwaltung immer realität prozent lohndifferenz gut kantone reichen halt einfach,,,,,,,"{'Die': 0.08, 'Lohngleichheit': 0.545, 'ist': 0.48, 'in': 0.24, 'der': 0.08, 'Thurgauer': 0.13, 'Verwaltung': 0.09, 'immer': 0, 'noch': 0.8, 'nicht': 0.2, 'Realität': 1.0, 'Mit': 0.07, '3.9': 0, 'Prozent': 0, 'Lohndifferenz': 0.03, 'man': 0, 'zwar': 0.255, 'besser': 0.05, 'als': 0, 'andere': 0, 'Kantone': 0.04, 'aber': 0.09, 'das': 0.03, 'reicht': 0, 'halt': 0, 'einfach': 0}",negative,"[0.006945768, 0.9838065, 0.009247847]",,,,positive
50.0,75.0,57.0,0.0,neutral,Mit dabei sind inzwischen auch 10% der Thurgauer Gemeinden. Die fehlenden 72 Gemeinden und der Kanton dürfen sich gerne noch anschliessen. #lohngleichheit https://t.co/dlPv1CASa7,dabei inzwischen thurgauer gemeinden fehlend gemeinden kanton dürfen gerne anschliessen lohngleichheit,,,,,,,"{'Mit': 0, 'dabei': 0, 'sind': 0.13, 'inzwischen': 0.08, 'auch': 0.05, 'der': 0.08, 'Thurgauer': 0.14, 'Gemeinden': 0.19, 'Die': 0.08, 'fehlenden': 0.05, 'und': 0.08, 'Kanton': 0.19, 'dürfen': 0, 'sich': 0, 'gerne': 0, 'noch': 0, 'anschliessen': 0, 'lohngleichheit': 0}",positive,"[0.038721997, 0.005674289, 0.9556038]",,,,neutral
50.0,75.0,57.0,0.0,neutral,Demo für Lohngleichheit und gegen Diskriminierung. #enough18 @ Bundesplatz https://t.co/jfxeX7Teqz,demo lohngleichheit diskriminierung enough18 bundesplatz,,,,,,,"{'Demo': 0, 'für': 1.0, 'Lohngleichheit': 0.715, 'und': 0.3, 'gegen': 0.43, 'Diskriminierung': 0.38, 'enough18': 0.14, 'Bundesplatz': 0.14}",positive,"[0.004364455, 0.002396693, 0.9932388]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"Noch mehr Pünktli, Pünktli, Pünktli!🔴
Der Thurgau ist inzwischen der Kanton mit den meisten Gemeinden, welche die Charta der Lohngleichheit unterschrieben haben! https://t.co/vNbxeodEEm",mehr pünktli pünktli pünktli thurgau inzwischen kanton meist gemeinden welch charta lohngleichheit unterschreiben,,,,,,,"{'Noch': 0, 'mehr': 0.07, 'Pünktli': 0, 'Der': 0.11, 'Thurgau': 0.11, 'ist': 0.06, 'inzwischen': 0.11, 'der': 0.11, 'Kanton': 0.06, 'mit': 0.09, 'den': 0.11, 'meisten': 0.16, 'Gemeinden': 0.14, 'welche': 0, 'die': 0.11, 'Charta': 0.37, 'Lohngleichheit': 1.0, 'unterschrieben': 0.18, 'haben': 0.11}",positive,"[0.016731711, 0.0017372386, 0.981531]",,,,neutral
50.0,75.0,57.0,0.0,neutral,Erstes Zeichen für die Lohngleichheit aus dem Kanton Thurgau: Salmsach unterzeichnet die #ChartaLohngleichheit.💜 Hoffentlich folgen bald viele weitere TG-Gemeinden und der Kanton! https://t.co/o0jnRgUgKL,erst zeichen lohngleichheit kanton thurgau salmsach unterzeichnen chartalohngleichheit hoffentlich folgen bald weit tg gemeinden kanton,,,,,,,"{'Erstes': 1.0, 'Zeichen': 1.0, 'für': 0, 'die': 0.02, 'Lohngleichheit': 0.56, 'aus': 0, 'dem': 0.02, 'Kanton': 0.04, 'Thurgau': 0.07, 'Salmsach': 0.04, 'unterzeichnet': 0, 'ChartaLohngleichheit': 0.56, 'Hoffentlich': 0.25, 'folgen': 0.07, 'bald': 0, 'viele': 0, 'weitere': 0, 'TG-Gemeinden': 0.04, 'und': 0.03, 'der': 0.02}",positive,"[0.1696256, 0.012840352, 0.817534]",,,,neutral
0.0,0.0,0.0,-1.0,negative,"RT @alliance_F: #Lohngleichheit mit Bubenstreich auf Sankt Nimmerleinstag verschoben: Es ist beschämend, dass der Ständerat auch 37 Jahre n…",lohngleichheit bubenstreich sinken nimmerleinstag verschieben beschämend ständerat jahre n,,,,,,,"{'Lohngleichheit': 1.0, 'mit': 0.38, 'Bubenstreich': 0.25, 'auf': 0, 'Sankt': 0, 'Nimmerleinstag': 0.07, 'verschoben': 0.18, 'Es': 0.06, 'ist': 0.06, 'beschämend': 0.19, 'dass': 0.04, 'der': 0.07, 'Ständerat': 0.07250000000000001, 'auch': 0.04, 'Jahre': 0.07, 'n': 0.05, '…': 0}",positive,"[0.33393446, 0.038201395, 0.6278642]",,,,negative
50.0,75.0,57.0,0.0,neutral,RT @EBG_BFEG_UFU: Bundesrat Alain Berset: Öff. Sektor muss bei Lohngleichheit Vorbild sein und seinen Einfluss nutzen @AlainBerset #Konfere…,bundesrat alain berset öff sektor lohngleichheit vorbild einfluss nutzen konfere,,,,,,,"{'Bundesrat': 0.05, 'Alain': 0.03, 'Berset': 0.04, 'Öff': 0, 'Sektor': 0.06, 'muss': 1.0, 'bei': 0, 'Lohngleichheit': 0.585, 'Vorbild': 0.32, 'sein': 0, 'und': 0.07, 'seinen': 0, 'Einfluss': 0, 'nutzen': 0.63, 'Konfere': 0, '…': 0}",positive,"[0.27094233, 0.004919865, 0.72413784]",,,,neutral
100.0,100.0,100.0,1.0,negative,Noch eine gute Tat vor dem Wochenende: Einmal bitte kurz den Aufruf für Lohngleichheit unterschreiben! (Danke... https://t.co/4AUw9biZtJ,gut tun wochenende bitte kurz aufruf lohngleichheit unterschreiben danke,,,,,,,"{'Noch': 0, 'eine': 0, 'gute': 0, 'Tat': 0, 'vor': 0.05, 'dem': 0.11, 'Wochenende': 0.07, 'Einmal': 0, 'bitte': 0, 'kurz': 0, 'den': 0.11, 'Aufruf': 0, 'für': 0.17, 'Lohngleichheit': 0.315, 'unterschreiben': 0.18, 'Danke': 0.435, '...': 0}",positive,"[0.033062994, 0.0022918852, 0.96464515]",,,,positive
50.0,75.0,57.0,0.0,negative,RT @spschweiz: Unser Online-Voting zu den Forderungen vom #Frauenstreik hat klar gezeigt: Es braucht Initiativen sowohl zur #Lohngleichheit…,online voting forderungen frauenstreik klaren zeigen brauchen initiativen sowohl lohngleichheit,,,,,,,"{'Unser': 0.07, 'Online-Voting': 0, 'zu': 0, 'den': 0.2, 'Forderungen': 0, 'vom': 0.2, 'Frauenstreik': 0.32, 'hat': 0, 'klar': 0, 'gezeigt': 0.12, 'Es': 0, 'braucht': 0, 'Initiativen': 0.27, 'sowohl': 0, 'zur': 0.2, 'Lohngleichheit': 0, '…': 0}",positive,"[0.0697273, 0.009315871, 0.92095685]","{'Unser': 0.07, 'Online-Voting': 0, 'zu': 0, 'den': 0.06, 'Forderungen': 0, 'vom': 0.06, 'Frauenstreik': 0.12, 'hat': 0, 'klar': 0, 'gezeigt': 0.22, 'Es': 0, 'braucht': 0, 'Initiativen': 1.0, 'sowohl': 0, 'zur': 0.06, 'Lohngleichheit': 0, '…': 0}",neutral,"[0.5685074, 0.21534027, 0.2161524]",neutral
