answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,86.0,0.7,neutral,RT @CVPAargau: Nachhaltigkeit und soziale Marktwirtschaft sind CVP-Anliegen. @CVPAargau will Standort und Arbeitsplätze @kantonaargau besse…,nachhaltigkeit soziale marktwirtschaft cvp anliegen standort arbeitsplätze besse,,,,,,,,,,,,,,,,,,,"{'Nachhaltigkeit': 0.65, 'und': 0.19, 'soziale': 0.28, 'Marktwirtschaft': 0.385, 'sind': 1.0, 'CVP-Anliegen': 0.935, 'will': 0, 'Standort': 0.25, 'Arbeitsplätze': 0.16, 'besse': 0, '…': 0}",positive,"[0.025999596, 0.04576541, 0.928235]",,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"Seit 2013 weiss man, dass eine E-ID integriert in die Identitätskarte machbar ist. Gemacht wurde all die Jahre nichts. Immerhin gibt es schon einen Plan B, falls die Abstimmung am 7. März 2020 bachab geht.

#Digitalisierung #Switzerland #Winterschlaf

https://t.co/eeQutlfsLZ",seit weiss e id integrieren identitätskarte machbar all jahre immerhin geben schon plan b falls abstimmung märz bachab gehen digitalisierung switzerland winterschlaf,,,,,,,,,,,,,,,,,,,,,,"{'Seit': 0.02, '2013': 0, 'weiss': 0, 'man': 0, 'dass': 0.03, 'eine': 0, 'E-ID': 0, 'integriert': 0.03, 'in': 0.03, 'die': 0.03, 'Identitätskarte': 0, 'machbar': 0, 'ist': 0.02, 'Gemacht': 0, 'wurde': 0, 'all': 0.03, 'Jahre': 0.03, 'nichts': 0.1, 'Immerhin': 0.035, 'gibt': 0, 'es': 0.02, 'schon': 0, 'einen': 0.03, 'Plan': 0.03, 'B': 0.05, 'falls': 0, 'Abstimmung': 0, 'am': 0, '7.': 0, 'März': 0.04, '2020': 0, 'bachab': 0, 'geht': 0.04, 'Digitalisierung': 0, 'Switzerland': 0.14, 'Winterschlaf': 0}",neutral,"[0.89562327, 0.033453025, 0.07092362]",,,,,,,,,,,,,positive
75.0,100.0,86.0,0.5,neutral,"#Automatisierung und #Digitalisierung schafft mehr neue Jobs. Eine Chance für die Schweiz mit guten Schulen und dem Dualen Bildungssystem.
 
https://t.co/kFgMTW7NUv",automatisierung digitalisierung schaffen mehr neue jobs chance schweiz gut schulen dual bildungssystem,,,,,,,,,,,,,,,,,,,,,,"{'Automatisierung': 0.33, 'und': 0.06, 'Digitalisierung': 0, 'schafft': 0, 'mehr': 0.21, 'neue': 0.1, 'Jobs': 0.14, 'Eine': 0, 'Chance': 0, 'für': 0.05, 'die': 0.06, 'Schweiz': 0.07, 'mit': 0.05, 'guten': 0.07, 'Schulen': 0.08, 'dem': 0.06, 'Dualen': 0, 'Bildungssystem': 0.08499999999999999}",positive,"[0.015727755, 0.0050841863, 0.979188]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,@rolizeller @BAG_OFSP_UFSP R.I.P #Digitalisierung,r i p digitalisierung,,,,,,,,,,,,,,,,,,,,,,"{'R.I.P': 0, 'Digitalisierung': 0}",positive,"[0.36741248, 0.01498936, 0.61759824]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"«Statt übers eigene Meldesystem erfuhren BAG-Mitarbeitende bis vor kurzem in vielen Fällen erst durch die Presse oder über die Online-Enzyklopädie Wikipedia von Todesfällen oder von geheilten Patienten.» #COVID #Digitalisierung #Digitalization
https://t.co/n96t0RNlrk",statt übers eigene meldesystem erfahren bag mitarbeitend kurz fällen erst pressen online enzyklopädie wikipedia todesfällen geheilt patienten covid digitalisierung digitalization,,,,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Statt': 0, 'übers': 0, 'eigene': 0, 'Meldesystem': 0, 'erfuhren': 0, 'BAG-Mitarbeitende': 0, 'bis': 0, 'vor': 0, 'kurzem': 0, 'in': 0, 'vielen': 0, 'Fällen': 0, 'erst': 0, 'durch': 0, 'die': 0, 'Presse': 0, 'oder': 0, 'über': 0, 'Online-Enzyklopädie': 0, 'Wikipedia': 0, 'von': 0, 'Todesfällen': 0, 'geheilten': 0, 'Patienten': 0, '»': 0, 'COVID': 0, 'Digitalisierung': 0, 'Digitalization': 0}",neutral,"[0.9545447, 0.010230958, 0.035224326]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Schweizer Stimmvolk nimmt das #Geldspielgesetz überraschend deutlich an. Wenn das Beispiel Schule macht, braucht das Land keine Förderprogramme für #Digitalisierung mehr 🤬",schweizer stimmvolk nehmen geldspielgesetz überraschen deutlich beispiel schule brauchen land förderprogramme digitalisierung mehr,,,,,,,,,,,,,,,,,,,,,,"{'Schweizer': 0.04, 'Stimmvolk': 0.06, 'nimmt': 0, 'das': 0, 'Geldspielgesetz': 0.05, 'überraschend': 0, 'deutlich': 0.02, 'an': 0, 'Wenn': 0, 'Beispiel': 0.07, 'Schule': 0, 'macht': 0, 'braucht': 0.13, 'Land': 0, 'keine': 0, 'Förderprogramme': 0.225, 'für': 0.38, 'Digitalisierung': 0, 'mehr': 0, '🤬': 0}",neutral,"[0.8813806, 0.030390741, 0.08822867]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"#BRAVO! So geht man mit #Digitalisierung um - @stadtzuerich einigt sich mit @Airbnb! Es geht auch @OhneNetzsperren!!!
 
https://t.co/VMBpHCZFye https://t.co/Z9wXieMJ39",bravo gehen digitalisierung gehen,,,,,,,,,,,,,,,,,,,,,,"{'BRAVO': 0.14, 'So': 0, 'geht': 0, 'man': 0, 'mit': 0.43, 'Digitalisierung': 0, 'um': 0, 'einigt': 0.26, 'sich': 0, 'Es': 0.07, 'auch': 0.13}",positive,"[0.39431643, 0.02264592, 0.5830376]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Man könnte auch den Lehrplan anpassen. Das hat übrigens für einmal nichts mit #Digitalisierung zu tun, auch wenn man das meinen könnte.
https://t.co/FZLr3IAyJI https://t.co/dHqL4TzBvv",lehrplan anpassen übrigens digitalisierung tun,,,,,,,,,,,,,,,,,,,,,,"{'Man': 0, 'könnte': 0.01, 'auch': 0.02, 'den': 0.02, 'Lehrplan': 0.09, 'anpassen': 0, 'Das': 0.02, 'hat': 0, 'übrigens': 0.02, 'für': 0.03, 'einmal': 0.04, 'nichts': 0.17, 'mit': 0.17, 'Digitalisierung': 0, 'zu': 0.07, 'tun': 0.1, 'wenn': 0.06, 'man': 0, 'das': 0, 'meinen': 0.03}",neutral,"[0.93984044, 0.042562235, 0.017597288]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @Thomas_toao: Der #Klassiker zu #Digitalisierung https://t.co/SpEt0JcTFH,klassiker digitalisierung,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.22, 'Klassiker': 0.27, 'zu': 0, 'Digitalisierung': 0}",positive,"[0.018923074, 0.007163997, 0.9739129]",,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,negative,"@mrsealand Mit #Digitalisierung hat #Sopre nichts zu tun, schliesslich gabt es ja bereits eine alte Software bei der #SBB. Wenn bei einem 20 Mio. Projekt nichts brauchbares herauskommt, haben viele Leute ihren Job nicht richtig gemacht! Leidtragende sind die Lokführer.",digitalisierung sopre tun schliesslich geben ja bereits alt software sbb mio projekt brauchbar herauskommt leute job richtig leidtragend lokführer,,,,,,,,,,,,,,,,,,,,,,"{'Mit': 0.18, 'Digitalisierung': 0, 'hat': 0, 'Sopre': 0, 'nichts': 0.02, 'zu': 0.04, 'tun': 0.06, 'schliesslich': 0.02, 'gabt': 0, 'es': 0, 'ja': 0, 'bereits': 0.02, 'eine': 0, 'alte': 0, 'Software': 0.09, 'bei': 0, 'der': 0.02, 'SBB': 0.06, 'Wenn': 0, 'einem': 0, '20': 0, 'Mio.': 0, 'Projekt': 0.03, 'brauchbares': 0.02, 'herauskommt': 0.01, 'haben': 0.04, 'viele': 0, 'Leute': 0.02, 'ihren': 0, 'Job': 0.01, 'nicht': 0, 'richtig': 0, 'gemacht': 0, 'Leidtragende': 0, 'sind': 0, 'die': 0.02, 'Lokführer': 0.03}",neutral,"[0.6615218, 0.2859941, 0.052484065]",,,,,,,,,,,,,negative
100.0,100.0,100.0,0.85,neutral,"Liebe #SwissICT Freunde, wer gegen staatliche #Internetzensur und #Netzsperren ist, muss jetzt unbedingt helfen beim Referendum gegen das neue Geldspielgesetz. Für #Digitalisierung, gegen #Netzsperre https://t.co/GJmy2B4G5R",lieb swissict freunde wer staatliche internetzensur netzsperren unbedingt helfen beim referendum neue geldspielgesetz digitalisierung netzsperre,,,,,,,,,,,,,,,,,,,,,,"{'Liebe': 0, 'SwissICT': 0.03, 'Freunde': 0.02, 'wer': 0, 'gegen': 0.19, 'staatliche': 0.02, 'Internetzensur': 0.04, 'und': 0.02, 'Netzsperren': 0, 'ist': 0.02, 'muss': 0, 'jetzt': 0.15, 'unbedingt': 0, 'helfen': 0.11, 'beim': 0.03, 'Referendum': 0.13, 'das': 0, 'neue': 0.03, 'Geldspielgesetz': 0.03, 'Für': 1.0, 'Digitalisierung': 0, 'Netzsperre': 0}",positive,"[0.46603146, 0.06276661, 0.47120193]",,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,positive,Wie IT helfen kann Foodwaste zu vermindern! Super Idee von @FlorianGyger und Emin Khateeb. #foodwaste #Digitalisierung https://t.co/gERAzwbRJu,it helfen foodwaste vermindern super idee emin khateeb foodwaste digitalisierung,,,,,,,,,,,,,,,,,,,,,,"{'Wie': 0, 'IT': 0.03, 'helfen': 0.04, 'kann': 0.02, 'Foodwaste': 0.53, 'zu': 0, 'vermindern': 0.04, 'Super': 0, 'Idee': 0, 'von': 0.04, 'und': 0.05, 'Emin': 0, 'Khateeb': 0.14, 'foodwaste': 0.53, 'Digitalisierung': 0}",positive,"[0.30555633, 0.009437674, 0.68500596]",,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,negative,@WilleMwille7114 @indizde Bitte nicht #Digitalisierung und #SocialMedia gleichsetzen.,bitte digitalisierung socialmedia gleichsetzen,,,,,,,,,,,,,,,,,,,,,,"{'Bitte': 0, 'nicht': 0.48, 'Digitalisierung': 0, 'und': 0.24, 'SocialMedia': 0.29, 'gleichsetzen': 0.54}",negative,"[0.18024547, 0.75477546, 0.06497903]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Cyber-Rekrutenschule - das Parlament zeigt wieder einmal, wie wenig es von #Internet und #Digitalisierung versteht.
https://t.co/9N7PfN45WB",cyber rekrutenschule parlament zeigen wenig internet digitalisierung verstehen,,,,,,,,,,,,,,,,,,,,,,"{'Cyber-Rekrutenschule': 0, 'das': 0, 'Parlament': 0.12, 'zeigt': 0, 'wieder': 0.25, 'einmal': 0.17, 'wie': 0.94, 'wenig': 1.0, 'es': 0, 'von': 0, 'Internet': 0.18, 'und': 0.12, 'Digitalisierung': 0, 'versteht': 1.0}",negative,"[0.13224861, 0.8547675, 0.012983899]",,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"Aus dem Baselland kommen zukünftig die besten HaushalterInnen - Zurück in die digitale Steinzeit! #Digitalisierung
https://t.co/cgLKTCxgB5",baselland kommen zukünftig gut haushalterinnen zurück digitale steinzeit digitalisierung,,,,,,,,,,,,,,,,,,,,,,"{'Aus': 0, 'dem': 0.060000000000000005, 'Baselland': 0.09, 'kommen': 0.05, 'zukünftig': 0.05, 'die': 0.07, 'besten': 0.1, 'HaushalterInnen': 0.1, 'Zurück': 0.12, 'in': 0.04, 'digitale': 0.13, 'Steinzeit': 0.10500000000000001, 'Digitalisierung': 0.93}",positive,"[0.0061239474, 0.0015074653, 0.99236864]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,RT @PascalKaufmann: Lauter Nullen - die Schweizer Politik tappt im Dunkeln wenn es ums Thema Zukunft und Digitalisierung geht https://t.co/…,laut nullen schweizer politik tappen dunkeln ums thema zukunft digitalisierung gehen,,,,,,,,,,,,,,,,,,,,,,"{'Lauter': 0, 'Nullen': 0.15, 'die': 0.12, 'Schweizer': 0.04, 'Politik': 0, 'tappt': 0, 'im': 0, 'Dunkeln': 0.41, 'wenn': 0, 'es': 0, 'ums': 0, 'Thema': 0, 'Zukunft': 0.64, 'und': 1.0, 'Digitalisierung': 0, 'geht': 0}",neutral,"[0.8187298, 0.011799844, 0.16947031]",,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,What's next: #Airbnb muss für alle Übernachtungen #Kurtaxen entrichten? #Digitalisierung braucht bessere Lösungen! https://t.co/zMdcWIozyt https://t.co/MjyCFqQdUg,what s next airbnb all übernachtungen kurtaxen entrichten digitalisierung brauchen gut lösungen,,,,,,,,,,,,,,,,,,,,,,"{""What's"": 0, 'next': 0.07, 'Airbnb': 0.11, 'muss': 0.06, 'für': 0.07, 'alle': 0, 'Übernachtungen': 0.07, 'Kurtaxen': 0.1, 'entrichten': 0.07, 'Digitalisierung': 0, 'braucht': 1.0, 'bessere': 0.9, 'Lösungen': 0.69}",negative,"[0.009617909, 0.90853393, 0.08184826]",,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,Die ästhetische Seite der #Digitalisierung! https://t.co/aeBunByfNm via @BernerZeitung,ästhetisch seite digitalisierung via,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.18, 'ästhetische': 0.31, 'Seite': 0, 'der': 0.18, 'Digitalisierung': 0, 'via': 0.28}",positive,"[0.004864922, 0.0016564057, 0.99347866]",,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"@gerhardpfister spricht über #Digitalisierung. Bin seit 10 Jahren ""Digitalisierer"", freue mich auf die Diskussion! https://t.co/Q0RjwO0qOv",sprechen digitalisierung seit jahren digitalisierer freuen diskussion,,,,,,,,,,,,,,,,,,,,,,"{'spricht': 0, 'über': 0, 'Digitalisierung': 0, 'Bin': 0, 'seit': 0, '10': 0, 'Jahren': 0.09, 'Digitalisierer': 0, 'freue': 0, 'mich': 0, 'auf': 0, 'die': 0.09, 'Diskussion': 0.27}",positive,"[0.016971435, 0.001960979, 0.98106766]",,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,neutral,"Ein Verbot von E-Bikes im Gebirge ist prüfenswert. Nicht wegen dem Umweltschutz, sondern weil damit Leute an Orte und in Situationen kommen, die ihrem fahrerischen Können nicht entsprechen.
https://t.co/g1eC7162zG",verbieten e bikes gebirge prüfenswert wegen umweltschutz leute orte situationen kommen fahrerischen entsprechen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ein': 0.08, 'Verbot': 0.23, 'von': 0, 'E-Bikes': 0, 'im': 0, 'Gebirge': 0, 'ist': 0.13, 'prüfenswert': 0.55, 'Nicht': 0.1, 'wegen': 0.17, 'dem': 0.04, 'Umweltschutz': 0.46499999999999997, 'sondern': 0.94, 'weil': 0.17, 'damit': 0.04, 'Leute': 0.03, 'an': 0, 'Orte': 0.03, 'und': 0.04, 'in': 0.03, 'Situationen': 0.03, 'kommen': 0, 'die': 0.03, 'ihrem': 0, 'fahrerischen': 0.02, 'Können': 0, 'nicht': 0.1, 'entsprechen': 0}",neutral,"[0.7957962, 0.19301257, 0.0111911455]",,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,Ständeratskandidatin und Parteipräsidentin ⁦@BinderMarianne⁩ die „Schwiegertöchter des Umweltschutzartikels“. #DGCVPAG ⁦@CVPAargau⁩ https://t.co/blUeuxon3A,ständeratskandidatin parteipräsidentin schwiegertöchter umweltschutzartikels dgcvpag,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ständeratskandidatin': 0.15000000000000002, 'und': 0.04, 'Parteipräsidentin': 0.125, '\u2066\u2069': 0, 'die': 0, '„': 0, 'Schwiegertöchter': 0, 'des': 0, 'Umweltschutzartikels': 0, '“': 0, 'DGCVPAG': 0}",positive,"[0.42096436, 0.031156247, 0.5478794]",,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"Liebe @Blickch-Redaktion, das ist keine Kehrtwende, schliesslich hat die @CVP_PDC bereits in den 70ern massgebend zur Einführung vom Umweltschutz Artikel beigetragen.
https://t.co/PT71inA9Tp",lieb redaktion kehrtwende schliesslich bereits 70ern massgebend einführung umweltschutz artikel beitragen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Liebe': 0, '-Redaktion': 0.17, 'das': 0, 'ist': 0.05, 'keine': 0, 'Kehrtwende': 0, 'schliesslich': 0.08, 'hat': 0, 'die': 0.08, 'bereits': 0, 'in': 0, 'den': 0.08, '70ern': 0, 'massgebend': 0, 'zur': 0.08499999999999999, 'Einführung': 0.65, 'vom': 0.08, 'Umweltschutz': 0.66, 'Artikel': 0, 'beigetragen': 0.18}",positive,"[0.029310735, 0.0072243675, 0.963465]",,,,,,,,,,positive
75.0,100.0,86.0,0.5,negative,"RT @DTschuempi: In der Schweiz ist Grosses nicht mehr möglich. Die Schweizer überlassen Olympia aus Umweltschutzgründen lieber Diktatoren,…",schweiz grosses mehr möglich schweizer überlassen olympia umweltschutzgründen lieb diktatoren,,,,,,,,,,,,,,,,,,,,,,,,,"{'In': 0.06, 'der': 0.02, 'Schweiz': 0.12, 'ist': 0, 'Grosses': 0, 'nicht': 0, 'mehr': 0, 'möglich': 0.06, 'Die': 0.02, 'Schweizer': 0.11, 'überlassen': 0, 'Olympia': 0, 'aus': 0, 'Umweltschutzgründen': 0.77, 'lieber': 0, 'Diktatoren': 0.05, '…': 0}",neutral,"[0.51680934, 0.28942043, 0.19377021]",,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @CVPAargau: «Ein Beitritt zur EU ist kein Souveränitätsgewinn und passt nicht zum Erfolgsmodell 🇨🇭. Zur direkten Demokratie. Zum Föderal…,beitreten eu souveränitätsgewinn passt erfolgsmodell direkt demokratie föderal,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Ein': 0, 'Beitritt': 0, 'zur': 0, 'EU': 0, 'ist': 0, 'kein': 0, 'Souveränitätsgewinn': 0, 'und': 0, 'passt': 0, 'nicht': 0, 'zum': 0, 'Erfolgsmodell': 0, '🇨': 0, '🇭': 0, 'Zur': 0, 'direkten': 0, 'Demokratie': 0, 'Zum': 0, 'Föderal': 0, '…': 0}",neutral,"[0.6125227, 0.18614797, 0.20132929]",,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @BernhardGuhl: Der bilaterale Weg ist für die #Schweizer #Wirtschaft  enorm wichtig. Weder EU-Beitritt noch Alleingang sind Alternativen…,bilateral schweizer wirtschaft enorm wichtig weder eu beitreten alleingang alternativ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.05, 'bilaterale': 0.1, 'Weg': 0.08, 'ist': 0.07, 'für': 0.04, 'die': 0.05, 'Schweizer': 0.05, 'Wirtschaft': 0, 'enorm': 0, 'wichtig': 0.13, 'Weder': 0.4, 'EU-Beitritt': 0.11, 'noch': 0, 'Alleingang': 0.1, 'sind': 0.33, 'Alternativen': 0.49, '…': 0}",neutral,"[0.49636057, 0.17713891, 0.32650054]",,,,,,,positive
