answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,100.0,1.0,neutral,"RT @LandoltMartin: Heute ist ein guter Tag, um daran zu erinnern, dass die beste Lösung eine Verknüpfung des Rentenalters mit der Lebenserw…",heute gut tag daran erinnern gut lösung verknüpfung rentenalters lebenserw,,,,,,,"{'Heute': 0.1, 'ist': 0.3, 'ein': 0, 'guter': 0, 'Tag': 0, 'um': 0.05, 'daran': 0.63, 'zu': 0.63, 'erinnern': 0.16, 'dass': 0.09, 'die': 0.11, 'beste': 0, 'Lösung': 0.43, 'eine': 0, 'Verknüpfung': 0, 'des': 0, 'Rentenalters': 0.915, 'mit': 1.0, 'der': 0.11, 'Lebenserw': 0, '…': 0}",positive,"[0.20122957, 0.011477202, 0.78729326]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,negative,"RT @PhTschopp: .@Vimentis-Umfrage zeigt: Mehrheit (unabhängig ob links o. rechts) befürwortet #Rentenaltererhöhung. Indiz, dass @BDPSchweiz…",umfrage zeigen mehrheit unabhängig links o rechts befürworten rentenaltererhöhung indiz,,,,,,,"{'.-Umfrage': 0, 'zeigt': 0, 'Mehrheit': 0.1, 'unabhängig': 0, 'ob': 0, 'links': 0, 'o.': 0, 'rechts': 0.07, 'befürwortet': 0, 'Rentenaltererhöhung': 0.88, 'Indiz': 0.14, 'dass': 0.11, '…': 0}",positive,"[0.0225048, 0.0051064324, 0.97238874]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,RT @BDPSchweiz: Mit deinem Nein an der Urne kannst du die Quote von 10% an gemeinnützigem Wohnungsbau und damit eine finanzielle Mehrbelast…,nein urne quote gemeinnützig wohnungsbau finanzielle mehrbelast,,,,,,,,,,"{'Mit': 0.02, 'deinem': 0.02, 'Nein': 0.04, 'an': 0.08, 'der': 0.07, 'Urne': 0.12, 'kannst': 0.04, 'du': 0, 'die': 0.07, 'Quote': 0, 'von': 0, 'gemeinnützigem': 0, 'Wohnungsbau': 1.0, 'und': 0.17, 'damit': 0, 'eine': 0, 'finanzielle': 0.14, 'Mehrbelast': 0.155, '…': 0}",neutral,"[0.39702892, 0.37126616, 0.23170497]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @heluecht: Liebe Radfahrer, die ihr Nachts ohne Licht im Mischverkehr fahrt: Habt ihr wenigstens einen Organspenderausweis ausgefüllt?",lieb radfahrer nachts licht mischverkehr fahrt wenigstens organspenderausweis ausfüllen,,,,,,,,,,,,,"{'Liebe': 0, 'Radfahrer': 0, 'die': 0, 'ihr': 0, 'Nachts': 0.06, 'ohne': 0.08, 'Licht': 0, 'im': 0, 'Mischverkehr': 0.06, 'fahrt': 0, 'Habt': 0.55, 'wenigstens': 0.35, 'einen': 0, 'Organspenderausweis': 0, 'ausgefüllt': 0.28}",neutral,"[0.9136111, 0.00429769, 0.082091175]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @TeleBaernTV: Talk-Täglich heute ab 18.30 Uhr: Die Regierungsräte Käser &amp; Rickenbacher im Einbürgerungstest. #be14 @TelebaernTV http://t…,talk täglich heute ab uhr regierungsräte käser amp rickenbacher einbürgerungstest be14,,,,,,,,,,,,,,,,"{'Talk-Täglich': 0.055, 'heute': 0.04, 'ab': 0, '18.30': 0, 'Uhr': 0, 'Die': 1.0, 'Regierungsräte': 0.08, 'Käser': 0, 'amp': 0.04, 'Rickenbacher': 0.12, 'im': 0, 'Einbürgerungstest': 0.8400000000000001, 'be14': 0.08}",neutral,"[0.9841738, 0.001511238, 0.01431496]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @BDPSchweiz: Werner Luginbühl zur #Lohngleichheit. #session #gleichstellung @alliance_F https://t.co/ta5ojNlRwV,werner luginbühl lohngleichheit session gleichstellung,,,,,,,,,,,,,,,,,,,"{'Werner': 0.52, 'Luginbühl': 0, 'zur': 0, 'Lohngleichheit': 0, 'session': 0.2, 'gleichstellung': 0.26}",positive,"[0.110685006, 0.009897799, 0.87941724]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,"Als Truber Gemeinderätin sehe ich täglich, dass viele Frauen mehrere Jobs haben, aber trotzdem nicht von der PK profitieren. Vorschlag: Wird der Mindestlohn bei div. Teilzeitstellen unterschritten, zusammen jedoch überschritten, soll die Versicherung obligat. sein @gerhardpfister",truber gemeinderätin sehen täglich frauen mehrer jobs trotzdem pk profitieren vorschlag mindestlohn div teilzeitstellen unterschreiten zusammen jedoch überschreiten versicherung obligat,,,,,,,,,,,,,,,,,,,,,,"{'Als': 0, 'Truber': 0.03, 'Gemeinderätin': 0.04, 'sehe': 0.02, 'ich': 0.02, 'täglich': 0.015, 'dass': 0.02, 'viele': 0, 'Frauen': 0.04, 'mehrere': 0.01, 'Jobs': 0.03, 'haben': 0.02, 'aber': 0.08, 'trotzdem': 0, 'nicht': 0.05, 'von': 0.03, 'der': 1.0, 'PK': 0.04, 'profitieren': 0.04, 'Vorschlag': 0, 'Wird': 0, 'Mindestlohn': 0.8, 'bei': 0, 'div': 0, 'Teilzeitstellen': 0.08, 'unterschritten': 0, 'zusammen': 0.07, 'jedoch': 0, 'überschritten': 0.05, 'soll': 0, 'die': 1.0, 'Versicherung': 0.19, 'obligat': 0, 'sein': 0.15}",negative,"[0.05633617, 0.8908043, 0.052859493]",,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"@eng_andreas @20min Bei @20min hat sich wohl tatsächlich ein Fehler eingeschlichen. Da gebe ich Ihnen Recht. Aber in der Art, wie sie sich hier äussern, lehnen Sie sich als Staatsschreiber wohl ziemlich weit zum Fenster hinaus. Anyway. Wir sind gespannt auf Ihre profunden Äusserungen zu E-Voting.",wohl tatsächlich fehler einschleichen geben recht art äussern lehnen staatsschreiber wohl ziemlich weit fenster hinaus anyway spannen profunden äusserungen e voting,,,,,,,,,,,,,,,,,,,,,,,,,"{'Bei': 0, 'hat': 0, 'sich': 0, 'wohl': 0, 'tatsächlich': 0, 'ein': 0, 'Fehler': 0, 'eingeschlichen': 0.16, 'Da': 0, 'gebe': 0, 'ich': 0, 'Ihnen': 0.25, 'Recht': 0, 'Aber': 0.05, 'in': 0.28, 'der': 0.08, 'Art': 0, 'wie': 0, 'sie': 0, 'hier': 0.11, 'äussern': 0.24000000000000002, 'lehnen': 0.08, 'Sie': 0, 'als': 0.06, 'Staatsschreiber': 0.11, 'ziemlich': 0.07, 'weit': 0.05, 'zum': 0.24000000000000002, 'Fenster': 0.05, 'hinaus': 0.03, 'Anyway': 0.21, 'Wir': 0.94, 'sind': 0, 'gespannt': 0, 'auf': 0.19, 'Ihre': 1.0, 'profunden': 0, 'Äusserungen': 0, 'zu': 0.4, 'E-Voting': 0}",negative,"[0.32487413, 0.35507587, 0.32004997]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,negative,"@20min muss seinen Artikel zum Thema IT-Debakel im Kanton Freiburg wohl korrigieren. Gemäss den Behörden fand am 20. Oktober kein E-Voting statt, es gab bei der Übermittlung der Daten Probleme. Dies ändert aber natürlich nichts am meiner Haltung, dass ich gegen E-Voting bin. https://t.co/133A96tDiB",artikel thema it debakel kanton freiburg wohl korrigieren gemäss behörden finden oktober e voting statt geben übermittlung daten probleme ändern natürlich haltung e voting,,,,,,,,,,,,,,,,,,,,,,,,,"{'muss': 0.04, 'seinen': 0.03, 'Artikel': 0.03, 'zum': 0.025, 'Thema': 0, 'IT-Debakel': 0.025, 'im': 0, 'Kanton': 0.01, 'Freiburg': 0, 'wohl': 0, 'korrigieren': 0.02, 'Gemäss': 0.10500000000000001, 'den': 0.01, 'Behörden': 0.1, 'fand': 0, 'am': 0.03, '20.': 0, 'Oktober': 0.07, 'kein': 1.0, 'E-Voting': 0, 'statt': 0.02, 'es': 0, 'gab': 0, 'bei': 0, 'der': 0.01, 'Übermittlung': 0.02, 'Daten': 0.03, 'Probleme': 0.14, 'Dies': 0, 'ändert': 0, 'aber': 0, 'natürlich': 0, 'nichts': 0, 'meiner': 0, 'Haltung': 0, 'dass': 0.02, 'ich': 0.03, 'gegen': 0.04, 'bin': 0}",negative,"[0.057965603, 0.93659693, 0.0054373923]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"@vecirex @20min @spschweiz Dieses Debakel hat wohl vielen die Augen geöffnet. Und sollten die E-Voting-Pläne im Kanton Bern einmal vors Volk kommen, haben diese Null Chancen.",debakel wohl augen öffnen sollen e voting pläne kanton bern vors volk kommen nullen chancen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Dieses': 0.09, 'Debakel': 0.09, 'hat': 0, 'wohl': 0, 'vielen': 0.1, 'die': 0.06, 'Augen': 0.04, 'geöffnet': 0, 'Und': 0.06, 'sollten': 0.28, 'E-Voting-Pläne': 0.19, 'im': 0, 'Kanton': 0.03, 'Bern': 0.04, 'einmal': 0, 'vors': 0, 'Volk': 0.12, 'kommen': 0.1, 'haben': 1.0, 'diese': 0.09, 'Null': 0, 'Chancen': 0}",negative,"[0.12680651, 0.83545756, 0.037735853]",,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,negative,"Nein zu ""E-Voting"" - wird sind noch lange nicht soweit. Und vielleicht werden wir es nie sein. Artikel dazu im 20 Minuten nach dem IT-Debakel am letzten Sonntag im Kanton Freiburg: ""Ist E-Voting nach Pannen in Freiburg tot?"" - News https://t.co/QI3l9qe9tD via @20min",nein e voting lang soweit vielleicht nie artikel minuten it debakel letzt sonntag kanton freiburg e voting pannen freiburg tot news via,,,,,,,,,,,,,,,,,,,,,,,,,"{'Nein': 0.05, 'zu': 0.08, 'E-Voting': 0, 'wird': 0.02, 'sind': 0.02, 'noch': 0, 'lange': 0, 'nicht': 0, 'soweit': 0.03, 'Und': 0.03, 'vielleicht': 0, 'werden': 0.02, 'wir': 0, 'es': 0.13, 'nie': 0.05, 'sein': 0, 'Artikel': 0.69, 'dazu': 0.08, 'im': 0, 'Minuten': 0.11, 'nach': 0.11, 'dem': 0.07500000000000001, 'IT-Debakel': 0.095, 'am': 0, 'letzten': 0.05, 'Sonntag': 0.1, 'Kanton': 0.08, 'Freiburg': 0, 'Ist': 0.13, 'Pannen': 0, 'in': 0.13, 'tot': 0, 'News': 1.0, 'via': 1.0}",neutral,"[0.59627444, 0.31605348, 0.08767214]",,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"RT @BernhardGuhl: Es wäre ein Affront gegenüber jedem Kriegsopfer und -Flüchtling, wenn der #Bundesrat die #Kriegsmaterialausfuhr in Kriegs…",affront gegenüber jed kriegsopfer flüchtling bundesrat kriegsmaterialausfuhr kriegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Es': 0, 'wäre': 0.04, 'ein': 0, 'Affront': 0.11, 'gegenüber': 0.06, 'jedem': 0, 'Kriegsopfer': 0.23, 'und': 0.04, '-Flüchtling': 0, 'wenn': 0.65, 'der': 1.0, 'Bundesrat': 0, 'die': 1.0, 'Kriegsmaterialausfuhr': 0.3725, 'in': 0.33, 'Kriegs': 0.23, '…': 0}",neutral,"[0.902283, 0.035788056, 0.06192896]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @LandoltMartin: Am Donnerstag Abend ""on air"" in der Sendung ""Forum"" von @SRF - Thema: Lockerung der Kriegsmaterialverordnung #srf https:…",donnerstag abend on air sendung forum thema lockerung kriegsmaterialverordnung srf https,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Am': 0, 'Donnerstag': 0.06, 'Abend': 0, 'on': 0.06, 'air': 0.14, 'in': 0.06, 'der': 0.41, 'Sendung': 0, 'Forum': 0.15, 'von': 0, 'Thema': 0, 'Lockerung': 0, 'Kriegsmaterialverordnung': 0.6225, 'srf': 0.19, 'https': 0.23, '…': 0}",positive,"[0.026817221, 0.0031135767, 0.97006917]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @AGmur: Hörenswert! BR ⁦@Violapamherd⁩ beantwortet die immer gleichen Fragen zur Beschaffung der neuen Kampfflugzeuge mit Engelsgeduld u…,hörenswert br beantworten immer gleich fragen beschaffung neu kampfflugzeuge engelsgeduld u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Hörenswert': 0.175, 'BR': 0.15, '\u2066\u2069': 0, 'beantwortet': 0, 'die': 0, 'immer': 0, 'gleichen': 0, 'Fragen': 0, 'zur': 0, 'Beschaffung': 0, 'der': 0, 'neuen': 0, 'Kampfflugzeuge': 0, 'mit': 0, 'Engelsgeduld': 0, 'u': 0, '…': 0}",positive,"[0.15536648, 0.022015534, 0.82261807]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"""Ja"" zu den Kampfflugzeugen - der Berner Kampfjetpilot @Thoema18 hält in Burgdorf am Anlass der @bdp_emmental seinen Vortrag und gibt dabei auch private Einblicke. Danke auch an @LorenzHess für die politische Sicht. @sicherheit_ja @vbs https://t.co/ixzttoBJCJ",ja kampfflugzeugen berner kampfjetpilot halten burgdorf anlass vortrag geben dabei privat einblicke danke politische sicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ja': 0.08, 'zu': 0.82, 'den': 0.15, 'Kampfflugzeugen': 0.15, 'der': 0.15, 'Berner': 0, 'Kampfjetpilot': 0.052500000000000005, 'hält': 0, 'in': 0.06, 'Burgdorf': 0.18, 'am': 0, 'Anlass': 0, 'seinen': 0.14, 'Vortrag': 0, 'und': 0.08, 'gibt': 0, 'dabei': 0, 'auch': 0.78, 'private': 0.12, 'Einblicke': 0.18, 'Danke': 0, 'an': 0, 'für': 0.6, 'die': 0.15, 'politische': 0.15, 'Sicht': 0.23}",positive,"[0.009955174, 0.0022631763, 0.98778164]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"@KuendigJoerg @JosefWiederkehr Ich bin auch davon überzeugt, dass die Stimmbevölkerung deutlich ""Ja"" zu neuen Kampfflugzeugen sagen wird. Am 27. August findet zum Thema ein Infoanlass der @bdp_emmental mit dem Kampfjetpiloten @Thoema18 und dem BDP Nationalrat @LorenzHess statt: 19.30 Rest. Landhaus Burgdorf",davon überzeugen stimmbevölkerung deutlich ja neu kampfflugzeugen sagen august finden thema infoanlass kampfjetpiloten bdp nationalrat statt rest landhaus burgdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ich': 0.04, 'bin': 0, 'auch': 0.07, 'davon': 0.06, 'überzeugt': 0.07, 'dass': 0.06, 'die': 0.08, 'Stimmbevölkerung': 0, 'deutlich': 0, 'Ja': 0.11, 'zu': 0.06, 'neuen': 0.06, 'Kampfflugzeugen': 0.05, 'sagen': 0.075, 'wird': 0.52, 'Am': 0.04, '27.': 0, 'August': 0.18, 'findet': 0, 'zum': 0.07, 'Thema': 0, 'ein': 0, 'Infoanlass': 0, 'der': 0.08, 'mit': 0.22, 'dem': 0.07, 'Kampfjetpiloten': 0.045, 'und': 0.11, 'BDP': 0.08, 'Nationalrat': 0.07, 'statt': 0, '19.30': 0, 'Rest': 0.1, 'Landhaus': 0.17, 'Burgdorf': 0.22}",neutral,"[0.95866936, 0.007678985, 0.03365165]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"SRF: Deutliches Ja zu neuen Kampfflugzeugen

https://t.co/KMNcL7t1g6",srf deutlich ja neu kampfflugzeugen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'SRF': 0.36, 'Deutliches': 0.14, 'Ja': 0, 'zu': 0.48, 'neuen': 0.67, 'Kampfflugzeugen': 0}",positive,"[0.00891713, 0.0029874356, 0.9880954]",,,,,,,,,,,,,,,,neutral
