answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3430,absa_sentiment_3430,absa_scores_3430,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3433,absa_sentiment_3433,absa_scores_3433,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3476,absa_sentiment_3476,absa_scores_3476,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,25.0,28.0,-0.15,neutral,RT @SVPch: «Viele Grosskonzerne haben den bezahlten #Vaterschaftsurlaub freiwillig eingeführt. Nun wollen sie die Kosten für ihre Luxusleis…,grosskonzerne bezahlen vaterschaftsurlaub freiwillig einführen kosten luxusleis,,,,,,,,,,"{'«': 0, 'Viele': 0, 'Grosskonzerne': 0, 'haben': 0, 'den': 0, 'bezahlten': 0, 'Vaterschaftsurlaub': 0, 'freiwillig': 0, 'eingeführt': 0, 'Nun': 0, 'wollen': 0, 'sie': 0, 'die': 0, 'Kosten': 0, 'für': 0, 'ihre': 0, 'Luxusleis': 0, '…': 0}",neutral,"[0.79805166, 0.08377759, 0.1181708]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @Peter_Jost: Was spricht denn dagegen, seine Ferien (meist 5 Wochen) für den Vaterschaftsurlaub einzusetzen? Frage für einen Freund, der…",sprechen dagegen ferien meist wochen vaterschaftsurlaub einsetzen fragen freund,,,,,,,,,,"{'Was': 0, 'spricht': 0.1, 'denn': 0, 'dagegen': 0, 'seine': 0, 'Ferien': 0, 'meist': 0, 'Wochen': 0.21, 'für': 0.18, 'den': 0, 'Vaterschaftsurlaub': 0.67, 'einzusetzen': 0, 'Frage': 0, 'einen': 0.03, 'Freund': 0.03, 'der': 0, '…': 0}",neutral,"[0.96573246, 0.012468697, 0.02179885]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @upschweiz: Vaterschaftsurlaub: Wieder haben gewisse Leute das Gefühl, die Allgemeinheit müsse ihren Lebensentwurf finanzieren. https://…",vaterschaftsurlaub gewiß leute gefühl allgemeinheit müssen lebensentwurf finanzieren,,,,,,,,,,"{'Vaterschaftsurlaub': 0.925, 'Wieder': 0.25, 'haben': 0.035, 'gewisse': 0.11, 'Leute': 0.06, 'das': 0.05, 'Gefühl': 0.07, 'die': 0.03, 'Allgemeinheit': 0, 'müsse': 0, 'ihren': 0, 'Lebensentwurf': 0.05, 'finanzieren': 0.06}",neutral,"[0.85093826, 0.11267275, 0.036388963]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Nicht das Gericht, der Missbrauch demontiert das Asylrecht | NZZ
Auch in der Schweiz schadet der Missbrauch den wirklich Schutzbedürftigen.  https://t.co/Re6r9EdXh9",gericht missbrauch demontieren asylrecht nzz schweiz schaden missbrauch wirklich schutzbedürftigen,,,,,,,,,,,,,"{'Nicht': 1.0, 'das': 0, 'Gericht': 0.72, 'der': 0.03, 'Missbrauch': 0.18, 'demontiert': 0, 'Asylrecht': 0.16, 'NZZ': 0.05, 'Auch': 0, 'in': 0.04, 'Schweiz': 0.08, 'schadet': 0.15, 'den': 0.03, 'wirklich': 0.04, 'Schutzbedürftigen': 0}",positive,"[0.16309278, 0.2404791, 0.5964281]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@HerzogRonald In welchen Ländern?

Bei politischem Interesse können sie schon nach 10 Jahren ein Einbürgerungsgesuch stellen.",welch ländern politisch interesse schon jahren einbürgerungsgesuch stellen,,,,,,,,,,,,,,,,"{'In': 0.04, 'welchen': 0.06, 'Ländern': 0.18, 'Bei': 0, 'politischem': 0, 'Interesse': 0, 'können': 0, 'sie': 0, 'schon': 0, 'nach': 0.21, 'Jahren': 0.11, 'ein': 0, 'Einbürgerungsgesuch': 0.645, 'stellen': 0}",positive,"[0.22055967, 0.0044733956, 0.77496696]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,Die Schweiz dürfte ihre IS-Kämpfer bald heimholen++++ Die Schweiz muss handeln. ❗️strengere Bedingungen bei   Einbürgerungen          ❗️Gesetzte für solche Situationen anpassen.  https://t.co/C9eKpHGWft,schweiz dürfen is kämpfer bald heimholen schweiz handeln streng bedingungen einbürgerungen gesetzt situationen anpassen,,,,,,,,,,,,,,,,"{'Die': 0, 'Schweiz': 0.11, 'dürfte': 0.05, 'ihre': 0, 'IS-Kämpfer': 0.05, 'bald': 0, 'heimholen++++': 0.05, 'muss': 0, 'handeln': 0.2, '️strengere': 0, 'Bedingungen': 0.61, 'bei': 0, 'Einbürgerungen': 0, '️Gesetzte': 0, 'für': 0.08, 'solche': 0.07, 'Situationen': 0, 'anpassen': 0}",positive,"[0.11347384, 0.28770167, 0.5988245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"RT @ReneTruninger: Trotz der extensiven #Einbürgerungspolitik leben mittlerweile rekordverdächtige &gt;2,1 Mio #Ausländer in der #Schweiz! -Hö…",trotzen extensiv einbürgerungspolitik leben mittlerweile rekordverdächtige gt mio ausländer schweiz hö,,,,,,,,,,,,,,,,"{'Trotz': 0.03, 'der': 0.18, 'extensiven': 0, 'Einbürgerungspolitik': 1.0, 'leben': 0, 'mittlerweile': 0.105, 'rekordverdächtige': 0.09, 'gt;2,1': 0, 'Mio': 0, 'Ausländer': 0.11, 'in': 0.03, 'Schweiz': 0.07, '-Hö': 0, '…': 0}",positive,"[0.015091024, 0.00482495, 0.98008406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,negative,"RT @UrsWyder: Kacem El Ghazzali:
Ein Schweizerpass nur für Linke?
Wer nach seiner Einbürgerung bürgerlich wählt, ist nicht willkommen. http…",kacem el ghazzali schweizerpass link wer einbürgerung bürgerlich wählen willkommen http,,,,,,,,,,,,,,,,"{'Kacem': 0.16, 'El': 0, 'Ghazzali': 0.13, 'Ein': 0.05, 'Schweizerpass': 0.065, 'nur': 0.05, 'für': 0.04, 'Linke': 0, 'Wer': 0.04, 'nach': 0.07, 'seiner': 0, 'Einbürgerung': 0, 'bürgerlich': 0.07, 'wählt': 0, 'ist': 0, 'nicht': 0.24, 'willkommen': 0.17, 'http': 1.0, '…': 0}",neutral,"[0.78247577, 0.026816258, 0.19070806]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,negative,RT @baumbergerm: Einbürgerung trotz Sozialhilfe https://t.co/SiS6TxsfgE via @bazonline,einbürgerung trotzen sozialhilfe via,,,,,,,,,,,,,,,,"{'Einbürgerung': 1.0, 'trotz': 0, 'Sozialhilfe': 0.08, 'via': 0.17}",positive,"[0.26063156, 0.010906804, 0.7284616]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,negative,"RT @ReneTruninger: Auf die #Masseneinwanderung folgt die unsinnige #Einbürgerungsaktion der #Zürcher Regierung! #Fehlentscheid #Schweiz
htt…",masseneinwanderung folgen unsinnig einbürgerungsaktion zürcher regierung fehlentscheid schweiz htt,,,,,,,,,,,,,,,,"{'Auf': 0, 'die': 0.04, 'Masseneinwanderung': 0.07, 'folgt': 0, 'unsinnige': 1.0, 'Einbürgerungsaktion': 0.27, 'der': 0.04, 'Zürcher': 0, 'Regierung': 0.04, 'Fehlentscheid': 0.035, 'Schweiz': 0.04, 'htt': 0.04, '…': 0}",negative,"[0.03805174, 0.940594, 0.021354191]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,Schweizer Islamistenprediger?? Profitierte er von der erleichterten Einbürgerung? Eine Schande! https://t.co/h8210aphRI,schweizer islamistenprediger profitieren erleichtern einbürgerung schande,,,,,,,,,,,,,,,,"{'Schweizer': 0.12, 'Islamistenprediger': 0, 'Profitierte': 0, 'er': 0, 'von': 0.53, 'der': 0, 'erleichterten': 0, 'Einbürgerung': 1.0, 'Eine': 0, 'Schande': 0.38}",positive,"[0.17995395, 0.11717172, 0.7028743]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @jungesvp: Nein zur unkontrollierten Einbürgerung!

Informiere Dich jetzt über die ""erleichterte Einbürgerung""

Die... https://t.co/Luc0…",nein unkontrollierten einbürgerung informieren erleichtern einbürgerung,,,,,,,,,,,,,,,,"{'Nein': 0.04, 'zur': 0.07, 'unkontrollierten': 0.2, 'Einbürgerung': 1.0, 'Informiere': 0, 'Dich': 0, 'jetzt': 0.11, 'über': 0, 'die': 0.09, 'erleichterte': 0, 'Die': 0.09, '...': 0}",positive,"[0.015557776, 0.005024275, 0.979418]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @SVPch: Nein zur Mogelpackung „Erleichterte Einbürgerung der dritten Generation“. Editorial von @alikisvp : https://t.co/L3q1tyiMV0 #abs…,nein mogelpackung erleichtern einbürgerung dritt generation editorial abs,,,,,,,,,,,,,,,,"{'Nein': 0.14, 'zur': 0.09, 'Mogelpackung': 0.29, '„': 0, 'Erleichterte': 0, 'Einbürgerung': 0, 'der': 0, 'dritten': 0, 'Generation': 0, '“': 0, 'Editorial': 0, 'von': 0, 'abs': 0, '…': 0}",positive,"[0.0036323182, 0.004561835, 0.9918059]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @SVPch: Abstimmung 12. Februar erleichterte Einbürgerungen: Behördenpropaganda auf Kosten der Fakten https://t.co/Nzck2F89q9,abstimmung februar erleichtern einbürgerungen behördenpropaganda kosten fakten,,,,,,,,,,,,,,,,"{'Abstimmung': 0, '12.': 0, 'Februar': 0.12, 'erleichterte': 0, 'Einbürgerungen': 0.72, 'Behördenpropaganda': 0.62, 'auf': 0.25, 'Kosten': 0, 'der': 0.09, 'Fakten': 0.43}",neutral,"[0.50587976, 0.019317826, 0.47480252]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"Keiner der antwortete befürwortet die Leihmutterschaft. Dann seid ihr also dafür, dass Lesben mit der Fortpflanzungsmedizin Kinder bekommen können und Männer nicht. Bekennt ihr euch somit zur Diskriminierung von Schwulen?",antworten befürworten leihmutterschaft dafür lesben fortpflanzungsmedizin kinder bekommen männer bekennen somit diskriminierung schwul,,,,,,,,,,,,,,,,,,,"{'Keiner': 0.03, 'der': 0.02, 'antwortete': 0, 'befürwortet': 0, 'die': 0.02, 'Leihmutterschaft': 0.08, 'Dann': 0, 'seid': 0.05, 'ihr': 0, 'also': 0, 'dafür': 0, 'dass': 0, 'Lesben': 0.3, 'mit': 1.0, 'Fortpflanzungsmedizin': 0.935, 'Kinder': 0.7, 'bekommen': 0.08, 'können': 0, 'und': 0.27, 'Männer': 0.27, 'nicht': 0.5, 'Bekennt': 0, 'euch': 0.04, 'somit': 0, 'zur': 0.05, 'Diskriminierung': 0.13, 'von': 0, 'Schwulen': 0.13}",neutral,"[0.97760457, 0.01276073, 0.009634689]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,25.0,28.0,-0.15,negative,RT @Streich80302312: Hitzewelle gefährdet Stromversorgung in #Kalifornien. Erneuerbare Energien und Gaskraftwerke können nicht helfen. Nur…,hitzewelle gefährden stromversorgung kalifornien erneuerbare energien gaskraftwerke helfen,,,,,,,,,,,,,,,,,,,,,,"{'Hitzewelle': 0.655, 'gefährdet': 0, 'Stromversorgung': 0.395, 'in': 0.35, 'Kalifornien': 0.22, 'Erneuerbare': 0.39, 'Energien': 0.19, 'und': 0.18, 'Gaskraftwerke': 0.11, 'können': 0, 'nicht': 0, 'helfen': 0.25, 'Nur': 0.13, '…': 0}",negative,"[0.09056722, 0.5664275, 0.34300524]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
75.0,100.0,86.0,0.5,negative,"RT @StaffanReveman: BLACKOUT im Sonnen- und Erneuerbare-Energien-Staat  Kalifornien. Angebot und Nachfrage nicht synchron, Speicher kaum vo…",blackout sonnen erneuerbare energien staat kalifornien angebot nachfragen synchron speicher kaum vo,,,,,,,,,,,,,,,,,,,,,,"{'BLACKOUT': 0.29, 'im': 0, 'Sonnen-': 0, 'und': 0.11, 'Erneuerbare-Energien-Staat': 0.4475, 'Kalifornien': 0.06, 'Angebot': 0, 'Nachfrage': 0.03, 'nicht': 0.27, 'synchron': 0, 'Speicher': 0.03, 'kaum': 0.07, 'vo': 0, '…': 0}",positive,"[0.12225415, 0.378715, 0.4990308]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,"RT @WernerBechtel: Die Erneuerbaren werden das #Speicher Problem extrem verschärfen
Nix mit #es2050 
#Stromsicherheit #Blackout #Energiestr…",erneuerbaren speicher problem extrem verschärfen nix es2050 stromsicherheit blackout energiestr,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.16, 'Erneuerbaren': 1.0, 'werden': 0.31, 'das': 0, 'Speicher': 0.14, 'Problem': 0.2, 'extrem': 0.11, 'verschärfen': 0, 'Nix': 0, 'mit': 0.06, 'es2050': 0.11, 'Stromsicherheit': 0, 'Blackout': 0.11, 'Energiestr': 0, '…': 0}",negative,"[0.38831013, 0.42532963, 0.18636023]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @sacovo: Auslandschweizer*innen können auch ohne E-Voting abstimmen, andere Länder schaffen es ja auch ohne. Völlig unverständlich, wies…",auslandschweizer innen e voting abstimmen länder schaffen ja völlig unverständlich weisen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Auslandschweizer*innen': 0.035, 'können': 0, 'auch': 0, 'ohne': 0.03, 'E-Voting': 0, 'abstimmen': 0.07, 'andere': 0, 'Länder': 0.04, 'schaffen': 0, 'es': 0, 'ja': 0, 'Völlig': 0, 'unverständlich': 1.0, 'wies': 0.1, '…': 0}",negative,"[0.025140287, 0.949844, 0.025015749]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"RT @ErichAschi: Keiner hat es im Griff, nur wenige wollen es:  E-Voting: https://t.co/7IYrohgsTG",griff wenig e voting,,,,,,,,,,,,,,,,,,,,,,,,,"{'Keiner': 0, 'hat': 0, 'es': 0, 'im': 0, 'Griff': 0, 'nur': 0.13, 'wenige': 0.16, 'wollen': 0.17, 'E-Voting': 0}",negative,"[0.4695063, 0.47450066, 0.05599307]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,negative,RT @19Titus72: E-Voting ist einfach zu manipulieren. https://t.co/4Z67CEtjFF,e voting einfach manipulieren,,,,,,,,,,,,,,,,,,,,,,,,,"{'E-Voting': 0, 'ist': 0.48, 'einfach': 0, 'zu': 0.47, 'manipulieren': 0.87}",positive,"[0.027371662, 0.009845213, 0.9627831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Ein Beispiel für Gefahren bei #EVoting. Experten finden Lücke im E-Voting-System der Post https://t.co/G3anNjJtOH,beispiel gefahren evoting experten finden lücke e voting system post,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ein': 1.0, 'Beispiel': 0.19, 'für': 0, 'Gefahren': 0, 'bei': 0, 'EVoting': 0.1, 'Experten': 0.28, 'finden': 0.87, 'Lücke': 1.0, 'im': 0, 'E-Voting-System': 0, 'der': 0.09, 'Post': 0.05}",negative,"[0.046811234, 0.9370394, 0.016149398]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @claudioluck: 3000 Supporter für das E-Voting Moratorium! \o/ \o/ \o/

Jetzt nicht loslassen, wir brauchen noch viele mehr, weitersagen,…",supporter e voting moratorium o o o loslassen brauchen mehr weitersagen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Supporter': 0, 'für': 0.06, 'das': 0, 'E-Voting': 0, 'Moratorium': 0.17, '\\o': 0, 'Jetzt': 0.09, 'nicht': 0, 'loslassen': 0.045, 'wir': 0, 'brauchen': 0.26, 'noch': 0, 'viele': 0, 'mehr': 0.15, 'weitersagen': 0.8225, '…': 0}",negative,"[0.29323605, 0.5068613, 0.19990258]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @CCC_CH: E-Voting - SVP-Fraktion im Kantonsparlament @BaselStadt fordert die Regierung auf, mit einer #Standesinitiative E-Voting zu sto…",e voting svp fraktion kantonsparlament fordern regierung standesinitiative e voting sto,,,,,,,,,,,,,,,,,,,,,,,,,"{'E-Voting': 0, 'SVP-Fraktion': 0.06, 'im': 0, 'Kantonsparlament': 0.08499999999999999, 'fordert': 0.53, 'die': 0.09, 'Regierung': 0.43, 'auf': 0.2, 'mit': 0.32, 'einer': 0, 'Standesinitiative': 0, 'zu': 0.54, 'sto': 0, '…': 0}",neutral,"[0.63728464, 0.30943847, 0.053276967]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @vecirex: @rolandvoser Wr werden sehen, welche #SRFarena-Sendungen @jonasprojer in Zukunft moderieren kann, wenn wir E-Voting flächendec…",wr sehen welch srfarena sendungen zukunft moderieren e voting flächendec,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wr': 0, 'werden': 0, 'sehen': 0.16, 'welche': 0.07, 'SRFarena-Sendungen': 0.1, 'in': 0.04, 'Zukunft': 0.06, 'moderieren': 0.1, 'kann': 0.07, 'wenn': 0.18, 'wir': 0, 'E-Voting': 0, 'flächendec': 0, '…': 0}",neutral,"[0.72671574, 0.23282018, 0.040464044]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
