answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3391,absa_sentiment_3391,absa_scores_3391,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,86.0,0.7,neutral,"Ein selten spannendes Praktikum bei @filmefurdieerde #Organisationsentwicklung, #Strategie, #Nachhaltigkeit, #Digitalisierung https://t.co/8AIOpu97JK",selten spannend praktikum organisationsentwicklung strategie nachhaltigkeit digitalisierung,,,,,,,,,,"{'Ein': 0.06, 'selten': 0, 'spannendes': 0.07, 'Praktikum': 0.11, 'bei': 0.13, 'Organisationsentwicklung': 0.15, 'Strategie': 0.11, 'Nachhaltigkeit': 0.22, 'Digitalisierung': 0}",positive,"[0.015946737, 0.0062376624, 0.9778156]",,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @_ThomasForrer: Klimaschutz, Umweltschutz und nachhaltige Entwicklung an der Schule: mit guter  Mehrheit hat der Kantonsrat ein Postulat…",klimaschutz umweltschutz nachhaltig entwicklung schule gut mehrheit kantonsrat postulat,,,,,,,,,,,,,"{'Klimaschutz': 0.445, 'Umweltschutz': 0.525, 'und': 0.33, 'nachhaltige': 0.22, 'Entwicklung': 0.26, 'an': 0, 'der': 0.06, 'Schule': 0.14, 'mit': 0.05, 'guter': 0, 'Mehrheit': 0.09, 'hat': 0, 'Kantonsrat': 0.06, 'ein': 0, 'Postulat': 0.1, '…': 0}",positive,"[0.002012902, 0.0017501516, 0.9962369]",,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"Ein spannendes Interview im @landbote mit meinen Freund und Weggefährten @kaipulfer seinen grossen Wendepunkt im Leben @filmefurdieerde imd über #klimawandel, #FridaysForFuture und #Umweltschutz https://t.co/JxxCkU6Wkg",spannend interview freund weggefährten grossen wendepunkt leben imd klimawandel fridaysforfuture umweltschutz,,,,,,,,,,,,,"{'Ein': 0, 'spannendes': 0.03, 'Interview': 0.06, 'im': 0, 'mit': 0.02, 'meinen': 0, 'Freund': 0, 'und': 0.12, 'Weggefährten': 0.03, 'seinen': 0.02, 'grossen': 0, 'Wendepunkt': 0.02, 'Leben': 0.03, 'imd': 0, 'über': 0, 'klimawandel': 0, 'FridaysForFuture': 0.26, 'Umweltschutz': 0}",positive,"[0.061215114, 0.16053304, 0.77825177]",,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"20/26 Bildung &amp; Forschung stärken
Damit wir hier weiterhin zu den Weltbesten gehören, müssen wir stärker in Bildung und Forschung

#26klugePositionen #EsistZeit #WirtschaftundUmwelt #nrzh19 #wahlen19 #MichaelnachBern https://t.co/zZw7R8VUng",bildung amp forschung stärken weiterhin weltbesten gehören müssen stark bildung forschung 26klugepositionen esistzeit wirtschaftundumwelt nrzh19 wahlen19 michaelnachbern,,,,,,,,,,,,,,,,"{'Bildung': 0.08, 'amp': 0.39, 'Forschung': 0.06, 'stärken': 0.14, 'Damit': 0.03, 'wir': 0, 'hier': 0, 'weiterhin': 0, 'zu': 0.02, 'den': 0.01, 'Weltbesten': 0.04, 'gehören': 0, 'müssen': 0.035, 'stärker': 0, 'in': 0.03, 'und': 0.03, '26klugePositionen': 0.31, 'EsistZeit': 0.04, 'WirtschaftundUmwelt': 0.02, 'nrzh19': 0.04, 'wahlen19': 0, 'MichaelnachBern': 0.07}",neutral,"[0.5316871, 0.04053787, 0.42777508]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Ja zum Öffentlichen Verkehr für Winterthur heisst Ja zur Volksinitiative Schienen für Zürich! www.michaelzeugin.ch #FB,ja öffentlich verkehr winterthur heisst ja volksinitiative scheinen zürich www michaelzeugin ch fb,,,,,,,,,,,,,,,,,,,"{'Ja': 0, 'zum': 0.07, 'Öffentlichen': 0.08, 'Verkehr': 0, 'für': 0.16, 'Winterthur': 0.24, 'heisst': 0, 'zur': 0.07, 'Volksinitiative': 0.18, 'Schienen': 0.23, 'Zürich': 0, 'www.michaelzeugin.ch': 0, 'FB': 0.29}",positive,"[0.26166776, 0.1735165, 0.5648158]",,,,neutral
100.0,100.0,100.0,1.0,neutral,"@fabianetter @Juerg_Grossen @NordmannRoger @swisscleantechD @Weltwoche Wären es die richtigen staatlichen Beiträge, sprich Landwirtschafts-Subventionen, würdest du in der Weltwoche und bei der SVP heilig gesprochen. Die Einladung ans Albisgüetli auf Lebzeiten wäre Dir gewiss.🤣",richtig staatlich beiträge sprechen landwirtschafts subventionen weltwoche svp heilig sprechen einladung ans albisgüetli lebzeiten gewiss,,,,,,,,,,,,,,,,,,,,,,"{'Wären': 0.05, 'es': 0, 'die': 0.12, 'richtigen': 0.13, 'staatlichen': 0.26, 'Beiträge': 0.39, 'sprich': 0, 'Landwirtschafts-Subventionen': 1.0, 'würdest': 0.07, 'du': 0, 'in': 0.13, 'der': 0.12, 'Weltwoche': 0, 'und': 0.09, 'bei': 0.07, 'SVP': 0, 'heilig': 0, 'gesprochen': 0, 'Die': 0.12, 'Einladung': 0, 'ans': 0, 'Albisgüetli': 0, 'auf': 0, 'Lebzeiten': 0, 'wäre': 0.07, 'Dir': 0.08, 'gewiss': 0, '🤣': 0}",positive,"[0.03205243, 0.00623891, 0.9617087]",positive
100.0,100.0,100.0,1.0,neutral,"13/26 Zeitgemässe Landwirtschaft
Die Landwirte müssen weg von der Chemie und näher hin zur Natur. Eine ökologisch nachhaltige und unternehmerische Landwirtschaft braucht die richtigen Gesetze.

#26klugePositionen #EsistZeit #WirtschaftundUmwelt #nrzh19 #wahlen19 #MichaelnachBern https://t.co/pd4E5lnlTf",zeitgemässe landwirtschaft landwirte müssen chemie nähern natur ökologisch nachhaltig unternehmerische landwirtschaft brauchen richtig gesetze 26klugepositionen esistzeit wirtschaftundumwelt nrzh19 wahlen19 michaelnachbern,,,,,,,,,,,,,,,,,,,,,,"{'Zeitgemässe': 0.03, 'Landwirtschaft': 0.04, 'Die': 0.02, 'Landwirte': 0.04, 'müssen': 0.015, 'weg': 0, 'von': 0.01, 'der': 0.02, 'Chemie': 0, 'und': 0.03, 'näher': 0.01, 'hin': 0, 'zur': 0.015, 'Natur': 0.02, 'Eine': 0, 'ökologisch': 0.04, 'nachhaltige': 0.03, 'unternehmerische': 0.03, 'braucht': 0.03, 'die': 0.02, 'richtigen': 0.02, 'Gesetze': 0.03, '26klugePositionen': 0.01, 'EsistZeit': 0.11, 'WirtschaftundUmwelt': 0.03, 'nrzh19': 0.14, 'wahlen19': 0, 'MichaelnachBern': 1.0}",positive,"[0.05448429, 0.02802283, 0.91749287]",positive
100.0,100.0,100.0,0.7999999999999999,neutral,"3/26 Lebensgrundlagen schützen
Eine moderne, intelligente Landwirtschaft nutzt  die natürlichen Kreisläufe. Das Subventionssystem in der Landwirtschaft muss umgebaut werden.
https://t.co/vVuJ9qdVSX 
#26klugePositionen #WirtschaftundUmwelt #nrzh19 #wahlen19 #MichaelnachBern https://t.co/rmV0zYyZZT",lebensgrundlagen schützen modern intelligent landwirtschaft nutzen natürlich kreisläufe subventionssystem landwirtschaft umbauen 26klugepositionen wirtschaftundumwelt nrzh19 wahlen19 michaelnachbern,,,,,,,,,,,,,,,,,,,,,,"{'Lebensgrundlagen': 0.28, 'schützen': 0, 'Eine': 0, 'moderne': 0.4, 'intelligente': 1.0, 'Landwirtschaft': 0.16, 'nutzt': 0.26, 'die': 0.09, 'natürlichen': 0.2, 'Kreisläufe': 0.23, 'Das': 0.09, 'Subventionssystem': 0, 'in': 0.06, 'der': 0.09, 'muss': 0.03, 'umgebaut': 0, 'werden': 0, '26klugePositionen': 0.05, 'WirtschaftundUmwelt': 0, 'nrzh19': 0.17, 'wahlen19': 0, 'MichaelnachBern': 0.1}",positive,"[0.002541547, 0.0016820569, 0.9957765]",positive
50.0,75.0,57.0,0.0,neutral,RT @grunliberale: Die unendliche Geschichte über #Pestizide und #Überdüngung in der Landwirtschaft (6/6). Morgen kann die Geschichte eine g…,unendliche geschichte pestizide überdüngung landwirtschaft morgen geschichte g,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.2, 'unendliche': 0, 'Geschichte': 0.45, 'über': 0, 'Pestizide': 0.13, 'und': 0.16, 'Überdüngung': 0.14, 'in': 0.12, 'der': 0.2, 'Landwirtschaft': 0.17, 'Morgen': 0.22, 'kann': 0, 'die': 0.2, 'eine': 0, 'g': 0, '…': 0}",neutral,"[0.7592255, 0.079605155, 0.16116937]",neutral
100.0,100.0,86.0,0.7,neutral,RT @Martin_Baeumle: Finanzpolitik im Bundeshaus oder die heilige Kuh Landwirtschaft und die geschützte Werkstatt Armee. Mein Kommentar: htt…,finanzpolitik bundeshaus heilig kuh landwirtschaft geschützt werkstatt armee kommentar htt,,,,,,,,,,,,,,,,,,,,,,"{'Finanzpolitik': 0.08, 'im': 0, 'Bundeshaus': 0, 'oder': 0.08, 'die': 0.05, 'heilige': 0, 'Kuh': 0.06, 'Landwirtschaft': 0.14, 'und': 0.07, 'geschützte': 0.05, 'Werkstatt': 0.03, 'Armee': 0.07, 'Mein': 0.1, 'Kommentar': 0.25, 'htt': 1.0, '…': 0}",positive,"[0.09712225, 0.013523742, 0.88935393]",positive
