answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3437,absa_sentiment_3437,absa_scores_3437,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,100.0,0.7999999999999999,neutral,"Ich will auch keinen Nanny-Staat, dafür Chancengerechtigkeit und Innovationen. Kinder sind das Wichtigste für eine Gesellschaft! daher unterstütze ich alles, was Eltern hilft und Kindern zu Gute kommt, auch den #Vaterschaftsurlaub, und einen angemessenen #Mutterschaftsurlaub! https://t.co/kDo5VhoKsB",nanny staat dafür chancengerechtigkeit innovationen kinder wichtigste gesellschaft daher unterstützen eltern helfen kindern gut kommen vaterschaftsurlaub angemessen mutterschaftsurlaub,,,,,,,"{'Ich': 0.05, 'will': 0, 'auch': 0, 'keinen': 0, 'Nanny-Staat': 0.05, 'dafür': 0.06, 'Chancengerechtigkeit': 0.03, 'und': 0.38, 'Innovationen': 0.06, 'Kinder': 0.07, 'sind': 0.08, 'das': 0.08, 'Wichtigste': 0.05, 'für': 0.03, 'eine': 0, 'Gesellschaft': 0.06, 'daher': 0, 'unterstütze': 0.12, 'ich': 0.05, 'alles': 0.08, 'was': 0, 'Eltern': 0.04, 'hilft': 0.08, 'Kindern': 0.07, 'zu': 0, 'Gute': 0, 'kommt': 0, 'den': 0.05, 'Vaterschaftsurlaub': 0.9, 'einen': 0.03, 'angemessenen': 0, 'Mutterschaftsurlaub': 0.765}",positive,"[0.019216405, 0.005322448, 0.9754612]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,75.0,71.0,0.3399999999999999,negative,"Lieber Kurt Fluri (FDP), diese Spitzkehre finde ich unnötig und unsinnig. Beim #Vaterschaftsurlaub geht es mehr als um die 0.05 Lohnprozente. Es geht um partnerschaftliche Verantwortung. Das solltest du als fünffacher Vater unterstützen! @papizeit https://t.co/GL7zQfxQTv",lieb kurt fluri fdp spitzkehre finden unnötig unsinnig beim vaterschaftsurlaub gehen mehr lohnprozente gehen partnerschaftliche verantwortung sollen fünffacher vater unterstützen,,,,,,,"{'Lieber': 0.11, 'Kurt': 0.05, 'Fluri': 0.06, 'FDP': 0.14, 'diese': 0.07, 'Spitzkehre': 0.09, 'finde': 0.05, 'ich': 0.04, 'unnötig': 0.11, 'und': 0.07, 'unsinnig': 0.31, 'Beim': 0, 'Vaterschaftsurlaub': 0.43, 'geht': 0, 'es': 0.29, 'mehr': 0.08, 'als': 0.06, 'um': 0.04, 'die': 0, '0.05': 0, 'Lohnprozente': 0.15, 'Es': 0.29, 'partnerschaftliche': 0.08, 'Verantwortung': 0.06, 'Das': 0, 'solltest': 0.1, 'du': 0, 'fünffacher': 0, 'Vater': 0.08, 'unterstützen': 0.19}",positive,"[0.35825247, 0.066058226, 0.57568926]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"@Die_Kehrseite @CVP_PDC @martin_candinas @MarkusGilli @NZZ Dank #CVP am Ziel! @FDP_Liberalen und  @svpfans wollten gar nichts, oder einen Neustart! Nun werden die Väter bald 2 Wochen #Vaterschaftsurlaub haben. Das ist bei diesem Parlament 🙈 ein Erfolg. Mehr Schritte müssen folgen. #Elternurlaub 😀",danken cvp ziel gar neustart väter bald wochen vaterschaftsurlaub parlament erfolg mehr schritte müssen folgen elternurlaub,,,,,,,"{'Dank': 0.05, 'CVP': 0.1, 'am': 0, 'Ziel': 0, 'und': 0.04, 'wollten': 0.04, 'gar': 0, 'nichts': 0, 'oder': 0.03, 'einen': 0.05, 'Neustart': 0.09, 'Nun': 0, 'werden': 0.11, 'die': 0.1, 'Väter': 0.16, 'bald': 0, 'Wochen': 0.23, 'Vaterschaftsurlaub': 0.12, 'haben': 0.09000000000000001, 'Das': 0.1, 'ist': 0.06, 'bei': 0, 'diesem': 0.05, 'Parlament': 0.08, 'ein': 0, 'Erfolg': 0.27, 'Mehr': 0.06, 'Schritte': 0.1, 'müssen': 0.09000000000000001, 'folgen': 0.07, 'Elternurlaub': 0.125}",positive,"[0.062289014, 0.012588749, 0.92512226]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,25.0,28.0,-0.15,negative,"Gestern hat der #Nationalrat mit 129 Ja zu 62 Nein dem indirekten Gegenvorschlag zu einem zweiwöchigen #Vaterschaftsurlaub zugestimmt, dank @CVP_PDC Ständerat +@Martin_Candinas. @TeleZüri hat die Vater/Mutterschaft nicht erwähnt. Schade! @markusgilli https://t.co/A24vHTDy3c @nzz",gestern nationalrat ja nein indirekt gegenvorschlag zweiwöchigen vaterschaftsurlaub zustimmen danken ständerat vater mutterschaft erwähnen schaden,,,,,,,"{'Gestern': 0.09, 'hat': 0, 'der': 0.07, 'Nationalrat': 0.115, 'mit': 0.14, 'Ja': 0, 'zu': 0.12, 'Nein': 0.08, 'dem': 0.095, 'indirekten': 0.09, 'Gegenvorschlag': 0, 'einem': 0, 'zweiwöchigen': 0, 'Vaterschaftsurlaub': 0.79, 'zugestimmt': 0, 'dank': 0.15, 'Ständerat': 0.105, 'die': 0.07, 'Vater': 0.13, 'Mutterschaft': 0, 'nicht': 0.2, 'erwähnt': 0, 'Schade': 0}",positive,"[0.2498061, 0.14084004, 0.6093539]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"Ein kleiner, aber feiner Sieg der Frauen! Dies ist ein erster Schritt ⁦@rutishau⁩, weitere müssen folgen. Heute wird der Ständerat immerhin 2 Wochen Vaterschaftsurlaub beschliessen!  https://t.co/YJyeNDS1ya",klein fein sieg frauen erst schritt weit müssen folgen heute ständerat immerhin wochen vaterschaftsurlaub beschliessen,,,,,,,"{'Ein': 0.03, 'kleiner': 0, 'aber': 0.04, 'feiner': 0, 'Sieg': 0.2, 'der': 0, 'Frauen': 0.06, 'Dies': 0, 'ist': 0.04, 'ein': 0, 'erster': 0.04, 'Schritt': 0.15, '\u2066\u2069': 0, 'weitere': 0, 'müssen': 0, 'folgen': 0, 'Heute': 0, 'wird': 0, 'Ständerat': 0, 'immerhin': 0, 'Wochen': 0, 'Vaterschaftsurlaub': 0, 'beschliessen': 0}",neutral,"[0.9909691, 0.0018164414, 0.0072145117]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,negative,"14 Wochen #Vaterschaftsurlaub bei @Novartis! Wow, das ist ein Meilenschritt! Gratuliere! https://t.co/FDmhyUSMu2",wochen vaterschaftsurlaub wow meilenschritt gratulieren,,,,,,,"{'Wochen': 0.25, 'Vaterschaftsurlaub': 0.52, 'bei': 0.24, 'Wow': 0.18, 'das': 0.08, 'ist': 0, 'ein': 0, 'Meilenschritt': 0.15, 'Gratuliere': 0.23}",positive,"[0.012315894, 0.011916796, 0.9757673]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.85,neutral,"Die ⁦@CVP_PDC⁩ sagt - im Gegensatz zu FDP und SVP - klar JA zu #Krippenplätzen + #Vaterschaftsurlaub. 104 NR haben der Finanzierung zugestimmt. Danke! Nur reiche Eltern begünstigen ist unfair, lieber ⁦@cwasi⁩! https://t.co/5CRTy8SJmw",sagen gegensatz fdp svp klaren ja krippenplätzen vaterschaftsurlaub nr finanzierung zustimmen danke reichen eltern begünstigen unfair lieb,,,,,,,"{'Die': 0.06, '\u2066\u2069': 0, 'sagt': 0, 'im': 0, 'Gegensatz': 0, 'zu': 0, 'FDP': 0, 'und': 0, 'SVP': 0, 'klar': 0, 'JA': 0, 'Krippenplätzen': 0, 'Vaterschaftsurlaub': 0, 'NR': 0, 'haben': 0, 'der': 0, 'Finanzierung': 0, 'zugestimmt': 0, 'Danke': 0, 'Nur': 0, 'reiche': 0, 'Eltern': 0, 'begünstigen': 0, 'ist': 0, 'unfair': 0, 'lieber': 0}",positive,"[0.036866885, 0.00382247, 0.9593107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,negative,RT @MargritStamm: Vaterschaftsurlaub in der Schweiz im internationalen Vergleich: = miserabel. Im europäischen Vergleich: = miserabel. http…,vaterschaftsurlaub schweiz international vergleich miserabel europäisch vergleich miserabel http,,,,,,,"{'Vaterschaftsurlaub': 0.9450000000000001, 'in': 0.26, 'der': 0, 'Schweiz': 0.14, 'im': 0, 'internationalen': 0.21, 'Vergleich': 0.23, 'miserabel': 0.62, 'Im': 0, 'europäischen': 0.11, 'http': 0.18, '…': 0}",negative,"[0.013580616, 0.97606635, 0.01035307]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,25.0,28.0,-0.15,neutral,Einbürgerungen 3. Generation angenommen. Dumme Niqab-Gegenkampagne hat geholfen! Pos.Zeichen für CH-Stimmbürger. 👍 https://t.co/qU6RdNVLBM,einbürgerungen generation annehmen dumme niqab gegenkampagne helfen pos zeichen ch stimmbürger,,,,,,,,,,"{'Einbürgerungen': 1.0, '3.': 0, 'Generation': 0.34, 'angenommen': 1.0, 'Dumme': 0.2, 'Niqab-Gegenkampagne': 0.10500000000000001, 'hat': 0, 'geholfen': 0.23, 'Pos': 0, 'Zeichen': 0, 'für': 0.06, 'CH-Stimmbürger': 0.085}",positive,"[0.116517454, 0.0089077195, 0.87457484]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"Tagesschau Zu DV @CVP_PDC: gut so, dass nun auch Ständerat Peter Hegglin für #Einbürgerung 3. Generation ist!  https://t.co/4Ag6tnKnRn",tagesschau dv gut ständerat peter hegglin einbürgerung generation,,,,,,,,,,"{'Tagesschau': 0, 'Zu': 0, 'DV': 0.07, 'gut': 0, 'so': 0, 'dass': 0.06, 'nun': 0, 'auch': 0, 'Ständerat': 0.07500000000000001, 'Peter': 0.09, 'Hegglin': 0.14, 'für': 0.45, 'Einbürgerung': 1.0, '3.': 0, 'Generation': 0.21, 'ist': 0.18}",positive,"[0.048087087, 0.0038830517, 0.9480299]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,negative,"RT @KathyRiklin: Sind Burka und Niqab im Tessin nicht verboten? Dummes Plakat, Herr Glarner! Einbürgerung 3. Generation JA! https://t.co/r3…",burka niqab tessin verbieten dumm plakat herr glarner einbürgerung generation ja,,,,,,,,,,"{'Sind': 0, 'Burka': 0, 'und': 0.04, 'Niqab': 0.08, 'im': 0, 'Tessin': 0, 'nicht': 0, 'verboten': 0, 'Dummes': 0.35, 'Plakat': 0.13, 'Herr': 0, 'Glarner': 0.15, 'Einbürgerung': 1.0, '3.': 0, 'Generation': 0.42, 'JA': 0.04}",positive,"[0.0036762613, 0.0010648886, 0.99525887]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,25.0,28.0,-0.15,neutral,"@alex_baur @Markus_Schmid_ Bei Heirat reichen fünf Jahre. Keine Tests, keine Integration nötig 😠. #Einbürgerung 3. Generation JA!",heirat reich fünf jahre tests integration nötigen einbürgerung generation ja,,,,,,,,,,"{'Bei': 0, 'Heirat': 0.13, 'reichen': 0, 'fünf': 0.08, 'Jahre': 0.08, 'Keine': 0, 'Tests': 0.09, 'keine': 0, 'Integration': 0.08, 'nötig': 0, 'Einbürgerung': 1.0, '3.': 0, 'Generation': 0.23, 'JA': 0}",positive,"[0.0015799444, 0.0009147362, 0.99750537]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"#Einbürgerung 3. Generation (""Terzos"") klar JA. Unsinn eines HSG-Absolventen und Mitglied des Nationalrates auf fb! 😟 https://t.co/8IEtnpBr90",einbürgerung generation terzos klaren ja unsinn hsg absolventen mitglied nationalrates fb,,,,,,,,,,"{'Einbürgerung': 1.0, '3.': 0, 'Generation': 0.34, 'Terzos': 0, 'klar': 0, 'JA': 0.05, 'Unsinn': 0.21, 'eines': 0, 'HSG-Absolventen': 0.09, 'und': 0.05, 'Mitglied': 0.05, 'des': 0, 'Nationalrates': 0.05, 'auf': 0.06, 'fb': 0.1}",positive,"[0.19727784, 0.02737122, 0.7753509]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,"Sind Burka und Niqab im Tessin nicht verboten? Dummes Plakat, Herr Glarner! Einbürgerung 3. Generation JA! https://t.co/r3BTajQwO8",burka niqab tessin verbieten dumm plakat herr glarner einbürgerung generation ja,,,,,,,,,,"{'Sind': 0, 'Burka': 0, 'und': 0.04, 'Niqab': 0.1, 'im': 0, 'Tessin': 0, 'nicht': 0, 'verboten': 0, 'Dummes': 0.35, 'Plakat': 0.15, 'Herr': 0, 'Glarner': 0.17, 'Einbürgerung': 1.0, '3.': 0, 'Generation': 0.42, 'JA': 0.04}",positive,"[0.0039543253, 0.0010860258, 0.9949596]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"JA zur Erleichterten #Einbürgerung für Terzos. Die wesentlichen Punkte! Klare und strenge Bedingungen, weniger Kosten. https://t.co/Qmz11YikuY",ja erleichtern einbürgerung terzos wesentlich punkte klaren streng bedingungen wenig kosten,,,,,,,,,,"{'JA': 0.09, 'zur': 0.185, 'Erleichterten': 0, 'Einbürgerung': 1.0, 'für': 0.15, 'Terzos': 0, 'Die': 0.09, 'wesentlichen': 0.13, 'Punkte': 0.13, 'Klare': 0, 'und': 0.09, 'strenge': 0.12, 'Bedingungen': 0.1, 'weniger': 0, 'Kosten': 0.05}",positive,"[0.0018933866, 0.0015862145, 0.9965204]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"JA zur Erleichterten #Einbürgerung ""Terzos"". Es bleiben strenge Anforderungen (keine Sozialhilfe, &lt;25J.) aber keine Befragung, Sprachtest. https://t.co/TnbSM95zPa",ja erleichtern einbürgerung terzos bleiben streng anforderungen sozialhilfe lt 25j befragung sprachtest,,,,,,,,,,"{'JA': 0, 'zur': 0.185, 'Erleichterten': 0, 'Einbürgerung': 1.0, 'Terzos': 0, 'Es': 0, 'bleiben': 0, 'strenge': 0.08, 'Anforderungen': 0, 'keine': 0, 'Sozialhilfe': 0.03, 'lt;25J.': 0, 'aber': 0.03, 'Befragung': 0, 'Sprachtest': 0.055}",positive,"[0.046216685, 0.01283945, 0.9409439]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,SVPler rufen zur Grossdemo. @Blickch Da kämpft @lukasreimann sicher wieder für Einbürgerung der Regenbogenforelle 😉 https://t.co/CVOmJ4wUtU,svpler rufen grossdemo kämpfen sichern einbürgerung regenbogenforelle,,,,,,,,,,"{'SVPler': 0, 'rufen': 0.09, 'zur': 0.13, 'Grossdemo': 0, 'Da': 0, 'kämpft': 0, 'sicher': 0, 'wieder': 0.2, 'für': 0.54, 'Einbürgerung': 1.0, 'der': 0.08, 'Regenbogenforelle': 0.155}",positive,"[0.27610406, 0.24712321, 0.47677273]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,neutral,Besuch bei Peterson Institute Int.Economics. Trumps Steuerreform: Massive Unternehmens-Steuersenkungen geplant. https://t.co/blruAGStNJ,besuch peterson institute int economics trumps steuerreform massiv unternehmens steuersenkungen planen,,,,,,,,,,,,,"{'Besuch': 0.17, 'bei': 0, 'Peterson': 0.06, 'Institute': 0.16, 'Int': 0.07, 'Economics': 0.15, 'Trumps': 0, 'Steuerreform': 0.355, 'Massive': 1.0, 'Unternehmens-Steuersenkungen': 0.6125, 'geplant': 1.0}",positive,"[0.0017621962, 0.0033651337, 0.9948726]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
0.0,0.0,0.0,-1.0,neutral,#NFA Jede(r) Zürcher/in bezahlt 336 SFR in Finanzausgleich! Kt. Bern erhält 1172 SFR pro Kopf. Nun erwarte wir auch Support bei #SV17 für den Kanton ZH! Steuerreformpaket + AV17 gemäss Ständerat annehmen! https://t.co/MgbnlYUgEM,nfa jed r zürcher bezahlen sfr finanzausgleich kt bern erhalten sfr pro kopf erwarten support sv17 kanton zh steuerreformpaket av17 gemäss ständerat annehmen,,,,,,,,,,,,,,,,"{'NFA': 0.04, 'Jede': 0.08, 'r': 0, 'Zürcher': 0, 'in': 0.03, 'bezahlt': 0, 'SFR': 0.03, 'Finanzausgleich': 0.05, 'Kt': 0, 'Bern': 0.03, 'erhält': 0.1, 'pro': 0, 'Kopf': 0, 'Nun': 0, 'erwarte': 0, 'wir': 0, 'auch': 0.4, 'Support': 1.0, 'bei': 0, 'SV17': 0.13, 'für': 0.15, 'den': 0.03, 'Kanton': 0.05, 'ZH': 0.05, 'Steuerreformpaket': 0.042499999999999996, 'AV17': 0.04, 'gemäss': 0.035, 'Ständerat': 0.0275, 'annehmen': 0.18}",positive,"[0.4290187, 0.037864987, 0.5331163]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
