answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3418,absa_sentiment_3418,absa_scores_3418,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3437,absa_sentiment_3437,absa_scores_3437,absa_token_weights_3446,absa_sentiment_3446,absa_scores_3446,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"Initiative für bezahlbares Wohnen - Hier die #Leerstände.

Soll der Staat nun noch mehr #Wohnungen bauen, auf Vorrat? Oder soll der Staat in den privaten Wohnungsbau eingreifen und Kontingente schaffen?

Ich sehe nur Probleme auf uns zukommen.

#Abst2020 #Schweiz #Planwirtschaft https://t.co/cuOw8CkDMa",initiative bezahlbar wohnen leerstände staat mehr wohnungen bauen vorrat staat privat wohnungsbau eingreifen kontingente schaffen sehen probleme zukommen abst2020 schweiz planwirtschaft,,,,,,,,,,"{'Initiative': 0.41, 'für': 0.28, 'bezahlbares': 1.0, 'Wohnen': 0, 'Hier': 0.1, 'die': 0.03, 'Leerstände': 0.18, 'Soll': 0.04, 'der': 0.03, 'Staat': 0.04, 'nun': 0, 'noch': 0, 'mehr': 0.02, 'Wohnungen': 0, 'bauen': 0.05, 'auf': 0, 'Vorrat': 0.04, 'Oder': 0.02, 'soll': 0, 'in': 0.01, 'den': 0.03, 'privaten': 0.06, 'Wohnungsbau': 0.08, 'eingreifen': 0, 'und': 0.02, 'Kontingente': 0, 'schaffen': 0.02, 'Ich': 0.01, 'sehe': 0.04, 'nur': 0.01, 'Probleme': 0.06, 'uns': 0, 'zukommen': 0, 'Abst2020': 0.06, 'Schweiz': 0.03, 'Planwirtschaft': 0}",positive,"[0.0014010547, 0.0027018785, 0.99589705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
75.0,75.0,71.0,0.2333333333333333,neutral,"@RegulaRytz @GrueneCH @Referendum_CH Eigenverantwortlich finanzierte Gesundheitskosten steigen leicht mehr als das BIP. Solidarisch finanzierte doppelt so stark. Mehr #EIGENVERANTWORTUNG im #Gesundheitswesen! Aber #Nationalrat schaffte nicht mal #Franchise um 50.- zu erhöhen. [Quelle: W. Widmer, R. Siegenthaler] https://t.co/yzHvhRv7bM",eigenverantwortlich finanzieren gesundheitskosten steigen leicht mehr bip solidarisch finanzieren doppeln stark mehr eigenverantwortung gesundheitswesen nationalrat schaffen mal franchise erhöhen quelle w widmer r siegenthaler,,,,,,,,,,,,,"{'Eigenverantwortlich': 0, 'finanzierte': 0.19, 'Gesundheitskosten': 0.61, 'steigen': 1.0, 'leicht': 0, 'mehr': 0.04, 'als': 0.1, 'das': 0, 'BIP': 0, 'Solidarisch': 0, 'doppelt': 0, 'so': 0, 'stark': 0, 'Mehr': 0.04, 'EIGENVERANTWORTUNG': 0.06, 'im': 0, 'Gesundheitswesen': 0.07, 'Aber': 0.05, 'Nationalrat': 0.04, 'schaffte': 0, 'nicht': 0, 'mal': 0, 'Franchise': 0.11, 'um': 0, '50.-': 0, 'zu': 0.03, 'erhöhen': 0, 'Quelle': 0, 'W.': 0, 'Widmer': 0.04, 'R.': 0, 'Siegenthaler': 0.08}",positive,"[0.26529333, 0.33424002, 0.40046662]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
75.0,75.0,71.0,0.2333333333333333,neutral,"Eigenverantwortlich finanzierte Gesundheitskosten steigen leicht mehr als das BIP. Solidarisch finanzierte doppelt so stark. Mehr #EIGENVERANTWORTUNG im #Gesundheitswesen! Aber #Nationalrat schaffte nicht mal #Franchise um 50.- zu erhöhen. [Quelle: W. Widmer, R. Siegenthaler] https://t.co/VPU4bMMhcH",eigenverantwortlich finanzieren gesundheitskosten steigen leicht mehr bip solidarisch finanzieren doppeln stark mehr eigenverantwortung gesundheitswesen nationalrat schaffen mal franchise erhöhen quelle w widmer r siegenthaler,,,,,,,,,,,,,"{'Eigenverantwortlich': 0, 'finanzierte': 0.19, 'Gesundheitskosten': 0.61, 'steigen': 1.0, 'leicht': 0, 'mehr': 0.04, 'als': 0.1, 'das': 0, 'BIP': 0, 'Solidarisch': 0, 'doppelt': 0, 'so': 0, 'stark': 0, 'Mehr': 0.04, 'EIGENVERANTWORTUNG': 0.06, 'im': 0, 'Gesundheitswesen': 0.07, 'Aber': 0.05, 'Nationalrat': 0.04, 'schaffte': 0, 'nicht': 0, 'mal': 0, 'Franchise': 0.11, 'um': 0, '50.-': 0, 'zu': 0.03, 'erhöhen': 0, 'Quelle': 0, 'W.': 0, 'Widmer': 0.04, 'R.': 0, 'Siegenthaler': 0.08}",positive,"[0.26529333, 0.33424002, 0.40046662]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Kanton #Schwyz auf dem Weg zur nächsten #Steuersenkung 👌 https://t.co/78tYZuSry3,kanton schwyz nächst steuersenkung,,,,,,,,,,,,,,,,"{'Kanton': 0.09, 'Schwyz': 0.25, 'auf': 0.09, 'dem': 0.15500000000000003, 'Weg': 0, 'zur': 0.15500000000000003, 'nächsten': 0.19, 'Steuersenkung': 1.0}",positive,"[0.34666854, 0.22636421, 0.42696732]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@luxperisa CO2-Emissionshandel. CO2-Bepreisung mit equivalenter Steuersenkung.
https://t.co/kpvbr7YEWl",co2 emissionshandel co2 bepreisung equivalenter steuersenkung,,,,,,,,,,,,,,,,"{'CO2-Emissionshandel': 0.19, 'CO2-Bepreisung': 0.335, 'mit': 0.65, 'equivalenter': 1.0, 'Steuersenkung': 0.94}",neutral,"[0.50414026, 0.012585234, 0.48327443]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,"Kantonsrat #Schwyz beschliesst steuerliche Entlastung für untere und mittlere Einkommen, sowie Rentner 👏
Leider hat aber der #FDP-Vorschlag einer zusätzlichen generellen #Steuersenkung keine Mehrheit gefunden.",kantonsrat schwyz beschliesst steuerlich entlastung untere mittler einkommen sowie rentner leider fdp vorschlag zusätzlich generell steuersenkung mehrheit finden,,,,,,,,,,,,,,,,"{'Kantonsrat': 0.055, 'Schwyz': 0.09, 'beschliesst': 0.22, 'steuerliche': 0.07, 'Entlastung': 0, 'für': 0.04, 'untere': 0.03, 'und': 0.03, 'mittlere': 0.03, 'Einkommen': 0, 'sowie': 0.13, 'Rentner': 0, 'Leider': 1.0, 'hat': 0, 'aber': 0, 'der': 0.09, 'FDP-Vorschlag': 0.095, 'einer': 0, 'zusätzlichen': 0.05, 'generellen': 0.03, 'Steuersenkung': 0.07, 'keine': 0, 'Mehrheit': 0.09, 'gefunden': 0}",negative,"[0.062022753, 0.6192423, 0.31873497]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,0.85,neutral,RT @RZueger: Aus dem Kantonsrat: Die FDP nimmt den AFP zustimmend zur Kenntniss und ist klar für eine Steuersenkung zugunsten der Bürgerinn…,kantonsrat fdp nehmen afp zustimmen kenntniss klaren steuersenkung zugunsten bürgerinn,,,,,,,,,,,,,,,,"{'Aus': 0, 'dem': 0.07, 'Kantonsrat': 0.055, 'Die': 0.07, 'FDP': 0.09, 'nimmt': 0, 'den': 0.07, 'AFP': 0.06, 'zustimmend': 0, 'zur': 0.07, 'Kenntniss': 0, 'und': 0.05, 'ist': 0.11, 'klar': 0, 'für': 0, 'eine': 0, 'Steuersenkung': 0.66, 'zugunsten': 0.195, 'der': 0.07, 'Bürgerinn': 0, '…': 0}",neutral,"[0.6113927, 0.053305283, 0.33530203]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.85,neutral,"Beschluss im #Kantonsrat - Nächste #Steuersenkung im Kanton #Schwyz steht an für natürliche Personen - 10% Senkung auf 150% für 2020.

160% für juristische Personen bleibt, da diese bereits von #STAF profitierten.

Schwyz steht finanziell gesund da!",beschluss kantonsrat nächst steuersenkung kanton schwyz stehen natürlich personen senkung juristische personen bleiben bereits staf profitieren schwyz stehen finanziell gesund,,,,,,,,,,,,,,,,"{'Beschluss': 0.25, 'im': 0, 'Kantonsrat': 0, 'Nächste': 1.0, 'Steuersenkung': 0.28, 'Kanton': 0.05, 'Schwyz': 0.04, 'steht': 0, 'an': 0, 'für': 0.02, 'natürliche': 0.03, 'Personen': 0.02, 'Senkung': 0, 'auf': 0, '2020.': 0, 'juristische': 0.02, 'bleibt': 0.03, 'da': 0, 'diese': 0, 'bereits': 0.01, 'von': 0.01, 'STAF': 0, 'profitierten': 0.02, 'finanziell': 0.02, 'gesund': 0.03}",neutral,"[0.4544728, 0.15399651, 0.39153078]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,negative,@RegulaRytz @NZZ @GrueneCH @stafnein Entsolidarisierung?! Seh ich anders: immerhin haben wir sowas wie den Finanzausgleich (NFA). Oder habe ich da was falsch verstanden?,entsolidarisierung seh immerhin sowas finanzausgleich nfa falsch verstehen,,,,,,,,,,,,,,,,,,,"{'Entsolidarisierung': 0.12, 'Seh': 0.08, 'ich': 0.05, 'anders': 0, 'immerhin': 0.21000000000000002, 'haben': 0.41, 'wir': 0, 'sowas': 1.0, 'wie': 0, 'den': 0.37, 'Finanzausgleich': 0.44499999999999995, 'NFA': 0.13, 'Oder': 0.54, 'habe': 0.41, 'da': 0, 'was': 0, 'falsch': 0, 'verstanden': 0}",neutral,"[0.74695474, 0.035710666, 0.21733458]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
0.0,0.0,0.0,-1.0,negative,RT @CHANCE_5G: Unsere Mobilfunknetze kommen an ihre Grenzen. Ein Ausbau ist wegen gefährlichen Blockaden aber nicht möglich. Jetzt unsere d…,mobilfunknetze kommen grenzen ausbau wegen gefährlich blockaden möglich d,,,,,,,,,,,,,,,,,,,,,,"{'Unsere': 0.78, 'Mobilfunknetze': 0.26, 'kommen': 0, 'an': 0, 'ihre': 0.1, 'Grenzen': 0.11, 'Ein': 0, 'Ausbau': 0.08, 'ist': 0.07, 'wegen': 0, 'gefährlichen': 0.15, 'Blockaden': 0, 'aber': 0, 'nicht': 0.07, 'möglich': 0.05, 'Jetzt': 0.81, 'unsere': 0.78, 'd': 0.88, '…': 0}",positive,"[0.038065135, 0.007545358, 0.9543896]",,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,1.0,negative,"@retolipp @tagesanzeiger Nach e-Voting das nächste IT-Debakel für den Bund?! Bitte nicht. Das #ElektronischePatientendossier hat echt Potential die Gesundheitskosten zu senken, ohne Qualitätsverlust - wenn es richtig umgesetzt wird! #epd",e voting nächst it debakel bund bitte elektronischepatientendossier echt potential gesundheitskosten senken qualitätsverlust richtig umsetzen epd,,,,,,,,,,,,,,,,,,,,,,,,,"{'Nach': 0.07, 'e-Voting': 0, 'das': 0, 'nächste': 0.04, 'IT-Debakel': 0.060000000000000005, 'für': 0.03, 'den': 0.12, 'Bund': 0, 'Bitte': 0, 'nicht': 0.12, 'Das': 0.12, 'ElektronischePatientendossier': 0, 'hat': 0, 'echt': 0.05, 'Potential': 0.07, 'die': 0.12, 'Gesundheitskosten': 0.05, 'zu': 0.07, 'senken': 0, 'ohne': 0.04, 'Qualitätsverlust': 0.055, 'wenn': 0.09, 'es': 0.05, 'richtig': 0, 'umgesetzt': 0.16, 'wird': 0, 'epd': 1.0}",negative,"[0.21663605, 0.5187841, 0.26457992]",,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Abstimmung 29.Nov.2020

❌ NEIN zur Unternehmensverantwortung- Initiative 
❌ NEIN zur Kriegsmaterial-Initiative 

@GSoA_NEIN @LeereNein #UVI #KVI #Abst2020 https://t.co/zfwajhOrgt",abstimmung nov nein unternehmensverantwortung initiative nein kriegsmaterial initiative uvi kvi abst2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Abstimmung': 0, '29.Nov.2020': 0, 'NEIN': 1.0, 'zur': 0.55, 'Unternehmensverantwortung-': 0.23500000000000001, 'Initiative': 0.23, 'Kriegsmaterial-Initiative': 0.27749999999999997, 'UVI': 0.11, 'KVI': 0.12, 'Abst2020': 0.24}",neutral,"[0.5907997, 0.044707168, 0.3644932]",,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,"Nicht ein Finanzierungsverbot für Waffen bringt Frieden, sondern Wohlstand bringt Frieden.

Die Initiative zum Finanzierungsverbot von Kriegsmaterial durch Schweizer Institutionen gefährdet Arbeitsplätze und Wohlstand.

@GSoA_NEIN #abst20 #GSoA_Nein https://t.co/wSr7mEgfhF",finanzierungsverbot waffen bringen frieden wohlstand bringen frieden initiative finanzierungsverbot kriegsmaterial schweizer institutionen gefährden arbeitsplätze wohlstand abst20 gsoa_nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Nicht': 0.08, 'ein': 0, 'Finanzierungsverbot': 1.0, 'für': 0, 'Waffen': 0.24, 'bringt': 0.13, 'Frieden': 0.25, 'sondern': 0.08, 'Wohlstand': 0.29, 'Die': 0.96, 'Initiative': 0.84, 'zum': 0.8999999999999999, 'von': 0, 'Kriegsmaterial': 0.42500000000000004, 'durch': 0, 'Schweizer': 0.16, 'Institutionen': 0.15, 'gefährdet': 0, 'Arbeitsplätze': 0.23, 'und': 0.1, 'abst20': 0.25, 'GSoA_Nein': 0}",neutral,"[0.49910003, 0.4141333, 0.08676669]",,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,0.85,neutral,"Wow! Einsatz hat sich gelohnt. Erst recht bei einem so knappen Resultat für #Kampfflugzeuge.

Danke an alle, die mit einem Ja die unabhängige und selbstständige Luftraumsicherung für die Schweiz gesichert haben. Im Kanton #Schwyz war die Angelegenheit ein klarer Fall.

#Kampfjets https://t.co/zjYdt82FfA",wow einsatz lohnen erst recht knapp resultat kampfflugzeuge danke all ja unabhängig selbstständige luftraumsicherung schweiz sichern kanton schwyz angelegenheit klar fall kampfjets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wow': 0.06, 'Einsatz': 0, 'hat': 0, 'sich': 0, 'gelohnt': 0.04, 'Erst': 0, 'recht': 0, 'bei': 0, 'einem': 0, 'so': 0, 'knappen': 0, 'Resultat': 0, 'für': 0.07, 'Kampfflugzeuge': 0, 'Danke': 0, 'an': 0, 'alle': 0.08, 'die': 0.09, 'mit': 0.03, 'Ja': 0.08, 'unabhängige': 0.08, 'und': 0.08, 'selbstständige': 0, 'Luftraumsicherung': 0.07, 'Schweiz': 0.07, 'gesichert': 0, 'haben': 0.05, 'Im': 0, 'Kanton': 0.06, 'Schwyz': 0.22, 'war': 0, 'Angelegenheit': 0.22, 'ein': 0, 'klarer': 0, 'Fall': 0, 'Kampfjets': 0.6950000000000001}",positive,"[0.3835731, 0.12696105, 0.4894658]",,,,,,,,,,,,,,,,,,,positive
0.0,0.0,14.0,-0.7,neutral,"Heute unterwegs in #Einsiedeln.

Ohne Kampfflugzeuge keine Sicherheit im Luftraum - #Corona zeigte, dass in Krisenzeiten jeder Staat in erster Linie für sich selbst schaut. Verlassen wir uns nicht auf andere. Nehmen wir die #Sicherheit der Bevölkerung selbst an die Hand. https://t.co/bP2IJdYEWQ",heute unterwegs einsiedeln kampfflugzeuge sicherheit luftraum corona zeigen krisenzeiten jed staat erst linie schauen verlassen nehmen sicherheit bevölkerung hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Heute': 0.07, 'unterwegs': 0.02, 'in': 0.02, 'Einsiedeln': 0.1, 'Ohne': 0.47, 'Kampfflugzeuge': 0, 'keine': 0, 'Sicherheit': 0, 'im': 0, 'Luftraum': 0.11, 'Corona': 0.02, 'zeigte': 0.08, 'dass': 0.07, 'Krisenzeiten': 0.025, 'jeder': 0, 'Staat': 0.02, 'erster': 0, 'Linie': 0, 'für': 0.04, 'sich': 0, 'selbst': 0, 'schaut': 0.04, 'Verlassen': 0, 'wir': 0, 'uns': 0, 'nicht': 0.04, 'auf': 0.03, 'andere': 0.03, 'Nehmen': 0.08, 'die': 0.01, 'der': 0.01, 'Bevölkerung': 0.02, 'an': 0, 'Hand': 0.02}",negative,"[0.25127673, 0.73578113, 0.0129421735]",,,,,,,,,,,,,,,,,,,negative
