answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3391,absa_sentiment_3391,absa_scores_3391,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3476,absa_sentiment_3476,absa_scores_3476,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
0.0,0.0,0.0,-0.85,neutral,Besonders eklig: In den letzten Jahren wurde in allen möglichen Lebensbereichen gekürzt und Leistungen abgebaut. Die dadurch ausgeglichenere Rechnung ist jetzt Argument für Steuersenkungen. Das ist Race-To-The-Bottom.,besonders eklig letzt jahren möglich lebensbereichen kürzen leistungen abbauen dadurch ausgeglichen rechnung argument steuersenkungen race to the bottom,,,,,,,,,,,,,,,,,,,,,,"{'Besonders': 0, 'eklig': 1.0, 'In': 0.03, 'den': 0.02, 'letzten': 0, 'Jahren': 0.12, 'wurde': 0, 'in': 0.03, 'allen': 0, 'möglichen': 0.06, 'Lebensbereichen': 0.06, 'gekürzt': 0, 'und': 0.08, 'Leistungen': 0.1, 'abgebaut': 0, 'Die': 0.02, 'dadurch': 0, 'ausgeglichenere': 0.09, 'Rechnung': 0, 'ist': 0.05, 'jetzt': 0.07, 'Argument': 0.12, 'für': 0, 'Steuersenkungen': 0.08499999999999999, 'Das': 0.02, 'Race-To-The-Bottom': 0}",negative,"[0.01718662, 0.9526202, 0.030193156]",,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
0.0,0.0,0.0,-1.0,neutral,@Leon_Euler @JanKirchmayr @Kanton_BL @BaselStadt Stimmt. Die Steuersenkungsvorhaben von Toni Lauber sind gefährlich für die breite Bevölkerung. Etwas Konservatismus sollte uns nicht von diesem neoliberalen Abbauvorhaben ablenken.,stimmen steuersenkungsvorhaben toni lauber gefährlich breit bevölkerung konservatismus sollen neoliberalen abbauvorhaben ablenken,,,,,,,,,,,,,,,,,,,,,,"{'Stimmt': 0.25, 'Die': 0.23, 'Steuersenkungsvorhaben': 0.735, 'von': 0.08, 'Toni': 0.15, 'Lauber': 0.15, 'sind': 0.83, 'gefährlich': 1.0, 'für': 0.71, 'die': 0.23, 'breite': 0, 'Bevölkerung': 0, 'Etwas': 0, 'Konservatismus': 0.34, 'sollte': 0, 'uns': 0.05, 'nicht': 0, 'diesem': 0.08, 'neoliberalen': 0.22, 'Abbauvorhaben': 0.16, 'ablenken': 0}",negative,"[0.02114873, 0.69450635, 0.28434494]",,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
75.0,75.0,71.0,0.3399999999999999,neutral,@KrebsYves Und das reicht um global bis 2050 auf 0 zu sein? Finde ich naiv. Wir hatten Jahrzehnte (und du noch mehr wie ich) Zeit um Vorbild zu sein. Jzt muss es schnell gehen. Und BL könnte gut und gerne vorangehen. Aber offenbar sind Steuersenkungen für Grosskonzerne wichtiger.,reichen global finden naiv jahrzehnte mehr zeit vorbild jzt schnellen gehen bl gut gerne vorangehen offenbaren steuersenkungen grosskonzerne wichtig,,,,,,,,,,,,,,,,,,,,,,"{'Und': 0.07, 'das': 0.03, 'reicht': 0, 'um': 0, 'global': 0, 'bis': 0, '2050': 0, 'auf': 0, '0': 0, 'zu': 0.02, 'sein': 0, 'Finde': 0.1, 'ich': 0.05, 'naiv': 0.18, 'Wir': 0.05, 'hatten': 0.05, 'Jahrzehnte': 0.05, 'und': 0.07, 'du': 0, 'noch': 0, 'mehr': 0.9, 'wie': 0, 'Zeit': 0, 'Vorbild': 0.09, 'Jzt': 0, 'muss': 0.02, 'es': 0, 'schnell': 0, 'gehen': 0, 'BL': 0.14, 'könnte': 0.18, 'gut': 0, 'gerne': 0, 'vorangehen': 0, 'Aber': 0.69, 'offenbar': 1.0, 'sind': 0.71, 'Steuersenkungen': 0.64, 'für': 0.37, 'Grosskonzerne': 0, 'wichtiger': 0.925}",negative,"[0.29450858, 0.44678223, 0.2587092]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,neutral,"@Ben_Wie1 ""Bildungsabbau - Typisch BL""
""Euses Höhefüürli gege interkantonali Zemmearbet""
""Schlechter ÖV in den Randregionen - Straight outta BL""
""Sozialhilfe kürzen - Ächt Baselbiet""
""Steuersenkungen für Grossunternehmen? Mir wei luege.""",bildungsabbau typisch bl euses höhefüürli gege interkantonali zemmearbet schlecht öv randregionen straight outta bl sozialhilfe kürzen ächt baselbiet steuersenkungen grossunternehmen wei luege,,,,,,,,,,,,,,,,,,,,,,"{'Bildungsabbau': 0.03, 'Typisch': 0, 'BL': 0.04, 'Euses': 0.03, 'Höhefüürli': 0, 'gege': 0, 'interkantonali': 0, 'Zemmearbet': 0, 'Schlechter': 0, 'ÖV': 0, 'in': 0.03, 'den': 0.04, 'Randregionen': 0, 'Straight': 0.07, 'outta': 0.07, 'Sozialhilfe': 0.06, 'kürzen': 0, 'Ächt': 0, 'Baselbiet': 0.1, 'Steuersenkungen': 0.6799999999999999, 'für': 0, 'Grossunternehmen': 0, 'Mir': 0, 'wei': 0, 'luege': 0}",negative,"[0.09169268, 0.85147697, 0.056830294]",,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,1.0,neutral,"Baselland Tourismus macht eine ""I LOVE BL""-Kampagne und im Parlament wird über Steuersenkungen für Grossunternehmen diskutiert. Die Rechtskonservativen drehen zum Endspurt der Legislatur nochmals richtig auf.. Lokalpatriotismus wie ich es mir vorstelle! @Kanton_BL #bananenkanton https://t.co/fqM4irBVP5",baselland tourismus i love bl kampagne parlament steuersenkungen grossunternehmen diskutieren rechtskonservativen drehen endspurt legislatur nochmals richtig lokalpatriotismus vorstellen bananenkanton,,,,,,,,,,,,,,,,,,,,,,"{'Baselland': 0.13, 'Tourismus': 0, 'macht': 0, 'eine': 0, 'I': 0.03, 'LOVE': 0.18, 'BL""-Kampagne': 0.13, 'und': 1.0, 'im': 0, 'Parlament': 0.07, 'wird': 0, 'über': 0, 'Steuersenkungen': 0.75, 'für': 0.02, 'Grossunternehmen': 0, 'diskutiert': 0.65, 'Die': 0.03, 'Rechtskonservativen': 0.04, 'drehen': 0, 'zum': 0.03, 'Endspurt': 0.03, 'der': 0.03, 'Legislatur': 0.03, 'nochmals': 0.05, 'richtig': 0, 'auf': 0, '..': 0, 'Lokalpatriotismus': 0.065, 'wie': 0, 'ich': 0.03, 'es': 0.54, 'mir': 0, 'vorstelle': 0, 'bananenkanton': 0.02}",neutral,"[0.89791983, 0.017494947, 0.08458525]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"@bzJermann Scheint nicht so. Aber mehr PPP? Da hat wohl jemand noch zu wenige Aufträge vom Kanton...
Und: Was sind die Vorschläge gegen den Nuller bei den Ansiedlungen? Steuersenkungen, damit kein Geld für die Infrastruktur bleibt?",scheinen mehr ppp wohl jemand wenig aufträge kanton vorschläge nuller ansiedlungen steuersenkungen geld infrastruktur bleiben,,,,,,,,,,,,,,,,,,,,,,"{'Scheint': 0, 'nicht': 0, 'so': 0.39, 'Aber': 0.06, 'mehr': 0.02, 'PPP': 0.05, 'Da': 0, 'hat': 0, 'wohl': 0, 'jemand': 0.04, 'noch': 0.03, 'zu': 0, 'wenige': 0.03, 'Aufträge': 0, 'vom': 0.035, 'Kanton': 0.02, '...': 0, 'Und': 0.09, 'Was': 0, 'sind': 0.17, 'die': 0.04, 'Vorschläge': 0.18, 'gegen': 0.2, 'den': 0.04, 'Nuller': 0, 'bei': 0, 'Ansiedlungen': 0.14, 'Steuersenkungen': 0.605, 'damit': 0.09, 'kein': 0.12, 'Geld': 0.04, 'für': 0.03, 'Infrastruktur': 0.07, 'bleibt': 0}",neutral,"[0.7063662, 0.2814177, 0.012216121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Heraus zum 1.Mai! Es ist Zeit für die soziale Wende und dazu gehört ein Lohn, der zum Leben reicht. Mindestlohn jetzt im Baselbiet und überall. #1Mai @sp_bl https://t.co/35YjPdbLn7",heraus mai zeit soziale wenden hören lohn leben reichen mindestlohn baselbiet überall 1mai,,,,,,,,,,,,,,,,,,,,,,,,,"{'Heraus': 0.05, 'zum': 0.185, '1.Mai': 0.095, 'Es': 0.16, 'ist': 0.16, 'Zeit': 0.07, 'für': 0.06, 'die': 0.24, 'soziale': 0.05, 'Wende': 0, 'und': 0.36, 'dazu': 0.13, 'gehört': 0, 'ein': 0, 'Lohn': 0, 'der': 0.24, 'Leben': 0, 'reicht': 0, 'Mindestlohn': 0.965, 'jetzt': 1.0, 'im': 0, 'Baselbiet': 0.22000000000000003, 'überall': 0, '1Mai': 0}",positive,"[0.037898142, 0.0063483324, 0.95575356]",,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,negative,"@rentapwha wenn ich richtig zugehört habe argumentiert Buser für Bildungsabbau, weil die SP für den Mindestlohn ist? Hä? #umebreiumerede",richtig zuhören argumentieren buser bildungsabbau sp mindestlohn hä umebreiumerede,,,,,,,,,,,,,,,,,,,,,,,,,"{'wenn': 0.03, 'ich': 0.02, 'richtig': 0, 'zugehört': 0.06, 'habe': 0.02, 'argumentiert': 0, 'Buser': 0.12, 'für': 0, 'Bildungsabbau': 0.13, 'weil': 0.13, 'die': 1.0, 'SP': 0.13, 'den': 1.0, 'Mindestlohn': 0.8200000000000001, 'ist': 0.19, 'Hä': 0, 'umebreiumerede': 0.31}",neutral,"[0.92575544, 0.022758512, 0.051486075]",,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,25.0,28.0,-0.15,neutral,"@Ask_Switzerland @thluethi Natürlich mit Strom. Aber Strom aus erneuerbaren Energien, und nicht Strom aus einer gefährlichen, zentralistischen Technologie.",natürlich strom strom erneuerbaren energien strom gefährlich zentralistisch technologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Natürlich': 0, 'mit': 0.25, 'Strom': 0, 'Aber': 1.0, 'aus': 0, 'erneuerbaren': 0.48, 'Energien': 0, 'und': 0, 'nicht': 1.0, 'einer': 0, 'gefährlichen': 0.79, 'zentralistischen': 0, 'Technologie': 0.26}",neutral,"[0.74405295, 0.08739557, 0.16855145]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,@thluethi @Ask_Switzerland  das sehe ich anders. Der generelle Atomausstieg ist wichtig. Es braucht erneuerbare Energien um die Zukunft des Planeten zu sichern. Atomenergie gehört nicht dazu.,sehen generelle atomausstieg wichtig brauchen erneuerbare energien zukunft planeten sichern atomenergie hören,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'das': 0, 'sehe': 0, 'ich': 0.06, 'anders': 0, 'Der': 0.07, 'generelle': 0.06, 'Atomausstieg': 0.08, 'ist': 0.11, 'wichtig': 0.29, 'Es': 0.11, 'braucht': 0, 'erneuerbare': 0.66, 'Energien': 0.81, 'um': 0, 'die': 0.07, 'Zukunft': 0.3, 'des': 0, 'Planeten': 0, 'zu': 0.57, 'sichern': 0.57, 'Atomenergie': 0.12, 'gehört': 0, 'nicht': 0.4, 'dazu': 0.57}",positive,"[0.13819084, 0.26060724, 0.6012019]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,@Ask_Switzerland erneuerbare Energien :),erneuerbare energien,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'erneuerbare': 1.0, 'Energien': 0}",positive,"[0.0007831544, 0.000921171, 0.9982957]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,@thluethi @SusanneSlo Ein Zug braucht ein vielfaches weniger an Energie (zum Teil erneuerbare) das Flugzeug nur fossile - nur so als Hinweis,zug brauchen vielfach wenig energie teil erneuerbare flugzeug fossile hinweis,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ein': 0.06, 'Zug': 0, 'braucht': 0.28, 'ein': 0, 'vielfaches': 0, 'weniger': 0, 'an': 0.04, 'Energie': 0.32, 'zum': 0.14, 'Teil': 0, 'erneuerbare': 1.0, 'das': 0, 'Flugzeug': 0.1, 'nur': 0.21, 'fossile': 0.07, 'so': 0, 'als': 0.05, 'Hinweis': 0}",negative,"[0.06528966, 0.9261121, 0.00859813]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,Hui. #Kriegsmaterial https://t.co/LEXUMpE2dq,hui kriegsmaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Hui': 0.41, 'Kriegsmaterial': 0.625}",positive,"[0.08122598, 0.0037884556, 0.9149856]",,,,,,,,,,,,,,,,,,,neutral
