answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,sentiment_tb
100.0,100.0,86.0,0.7,neutral,RT @jacquelinefehr: Jetzt Einbürgerungen fördern. https://t.co/1mfCByBFIl Sie beschleunigen die Integration. https://t.co/xLPsIw26n2 @spsch…,einbürgerungen fördern beschleunigen integration,,,,,,,,,,"{'Jetzt': 0.72, 'Einbürgerungen': 1.0, 'fördern': 0, 'Sie': 0, 'beschleunigen': 0.15, 'die': 0.09, 'Integration': 0.25, '…': 0}",positive,"[0.025293639, 0.0034298361, 0.97127646]",,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,Heute um 12 Uhr: Tages-Anzeiger Leserchat zur erleichterten Einbürgerung der 3. Generation. Diskutiert mit uns! https://t.co/zZ45cpIgbD https://t.co/XCmgk8qV8d,heute uhr tages anzeiger leserchat erleichtern einbürgerung generation diskutieren,,,,,,,,,,"{'Heute': 0.13, 'um': 0, '12': 0, 'Uhr': 0, 'Tages-Anzeiger': 0, 'Leserchat': 0, 'zur': 0.28, 'erleichterten': 0, 'Einbürgerung': 1.0, 'der': 0.12, '3.': 0, 'Generation': 0.14, 'Diskutiert': 0, 'mit': 0.06, 'uns': 0.06}",positive,"[0.2992422, 0.0029840295, 0.69777375]",,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,RT @MigrantinnenZh: Die Plakatkampagne kommt gut. #einbürgerung Ja am 12.2. https://t.co/uEh4nZEPwM,plakatkampagne kommen gut einbürgerung ja,,,,,,,,,,"{'Die': 0.13, 'Plakatkampagne': 0.225, 'kommt': 0, 'gut': 0, 'einbürgerung': 0.89, 'Ja': 0, 'am': 0, '12.2.': 0}",positive,"[0.13500398, 0.0041577076, 0.86083835]",,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,Heute Abend um 20 Uhr im Forum auf Radio SRF1: Diskussion zur erleichterten Einbürgerung der Enkelgeneration #EE3G https://t.co/8CMUoDA6kS,heute abend uhr forum radio srf1 diskussion erleichtern einbürgerung enkelgeneration ee3 g,,,,,,,,,,"{'Heute': 0, 'Abend': 0, 'um': 0, '20': 0, 'Uhr': 0, 'im': 0, 'Forum': 0.08, 'auf': 0.51, 'Radio': 0.11, 'SRF1': 0.12, 'Diskussion': 0.46, 'zur': 0.13, 'erleichterten': 0, 'Einbürgerung': 1.0, 'der': 0.13, 'Enkelgeneration': 0, 'EE3': 0, 'G': 0}",positive,"[0.0028726887, 0.0012798177, 0.9958475]",,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,Es geht um die #EE3G: Erleichterte Einbürgerung der 3. Generation! Am Dienstagabend (17.1.17) um 7 im Kulturmarkt. https://t.co/QZYqr3aqlm,gehen ee3 g erleichtern einbürgerung generation dienstagabend kulturmarkt,,,,,,,,,,"{'Es': 0, 'geht': 0, 'um': 0, 'die': 0.04, 'EE3': 0, 'G': 0, 'Erleichterte': 0, 'Einbürgerung': 1.0, 'der': 0.04, '3.': 0, 'Generation': 0.14, 'Am': 0, 'Dienstagabend': 0.08, '17.1.17': 0, '7': 0, 'im': 0, 'Kulturmarkt': 0.06}",positive,"[0.0040723346, 0.0018061494, 0.9941215]",,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @SecondosPlusZH: Um was gehts bei der erleichterten Einbürgerung der 3. Generation? @anbarrile informiert und diskutiert mit euch! https…,gehts erleichtern einbürgerung generation informieren diskutieren https,,,,,,,,,,"{'Um': 0, 'was': 0, 'gehts': 0, 'bei': 0, 'der': 0.13, 'erleichterten': 0, 'Einbürgerung': 1.0, '3.': 0, 'Generation': 0.13, 'informiert': 0, 'und': 0.1, 'diskutiert': 0, 'mit': 0.07, 'euch': 0.07, 'https': 0.11, '…': 0}",positive,"[0.04229628, 0.014011721, 0.94369197]",,,,,,,,,,positive
100.0,100.0,86.0,0.7,negative,RT @SchmidFederer: Kein Automatismus aber erleichterte #Einbürgerung junger Einheimischer ohne roten Pass der 3. Generation. @CVP_PDC @evpp…,automatismus erleichtern einbürgerung jung einheimisch rot pass generation,,,,,,,,,,"{'Kein': 0.19, 'Automatismus': 0.28, 'aber': 0.53, 'erleichterte': 0, 'Einbürgerung': 1.0, 'junger': 0, 'Einheimischer': 0, 'ohne': 0.13, 'roten': 0, 'Pass': 0, 'der': 0.05, '3.': 0, 'Generation': 0.06, '…': 0}",positive,"[0.004725397, 0.0012653713, 0.99400926]",,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @spschweiz: SP sagt einstimmig JA zur erleichterten Einbürgerung der 3. Generation! #SPParteitag 
Jetzt Aufruf unterschreiben: https://t…",sp sagen einstimmig ja erleichtern einbürgerung generation spparteitag aufruf unterschreiben,,,,,,,,,,"{'SP': 0.04, 'sagt': 0.14, 'einstimmig': 0.08, 'JA': 0, 'zur': 0.14, 'erleichterten': 0, 'Einbürgerung': 1.0, 'der': 0.05, '3.': 0, 'Generation': 0.13, 'SPParteitag': 0.0575, 'Jetzt': 0.05, 'Aufruf': 0, 'unterschreiben': 0.08}",positive,"[0.0015239597, 0.001280436, 0.9971956]",,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"Wir alles sind die Schweiz!
Heute beginnt der Abstimmungskampf zur erleichterten Einbürgerung der 3. Generation mit einer Medienkonferenz. https://t.co/vWe7Dp4Yko",schweiz heute beginnen abstimmungskampf erleichtern einbürgerung generation medienkonferenz,,,,,,,,,,"{'Wir': 0.06, 'alles': 0, 'sind': 0.05, 'die': 0.11, 'Schweiz': 0.11, 'Heute': 0.13, 'beginnt': 0.34, 'der': 0.11, 'Abstimmungskampf': 0, 'zur': 0.245, 'erleichterten': 0, 'Einbürgerung': 1.0, '3.': 0, 'Generation': 0.15, 'mit': 0.17, 'einer': 0, 'Medienkonferenz': 0.17}",neutral,"[0.782439, 0.008655979, 0.208905]",,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @MigrantinnenZh: .@anbarrile spricht zur Einbürgerung von AusländerInnen der dritten Generation in der Schweiz https://t.co/Qhe1mwqReL,sprechen einbürgerung ausländerinnen dritt generation schweiz,,,,,,,,,,"{'spricht': 0.49, 'zur': 1.0, 'Einbürgerung': 1.0, 'von': 0, 'AusländerInnen': 0.19, 'der': 1.0, 'dritten': 0.06, 'Generation': 0.09, 'in': 0.13, 'Schweiz': 0.14}",positive,"[0.009767126, 0.0014310889, 0.98880184]",,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,Stände- und der Nationalrat sind sich einig. Die erleichterte Einbürgerung für die 3. Generation ist bereit für die Schlussabstimmung!,stände nationalrat erleichtern einbürgerung generation bereiten schlussabstimmung,,,,,,,,,,"{'Stände-': 0, 'und': 0.11, 'der': 0.32, 'Nationalrat': 0.1, 'sind': 0, 'sich': 0, 'einig': 0, 'Die': 0.32, 'erleichterte': 0, 'Einbürgerung': 0.97, 'für': 0.87, 'die': 0.32, '3.': 0, 'Generation': 0.2, 'ist': 1.0, 'bereit': 1.0, 'Schlussabstimmung': 0.6599999999999999}",positive,"[0.0040923846, 0.0014347855, 0.9944728]",,,,,,,,,,positive
100.0,100.0,86.0,0.7,negative,RT @spschweiz: Diskriminierung beseitigen! SP begrüsst erleichterte Einbürgerung für eingetragene Partner von Schweizer BürgerInnen http://…,diskriminierung beseitigen sp begrüsst erleichtern einbürgerung eingetragen partner schweizer bürgerinnen,,,,,,,,,,"{'Diskriminierung': 0.22, 'beseitigen': 0, 'SP': 0.16, 'begrüsst': 0, 'erleichterte': 0, 'Einbürgerung': 1.0, 'für': 0.21, 'eingetragene': 0.23, 'Partner': 0, 'von': 0, 'Schweizer': 0.16, 'BürgerInnen': 0.17}",positive,"[0.0030526614, 0.0015919444, 0.99535537]",,,,,,,,,,positive
75.0,75.0,71.0,0.35,neutral,"Nach dem Nein des Ständerats zu mehr #Lohngleichheit: Schwarze Zeiten für die #Gleichstellung. #IwearBlack #Frauentag @spschweiz
@seilergraf @claufriedl @uschneiderschue @margretkiener @PhilippHadorn @anbarrile https://t.co/LniExDN4k1",nein ständerats mehr lohngleichheit schwarze zeiten gleichstellung iwearblack frauentag,,,,,,,,,,,,,"{'Nach': 0.06, 'dem': 0.065, 'Nein': 0.07, 'des': 0, 'Ständerats': 0.095, 'zu': 0.06, 'mehr': 0.04, 'Lohngleichheit': 0, 'Schwarze': 0.11, 'Zeiten': 0.15, 'für': 0.1, 'die': 0.07, 'Gleichstellung': 0.16, 'IwearBlack': 0.44, 'Frauentag': 1.0}",neutral,"[0.56142825, 0.043102764, 0.395469]",,,,,,,positive
0.0,0.0,0.0,-1.0,negative,RT @LewinLempert: 6 Frauen aus 6 Fraktionen (inkl. @NatalieRickli &amp; @seilergraf) wehren sich gegen geplante Lockerung der Kriegsmaterialver…,frauen fraktionen inkl amp wehren geplant lockerung kriegsmaterialver,,,,,,,,,,,,,,,,"{'6': 0, 'Frauen': 0.13, 'aus': 0, 'Fraktionen': 0.14, 'inkl.': 0, 'amp': 0.04, 'wehren': 0, 'sich': 0, 'gegen': 0.31, 'geplante': 0.5, 'Lockerung': 0, 'der': 1.0, 'Kriegsmaterialver': 0.94, '…': 0}",neutral,"[0.6001771, 0.030122872, 0.36969998]",,,,negative
50.0,75.0,57.0,0.0,neutral,"RT @spschweiz: Nein zu einer Scheinabstimmung über neue #Kampfflugzeuge 

https://t.co/ZDUyBh7tPP https://t.co/M1i9bmzMy3",nein scheinabstimmung neue kampfflugzeuge,,,,,,,,,,,,,,,,,,,"{'Nein': 0.21, 'zu': 0.17, 'einer': 0, 'Scheinabstimmung': 0.28, 'über': 0, 'neue': 0.65, 'Kampfflugzeuge': 0}",positive,"[0.3833695, 0.17736346, 0.439267]",neutral
