answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,100.0,1.0,neutral,"Welche Auswirkungen hat Klimaschutz auf den Arbeitsmarkt? Positive, sagt eine neue Studie. Dabei sind bis zu 330.000 erneuerbare Arbeitsplätze möglich. #Energiewende #Klimawahl2019 https://t.co/pv9htitaOd",welch auswirkungen klimaschutz arbeitsmarkt positiv sagen neue studie dabei erneuerbare arbeitsplätze möglich energiewende klimawahl2019,,,,,,,,,,"{'Welche': 0, 'Auswirkungen': 0.1, 'hat': 0, 'Klimaschutz': 0.08, 'auf': 0.04, 'den': 0.08, 'Arbeitsmarkt': 0.04, 'Positive': 0.16, 'sagt': 0.19, 'eine': 0, 'neue': 0.1, 'Studie': 0.23, 'Dabei': 0, 'sind': 0.71, 'bis': 0, 'zu': 0.12, '330.000': 0, 'erneuerbare': 1.0, 'Arbeitsplätze': 0.62, 'möglich': 1.0, 'Energiewende': 0.16999999999999998, 'Klimawahl2019': 0.08}",neutral,"[0.6091584, 0.054372326, 0.3364693]",,,,,,,,,,,,,positive
50.0,75.0,71.0,0.1333333333333333,neutral,"Eine Marktöffnung des Strommarktes in der Schweiz wäre fatal und hätte eine diskriminierende Wirkung auf erneuerbare Energien. Dabei müssen die Reize für große Energieprojekte weiter gesteigert werden, um so den Zubau weiter zu fördern. #Energiewende https://t.co/70zQoKzhCw",marktöffnung strommarktes schweiz fatal diskriminierend wirkung erneuerbare energien dabei müssen reize groß energieprojekte weit steigern zubau weit fördern energiewende,,,,,,,,,,"{'Eine': 0, 'Marktöffnung': 0.035, 'des': 0, 'Strommarktes': 0.03, 'in': 0.01, 'der': 0.02, 'Schweiz': 0.04, 'wäre': 0.05, 'fatal': 0.07, 'und': 0.04, 'hätte': 0, 'eine': 0, 'diskriminierende': 1.0, 'Wirkung': 0.24, 'auf': 0.07, 'erneuerbare': 0.4, 'Energien': 0.11, 'Dabei': 0, 'müssen': 0.045000000000000005, 'die': 0.02, 'Reize': 0.05, 'für': 0.03, 'große': 0, 'Energieprojekte': 0.025, 'weiter': 0.02, 'gesteigert': 0.02, 'werden': 0, 'um': 0.11, 'so': 0, 'den': 0.02, 'Zubau': 0, 'zu': 0.02, 'fördern': 0, 'Energiewende': 0.03}",negative,"[0.00500413, 0.9673534, 0.027642509]",,,,,,,,,,,,,neutral
75.0,75.0,86.0,0.425,neutral,Erneuerbare Energien haben in den letzten Jahren grosse Entwicklungsschritte gemacht. Dabei hat sich die Technologie hinter Sonnen- und Windenergie stark verbessert und sind fester Bestandteil der Schweizer Energiepolitik. #energiewende #klimawahl2019 https://t.co/UQvd0Q660U,erneuerbare energien letzt jahren grosse entwicklungsschritte dabei technologie sonnen windenergie stark verbessern fest bestandteil schweizer energiepolitik energiewende klimawahl2019,,,,,,,,,,"{'Erneuerbare': 1.0, 'Energien': 1.0, 'haben': 0.36, 'in': 0.05, 'den': 0.07, 'letzten': 0, 'Jahren': 0.04, 'grosse': 0, 'Entwicklungsschritte': 0.11, 'gemacht': 0, 'Dabei': 0, 'hat': 0, 'sich': 0, 'die': 0.07, 'Technologie': 0.1, 'hinter': 0.06, 'Sonnen-': 0, 'und': 0.03, 'Windenergie': 0.125, 'stark': 0, 'verbessert': 0.07, 'sind': 0, 'fester': 0, 'Bestandteil': 0, 'der': 0.07, 'Schweizer': 0.05, 'Energiepolitik': 0.13, 'energiewende': 0.12, 'klimawahl2019': 0}",positive,"[0.0030939546, 0.0014372735, 0.99546874]",,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"Die Energieversorgung kann nur sicher und zukunftsfähig sein, wenn wir weg von fossilen und hin zu erneuerbaren Energieträgern wechseln. Dabei entsteht keine Versorgungslücke, wenn wir den Ausbau der erneuerbaren Energien fördern und ernst nehmen. #energie https://t.co/uafffw0Rg4",energieversorgung sichern zukunftsfähig fossil erneuerbaren energieträgern wechseln dabei entstehen versorgungslücke ausbau erneuerbaren energien fördern ernst nehmen energie,,,,,,,,,,"{'Die': 0.03, 'Energieversorgung': 0.02, 'kann': 0.53, 'nur': 1.0, 'sicher': 0.61, 'und': 0.03, 'zukunftsfähig': 1.0, 'sein': 0, 'wenn': 0.06, 'wir': 0, 'weg': 0, 'von': 0.06, 'fossilen': 0.03, 'hin': 0.03, 'zu': 0, 'erneuerbaren': 0.08, 'Energieträgern': 0.02, 'wechseln': 0.09, 'Dabei': 0, 'entsteht': 0, 'keine': 0, 'Versorgungslücke': 0.035, 'den': 0.03, 'Ausbau': 0.05, 'der': 0.03, 'Energien': 0.03, 'fördern': 0, 'ernst': 0, 'nehmen': 0.02, 'energie': 0.02}",positive,"[0.21292223, 0.091393486, 0.69568425]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,Ungenutztes Ausbaupotenzial - Schweiz hinkt bei Solar- und Windstrom immer noch hinterher. #klimawahl2019 #erneuerbareenergien https://t.co/2XpOTfZ08V,ungenutzt ausbaupotenzial schweiz hinken solar windstrom immer hinterher klimawahl2019 erneuerbareenergien,,,,,,,,,,"{'Ungenutztes': 0.06, 'Ausbaupotenzial': 0.05, 'Schweiz': 0.05, 'hinkt': 0, 'bei': 0, 'Solar-': 0, 'und': 0.03, 'Windstrom': 0.035, 'immer': 0, 'noch': 0.06, 'hinterher': 0, 'klimawahl2019': 0, 'erneuerbareenergien': 0.4}",positive,"[0.21292812, 0.030959876, 0.75611204]",,,,,,,,,,,,,neutral
75.0,75.0,71.0,0.35,neutral,"Erneuerbare Energie weltweit auf dem Vormarsch - Ein spannender Beitrag über den Ausbau der erneuerbaren Energien auf der ganzen Welt. Dabei nehmen die Erneuerbaren immer mehr Anteil an der weltweiten Herstellung von Strom ein. #erneuerbareenergie
https://t.co/JzNpSt5suh",erneuerbare energie weltweit vormarsch spannend beitrag ausbau erneuerbaren energien ganz welt dabei nehmen erneuerbaren immer mehr anteil weltweit herstellung strom erneuerbareenergie,,,,,,,,,,"{'Erneuerbare': 0.26, 'Energie': 0.55, 'weltweit': 0.05, 'auf': 0.06, 'dem': 0.08, 'Vormarsch': 0.05, 'Ein': 0, 'spannender': 0.19, 'Beitrag': 0.09, 'über': 0, 'den': 0.08, 'Ausbau': 0.07, 'der': 0.08, 'erneuerbaren': 0.26, 'Energien': 0.07, 'ganzen': 0, 'Welt': 0.05, 'Dabei': 0, 'nehmen': 0, 'die': 0.08, 'Erneuerbaren': 0.12, 'immer': 0, 'mehr': 0, 'Anteil': 0, 'an': 0.04, 'weltweiten': 0.05, 'Herstellung': 0, 'von': 0, 'Strom': 0, 'ein': 0, 'erneuerbareenergie': 0.405}",positive,"[0.002305408, 0.0017421569, 0.9959525]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Klimafreundlich ist die Zukunftstechnologie Power-tp-X nur mit Erneuerbaren Energien. #zukunft #erneuerbareenergie
https://t.co/afHvDfN7sQ",klimafreundlich zukunftstechnologie power tp x erneuerbaren energien zukunft erneuerbareenergie,,,,,,,,,,"{'Klimafreundlich': 0.61, 'ist': 0.58, 'die': 0.15, 'Zukunftstechnologie': 0.125, 'Power-tp-X': 0, 'nur': 1.0, 'mit': 0.4, 'Erneuerbaren': 0, 'Energien': 0.28, 'zukunft': 0.08, 'erneuerbareenergie': 0.91}",positive,"[0.13978723, 0.1032056, 0.7570071]",,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Versorgunssicherheit kostenminimal dank Photovoltaik!
Erneuerbare Energien bieten ein zukunftsfähiges Konzept, welches am Ende auch noch billiger und sicherer als der Neubau von Atom- und Gaskraftwerken ist. https://t.co/bcKEG4RTAp #klimawahl2019 #nachhaltigkeit",versorgunssicherheit kostenminimal danken photovoltaik erneuerbare energien bieten zukunftsfähiges konzept welch ende billig sicher neubau atom gaskraftwerken klimawahl2019 nachhaltigkeit,,,,,,,,,,"{'Versorgunssicherheit': 0.0575, 'kostenminimal': 0.02, 'dank': 0.04, 'Photovoltaik': 0.25, 'Erneuerbare': 1.0, 'Energien': 1.0, 'bieten': 0.38, 'ein': 0, 'zukunftsfähiges': 0, 'Konzept': 0.07, 'welches': 0, 'am': 0, 'Ende': 0, 'auch': 0, 'noch': 0, 'billiger': 0.04, 'und': 0.02, 'sicherer': 0.04, 'als': 0, 'der': 0, 'Neubau': 0.03, 'von': 0, 'Atom-': 0, 'Gaskraftwerken': 0.07250000000000001, 'ist': 0.02, 'klimawahl2019': 0, 'nachhaltigkeit': 0.06}",positive,"[0.0029107288, 0.0016209995, 0.99546826]",,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"2018 waren weltweit rund 11 Millionen im Bereich der ""Erneuerbare Energien"" angestellt.
Dabei stellt die PV-Industrie mit einem Drittel den größten Anteil ein. https://t.co/NGpEAdLCRU #erneuerbareenergie",weltweit rund millionen bereich erneuerbare energien anstellen dabei stellen pv industrie drittel groß anteil erneuerbareenergie,,,,,,,,,,"{'2018': 0, 'waren': 0, 'weltweit': 0.11, 'rund': 0.06, '11': 0, 'Millionen': 0, 'im': 0, 'Bereich': 0, 'der': 0.08, 'Erneuerbare': 0.47, 'Energien': 0.07, 'angestellt': 0.05, 'Dabei': 0, 'stellt': 0, 'die': 0.08, 'PV-Industrie': 0, 'mit': 0.12, 'einem': 0, 'Drittel': 0, 'den': 0.08, 'größten': 0, 'Anteil': 0, 'ein': 0, 'erneuerbareenergie': 0.56}",positive,"[0.1517838, 0.017827166, 0.830389]",,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @swissolar_d: «Der Pfad über erneuerbare Energien ist billiger  und viel sicherer als der Weiterbetrieb oder Neubau von Atom- und  Gaskr…,pfad erneuerbare energien billig sicher weiterbetrieb neubau atom gaskr,,,,,,,,,,"{'«': 0, 'Der': 0, 'Pfad': 0, 'über': 0, 'erneuerbare': 0, 'Energien': 0, 'ist': 0, 'billiger': 0, 'und': 0, 'viel': 0, 'sicherer': 0, 'als': 0, 'der': 0, 'Weiterbetrieb': 0, 'oder': 0, 'Neubau': 0, 'von': 0, 'Atom-': 0, 'Gaskr': 0, '…': 0}",positive,"[0.0042493255, 0.001437354, 0.99431336]",,,,,,,,,,,,,positive
100.0,100.0,100.0,0.85,neutral,"Christian Frei vom World Energy Council (WEC) Zeigt die Trends im Energiebereich.
Top: Erneuerbare, Effizienz Flopp: Köhle und Nuklear!!
@swissolar_d @AEE_SUISSE https://t.co/hTByDzjL3K",christian frei world energy council wec zeigen trends energiebereich top erneuerbare effizienz flopp köhle nuklear,,,,,,,,,,"{'Christian': 0.02, 'Frei': 0, 'vom': 0.03, 'World': 0.01, 'Energy': 0.03, 'Council': 0.02, 'WEC': 0.02, 'Zeigt': 0, 'die': 0.03, 'Trends': 0.05, 'im': 0, 'Energiebereich': 0.03, 'Top': 0.28, 'Erneuerbare': 1.0, 'Effizienz': 0.32, 'Flopp': 0, 'Köhle': 0, 'und': 0.09, 'Nuklear': 0.03}",positive,"[0.0004100602, 0.0010006431, 0.9985892]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Erneuerbare Energien jetzt nutzen 
https://t.co/2qHAmGC52B via @YouTube",erneuerbare energien nutzen via,,,,,,,,,,"{'Erneuerbare': 0.75, 'Energien': 1.0, 'jetzt': 0.88, 'nutzen': 1.0, 'via': 0.53}",positive,"[0.16154046, 0.011976907, 0.82648265]",,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,80 - 160 GW jährlicher PV Zubau bis 2030 in China. Erneuerbare sollen weiter ausbaut und Fossile Energien ab 2020 endlich stark gesenkt werden. https://t.co/AcJcamCQAx https://t.co/WLQAn709LA,gw jährlich pv zubau china erneuerbare sollen weit ausbauen fossile energien ab endlich stark senken,,,,,,,,,,"{'80': 0, '160': 0, 'GW': 0.08, 'jährlicher': 0.13, 'PV': 0.07, 'Zubau': 0, 'bis': 0, '2030': 0, 'in': 0.04, 'China': 0.13, 'Erneuerbare': 0, 'sollen': 0, 'weiter': 1.0, 'ausbaut': 0, 'und': 0.57, 'Fossile': 0.21, 'Energien': 0.37, 'ab': 0, '2020': 0, 'endlich': 0, 'stark': 0, 'gesenkt': 0, 'werden': 0}",negative,"[0.23146297, 0.7344492, 0.034087766]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @ChristophSchaer: Regierungsrätin @EggerJenzer : „Wer rechnen kann, kehrt der Kernenergie den Rücken und setzt auf erneuerbare Energien…",regierungsrätin wer rechnen kehren kernenergie rücken setzen erneuerbare energien,,,,,,,,,,"{'Regierungsrätin': 0.2, '„': 0, 'Wer': 0, 'rechnen': 0, 'kann': 0, 'kehrt': 0, 'der': 0, 'Kernenergie': 0, 'den': 0, 'Rücken': 0, 'und': 0, 'setzt': 0, 'auf': 0, 'erneuerbare': 0, 'Energien': 0, '…': 0}",neutral,"[0.6703631, 0.10603529, 0.22360156]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @AEE_SUISSE: Schweizer Wirtschaft profitiert von erneuerbaren Energien und von energieeffizientem Bauen. Bundesamt für Statistik bestäti…,schweizer wirtschaft profitieren erneuerbaren energien energieeffizientem bauen bundesamt statistik bestäti,,,,,,,,,,"{'Schweizer': 0.09, 'Wirtschaft': 0, 'profitiert': 0.16, 'von': 0.18, 'erneuerbaren': 1.0, 'Energien': 1.0, 'und': 0.34, 'energieeffizientem': 0.17, 'Bauen': 0, 'Bundesamt': 0.07, 'für': 0, 'Statistik': 0, 'bestäti': 0, '…': 0}",positive,"[0.0010281686, 0.0011333295, 0.99783856]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @BaSchaffner: Was politisch schon klar ist auch ins Gesetz schreiben! Das ebnet den Weg für lokale, erneuerbare Energien. @ES2050_JA htt…",politisch schon klaren gesetz schreiben ebnen lokale erneuerbare energien htt,,,,,,,,,,"{'Was': 0, 'politisch': 0.18, 'schon': 0, 'klar': 0.06, 'ist': 0.03, 'auch': 0, 'ins': 0, 'Gesetz': 0.17, 'schreiben': 0.07, 'Das': 0.07, 'ebnet': 0, 'den': 0.07, 'Weg': 0, 'für': 0.31, 'lokale': 1.0, 'erneuerbare': 1.0, 'Energien': 0.39, 'htt': 0.11, '…': 0}",positive,"[0.00077682, 0.0009118835, 0.9983113]",,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,@alescha02 @andrisilbi_ @bastiengirod @zac1967 @GrueneZuerich @SPBuelach @svpzh @JFZH @fdp_zh Global wächst der Zubau von Erneuerbaren Energieträgern am stärksten. Mit #ES2050 schafft es die CH am Ball zu bleiben.,global wachsen zubau erneuerbaren energieträgern stark es2050 schaffen ch ball bleiben,,,,,,,,,,"{'Global': 0, 'wächst': 0, 'der': 0.05, 'Zubau': 0, 'von': 0, 'Erneuerbaren': 0, 'Energieträgern': 0.18, 'am': 0, 'stärksten': 0, 'Mit': 0.11, 'ES2050': 0.17, 'schafft': 0, 'es': 0.58, 'die': 0.05, 'CH': 0.06, 'Ball': 0.15, 'zu': 0.07, 'bleiben': 0}",positive,"[0.0018583689, 0.0018738018, 0.99626786]",,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @AEE_SUISSE: Wann lernt die #CH endlich konsequent auf erneuerbare Schweizer Energie zu setzen? Nächste Chance #ES2050 JA am 21. Mai! ht…,wann lernen ch endlich konsequent erneuerbare schweizer energie setzen nächst chance es2050 ja mai ht,,,,,,,,,,"{'Wann': 0.09, 'lernt': 0, 'die': 0.06, 'CH': 0.04, 'endlich': 0, 'konsequent': 0, 'auf': 0.38, 'erneuerbare': 0.11, 'Schweizer': 0.04, 'Energie': 0.09, 'zu': 0.03, 'setzen': 0, 'Nächste': 0.05, 'Chance': 0.08, 'ES2050': 0.2, 'JA': 0, 'am': 0, '21.': 0, 'Mai': 0.2, 'ht': 1.0, '…': 0}",positive,"[0.44977742, 0.049772806, 0.5004498]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Globale 9.4 Mio. Jobs für erneuerbare Energietechnologien. #PV führend! https://t.co/ri7PIMf6Ll via @ClimateGroup @GrueneCH @swissolar_d,global mio jobs erneuerbare energietechnologien pv führen via,,,,,,,,,,"{'Globale': 0, '9.4': 0, 'Mio.': 0, 'Jobs': 0.2, 'für': 0.15, 'erneuerbare': 0.34, 'Energietechnologien': 0.2, 'PV': 0.73, 'führend': 0.4, 'via': 0.49}",positive,"[0.0016273229, 0.0013853188, 0.9969874]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @Solarlobby: Einspeisevergütungen für erneuerbare Energie der Schweizer Elektrizitätswerke https://t.co/H7upThcB41 (via @flog) https://t…,einspeisevergütungen erneuerbare energie schweizer elektrizitätswerke via,,,,,,,,,,"{'Einspeisevergütungen': 0.33, 'für': 1.0, 'erneuerbare': 1.0, 'Energie': 0.42, 'der': 0, 'Schweizer': 0.06, 'Elektrizitätswerke': 0, 'via': 0.08}",neutral,"[0.6221347, 0.07916245, 0.29870287]",,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,.@UBS @swissolar_d Erneuerbare als einzig wirtschaftliche Energieform der Zukunft. PV-Zubau einmal mehr unterschätzt https://t.co/N24WlJ1tUL,erneuerbare einzig wirtschaftlich energieform zukunft pv zubau mehr unterschätzen,,,,,,,,,,"{'Erneuerbare': 0, 'als': 0.47, 'einzig': 0.11, 'wirtschaftliche': 0, 'Energieform': 0.2, 'der': 0.06, 'Zukunft': 0.11, 'PV-Zubau': 0.14, 'einmal': 0.05, 'mehr': 0, 'unterschätzt': 0}",positive,"[0.0011492278, 0.0031289149, 0.9957218]",,,,,,,,,,,,,negative
