answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3430,absa_sentiment_3430,absa_scores_3430,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3435,absa_sentiment_3435,absa_scores_3435,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"RT @Akadierin: Körperliche Unversehrtheit gelte auch nach dem Tod. 
Sagen die Organspende-Gegner. 
Ob die sich mal vorgestellt haben, wie u…",körperlich unversehrtheit gelten tod sagen organspende gegner mal vorstellen u,,,,,,,,,,,,,"{'Körperliche': 0.12, 'Unversehrtheit': 0.15, 'gelte': 0, 'auch': 0.11, 'nach': 0.08, 'dem': 0.06, 'Tod': 0, 'Sagen': 0.11, 'die': 0.06, 'Organspende-Gegner': 0.21500000000000002, 'Ob': 0, 'sich': 0, 'mal': 0, 'vorgestellt': 0, 'haben': 0, 'wie': 0.89, 'u': 0.94, '…': 0}",neutral,"[0.9401629, 0.017540643, 0.04229658]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @KilianBrogli: Heute ist #Sonnenwende. Ideal für Zeichensetzung #Wende in vielen Punkten #Asylrecht.
Happy birthday @couragesnowden
http…",heute sonnenwende ideal zeichensetzung wenden punkten asylrecht happy birthday http,,,,,,,,,,,,,,,,"{'Heute': 0.06, 'ist': 0.07, 'Sonnenwende': 0, 'Ideal': 0.26, 'für': 0.13, 'Zeichensetzung': 0.22, 'Wende': 0, 'in': 0.29, 'vielen': 0.45, 'Punkten': 0.85, 'Asylrecht': 0.77, 'Happy': 0.26, 'birthday': 0.13, 'http': 0.34, '…': 0}",positive,"[0.010487236, 0.0014790366, 0.9880337]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @KaelinIrene: Das Asylrecht für Menschen, welche an Leib und Leben bedroht werden, sollte auch im #Aargau eine humanitäre Selbstverständ…",asylrecht menschen welch leib leben bedrohen sollen aargau humanitär selbstverständ,,,,,,,,,,,,,,,,"{'Das': 0.03, 'Asylrecht': 1.0, 'für': 1.0, 'Menschen': 0.32, 'welche': 0, 'an': 0, 'Leib': 0, 'und': 0.05, 'Leben': 0.08, 'bedroht': 0.22, 'werden': 0, 'sollte': 0.53, 'auch': 0.12, 'im': 0, 'Aargau': 0.04, 'eine': 0, 'humanitäre': 0.11, 'Selbstverständ': 0.2, '…': 0}",positive,"[0.07645713, 0.02500463, 0.89853823]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.75,neutral,"Die heutigen Resultate sind mehrheitlich erfreulich, wenn auch nicht wirklich überraschend. Weniger erfreulich stimmt mich ein Satz aus der @AargauerZeitung bezüglich des kantonalen Einbürgerungsgesetzes : ""Die Stimmbeteiligung betrug 37,98 Prozent"". 

Uff.",heutig resultate mehrheitlich erfreulich wirklich überraschen wenig erfreulich stimmen satz bezüglich kantonalen einbürgerungsgesetzes stimmbeteiligung betragen prozent uff,,,,,,,,,,,,,,,,,,,"{'Die': 0.05, 'heutigen': 0.03, 'Resultate': 0.12, 'sind': 0.01, 'mehrheitlich': 0.01, 'erfreulich': 0, 'wenn': 0.01, 'auch': 0, 'nicht': 0.01, 'wirklich': 0.01, 'überraschend': 0, 'Weniger': 0, 'stimmt': 0, 'mich': 0.05, 'ein': 0.04, 'Satz': 0.08, 'aus': 0, 'der': 0.05, 'bezüglich': 0, 'des': 0.05, 'kantonalen': 0.35, 'Einbürgerungsgesetzes': 1.0, 'Stimmbeteiligung': 0.08, 'betrug': 0, '37,98': 0, 'Prozent': 0.05, 'Uff': 0.04}",positive,"[0.2944138, 0.024685552, 0.68090063]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,negative,"https://t.co/Lm4A3kmTWw Kannste dir nicht ausdenken. Das ist dermassen absurd, nicht einmal Monty Python würde daraus einen Sketch machen. #Raclette #FrissOderStirb #Einbürgerung",kannste ausdenken dermassen absurd monty python daraus sketch raclette frissoderstirb einbürgerung,,,,,,,,,,,,,,,,,,,"{'Kannste': 0.08, 'dir': 0, 'nicht': 0.03, 'ausdenken': 0, 'Das': 0, 'ist': 0, 'dermassen': 0.07, 'absurd': 0.13, 'einmal': 0, 'Monty': 0.02, 'Python': 0.06, 'würde': 0.02, 'daraus': 0.03, 'einen': 0.04, 'Sketch': 0.08, 'machen': 0, 'Raclette': 0.11, 'FrissOderStirb': 0, 'Einbürgerung': 1.0}",neutral,"[0.82545865, 0.02007492, 0.15446636]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,0.85,neutral,"RT @watson_news: Wer eingebürgert wird, integriert sich schneller und besser http://t.co/jhS4JvEMsY #SNF #Einbürgerung #SchweizerPass",wer einbürgern integrieren schnell gut snf einbürgerung schweizerpass,,,,,,,,,,,,,,,,,,,"{'Wer': 0.06, 'eingebürgert': 0.07, 'wird': 0, 'integriert': 0, 'sich': 0, 'schneller': 0, 'und': 0.12, 'besser': 0.1, 'SNF': 0.41, 'Einbürgerung': 1.0, 'SchweizerPass': 0}",positive,"[0.16326323, 0.020167595, 0.8165692]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @alinetrede: Frauen übergeben Bundespräsidentin Sommaruga das #Lohngleichheitsmanifest cc #MayaGraf @GrueneCH http://t.co/JEqA07H9Sc,frauen übergeben bundespräsidentin sommaruga lohngleichheitsmanifest cc mayagraf,,,,,,,,,,,,,,,,,,,,,,"{'Frauen': 0.8, 'übergeben': 0, 'Bundespräsidentin': 0.22, 'Sommaruga': 0.33, 'das': 0, 'Lohngleichheitsmanifest': 0.14, 'cc': 0.08, 'MayaGraf': 0.18}",neutral,"[0.62010497, 0.023713302, 0.35618177]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,Heute ist #Weltfrauentag passend dazu war gestern die Demo für #Lohngleichheit . Wir haben noch einen weiten Weg bis zur Gleichberechtigung!,heute weltfrauentag passen gestern demo lohngleichheit weit gleichberechtigung,,,,,,,,,,,,,,,,,,,,,,"{'Heute': 0.06, 'ist': 0.03, 'Weltfrauentag': 0, 'passend': 0, 'dazu': 0.27, 'war': 0, 'gestern': 0.04, 'die': 0.08, 'Demo': 0.12, 'für': 0.07, 'Lohngleichheit': 0, 'Wir': 0.13, 'haben': 0.18, 'noch': 0.21, 'einen': 0.09, 'weiten': 0, 'Weg': 0, 'bis': 0, 'zur': 0.17500000000000002, 'Gleichberechtigung': 0}",positive,"[0.07863599, 0.013342314, 0.90802175]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,0.85,neutral,RT @UniaSchweiz: Erfolgreiche Demonstration in Bern: Das Thema Lohngleichheit bewegt die Gemüter nach wie vor. http://t.co/BAoxcBAZWL,erfolgreich demonstration bern thema lohngleichheit bewegen gemüter,,,,,,,,,,,,,,,,,,,,,,"{'Erfolgreiche': 0.45, 'Demonstration': 0.71, 'in': 0.17, 'Bern': 0.22, 'Das': 0.68, 'Thema': 0, 'Lohngleichheit': 0.71, 'bewegt': 0, 'die': 0.68, 'Gemüter': 0, 'nach': 0, 'wie': 0, 'vor': 0}",negative,"[0.012707124, 0.9824082, 0.004884594]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"So, auf dem Weg nach Bern zur Lohngleichheitsdemo! Wird cool ;) #bern #unia",bern lohngleichheitsdemo cool bern unia,,,,,,,,,,,,,,,,,,,,,,"{'So': 0.12, 'auf': 0.11, 'dem': 0.295, 'Weg': 0, 'nach': 0, 'Bern': 0.18, 'zur': 0.295, 'Lohngleichheitsdemo': 0.9924999999999999, 'Wird': 0.48, 'cool': 0.48, 'bern': 0.18, 'unia': 0}",positive,"[0.01354794, 0.0020058402, 0.9844462]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.075,negative,Auch wenn ich bezüglich Sterbehilfe eine andere Meinung als @LilianStuder habe stimme ich ihr zu dass der Hype schon ziemlich übertrieben wirkt (siehe unten). So gut wie jede Zeitung hat mehrere Artikel dazu veröffentlicht. Warum? Verdächtige das Sommerloch als Übeltäter. https://t.co/3CgrfWMMDL,bezüglich sterbehilfe meinung stimme hype schon ziemlich übertreiben wirken siehe unten gut jed zeitung mehrer artikel veröffentlichen warum verdächtigen sommerloch übeltäter,,,,,,,,,,,,,,,,,,,,,,,,,"{'Auch': 0, 'wenn': 0.06, 'ich': 0.05, 'bezüglich': 0, 'Sterbehilfe': 1.0, 'eine': 0, 'andere': 0, 'Meinung': 0.08, 'als': 0.01, 'habe': 0.02, 'stimme': 0, 'ihr': 0.07, 'zu': 0, 'dass': 0.03, 'der': 0.02, 'Hype': 0.1, 'schon': 0, 'ziemlich': 0.01, 'übertrieben': 0.03, 'wirkt': 0, 'siehe': 0, 'unten': 0.02, 'So': 0, 'gut': 0, 'wie': 0, 'jede': 0.01, 'Zeitung': 0.04, 'hat': 0, 'mehrere': 0.01, 'Artikel': 0, 'dazu': 0, 'veröffentlicht': 0, 'Warum': 0.01, 'Verdächtige': 0, 'das': 0.03, 'Sommerloch': 0.05, 'Übeltäter': 0}",positive,"[0.4484216, 0.0096768895, 0.5419016]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,"RT @krick68: Es ist schwierig, die leichtfertigen Steuersenkungen der fetten Jahre auszutarieren http://t.co/ukMGLmxmyM via @AargauerZeitun…",schwierig leichtfertig steuersenkungen fetten jahre austarieren via,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Es': 0.41, 'ist': 0.41, 'schwierig': 1.0, 'die': 0.1, 'leichtfertigen': 0.34, 'Steuersenkungen': 0.27, 'der': 0.1, 'fetten': 0.13, 'Jahre': 0.2, 'auszutarieren': 0.58, 'via': 0.24, '…': 0}",negative,"[0.019700248, 0.66577107, 0.3145287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,negative,"RT @heuteshow: Corona-Maßnahme: Wirtschaftspolitiker der Union fordern, den #Mindestlohn zu senken. 
Denn wenn wir eins aus der Krise geler…",corona maßnahme wirtschaftspolitiker union fordern mindestlohn senken eins krise geler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Corona-Maßnahme': 0.085, 'Wirtschaftspolitiker': 0.09, 'der': 0.07, 'Union': 0.1, 'fordern': 0, 'den': 0.07, 'Mindestlohn': 0.585, 'zu': 0.26, 'senken': 0, 'Denn': 0, 'wenn': 0.07, 'wir': 0, 'eins': 0, 'aus': 0.03, 'Krise': 0.14, 'geler': 0, '…': 0}",negative,"[0.21456604, 0.7474318, 0.038002197]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @OomenBerlin: Der Anbau von Erdbeeren wird ins Ausland verlagert, weil es dort keinen #Mindestlohn gibt? Dann ist in erster Linie der Tr…",anbau erdbeeren ausland verlagern mindestlohn geben erst linie tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.03, 'Anbau': 0.06, 'von': 0, 'Erdbeeren': 0.06, 'wird': 0, 'ins': 0, 'Ausland': 0.07, 'verlagert': 0.09, 'weil': 0.39, 'es': 0.03, 'dort': 0.32, 'keinen': 0, 'Mindestlohn': 0.735, 'gibt': 0, 'Dann': 0.08, 'ist': 0.03, 'in': 0, 'erster': 0.03, 'Linie': 0, 'der': 0.03, 'Tr': 0, '…': 0}",negative,"[0.34985092, 0.63516015, 0.014988936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,@PhTschopp @rmm1963 Die Erbschaftssteuer mit Mindestlohn und 1:12 zu vergleichen ist extrem naiv. Sinn und Zweck unterscheiden sich gewaltig,erbschaftssteuer mindestlohn vergleichen extrem naiv sinn zweck unterscheiden gewaltig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.11, 'Erbschaftssteuer': 0.05, 'mit': 0.04, 'Mindestlohn': 0.05, 'und': 0.15, '1:12': 0, 'zu': 0, 'vergleichen': 0, 'ist': 0.06, 'extrem': 0.15, 'naiv': 0.32, 'Sinn': 0, 'Zweck': 0.24, 'unterscheiden': 0, 'sich': 0, 'gewaltig': 0}",neutral,"[0.6021514, 0.02731409, 0.37053457]",,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
0.0,0.0,0.0,-1.0,neutral,RT @ClausHecking: #Energiewende auf afrikanisch:#Äthiopien will Industriestaat werden - nur mit Erneuerbaren.Utopisch? Jetzt @DIEZEIT https…,energiewende afrikanisch äthiopien industriestaat erneuerbaren utopisch https,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Energiewende': 0.07, 'auf': 0, 'afrikanisch:#Äthiopien': 0.115, 'will': 0, 'Industriestaat': 0.31, 'werden': 0, 'nur': 1.0, 'mit': 0.71, 'Erneuerbaren': 1.0, 'Utopisch': 0, 'Jetzt': 0.09, 'https': 0.11, '…': 0}",neutral,"[0.72148776, 0.021908985, 0.25660324]",,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,negative,http://t.co/vmLCuarBOp Erneuerbare Energien zu stark subventioniert? Das ich nicht lache! #AKW's rentieren nicht! #energiewende2015,erneuerbare energien stark subventioniert lache akw s rentieren energiewende2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Erneuerbare': 0.07, 'Energien': 0.05, 'zu': 0, 'stark': 0, 'subventioniert': 0.1, 'Das': 0, 'ich': 0.02, 'nicht': 0.05, 'lache': 0, ""AKW's"": 0, 'rentieren': 0, 'energiewende2015': 1.0}",negative,"[0.02793905, 0.9532259, 0.018835114]",,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @JUSOAargau: Gemeinsam mit @JFAargau, @jungegrueneAG und @jsvpaargau lancieren wir eine Petition für einen Nothalt beim E-Voting. Jetzt…",gemeinsam lancieren petition nothalt beim e voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Gemeinsam': 0.17, 'mit': 0.11, 'und': 0, 'lancieren': 0.31, 'wir': 0, 'eine': 0, 'Petition': 0.19, 'für': 0.08, 'einen': 0.07, 'Nothalt': 0, 'beim': 0, 'E-Voting': 0, 'Jetzt': 1.0, '…': 0}",neutral,"[0.6403017, 0.18558267, 0.17411558]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @sixtus: Anzunehmen, Verkehrswende hieße, Verbrenner-PKW durch E-PKW zu ersetzen, ist wie zu glauben, Digitalisierung sei das Austausche…",annehmen verkehrswende heißen verbrenner pkw e pkw ersetzen glauben digitalisierung austausche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Anzunehmen': 0, 'Verkehrswende': 0.08499999999999999, 'hieße': 0, 'Verbrenner-PKW': 0.04, 'durch': 0, 'E-PKW': 0, 'zu': 0, 'ersetzen': 0, 'ist': 0.58, 'wie': 0, 'glauben': 0, 'Digitalisierung': 0, 'sei': 0, 'das': 0.38, 'Austausche': 0, '…': 0}",neutral,"[0.61567813, 0.36781204, 0.016509809]",,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.85,positive,"https://t.co/808qUeTb8j Freue mich riesig über die Berichterstattung der AZ von der diesjährigen #Jugendsession. Die Leitung der Gruppe Digitalisierung war spannend, noch spannender aber waren die Diskussionen und Vorstösse die erarbeitet wurden! Danke an alle TeilnehmerInnen!",freuen riesig berichterstattung az diesjährig jugendsession leitung gruppe digitalisierung spannen spannend diskussionen vorstösse erarbeiten danke all teilnehmerinnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Freue': 0.02, 'mich': 0, 'riesig': 0, 'über': 0, 'die': 0.06, 'Berichterstattung': 0, 'der': 0.06, 'AZ': 0.06, 'von': 0, 'diesjährigen': 0.035, 'Jugendsession': 0.175, 'Die': 0.06, 'Leitung': 0.19, 'Gruppe': 0.35, 'Digitalisierung': 0, 'war': 0, 'spannend': 0.06, 'noch': 0, 'spannender': 0.04, 'aber': 0.12, 'waren': 0.09, 'Diskussionen': 0.08, 'und': 0.04, 'Vorstösse': 0, 'erarbeitet': 0.07, 'wurden': 0, 'Danke': 0, 'an': 0, 'alle': 0, 'TeilnehmerInnen': 0.1}",positive,"[0.0041225855, 0.0020205672, 0.99385685]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @KonstantinNotz: #Klimawandel + #Digitalisierung keine relevanten Themen. #Groko führt Selbstgespräche und versucht eigene Laufzeit zu v…,klimawandel digitalisierung relevant themen groko führen selbstgespräche versuchen eigene laufzeit v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Klimawandel': 0.09, 'Digitalisierung': 0, 'keine': 0, 'relevanten': 0.7, 'Themen': 0, 'Groko': 0.08, 'führt': 0, 'Selbstgespräche': 0, 'und': 0.07, 'versucht': 0.1, 'eigene': 0.04, 'Laufzeit': 0.04, 'zu': 0.05, 'v': 0, '…': 0}",neutral,"[0.8269277, 0.112666406, 0.06040587]",,,,,,,,,,,,,,,,,,,neutral
