answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,sentiment_tb
25.0,25.0,28.0,-0.3333333333333333,neutral,"@vecirex @hannesgassert @spschweiz Die Linken hassen #Bitcoin, weil sie erstens zu spät davon erfahren haben und zweites hassen die alles was dem Staat Kontrolle entzieht. Sogar @sven_giegold, der auch ab und zu gute Digitalisierung vorantreibt, beteiligt sich bei diesem linkspopulistischen Kindergarten.",link hassen bitcoin erstens spät davon erfahren zweit hassen staat kontrolle entziehen sogar ab gut digitalisierung vorantreibt beteiligen linkspopulistischen kindergarten,,,,,,,,,,,,,"{'Die': 0.02, 'Linken': 0.08, 'hassen': 0.1, 'Bitcoin': 0.06, 'weil': 0.02, 'sie': 0, 'erstens': 0, 'zu': 0, 'spät': 0.02, 'davon': 0.03, 'erfahren': 0, 'haben': 0, 'und': 0.02, 'zweites': 0, 'die': 0.02, 'alles': 0.04, 'was': 0, 'dem': 0.02, 'Staat': 0.04, 'Kontrolle': 0.06, 'entzieht': 0, 'Sogar': 0.21, 'der': 0.02, 'auch': 0, 'ab': 0, 'gute': 0, 'Digitalisierung': 0, 'vorantreibt': 0.64, 'beteiligt': 0, 'sich': 0, 'bei': 0, 'diesem': 0.08, 'linkspopulistischen': 0.09, 'Kindergarten': 0.06}",positive,"[0.11287691, 0.06914787, 0.8179752]",,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"@postcovid_CH @vecirex @postschweiz Wir sind digital in der Steinzeit, weil der Bund seit 20 Jahren E-Voting, statt sinvolle Digitalisierung priorisiert.",digital steinzeit bund seit jahren e voting statt sinvolle digitalisierung priorisiert,,,,,,,,,,"{'Wir': 0.32, 'sind': 0.23, 'digital': 0.28, 'in': 0.13, 'der': 0.14, 'Steinzeit': 0.17, 'weil': 0.26, 'Bund': 0, 'seit': 0, 'Jahren': 0.51, 'E-Voting': 0, 'statt': 0.24, 'sinvolle': 0, 'Digitalisierung': 0, 'priorisiert': 0}",neutral,"[0.49182612, 0.48167592, 0.026497941]","{'Wir': 0.06, 'sind': 0.07, 'digital': 0.14, 'in': 0.04, 'der': 0.09, 'Steinzeit': 0.11, 'weil': 0.06, 'Bund': 0, 'seit': 0, 'Jahren': 0.19, 'E-Voting': 0, 'statt': 0.55, 'sinvolle': 0, 'Digitalisierung': 0, 'priorisiert': 0}",neutral,"[0.8647757, 0.09204368, 0.043180652]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @LangstrumpfPipo: @ppsde Von Taiwan lernen, heisst siegen lernen! #Digitalisierung",taiwan lernen heisst siegen lernen digitalisierung,,,,,,,,,,,,,"{'Von': 0.06, 'Taiwan': 0.12, 'lernen': 0.09, 'heisst': 0, 'siegen': 0.24, 'Digitalisierung': 1.0}",positive,"[0.054268245, 0.0027080968, 0.9430236]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@ppsde Von Taiwan lernen, heisst siegen lernen! #Digitalisierung https://t.co/eiln2qQxy5",taiwan lernen heisst siegen lernen digitalisierung,,,,,,,,,,,,,"{'Von': 0.08, 'Taiwan': 0.17, 'lernen': 0.09, 'heisst': 0, 'siegen': 0.27, 'Digitalisierung': 1.0}",positive,"[0.028214281, 0.0019568782, 0.9698288]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @lukasmaeder: Lehren aus der Digitalisierung II:

IT-Sicherheit ist kein Kostenfaktor. Es ist für die meisten Unternehmen und Organisati…",lehren digitalisierung ii it sicherheit kostenfaktor meist unternehmen organisati,,,,,,,,,,,,,"{'Lehren': 0, 'aus': 0, 'der': 0, 'Digitalisierung': 0, 'II': 0.04, 'IT-Sicherheit': 0.16, 'ist': 0.09, 'kein': 0, 'Kostenfaktor': 0.71, 'Es': 0.09, 'für': 0.06, 'die': 0, 'meisten': 0.06, 'Unternehmen': 0, 'und': 0.04, 'Organisati': 0, '…': 0}",positive,"[0.3693141, 0.06659423, 0.56409174]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @ppsde: - Department für #Digitalisierung 
- Förderung von Medien- und #Datenkompetenz 
- Aufbau einer eigenen Supply Chain zur Hardware…",department digitalisierung förderung medien datenkompetenz aufbau eigen supply chain hardware,,,,,,,,,,,,,"{'Department': 0.28, 'für': 0.06, 'Digitalisierung': 0, 'Förderung': 0, 'von': 0, 'Medien-': 0, 'und': 0.12, 'Datenkompetenz': 0.19, 'Aufbau': 0, 'einer': 0, 'eigenen': 0.05, 'Supply': 0.08, 'Chain': 0.06, 'zur': 0, 'Hardware': 0.08, '…': 0}",positive,"[0.11927931, 0.037002426, 0.84371823]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"„[Dieser #DigitalisierungsFail] zeuge von einem fundamentaleren Systemproblem, sagen Insider. Dass #Datensicherheit seinen Preis habe, sei den Beschafferinnen des BAG durchaus bewusst. Doch am Ende würden die Juristen des BBL über jede Anschaffung bestimmen.“ #Digitalkompetenz404 https://t.co/EiXIVihnhh",digitalisierungsfail zeuge fundamental systemproblem sagen insider datensicherheit preis beschafferinnen bag durchaus bewusst ende juristen bbl jed anschaffung bestimmen digitalkompetenz404,,,,,,,,,,,,,"{'„': 0, 'Dieser': 0, 'DigitalisierungsFail': 0, 'zeuge': 0, 'von': 0, 'einem': 0, 'fundamentaleren': 0, 'Systemproblem': 0, 'sagen': 0, 'Insider': 0, 'Dass': 0, 'Datensicherheit': 0, 'seinen': 0, 'Preis': 0, 'habe': 0, 'sei': 0, 'den': 0, 'Beschafferinnen': 0, 'des': 0, 'BAG': 0, 'durchaus': 0, 'bewusst': 0, 'Doch': 0, 'am': 0, 'Ende': 0, 'würden': 0, 'die': 0, 'Juristen': 0, 'BBL': 0, 'über': 0, 'jede': 0, 'Anschaffung': 0, 'bestimmen': 0, '“': 0, 'Digitalkompetenz404': 0}",neutral,"[0.52239954, 0.04309782, 0.4345026]",,,,,,,neutral
100.0,100.0,86.0,0.7,negative,Das muss man sich auf der Zunge zergehen lassen: Die Post hat die Rechte am Schrottcode von @scytl nur für die Schweiz gesichert und darf deshalb den Code niemals veröffentlichen. #DigitalisierungsFail https://t.co/XORai5oHuK,zunge zergehen lassen post rechte schrottcode schweiz sichern dürfen deshalb code niemals veröffentlichen digitalisierungsfail,,,,,,,,,,,,,"{'Das': 0.06, 'muss': 0.04, 'man': 0, 'sich': 0, 'auf': 0.04, 'der': 0.06, 'Zunge': 0.05, 'zergehen': 0.07, 'lassen': 0, 'Die': 0.06, 'Post': 0.04, 'hat': 0, 'die': 0.06, 'Rechte': 0, 'am': 0, 'Schrottcode': 0.08, 'von': 0, 'nur': 0.08, 'für': 0.03, 'Schweiz': 0.03, 'gesichert': 0.04, 'und': 0.06, 'darf': 0, 'deshalb': 0.03, 'den': 0.06, 'Code': 0.12, 'niemals': 0, 'veröffentlichen': 0.08, 'DigitalisierungsFail': 0}",positive,"[0.07223027, 0.0062847063, 0.921485]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,@schlegel_stefan @DominikElser @UnserRecht @operationlibero Zusatz: Nein die Zertifkatspflicht lässt sich aufgrund der Unsicherheit bez. Immunitätsdauer aktuell nicht mit einem öffentlichen Interesse rechtfertigen. https://t.co/FaQVPZWvaz,zusatz nein zertifkatspflicht lässt aufgrund unsicherheit bez immunitätsdauer aktuell öffentlich interesse rechtfertigen,,,,,,,,,,,,,,,,"{'Zusatz': 0, 'Nein': 0.2, 'die': 1.0, 'Zertifkatspflicht': 0, 'lässt': 0, 'sich': 0, 'aufgrund': 0.06, 'der': 1.0, 'Unsicherheit': 0.23, 'bez': 0, 'Immunitätsdauer': 0.11000000000000001, 'aktuell': 0, 'nicht': 0, 'mit': 0.05, 'einem': 0, 'öffentlichen': 0.12, 'Interesse': 0.08, 'rechtfertigen': 0}",negative,"[0.15825333, 0.7917644, 0.049982283]",,,,neutral
50.0,25.0,28.0,-0.15,neutral,"@petarmarj @EaronnScot @KapoZuerich Die Zertifikatspflicht schadet der öffentlichen Gesundheit, weil das Zertifikat zu einer Verhaltensänderung der zertifizierten Menschen führt. Es dient einzig dem Impfnudging und stellt eine grosse Gefahr für Sicherheit und Gesundheit im Land dar.",zertifikatspflicht schaden öffentlich gesundheit zertifikat verhaltensänderung zertifizierten menschen führen dienen einzig impfnudging stellen grosse gefahr sicherheit gesundheit land dar,,,,,,,,,,,,,,,,"{'Die': 0.08, 'Zertifikatspflicht': 0.085, 'schadet': 0, 'der': 0.08, 'öffentlichen': 0.06, 'Gesundheit': 0, 'weil': 0.05, 'das': 0, 'Zertifikat': 0.1, 'zu': 0.73, 'einer': 0, 'Verhaltensänderung': 0.15500000000000003, 'zertifizierten': 0.18, 'Menschen': 0.09, 'führt': 0.09, 'Es': 0.5, 'dient': 0, 'einzig': 0.16, 'dem': 0.40499999999999997, 'Impfnudging': 0, 'und': 0.23, 'stellt': 0, 'eine': 0, 'grosse': 0, 'Gefahr': 0, 'für': 0.18, 'Sicherheit': 1.0, 'im': 0, 'Land': 0, 'dar': 0}",negative,"[0.013583664, 0.90995467, 0.07646166]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"- 60% lehnen die #Zertifikatspflicht an Unis ab.

- 72% lehnen die Zertifikatspflicht am Arbeitsplatz ab.

- 74% lehnen die Zertifikatspflicht im öffentlichen Verkehr ab.

- 80% lehnen die Zertifikatspflicht in Schulen ab

… und @20min titelt so: https://t.co/PrM0ukuf9G",lehnen zertifikatspflicht unis ab lehnen zertifikatspflicht arbeitsplatz ab lehnen zertifikatspflicht öffentlich verkehr ab lehnen zertifikatspflicht schulen ab titelt,,,,,,,,,,,,,,,,,,,"{'lehnen': 0, 'die': 0.04, 'Zertifikatspflicht': 0.05500000000000001, 'an': 0, 'Unis': 0, 'ab': 0, 'am': 0, 'Arbeitsplatz': 0.05, 'im': 0, 'öffentlichen': 0.03, 'Verkehr': 0, 'in': 0.08, 'Schulen': 0.11, '…': 0, 'und': 0, 'titelt': 0, 'so': 0}",negative,"[0.43629625, 0.49812007, 0.0655837]",neutral
