answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3471,absa_sentiment_3471,absa_scores_3471,sentiment_tb
100.0,100.0,86.0,0.7,neutral,Podiumsdiskussion an der BBB zum Thema Digitalisierung und Arbeit 4.0. Ein spannender Austausch mit jungen Lernenden. #nextgeneration #newwork #transformation #chancen #coworking… https://t.co/AIEXWPSHGw,podiumsdiskussion bbb thema digitalisierung arbeit spannend austausch jung lernend nextgeneration newwork transformation chancen coworking,,,,,,,,,,"{'Podiumsdiskussion': 0.18, 'an': 0.1, 'der': 0.06, 'BBB': 0.02, 'zum': 0.06, 'Thema': 0, 'Digitalisierung': 0, 'und': 1.0, 'Arbeit': 0.4, '4.0.': 0, 'Ein': 0, 'spannender': 0.24, 'Austausch': 0.17, 'mit': 0.05, 'jungen': 0, 'Lernenden': 0.03, 'nextgeneration': 0, 'newwork': 0.03, 'transformation': 0.03, 'chancen': 0.02, 'coworking': 0.03, '…': 0}",positive,"[0.0051940028, 0.0012517247, 0.99355435]",,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @FDP_Liberalen: Wir wollen bei der #Digitalisierung nicht nur mitlaufen, sondern #Pioniere sein. Wir wollen die #Schweiz an die #Weltspi…",digitalisierung mitlaufen pioniere schweiz weltspi,,,,,,,,,,"{'Wir': 0.09, 'wollen': 0.24, 'bei': 0, 'der': 1.0, 'Digitalisierung': 0, 'nicht': 0, 'nur': 0, 'mitlaufen': 0, 'sondern': 0, 'Pioniere': 0.09, 'sein': 0, 'die': 1.0, 'Schweiz': 0.14, 'an': 0, 'Weltspi': 0, '…': 0}",neutral,"[0.80702835, 0.082538664, 0.11043301]",,,,neutral
0.0,0.0,14.0,-0.7,neutral,RT @rudolf_mohler: Ganz allgemein geht die #Digitalisierung der öffentlichen Verwaltung im internationalen Vergleich nur langsam voran. htt…,ganz allgemein gehen digitalisierung öffentlich verwaltung international vergleich langsam voran htt,,,,,,,,,,"{'Ganz': 0, 'allgemein': 0.1, 'geht': 0, 'die': 0.16, 'Digitalisierung': 0, 'der': 0.16, 'öffentlichen': 0.08, 'Verwaltung': 0.13, 'im': 0, 'internationalen': 0.09, 'Vergleich': 0.13, 'nur': 0, 'langsam': 0, 'voran': 0, 'htt': 0.12, '…': 0}",negative,"[0.11402188, 0.70562154, 0.18035655]",,,,negative
50.0,75.0,57.0,0.0,neutral,Crypto valley (#zug) machts vor. Digitalisierung in der Verwaltung. #hoppAarau! https://t.co/gSXQCP5zsL,crypto valley zug machts digitalisierung verwaltung hoppaarau,,,,,,,,,,"{'Crypto': 0.16, 'valley': 0.09, 'zug': 0.11, 'machts': 0, 'vor': 0, 'Digitalisierung': 0, 'in': 0.19, 'der': 0.1, 'Verwaltung': 0.21, 'hoppAarau': 0.29}",positive,"[0.008359146, 0.0025504522, 0.9890904]",,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @NeiraOsci: #DigitalIdentity: Nach langer Zurückhaltung wird nun überall vorgeprescht. #eID #digitalisierung #digitaleIdentität https://…,digitalidentity lang zurückhaltung überall vorpreschen eid digitalisierung digitaleidentität,,,,,,,,,,"{'DigitalIdentity': 1.0, 'Nach': 0, 'langer': 0, 'Zurückhaltung': 0.03, 'wird': 0, 'nun': 0, 'überall': 0, 'vorgeprescht': 0, 'eID': 0.28, 'digitalisierung': 0.59, 'digitaleIdentität': 0}",neutral,"[0.86163926, 0.010448171, 0.12791246]",,,,neutral
50.0,75.0,57.0,0.0,neutral,Lehrplan 21: Volksschule darf Digitalisierung nicht verschlafen!#Handlungsbedarf https://t.co/OHi2wKK0Ev via @BeobachterRat @Avenir_Suisse,lehrplan volksschule dürfen digitalisierung verschlafen handlungsbedarf via,,,,,,,,,,"{'Lehrplan': 0.07, 'Volksschule': 0.065, 'darf': 0, 'Digitalisierung': 0, 'nicht': 0.34, 'verschlafen!#Handlungsbedarf': 0.0775, 'via': 0.06}",positive,"[0.31696624, 0.034605507, 0.6484282]",,,,neutral
50.0,75.0,57.0,0.0,neutral,#agv #Aargauer #Gewerbeverband goes digital... weder Bankräuber noch Oma? bargeldlos im Trend :-) #Digitalisierung  https://t.co/Qqj2jULJL6,agv aargauer gewerbeverband goes digital weder bankräuber oma bargeldlos trend digitalisierung,,,,,,,,,,"{'agv': 0.05, 'Aargauer': 0.09, 'Gewerbeverband': 0, 'goes': 0.08, 'digital': 0.08, '...': 0, 'weder': 0.06, 'Bankräuber': 0.05, 'noch': 0, 'Oma': 0, 'bargeldlos': 0.23, 'im': 0, 'Trend': 0.7, 'Digitalisierung': 0}",neutral,"[0.6383345, 0.27484527, 0.086820245]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"Wortkontrolle der @NZZaS zu #Digitalisierung, die - ....bringt Parmelin auf Wolke 7 (#Cloud Computing) @Bundesrat_CH https://t.co/LGkz8zCSp8",wortkontrolle digitalisierung bringen parmelin wolke cloud computing,,,,,,,,,,"{'Wortkontrolle': 0.17, 'der': 0.41, 'zu': 0.09, 'Digitalisierung': 0, 'die': 0.41, '....': 0, 'bringt': 0.18, 'Parmelin': 0.18, 'auf': 0, 'Wolke': 0.08, 'Cloud': 0.08, 'Computing': 0.08}",positive,"[0.04366975, 0.006561164, 0.94976914]",,,,neutral
50.0,75.0,57.0,0.0,neutral,Chancen der #Digitalisierung nutzen - die #FDP setzt sich ein für Fortschritt dank Innovation https://t.co/SDNOx6FEp6,chancen digitalisierung nutzen fdp setzen fortschritt danken innovation,,,,,,,,,,"{'Chancen': 0.28, 'der': 0.13, 'Digitalisierung': 0, 'nutzen': 0.23500000000000001, 'die': 0.13, 'FDP': 0.27, 'setzt': 0, 'sich': 0, 'ein': 0, 'für': 0, 'Fortschritt': 0.08, 'dank': 0.095, 'Innovation': 0.18}",positive,"[0.008672145, 0.0031312336, 0.98819655]",,,,neutral
50.0,75.0,57.0,0.0,neutral,jetzt on air: #srfclub zum Thema Digitalisierung der Arbeitswelt. Generation Y ist bereit. Change als Chance. @barbarajosef 👍🏼,on air srfclub thema digitalisierung arbeitswelt generation y bereiten change chance,,,,,,,,,,"{'jetzt': 0.1, 'on': 0.56, 'air': 0.12, 'srfclub': 0.48, 'zum': 0.11, 'Thema': 0, 'Digitalisierung': 0, 'der': 0.11, 'Arbeitswelt': 0.11, 'Generation': 0.08, 'Y': 0.03, 'ist': 0.11, 'bereit': 0.14, 'Change': 0.07, 'als': 0.04, 'Chance': 0}",positive,"[0.11523849, 0.009711091, 0.8750504]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"Moderne Rahmenbedingungen für den ""Arbeitsplatz"" 4.0 - mehr Eigenverantwortung, weniger Regulierung. #Digitalisierung https://t.co/HO9Vl7G6C9",modern rahmenbedingungen arbeitsplatz mehr eigenverantwortung wenig regulierung digitalisierung,,,,,,,,,,"{'Moderne': 0.08, 'Rahmenbedingungen': 0.07, 'für': 0.03, 'den': 0.05, 'Arbeitsplatz': 0.05, '4.0': 0, 'mehr': 0.09, 'Eigenverantwortung': 0.07, 'weniger': 0, 'Regulierung': 0.11, 'Digitalisierung': 1.0}",positive,"[0.034317195, 0.0025853866, 0.9630974]",,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @cwasi: Es ist 5 vor 12. Schweiz muss fit sein für #Digitalisierung. @FDP_Liberalen schafft Arbeitsplätze, nicht die SP. #DV_FDP #FDPDig…",schweiz fit digitalisierung schaffen arbeitsplätze sp dv_fdp fdpdig,,,,,,,,,,"{'Es': 0.05, 'ist': 0.05, 'vor': 0, '12.': 0, 'Schweiz': 0.12, 'muss': 0.06, 'fit': 0.28, 'sein': 0, 'für': 0.46, 'Digitalisierung': 0, 'schafft': 0.11, 'Arbeitsplätze': 0.12, 'nicht': 0.04, 'die': 0.05, 'SP': 0.06, 'DV_FDP': 0, 'FDPDig': 0.11, '…': 0}",neutral,"[0.5360479, 0.040559445, 0.4233927]",,,,positive
50.0,75.0,57.0,0.0,neutral,RT @barbarajosef: Die Zukunft des Lernens: Wie die Digitalisierung die Bildung demokratisiert https://t.co/nNn1BTMtGd via @t3n via @MarcWed…,zukunft lernens digitalisierung bildung demokratisieren via via,,,,,,,,,,"{'Die': 0.07, 'Zukunft': 0.16, 'des': 0, 'Lernens': 0.11, 'Wie': 0, 'die': 0.07, 'Digitalisierung': 0, 'Bildung': 0.1, 'demokratisiert': 0, 'via': 0.07, '…': 0}",positive,"[0.0014431041, 0.0012706766, 0.9972862]",,,,neutral
50.0,75.0,57.0,0.0,neutral,Die digitale Revolution als Chance nutzen! #Digitalisierung #industrielle Revolution #Arbeitsmarkt  https://t.co/zEInTQ08gW,digitale revolution chance nutzen digitalisierung industrielle revolution arbeitsmarkt,,,,,,,,,,"{'Die': 0.07, 'digitale': 0.08, 'Revolution': 0.19, 'als': 0.09, 'Chance': 0, 'nutzen': 0.14, 'Digitalisierung': 0, 'industrielle': 0.09, 'Arbeitsmarkt': 0.13}",positive,"[0.0028149372, 0.001271468, 0.99591357]",,,,neutral
50.0,75.0,71.0,0.2,positive,"Lieber Daniel Suter - wir werden Dich in der Fraktion und im Grossen Rat vermissen! Schade, dass wir nur zwei gemeinsame Sitzungen bestreiten konnten. Wir freuen uns nun auf @brunotuescher! @fdp_ag #grag https://t.co/wqU7XtyDcV",lieb daniel suter fraktion grossen rat vermissen schaden zwei gemeinsam sitzungen bestreiten freuen grag,,,,,,,,,,,,,"{'Lieber': 0.12, 'Daniel': 0.09, 'Suter': 0.12, 'wir': 0, 'werden': 0.03, 'Dich': 0.06, 'in': 0.05, 'der': 0.06, 'Fraktion': 0, 'und': 0.04, 'im': 0, 'Grossen': 0, 'Rat': 0, 'vermissen': 0.07, 'Schade': 0, 'dass': 0.06, 'nur': 0.04, 'zwei': 0.08, 'gemeinsame': 0, 'Sitzungen': 0.19, 'bestreiten': 0, 'konnten': 0, 'Wir': 0.07, 'freuen': 0, 'uns': 0, 'nun': 0, 'auf': 0, 'grag': 0.91}",neutral,"[0.62361056, 0.32575506, 0.050634384]",neutral
