answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,RT @jGruene_jVertEs: Ohne Gegenstimme! @GrueneCH beschliessen Unterstützung für Kriegsmaterialinitiative der Jungen Grünen und @GSoASchweiz…,gegenstimme beschliessen unterstützung kriegsmaterialinitiative jung grün,,,,,,,,,,,,,,,,"{'Ohne': 0.09, 'Gegenstimme': 0.15, 'beschliessen': 0.43, 'Unterstützung': 0.37, 'für': 0, 'Kriegsmaterialinitiative': 0.2025, 'der': 0.15, 'Jungen': 0, 'Grünen': 0.13, 'und': 0.57, '…': 0}",positive,"[0.2220623, 0.00710926, 0.7708284]",,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,"Eigentlich schon bedenklich für die CompSci. Studiengänge von @UZH_ch und @ETH , dass die einzige Vorlesung die ich besuchte, in der Digitalisierung und Ethik behandelt werden, Einführung in die Ethik und Philosophie der Biologie ist.",eigentlich schon bedenklich compsci studiengänge einzig vorlesung besuchen digitalisierung ethik behandeln einführung ethik philosophie biologie,,,,,,,,,,,,,,,,,,,"{'Eigentlich': 0, 'schon': 0, 'bedenklich': 0, 'für': 0.03, 'die': 0.05, 'CompSci': 0.14, 'Studiengänge': 0, 'von': 0.03, 'und': 0.04, 'dass': 0.03, 'einzige': 0.05, 'Vorlesung': 0.16, 'ich': 0.04, 'besuchte': 0, 'in': 0, 'der': 0.05, 'Digitalisierung': 0, 'Ethik': 0.13, 'behandelt': 0, 'werden': 0, 'Einführung': 0.07, 'Philosophie': 0.11, 'Biologie': 0.15, 'ist': 0.21}",neutral,"[0.5910235, 0.016188908, 0.3927876]",,,,,,,negative
0.0,0.0,14.0,-0.7,negative,RT @jGruene_jVertEs: Der Bund scheint mit der #Digitalisierung komplett überfordert: In Zukunft sollen profitorientierte Firmen unsere E-ID…,bund scheinen digitalisierung komplett überfordern zukunft sollen profitorientierte firmen e id,,,,,,,,,,,,,,,,,,,"{'Der': 0.03, 'Bund': 0, 'scheint': 0.06, 'mit': 0.18, 'der': 0.03, 'Digitalisierung': 0, 'komplett': 0.09, 'überfordert': 0.19, 'In': 0.04, 'Zukunft': 0.03, 'sollen': 0.03, 'profitorientierte': 0, 'Firmen': 0.05, 'unsere': 0.03, 'E-ID': 0, '…': 0}",neutral,"[0.4494383, 0.37370178, 0.17685992]",,,,,,,negative
100.0,100.0,100.0,1.0,negative,RT @GrueneCH: Was sind die Chancen und die Risiken der Digitalisierung? Angeregte Diskussionen in den Workshops der #GrüneDebatte17. https:…,chancen risiken digitalisierung angeregt diskussionen workshops grünedebatte17 https,,,,,,,,,,,,,,,,,,,"{'Was': 0, 'sind': 0.26, 'die': 0.06, 'Chancen': 0.22, 'und': 0.46, 'Risiken': 1.0, 'der': 0.06, 'Digitalisierung': 0, 'Angeregte': 0, 'Diskussionen': 0.22, 'in': 0.07, 'den': 0.06, 'Workshops': 0.12, 'GrüneDebatte17.': 0, 'https': 0.07, '…': 0}",positive,"[0.33795816, 0.06554538, 0.59649646]",,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"Reform bringt Vorteile, sehr wichtig: bessere Versicherung der Teilzeitarbeit, Arbeitsform der Zukunft #Digitalisierung #av2020 #srfarena",reform bringen vorteile wichtig gut versicherung teilzeitarbeit arbeitsform zukunft digitalisierung av2020 srfarena,,,,,,,,,,,,,,,,,,,"{'Reform': 0.07, 'bringt': 0.08, 'Vorteile': 0, 'sehr': 0.06, 'wichtig': 0.11, 'bessere': 0.05, 'Versicherung': 0.06, 'der': 0.12, 'Teilzeitarbeit': 0.03, 'Arbeitsform': 0.12250000000000001, 'Zukunft': 0.27, 'Digitalisierung': 0.69, 'av2020': 0.22, 'srfarena': 0.26}",positive,"[0.26054996, 0.010564371, 0.72888565]",,,,,,,positive
100.0,100.0,100.0,1.0,neutral,".@FDP_Liberalen sind konservativ, in 20-30 J. brauchen wir neue Lösungen #Digitalisierung bis dahin ist #av2020 guter Kompromiss #srfarena",konservativ j brauchen neue lösungen digitalisierung dahin av2020 gut kompromiss srfarena,,,,,,,,,,,,,,,,,,,"{'sind': 0.04, 'konservativ': 0.07, 'in': 0.06, '20': 0, '30': 0, 'J.': 0, 'brauchen': 0.21, 'wir': 0, 'neue': 0.18, 'Lösungen': 0.34, 'Digitalisierung': 0, 'bis': 0.31, 'dahin': 0, 'ist': 0.05, 'av2020': 0.12, 'guter': 0, 'Kompromiss': 0.06, 'srfarena': 0.12}",positive,"[0.3440333, 0.057053242, 0.59891355]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,#Opensource auf allen Ebenen (Hard- u. Software) ist nachhaltige Antwort auf #Digitalisierung viele Firmen/Projekte zeigen bereits: es geht! https://t.co/XwnyBF8qoE,opensource eben hard u software nachhaltig antwort digitalisierung firmen projekte zeigen bereits gehen,,,,,,,,,,,,,,,,,,,"{'Opensource': 0.13, 'auf': 0.04, 'allen': 0, 'Ebenen': 0.06, 'Hard-': 0, 'u.': 0, 'Software': 0.06, 'ist': 0.08, 'nachhaltige': 0.37, 'Antwort': 0, 'Digitalisierung': 0, 'viele': 0, 'Firmen': 0.09, 'Projekte': 0.07, 'zeigen': 0, 'bereits': 0.06, 'es': 0.08, 'geht': 0}",positive,"[0.0047992975, 0.0029107642, 0.99228996]",,,,,,,neutral
75.0,100.0,86.0,0.5,neutral,"Mehr digital in Schulen ist gut, besser wäre Open-Source-Software #Digitalisierung #Lehrplan21 https://t.co/MtnCahmO8u via @tagesanzeiger",mehr digital schulen gut gut open source software digitalisierung lehrplan21 via,,,,,,,,,,,,,,,,,,,"{'Mehr': 1.0, 'digital': 1.0, 'in': 0.65, 'Schulen': 0.5, 'ist': 0.47, 'gut': 0, 'besser': 0.16, 'wäre': 0.41, 'Open-Source-Software': 0, 'Digitalisierung': 0.11, 'Lehrplan21': 0.12, 'via': 0.1}",positive,"[0.12089136, 0.14105313, 0.73805547]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @GrueneZuerich: 100% Umweltschutz gibt's nur mit Marionna Schlatter! 💯

#Klimawahl2019🌍 #DarumGrün🌻 #Schlatter2019🍄 https://t.co/iiBmdJT…",umweltschutz geben s marionna schlatter klimawahl2019 darumgrün schlatter2019,,,,,,,,,,,,,,,,,,,,,,"{'100': 0, 'Umweltschutz': 0.305, ""gibt's"": 0.48, 'nur': 1.0, 'mit': 0.41, 'Marionna': 0.18, 'Schlatter': 0.16, 'Klimawahl2019': 0, 'DarumGrün': 0, 'Schlatter2019': 0.11}",positive,"[0.16293314, 0.037551686, 0.7995151]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @Kilian_Baumann: Mehr Umwelt- und #Klimaschutz in der #Landwirtschaft, im 2020 müssen wir Nägel mit Köpfen machen. #Agrarpolitik22 https…",mehr umwelt klimaschutz landwirtschaft müssen nägel köpfen agrarpolitik22 https,,,,,,,,,,,,,,,,,,,,,,,,,"{'Mehr': 0.04, 'Umwelt-': 0, 'und': 0.03, 'Klimaschutz': 0.03, 'in': 0.02, 'der': 0, 'Landwirtschaft': 0.05, 'im': 0, '2020': 0, 'müssen': 0.02, 'wir': 0, 'Nägel': 0, 'mit': 0.03, 'Köpfen': 0, 'machen': 0, 'Agrarpolitik22': 0.19, 'https': 1.0, '…': 0}",positive,"[0.25023177, 0.019386875, 0.73038137]",neutral
100.0,100.0,86.0,0.7,neutral,@nickglaettli Warum nicht beides? Und warum sollte eine Verringerung des Fleischkonsums eine unpolitische Forderung sein? Schliesslich ist die Landwirtschaft in der Schweiz stark subventioniert.,warum beide warum sollen verringerung fleischkonsums unpolitisch forderung schliesslich landwirtschaft schweiz stark subventioniert,,,,,,,,,,,,,,,,,,,,,,,,,"{'Warum': 0.02, 'nicht': 0.02, 'beides': 0.03, 'Und': 0.02, 'warum': 0.02, 'sollte': 0.02, 'eine': 0, 'Verringerung': 0.05, 'des': 0, 'Fleischkonsums': 0.025, 'unpolitische': 0.1, 'Forderung': 0, 'sein': 0, 'Schliesslich': 0.09, 'ist': 0.25, 'die': 0, 'Landwirtschaft': 0.51, 'in': 0.09, 'der': 0, 'Schweiz': 0.16, 'stark': 0, 'subventioniert': 1.0}",negative,"[0.04831036, 0.92166495, 0.030024627]",positive
