answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3439,absa_sentiment_3439,absa_scores_3439,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3471,absa_sentiment_3471,absa_scores_3471,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,negative,Irrsinn: Der Bundesrat will das Impulsprogramm für mehr Kinderbetreuungsplätze abschaffen https://t.co/d4TdKNlJj8 #ots,irrsinn bundesrat impulsprogramm mehr kinderbetreuungsplätze abschaffen ots,"{'Irrsinn': 0, 'Der': 0.1, 'Bundesrat': 0.155, 'will': 0, 'das': 0, 'Impulsprogramm': 0, 'für': 0.09, 'mehr': 0.07, 'Kinderbetreuungsplätze': 0.15, 'abschaffen': 0.24, 'ots': 0.11}",negative,"[0.14296255, 0.73542696, 0.121610425]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@alikisvp @BernerZeitung @derbund Ersteres, Aliki. Kinderbetreuung ist nicht Ferien. @papizeit -Initiative = mehr Kinder und weniger Zuwanderung. Voll SVP, oder?",ersteres aliki kinderbetreuung ferien initiative mehr kinder wenig zuwanderung voll svp,"{'Ersteres': 0.125, 'Aliki': 0.11, 'Kinderbetreuung': 0.71, 'ist': 0.67, 'nicht': 1.0, 'Ferien': 0, '-Initiative': 0, 'mehr': 0.25, 'Kinder': 0.05, 'und': 0.08, 'weniger': 0, 'Zuwanderung': 0.05, 'Voll': 0.11, 'SVP': 0, 'oder': 0}",negative,"[0.31081724, 0.64169264, 0.047490105]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @ArnoKerstSyna: ""Cannabis-Verkauf in Apotheken ist eine clevere Idee ..."". Stimmt. Und um die Verkäuferinnen des Marihuanas fair zu entl…",cannabis verkauf apotheken clevere idee stimmen verkäuferinnen marihuanas fair entl,,,,"{'Cannabis-Verkauf': 1.0, 'in': 0.03, 'Apotheken': 0.19, 'ist': 0.29, 'eine': 0, 'clevere': 0.54, 'Idee': 0, '...': 0, 'Stimmt': 0.195, 'Und': 0.04, 'um': 0.11, 'die': 0.06, 'Verkäuferinnen': 0, 'des': 0, 'Marihuanas': 0, 'fair': 0, 'zu': 0.05, 'entl': 0, '…': 0}",positive,"[0.42211893, 0.013537578, 0.56434345]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.85,neutral,Interessanter Vorschlag des Stadtzürcher Apothekerverbandes in der @NZZ : Verkauf von  Cannabis regulieren und Konsum legalisieren. Diese Position habe ich schon immer vertreten. https://t.co/DcZRDqxqDE,interessant vorschlag stadtzürcher apothekerverbandes verkauf cannabis regulieren konsum legalisieren position schon immer vertreten,,,,"{'Interessanter': 0.14, 'Vorschlag': 0.21, 'des': 0, 'Stadtzürcher': 0.27, 'Apothekerverbandes': 0, 'in': 0.15, 'der': 0.43, 'Verkauf': 0.63, 'von': 0, 'Cannabis': 0.44, 'regulieren': 1.0, 'und': 0.49, 'Konsum': 0.23, 'legalisieren': 0.53, 'Diese': 0.08, 'Position': 0.38, 'habe': 0.07, 'ich': 0.08, 'schon': 0, 'immer': 0.12, 'vertreten': 0}",neutral,"[0.90937114, 0.007108257, 0.08352059]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,@PVuichard Die GLP will das Rentenalter doch einfach erhöhen! Und gleichzeitig die Renten in Frage stellen? #staf #srfarena,glp rentenalter einfach erhöhen gleichzeitig renten fragen stellen staf srfarena,,,,,,,"{'Die': 0.07, 'GLP': 0.37, 'will': 0, 'das': 0, 'Rentenalter': 0.6950000000000001, 'doch': 0, 'einfach': 0, 'erhöhen': 0, 'Und': 0.23, 'gleichzeitig': 0, 'die': 0.07, 'Renten': 0.18, 'in': 0, 'Frage': 0, 'stellen': 0, 'staf': 0, 'srfarena': 0.14}",positive,"[0.036495775, 0.0056252507, 0.957879]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,neutral,"@BnzigerP @retolipp Ach, Herr Bänziger. Wir denken schon lange nach. Rentenalter 65 für Frauen und Senkung Umwandlungssatz wurden heute zum 2. Mal abgelehnt.",ach herr bänziger denken schon lang rentenalter frauen senkung umwandlungssatz heute mal ablehnen,,,,,,,"{'Ach': 0, 'Herr': 0, 'Bänziger': 0, 'Wir': 0.04, 'denken': 0, 'schon': 0, 'lange': 0.04, 'nach': 0, 'Rentenalter': 0.5700000000000001, '65': 0, 'für': 0.42, 'Frauen': 0.19, 'und': 0.46, 'Senkung': 0.45, 'Umwandlungssatz': 0.43, 'wurden': 0, 'heute': 0.19, 'zum': 0.13, '2.': 0, 'Mal': 0, 'abgelehnt': 0}",negative,"[0.05467884, 0.9314095, 0.013911764]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
0.0,0.0,0.0,-1.0,neutral,"RT @spkantonbern: Schade. Der Kanton Bern hätte 2 Ja gesagt zur #AV2020.
#AHV-Kürzungen oder #Rentenalter67 kommen nun nicht infrage!
https…",schaden kanton bern ja sagen av2020 ahv kürzungen rentenalter67 kommen infrage https,,,,,,,"{'Schade': 0, 'Der': 0.05, 'Kanton': 0.03, 'Bern': 0.05, 'hätte': 0, '2': 0, 'Ja': 0, 'gesagt': 0.03, 'zur': 0.045, 'AV2020.': 0, 'AHV-Kürzungen': 0.165, 'oder': 0.47, 'Rentenalter67': 0.855, 'kommen': 0, 'nun': 0, 'nicht': 0, 'infrage': 0.4, 'https': 0.38, '…': 0}",neutral,"[0.724016, 0.022332808, 0.2536512]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"@digit_AI @milo_sche Sie brauchen immer eine Mehrheit. Jetzt mit Rentenalter65. Ein Nein wird jenen Auftrieb geben, welche Ra67 wollen.",brauchen immer mehrheit rentenalter65 nein jen auftreiben geben welch ra67,,,,,,,"{'Sie': 0, 'brauchen': 0.11, 'immer': 0.11, 'eine': 0, 'Mehrheit': 0.11, 'Jetzt': 1.0, 'mit': 1.0, 'Rentenalter65.': 0.93, 'Ein': 0.05, 'Nein': 0.27, 'wird': 0.17, 'jenen': 0.11, 'Auftrieb': 0.08, 'geben': 0.11, 'welche': 0, 'Ra67': 0.08, 'wollen': 0.06}",neutral,"[0.6225417, 0.1240383, 0.25341997]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@digit_AI @milo_sche Sie wollen also die kommenden Generationen mit Rentenalter 67 bestrafen, nur weil jetzt Babyboomer-Generation pensioniert wird? 2xJa besser",kommend generationen rentenalter bestrafen babyboomer generation pensionieren 2xja gut,,,,,,,"{'Sie': 0, 'wollen': 0.09, 'also': 0, 'die': 0.1, 'kommenden': 0.08, 'Generationen': 0.23, 'mit': 0.25, 'Rentenalter': 0.825, '67': 0, 'bestrafen': 0.31, 'nur': 0, 'weil': 0.09, 'jetzt': 0.08, 'Babyboomer-Generation': 0.12, 'pensioniert': 0, 'wird': 0, '2xJa': 0, 'besser': 0.07}",neutral,"[0.6302777, 0.09962853, 0.2700938]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,#srfarena zeigt es: SVP und FDP wollen Rentenalter 67. Im Nationalrat hatten sie schon einmal eine Mehrheit. Achtung! #AV2020,srfarena zeigen svp fdp rentenalter nationalrat schon mehrheit achtung av2020,,,,,,,"{'srfarena': 0.19, 'zeigt': 0, 'es': 0, 'SVP': 0, 'und': 0.57, 'FDP': 0.5, 'wollen': 1.0, 'Rentenalter': 0.84, '67.': 0, 'Im': 0, 'Nationalrat': 0.055, 'hatten': 0.16, 'sie': 0, 'schon': 0, 'einmal': 0, 'eine': 0, 'Mehrheit': 0.1, 'Achtung': 0, 'AV2020': 0.1}",neutral,"[0.6699339, 0.031464413, 0.2986017]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.7999999999999999,negative,@andrisilbi_ Das ist für ü45 eben nur bei 2xJa garantiert. Bei 2xNein wird das sicher gestrichen... Dazu kommt Rentenalter 67. Besser 2x Ja. #srfarena,ü45 eben 2xja garantieren 2xnein sichern streichen kommen rentenalter gut 2x ja srfarena,,,,,,,"{'Das': 0, 'ist': 0.31, 'für': 0.02, 'ü45': 0, 'eben': 0, 'nur': 0.03, 'bei': 0, '2xJa': 0, 'garantiert': 0.05, 'Bei': 0, '2xNein': 0, 'wird': 0.03, 'das': 0.03, 'sicher': 0, 'gestrichen': 0, '...': 0, 'Dazu': 0.10500000000000001, 'kommt': 0, 'Rentenalter': 0.8200000000000001, '67.': 0, 'Besser': 0.11, '2x': 0.21, 'Ja': 0, 'srfarena': 0.16}",neutral,"[0.4052282, 0.24601129, 0.3487605]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"Bei 2xNein wird AHV-Fonds 2031 Schulden haben und Rentenalter 67 wird kommen. Normal ist, dass nächste Reform kommen muss. #srfarena #AV2020",2xnein ahv fonds schulden rentenalter kommen normal nächst reform kommen srfarena av2020,,,,,,,"{'Bei': 0, '2xNein': 0, 'wird': 0.74, 'AHV-Fonds': 0.095, '2031': 0, 'Schulden': 0.14, 'haben': 0.07500000000000001, 'und': 0.42, 'Rentenalter': 0.775, '67': 0, 'kommen': 0.27, 'Normal': 0.21, 'ist': 0.06, 'dass': 0.09, 'nächste': 0.1, 'Reform': 0.14, 'muss': 0.05, 'srfarena': 0.1, 'AV2020': 0.09}",neutral,"[0.8089641, 0.008504686, 0.18253128]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,@Handyverkaufer @Jungfreisinnige @JCVPSchweiz Genau! Merci für die Grafik. AHV-Fonds kann so mit Vermögen Beitrag an Renten leisten. 2xNein bringt Rentenalter 67 für alle.,genau merci grafik ahv fonds vermögen beitrag renten leisten 2xnein bringen rentenalter all,,,,,,,"{'Genau': 0.085, 'Merci': 0, 'für': 0.67, 'die': 0.04, 'Grafik': 0, 'AHV-Fonds': 0.1, 'kann': 0.23, 'so': 0, 'mit': 0.11, 'Vermögen': 0.18, 'Beitrag': 0, 'an': 0, 'Renten': 0.17, 'leisten': 0, '2xNein': 0, 'bringt': 1.0, 'Rentenalter': 0.735, '67': 0, 'alle': 0.38}",positive,"[0.09444852, 0.0073668724, 0.89818466]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"@TomCBerger @NeinzurAV2020 Sei ehrlich: Bei 2xNein zu #AV2020 wird es Rentenalter 67 für alle geben. FDP will keine Zusatzfinanzierung, aushungern AHV, dann RA67. 2xJa",ehrlich 2xnein av2020 rentenalter all geben fdp zusatzfinanzierung aushungern ahv ra67 2xja,,,,,,,"{'Sei': 1.0, 'ehrlich': 0, 'Bei': 0, '2xNein': 0, 'zu': 0.12, 'AV2020': 0.1, 'wird': 0.88, 'es': 0, 'Rentenalter': 0.85, '67': 0, 'für': 0.89, 'alle': 0.96, 'geben': 0, 'FDP': 0.06, 'will': 0.88, 'keine': 0, 'Zusatzfinanzierung': 0.065, 'aushungern': 0.05, 'AHV': 0.04, 'dann': 0.07, 'RA67.': 0, '2xJa': 0}",positive,"[0.3230386, 0.059054334, 0.61790705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @tagesanzeiger: Eine neue Umfrage zeigt: 63 Prozent lehnen eine Erhöhung des Rentenalters ab. https://t.co/edMCOt4KtI,neue umfrage zeigen prozent lehnen erhöhung rentenalters ab,,,,,,,"{'Eine': 0, 'neue': 0.22, 'Umfrage': 0, 'zeigt': 0, '63': 0, 'Prozent': 0.49, 'lehnen': 0, 'eine': 0, 'Erhöhung': 1.0, 'des': 0, 'Rentenalters': 0.845, 'ab': 0}",positive,"[0.22905405, 0.11004362, 0.6609023]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
