answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3418,absa_sentiment_3418,absa_scores_3418,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,sentiment_tb
50.0,75.0,57.0,0.0,negative,"@SVPch @FDP_Liberalen 
Scheiss auf Wettbewerbsfähigkeit! Ihr könntet so tolle Väter sein, wie in Stockfotografien! #vaterschaftsurlaub #gratisferien #elternzeit #dlsslp https://t.co/cpKGwIk6RB",scheiss wettbewerbsfähigkeit toll väter stockfotografien vaterschaftsurlaub gratisferien elternzeit dlsslp,,,,,,,"{'Scheiss': 0, 'auf': 0, 'Wettbewerbsfähigkeit': 0.13, 'Ihr': 0, 'könntet': 0.07, 'so': 0, 'tolle': 0.09, 'Väter': 0, 'sein': 0, 'wie': 0, 'in': 0.07, 'Stockfotografien': 0.095, 'vaterschaftsurlaub': 0.11, 'gratisferien': 0.24, 'elternzeit': 0.10500000000000001, 'dlsslp': 0.26}",positive,"[0.01813405, 0.004499879, 0.9773661]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @ChristophGoste1: Richtig so @FDP_Liberalen und @SVPch #Vaterschaftsurlaub = #gratisferien! Nächster Schritt eine Volksinitiative zur Wi…,richtig vaterschaftsurlaub gratisferien nächst schritt volksinitiative wi,,,,,,,"{'Richtig': 0.16, 'so': 0, 'und': 0.32, 'Vaterschaftsurlaub': 0.65, 'gratisferien': 0.29500000000000004, 'Nächster': 0, 'Schritt': 0.11, 'eine': 0, 'Volksinitiative': 0.14, 'zur': 0.1, 'Wi': 0.12, '…': 0}",positive,"[0.009503419, 0.0022040494, 0.9882925]",,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Was für ein progressiver Haufen, diese Sozialkommission des Ständerats!!! #Vaterschaftsurlaub https://t.co/4BSuJkBy74",progressiv haufen sozialkommission ständerats vaterschaftsurlaub,,,,,,,"{'Was': 0, 'für': 0, 'ein': 0, 'progressiver': 0.12, 'Haufen': 0, 'diese': 0.08, 'Sozialkommission': 0.10500000000000001, 'des': 0, 'Ständerats': 0.0925, 'Vaterschaftsurlaub': 0.62}",positive,"[0.0089329835, 0.0020961175, 0.9889709]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,Die Krankenkasse für alle echten Schweizer!! #krankenkasse #franchise #svp #gesundheit #gesundheitskosten #eidgenossen #dlsslp https://t.co/CbSSXu4BWe,krankenkasse all echt schweizer krankenkasse franchise svp gesundheit gesundheitskosten eidgenossen dlsslp,,,,,,,,,,"{'Die': 1.0, 'Krankenkasse': 0.74, 'für': 0.4, 'alle': 0, 'echten': 0.16, 'Schweizer': 0.12, 'krankenkasse': 0.74, 'franchise': 0.06, 'svp': 0, 'gesundheit': 0, 'gesundheitskosten': 0.48, 'eidgenossen': 0, 'dlsslp': 0.07}",positive,"[0.11140155, 0.10073037, 0.7878681]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Lohngleichheit heute morgen Lohnfaulheit! #enough18 #Lohngleichheit #dlsslp #gerechtigkeit https://t.co/SchSCkISY9,lohngleichheit heute morgen lohnfaulheit enough18 lohngleichheit dlsslp gerechtigkeit,,,,,,,,,,,,,"{'Lohngleichheit': 0.52, 'heute': 0, 'morgen': 0, 'Lohnfaulheit': 0.52, 'enough18': 0.16, 'dlsslp': 0.13, 'gerechtigkeit': 0.08}",positive,"[0.0026129887, 0.0011698854, 0.9962171]",,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,Schöne Aktion des Bundesrates! #schulreise #sparmaßnahmen #bundesrat #Steuersenkung  #Bern #Schulreise #Kinder https://t.co/klQqkGdwqQ,schöne aktion bundesrates schulreise sparmaßnahmen bundesrat steuersenkung bern schulreise kinder,,,,,,,,,,,,,,,,"{'Schöne': 0, 'Aktion': 0.12, 'des': 0, 'Bundesrates': 0.065, 'schulreise': 0.10500000000000001, 'sparmaßnahmen': 0.11499999999999999, 'bundesrat': 0.065, 'Steuersenkung': 1.0, 'Bern': 0.15, 'Schulreise': 0.10500000000000001, 'Kinder': 0.12}",positive,"[0.458995, 0.03206202, 0.5089429]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @ChristophGoste1: Der erste Schritt ist getan.. 

#dlsslp #Atomausstieg #akw #Muehleberg #erneuerbareEnergien https://t.co/R21PT4UUss",erste schritt tun dlsslp atomausstieg akw muehleberg erneuerbareenergien,,,,,,,,,,,,,,,,,,,"{'Der': 0.03, 'erste': 0.02, 'Schritt': 0.03, 'ist': 0.02, 'getan': 0, '..': 0, 'dlsslp': 0.08, 'Atomausstieg': 0, 'akw': 0, 'Muehleberg': 0.15, 'erneuerbareEnergien': 0}",neutral,"[0.6478614, 0.28430188, 0.0678367]",,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,Yeah! Die #Schweiz hat im 2020 wieder fett #Kriegsmaterial exportiert! Im Wert von 901 Millionen Franken! Boomshakalaka!#waffenexport #neutralität #dlsslp😀 https://t.co/VGFINTK5JV,yeah schweiz fett kriegsmaterial exportieren wert millionen franken boomshakalaka waffenexport neutralität dlsslp,,,,,,,,,,,,,,,,,,,,,,"{'Yeah': 0.31, 'Die': 0, 'Schweiz': 0.26, 'hat': 0, 'im': 0, '2020': 0, 'wieder': 0.26, 'fett': 0, 'Kriegsmaterial': 0.45, 'exportiert': 1.0, 'Im': 0, 'Wert': 0, 'von': 0, '901': 0, 'Millionen': 0, 'Franken': 0, 'Boomshakalaka!#waffenexport': 0, 'neutralität': 0.14, 'dlsslp': 0.14}",positive,"[0.03524665, 0.021687495, 0.9430659]",,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Danke Röne der Faselt, Präsident der @IIHFHockey
 für diese tolle Aktion. Freundschaften mit Diktatoren gehören zur #Schweiz.
 wie Alpkäse, Schokolade und #Kriegsmaterialexport! #Belarus #Lukaschenko #EishockeyWM #dlsslp https://t.co/45nkSzjpn6",danke röne faseln präsident toll aktion freundschaften diktatoren gehören schweiz alpkäse schokolade kriegsmaterialexport belarus lukaschenko eishockeywm dlsslp,,,,,,,,,,,,,,,,,,,,,,"{'Danke': 0.04, 'Röne': 0, 'der': 0.03, 'Faselt': 0.06, 'Präsident': 0.04, 'für': 0.05, 'diese': 0.03, 'tolle': 0.09, 'Aktion': 0.05, 'Freundschaften': 0.34, 'mit': 0.11, 'Diktatoren': 0.14, 'gehören': 0, 'zur': 0.03, 'Schweiz': 0.08, 'wie': 0, 'Alpkäse': 0.21000000000000002, 'Schokolade': 0.63, 'und': 1.0, 'Kriegsmaterialexport': 0.4425, 'Belarus': 0.13, 'Lukaschenko': 0, 'EishockeyWM': 0, 'dlsslp': 0.07}",positive,"[0.008390159, 0.0036977115, 0.9879121]",,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,Sein Humor ist eine Waffe! Unser einziges wahres Exportgut für die Bürgerkriege dieser Welt #kriegsmaterial #waffenexporte #neutralität https://t.co/DyW7GooH9D,humor waffe einzig wahr exportgut bürgerkriege welt kriegsmaterial waffenexporte neutralität,,,,,,,,,,,,,,,,,,,,,,"{'Sein': 0.11, 'Humor': 0.15, 'ist': 0.09, 'eine': 0, 'Waffe': 0.23, 'Unser': 0.07, 'einziges': 0.1, 'wahres': 0, 'Exportgut': 0, 'für': 0.07, 'die': 0.12, 'Bürgerkriege': 0.16999999999999998, 'dieser': 0.07, 'Welt': 0.19, 'kriegsmaterial': 0, 'waffenexporte': 0, 'neutralität': 1.0}",positive,"[0.018869646, 0.011042085, 0.97008824]",,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,#Bundesbeschluss #über #die #Beschaffung #neuer #Kampfflugzeuge #aka #kampfjets #KampfjetsNein #video #der #dlsslp https://t.co/VSYI2V8kgh,bundesbeschluss beschaffung neu kampfflugzeuge aka kampfjets kampfjetsnein video dlsslp,,,,,,,,,,,,,,,,,,,,,,,,,"{'Bundesbeschluss': 0.08, 'über': 0, 'die': 0.16, 'Beschaffung': 0, 'neuer': 0, 'Kampfflugzeuge': 0, 'aka': 1.0, 'kampfjets': 0.395, 'KampfjetsNein': 0, 'video': 0.16, 'der': 0.16, 'dlsslp': 0.24}",neutral,"[0.68679965, 0.05240989, 0.26079047]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @konzern_vi: Rudolf Strahm bringt es auf den Punkt: 
«Die Haftungsfrage ist die selbstverständliche Anstandsregel des marktwirtschaftlic…",rudolf strahm bringen punkt haftungsfrage selbstverständliche anstandsregel marktwirtschaftlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Rudolf': 0.11, 'Strahm': 0.15, 'bringt': 0, 'es': 0.41, 'auf': 0, 'den': 0.21, 'Punkt': 0, '«': 0, 'Die': 0, 'Haftungsfrage': 0, 'ist': 0, 'die': 0, 'selbstverständliche': 0, 'Anstandsregel': 0, 'des': 0, 'marktwirtschaftlic': 0, '…': 0}",positive,"[0.053984545, 0.005633973, 0.94038147]",,,,neutral
0.0,0.0,14.0,-0.6,neutral,"@hardmanpolitics @TobiasInfortuna Wir halten fest: Sie vergleichen ihren ""Wochenplatz"" mit der Ausbeutung von Kindern im Globalen Süden
In Chinafabriken ausgebeutet zu werden ist eventuell unangebracht aber bringt mehr als Entwicklungshilfe, wobei sie den Punkt unterschlagen, was alles über Produkte zurückfliesst",halten fest vergleichen wochenplatz ausbeutung kindern global süden chinafabriken ausbeuten eventuell unangebracht bringen mehr entwicklungshilfe wobei punkt unterschlagen produkte zurückfliesst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wir': 0.02, 'halten': 0, 'fest': 0, 'Sie': 0, 'vergleichen': 0.065, 'ihren': 0.02, 'Wochenplatz': 0.02, 'mit': 0.03, 'der': 0.05, 'Ausbeutung': 0.04, 'von': 0, 'Kindern': 0.04, 'im': 0, 'Globalen': 0.04, 'Süden': 0.02, 'In': 0.06, 'Chinafabriken': 0, 'ausgebeutet': 0.05, 'zu': 0.05, 'werden': 0, 'ist': 0, 'eventuell': 0, 'unangebracht': 0.19, 'aber': 0.4, 'bringt': 0.72, 'mehr': 0.87, 'als': 0, 'Entwicklungshilfe': 1.0, 'wobei': 0.32, 'sie': 0, 'den': 0.05, 'Punkt': 0.07, 'unterschlagen': 0, 'was': 0, 'alles': 0.1, 'über': 0, 'Produkte': 0.06, 'zurückfliesst': 0.05}",neutral,"[0.52443063, 0.37223423, 0.10333513]",negative
