answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"RT @mischapedia: Digitales EOL statt digitaler Nachhaltigkeit - die Folgen nachhaltig proprietärer Digitalisierung
=&gt; #vendorLockin 😐
#Open…",digital eol statt digital nachhaltigkeit folgen nachhaltig proprietärer digitalisierung gt vendorlockin open,,,,,,,"{'Digitales': 0.12, 'EOL': 0.17, 'statt': 0.31, 'digitaler': 0.12, 'Nachhaltigkeit': 0.51, 'die': 0.23, 'Folgen': 0, 'nachhaltig': 0, 'proprietärer': 0, 'Digitalisierung': 0, 'gt': 0.18, 'vendorLockin': 0.39, 'Open': 0.07, '…': 0}",positive,"[0.013769703, 0.05651727, 0.929713]",,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @OpendataCH: Tolle Präsentation von @j_kloiber über die notwendigen Bedingungen für eine nachhaltige Digitalisierung: unter anderem #ver…,toll präsentation notwendig bedingungen nachhaltig digitalisierung ver,,,,,,,"{'Tolle': 0.11, 'Präsentation': 0.1, 'von': 0, 'über': 0, 'die': 0.09, 'notwendigen': 0.12, 'Bedingungen': 0.22, 'für': 0.45, 'eine': 0, 'nachhaltige': 1.0, 'Digitalisierung': 0, 'unter': 0, 'anderem': 0, 'ver': 0, '…': 0}",positive,"[0.0016932987, 0.0018775096, 0.99642926]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @ppsde: Einige Parteien versuchen gerade in letzer Minute in Punkto Digitalisierung zu punkten. Das Schaubild zeigt wie alle etablierten…,parteien versuchen gerade letzer minute punkto digitalisierung punkten schaubild zeigen all etablieren,,,,,,,"{'Einige': 0.1, 'Parteien': 0.11, 'versuchen': 0.11, 'gerade': 0, 'in': 0.12, 'letzer': 0.05, 'Minute': 0.13, 'Punkto': 0, 'Digitalisierung': 0, 'zu': 0.11, 'punkten': 0.19, 'Das': 0.05, 'Schaubild': 0, 'zeigt': 0, 'wie': 0, 'alle': 0, 'etablierten': 0.04, '…': 0}",neutral,"[0.9052634, 0.019801416, 0.07493526]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @digiges_ch: #Freedomvote schafft Klarheit in Fragen zur Digitalisierung für die Wahl 2019. https://t.co/UN24pa7GWq,freedomvote schaffen klarheit fragen digitalisierung wahl,,,,,,,"{'Freedomvote': 0.17, 'schafft': 0, 'Klarheit': 0, 'in': 0, 'Fragen': 1.0, 'zur': 0.06, 'Digitalisierung': 0, 'für': 0.11, 'die': 0.06, 'Wahl': 0, '2019.': 0}",neutral,"[0.9749938, 0.0055220537, 0.019484168]",,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @wearecubedesign: Was macht die Digitalisierung eigentlich mit den Menschen? Und was macht sie mit Dir? Wir möchten Deine Meinung wissen…,digitalisierung eigentlich menschen mögen meinung wissen,,,,,,,"{'Was': 0, 'macht': 0, 'die': 0, 'Digitalisierung': 0, 'eigentlich': 0.17, 'mit': 0, 'den': 0, 'Menschen': 0.15, 'Und': 0.08, 'was': 0, 'sie': 0.19, 'Dir': 0.04, 'Wir': 0.04, 'möchten': 0, 'Deine': 0.03, 'Meinung': 0.1, 'wissen': 0.04, '…': 0}",neutral,"[0.89598554, 0.07610618, 0.027908288]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @digiges_ch: #KarlDigital am 13. Juni 2019 zur
Digitalisierung im Gesundheitswesen, mit:

* Julian Mausbach: Elektronisches Patientendos…",karldigital juni digitalisierung gesundheitswesen julian mausbach elektronisch patientendos,,,,,,,"{'KarlDigital': 0.25, 'am': 0, '13.': 0, 'Juni': 0.12, 'zur': 0, 'Digitalisierung': 0, 'im': 0, 'Gesundheitswesen': 0.25, 'mit': 0.15, 'Julian': 0.04, 'Mausbach': 0.04, 'Elektronisches': 0.07, 'Patientendos': 0, '…': 0}",positive,"[0.48705238, 0.014739232, 0.49820828]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @digiges_ch: Die Digitalisierung bietet Chancen. Für Risiken und Nebenwirkungen fragen Sie Ihren Anbieter!
 
Beispielsweise die SBB/@Rai…",digitalisierung bieten chancen risiken nebenwirkungen fragen anbieter beispielsweise sbb,,,,,,,"{'Die': 0.07, 'Digitalisierung': 0, 'bietet': 1.0, 'Chancen': 0.99, 'Für': 0.04, 'Risiken': 0.06, 'und': 0.08, 'Nebenwirkungen': 0.07500000000000001, 'fragen': 0, 'Sie': 0, 'Ihren': 0.08, 'Anbieter': 0, 'Beispielsweise': 0.095, 'die': 0.07, 'SBB': 0.03, '…': 0}",positive,"[0.0018171583, 0.001431814, 0.99675107]",,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Weshalb wir beim Thema ""Digitalisierung"" auf freie Software, offene Standards und offene Geschäftsmodelle setzen sollten. https://t.co/zcbJKCg9RS",weshalb beim thema digitalisierung freie software offen standards offen geschäftsmodelle setzen sollen,,,,,,,"{'Weshalb': 0, 'wir': 0, 'beim': 0, 'Thema': 0, 'Digitalisierung': 0, 'auf': 0.04, 'freie': 0.06, 'Software': 0.11, 'offene': 0.05, 'Standards': 0.04, 'und': 0.03, 'Geschäftsmodelle': 0.09000000000000001, 'setzen': 0, 'sollten': 0.03}",neutral,"[0.9649708, 0.009478637, 0.025550533]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Unser jährlicher Anlass im neuen Format. Kommt und erfahrt, weshalb wir beim Thema Digitalisierung auf offene Technologien setzen sollten. https://t.co/WVHtfLh62a",jährlich anlass neu format kommen erfahren weshalb beim thema digitalisierung offen technologien setzen sollen,,,,,,,"{'Unser': 0.02, 'jährlicher': 0.03, 'Anlass': 0, 'im': 0, 'neuen': 0.03, 'Format': 0.05, 'Kommt': 0.74, 'und': 0.03, 'erfahrt': 0, 'weshalb': 0, 'wir': 0, 'beim': 0, 'Thema': 0, 'Digitalisierung': 0, 'auf': 0.11, 'offene': 0.11, 'Technologien': 0.21, 'setzen': 0, 'sollten': 0.08}",neutral,"[0.94584763, 0.014085959, 0.04006639]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @strategiedialog: #digitalch Auch beim #wunschschloss thematisieren wir die Digitalisierung – Beitrag von @KunoKunz im letzten Jahr: htt…,digitalch beim wunschschloss thematisieren digitalisierung beitrag letzt jahr htt,,,,,,,"{'digitalch': 0.18, 'Auch': 0.41, 'beim': 0.16999999999999998, 'wunschschloss': 0, 'thematisieren': 0, 'wir': 0, 'die': 0.1, 'Digitalisierung': 0, '–': 0, 'Beitrag': 0, 'von': 0, 'im': 0, 'letzten': 0, 'Jahr': 0, 'htt': 0, '…': 0}",neutral,"[0.94766325, 0.009462648, 0.042874154]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Open Source als Basis der Digitalisierung: http://t.co/KLp3i6QvSi,open source basis digitalisierung,,,,,,,"{'Open': 0.39, 'Source': 0.39, 'als': 0.39, 'Basis': 0.42, 'der': 0.15, 'Digitalisierung': 0}",positive,"[0.19621997, 0.009912859, 0.7938672]",,,,,,,neutral
50.0,75.0,57.0,0.0,negative,Welcher Typ bist du - Facebook oder Xing? LinkedIn! @isbel_meier geht als #hwzdigitalleader dem Phänomen der Digitalisierung auf den Grund.,welch typ facebook xing linkedin gehen hwzdigitalleader phänomen digitalisierung grund,,,,,,,"{'Welcher': 0.03, 'Typ': 0.05, 'bist': 0.045, 'du': 0, 'Facebook': 0.07, 'oder': 0.04, 'Xing': 0.13, 'LinkedIn': 0.1, 'geht': 0, 'als': 0.12, 'hwzdigitalleader': 0.35, 'dem': 0.20500000000000002, 'Phänomen': 1.0, 'der': 0.26, 'Digitalisierung': 0, 'auf': 0, 'den': 0.26, 'Grund': 0}",positive,"[0.0009886168, 0.0010614862, 0.9979499]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @chaosupdates: #Fahrplan für die Hackerkonferenz #32c3 veröffentlicht: Sicherheit, Politik, Hardware, Technik und Wissenschaft https://t…",fahrplan hackerkonferenz 32c3 veröffentlichen sicherheit politik hardware technik wissenschaft,,,,,,,,,,"{'Fahrplan': 0, 'für': 0.11, 'die': 0.1, 'Hackerkonferenz': 0, '32c3': 0.16, 'veröffentlicht': 0, 'Sicherheit': 0, 'Politik': 0, 'Hardware': 0.45, 'Technik': 0.34, 'und': 0.64, 'Wissenschaft': 0.56}",positive,"[0.008419032, 0.013723897, 0.977857]",,,,neutral
25.0,25.0,14.0,-0.4333333333333333,negative,RT @stoppagrarlobby: Wir bezahlen für ein Landwirtschafts-System das unser 🚰  #Trinkwasser gefährdet &amp; verteuert… das macht doch einfach ke…,bezahlen landwirtschafts system trinkwasser gefährden amp verteuern einfach ke,,,,,,,,,,,,,"{'Wir': 0.57, 'bezahlen': 1.0, 'für': 1.0, 'ein': 0, 'Landwirtschafts-System': 0.42, 'das': 0, 'unser': 0.11, 'Trinkwasser': 0.07500000000000001, 'gefährdet': 0, 'amp': 0.07, 'verteuert': 0.35, '…': 0, 'macht': 0, 'doch': 0, 'einfach': 0, 'ke': 0}",negative,"[0.18565607, 0.6532421, 0.16110183]",negative
50.0,75.0,57.0,0.0,neutral,RT @Kilian_Baumann: Berichterstattung im @schweizerbauer über die grösste #Landwirtschaftsdemo seit langem. Am Samstag demonstrierten in #B…,berichterstattung grösste landwirtschaftsdemo seit lang samstag demonstrieren b,,,,,,,,,,,,,"{'Berichterstattung': 0.48, 'im': 0, 'über': 0, 'die': 0.25, 'grösste': 0, 'Landwirtschaftsdemo': 1.0, 'seit': 0, 'langem': 0.2, 'Am': 0, 'Samstag': 0.32, 'demonstrierten': 0.38, 'in': 0.16, 'B': 0.16, '…': 0}",neutral,"[0.72410667, 0.008245141, 0.26764813]",neutral
