answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3435,absa_sentiment_3435,absa_scores_3435,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
0.0,0.0,0.0,-1.0,negative,"1 Mia für Olympia, aber kein Geld für AHV oder Vaterschaftsurlaub? Definitiv Prioritäten falsch gesetzt. #Vaterschaftsurlaub",mia olympia geld ahv vaterschaftsurlaub definitiv prioritäten falsch setzen vaterschaftsurlaub,,,,,,,"{'Mia': 0, 'für': 0.03, 'Olympia': 0, 'aber': 0.07, 'kein': 0.05, 'Geld': 0.05, 'AHV': 0.08, 'oder': 0.11, 'Vaterschaftsurlaub': 0.4, 'Definitiv': 0, 'Prioritäten': 0.15, 'falsch': 0, 'gesetzt': 0}",negative,"[0.35971072, 0.48278192, 0.15750739]",,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"Johnson&amp;Johnson führt Vaterschaftsurlaub ein
 https://t.co/PhihZR9lbv https://t.co/8Td8MAs7dl",johnson amp johnson führen vaterschaftsurlaub,,,,,,,"{'Johnson&amp;Johnson': 0, 'führt': 0, 'Vaterschaftsurlaub': 0.81, 'ein': 0}",neutral,"[0.5080371, 0.0076131504, 0.48434976]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,positive,Super! Ich werde mich im Abstimmungskampf voll einsetzen! @papizeit #Vaterschaftsurlaub https://t.co/McBUYIqpm3,super abstimmungskampf voll einsetzen vaterschaftsurlaub,,,,,,,"{'Super': 0, 'Ich': 0.05, 'werde': 0, 'mich': 0, 'im': 0, 'Abstimmungskampf': 0.2, 'voll': 0, 'einsetzen': 0, 'Vaterschaftsurlaub': 0.81}",positive,"[0.0018754931, 0.0011917461, 0.99693274]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"Ich habe schon unterschrieben. Jetzt seid ihr dran: Unterschreiben für 4 Wochen #Vaterschaftsurlaub: https://t.co/5RBXha1Zte
@papizeit",schon unterschreiben dran unterschreiben wochen vaterschaftsurlaub,,,,,,,"{'Ich': 0.04, 'habe': 0, 'schon': 0, 'unterschrieben': 0.11, 'Jetzt': 0.06, 'seid': 0, 'ihr': 0, 'dran': 0.10500000000000001, 'Unterschreiben': 0.25, 'für': 0.17, 'Wochen': 0.58, 'Vaterschaftsurlaub': 0.62}",positive,"[0.32973373, 0.016830761, 0.6534355]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,positive,4 Wochen Vaterschaftsurlaub. Jetzt anschauen und mitmachen! https://t.co/qyYs2oqW9e @papizeit,wochen vaterschaftsurlaub anschauen mitmachen,,,,,,,"{'Wochen': 1.0, 'Vaterschaftsurlaub': 0.565, 'Jetzt': 0.21, 'anschauen': 0.08, 'und': 0.08, 'mitmachen': 0}",neutral,"[0.82298297, 0.101092264, 0.07592477]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,negative,RT @papizeit: Initiative für 4 W startet im Mai! Bitte Update  #Vaterschaftsurlaub @20min @tagesanzeiger @watson_news @Blickch https://t.co…,initiative w starten mai bitte update vaterschaftsurlaub,,,,,,,"{'Initiative': 0.15, 'für': 0.12, 'W': 0.09, 'startet': 0, 'im': 0, 'Mai': 0.17, 'Bitte': 0, 'Update': 1.0, 'Vaterschaftsurlaub': 0.66}",positive,"[0.012164053, 0.0036802506, 0.9841558]",,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,#Nationalrat lehnt #Vaterschaftsurlaub ab. Jetzt muss die Volksinitiative kommen. @papizeit  https://t.co/KAAcELFMo6,nationalrat lehnen vaterschaftsurlaub ab volksinitiative kommen,,,,,,,"{'Nationalrat': 0.675, 'lehnt': 1.0, 'Vaterschaftsurlaub': 1.0, 'ab': 0, 'Jetzt': 0.2, 'muss': 0.11, 'die': 0.12, 'Volksinitiative': 0.32, 'kommen': 0.13}",positive,"[0.11935262, 0.034903985, 0.84574336]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @papizeit: Vaterschaftsurlaub: Unternehmen stehen dahinter. https://t.co/LeRTDasceb,vaterschaftsurlaub unternehmen stehen dahinter,,,,,,,"{'Vaterschaftsurlaub': 0.87, 'Unternehmen': 0, 'stehen': 0, 'dahinter': 0.12}",neutral,"[0.841389, 0.12273714, 0.035873864]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Aus für den Vaterschaftsurlaub
Jetzt muss die Initiative her! #elternzeit @papizeit  https://t.co/xqjhv0wNV3 https://t.co/E14qHHv9iN",vaterschaftsurlaub initiative her elternzeit,,,,,,,"{'Aus': 0, 'für': 0.11, 'den': 0.07, 'Vaterschaftsurlaub': 0.365, 'Jetzt': 0.3, 'muss': 0, 'die': 0.07, 'Initiative': 0.18, 'her': 0, 'elternzeit': 0.1}",neutral,"[0.51454645, 0.016282242, 0.46917123]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @papizeit: Schweiz als Papizeit-Bananenrepublik! Lesenswerter Artikel in @SZ https://t.co/xxZvgfQZE4 #vaterschaftsurlaub,schweiz papizeit bananenrepublik lesenswert artikel vaterschaftsurlaub,,,,,,,"{'Schweiz': 0.06, 'als': 0.04, 'Papizeit-Bananenrepublik': 0, 'Lesenswerter': 0.045, 'Artikel': 0.08, 'in': 0.08, 'vaterschaftsurlaub': 0}",negative,"[0.33855113, 0.46149108, 0.19995782]",,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,25.0,28.0,-0.15,neutral,RT @papizeit: ❤️❤️❤️ news! Wir starten im Mai 2016 Volksinitiative für bezahlten #Vaterschaftsurlaub! Wer hilft mit? https://t.co/eB9Na5J0A8,news starten mai volksinitiative bezahlen vaterschaftsurlaub wer helfen,,,,,,,"{'️️️': 0, 'news': 0, 'Wir': 0, 'starten': 0, 'im': 0, 'Mai': 0, 'Volksinitiative': 0, 'für': 0, 'bezahlten': 0, 'Vaterschaftsurlaub': 0, 'Wer': 0, 'hilft': 0, 'mit': 0}",neutral,"[0.70993155, 0.041532923, 0.24853553]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @papizeit: Vaterschaftsurlaub: Nach Nein im Ständerat braucht es wohl eine Volksinitiative https://t.co/NaZYNALerG @papizeit https://t.c…,vaterschaftsurlaub nein ständerat brauchen wohl volksinitiative,,,,,,,"{'Vaterschaftsurlaub': 0.73, 'Nach': 0, 'Nein': 0.26, 'im': 0, 'Ständerat': 0.1125, 'braucht': 0, 'es': 0.17, 'wohl': 0, 'eine': 0, 'Volksinitiative': 0.215}",neutral,"[0.8475573, 0.069923095, 0.0825196]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,RT @papizeit: 2 Wochen Papi-Zeit?Sozialkommission des Ständerats diskutiert jetzt über einen bezahlten Vaterschaftsurlaub. https://t.co/pID…,wochen papi zeit sozialkommission ständerats diskutieren bezahlen vaterschaftsurlaub,,,,,,,"{'Wochen': 0.09, 'Papi-Zeit': 0.1, 'Sozialkommission': 0.18, 'des': 0, 'Ständerats': 0.15250000000000002, 'diskutiert': 0, 'jetzt': 0.51, 'über': 0, 'einen': 0, 'bezahlten': 1.0, 'Vaterschaftsurlaub': 0.595}",neutral,"[0.9767131, 0.010223807, 0.013063161]",,,,,,,,,,,,,,,,,,,,,,,,,negative
0.0,0.0,0.0,-1.0,negative,"@bestoeckli In den nächsten 4 Jahren sieht es düster aus für bezahlbare, Krippen, Elternzeit/Vaterschaftsurlaub etc... Schade!",nächst jahren sehen düster bezahlbare krippen elternzeit vaterschaftsurlaub etc schaden,,,,,,,"{'In': 0.23, 'den': 0.23, 'nächsten': 0.13, 'Jahren': 0.24, 'sieht': 0, 'es': 0, 'düster': 0, 'aus': 0, 'für': 0.75, 'bezahlbare': 0, 'Krippen': 0, 'Elternzeit': 0.23, 'Vaterschaftsurlaub': 0.325, 'etc': 0.17, '...': 0, 'Schade': 0}",positive,"[0.0016544085, 0.003439103, 0.9949065]",,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,Das unterstütze ich! #vaterschaftsurlaub #Elternzeit @papizeit  https://t.co/oQ3BLShkEc,unterstützen vaterschaftsurlaub elternzeit,,,,,,,"{'Das': 0, 'unterstütze': 0.34, 'ich': 0.12, 'vaterschaftsurlaub': 0.28, 'Elternzeit': 0.23}",positive,"[0.019927701, 0.0044769747, 0.97559536]",,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @papizeit: Bad news! Ständerat legt #Vaterschaftsurlaub auf Eis. Starten wir #Volksinitiative? Umfrage: https://t.co/hWo68Qc9SY http://t…,bad news ständerat legen vaterschaftsurlaub eis starten volksinitiative umfrage,,,,,,,"{'Bad': 0.2, 'news': 0.1, 'Ständerat': 0.18, 'legt': 0, 'Vaterschaftsurlaub': 1.0, 'auf': 0.24, 'Eis': 0, 'Starten': 0, 'wir': 0, 'Volksinitiative': 0, 'Umfrage': 0.1}",neutral,"[0.725858, 0.2251443, 0.048997644]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @papizeit: Vielleicht müssen wir ja dafür bald auf die Strasse. #Volksinitiative #Vaterschaftsurlaub https://t.co/zDY1vnQmLN,vielleicht müssen ja dafür bald strasse volksinitiative vaterschaftsurlaub,,,,,,,"{'Vielleicht': 0, 'müssen': 0.04, 'wir': 0, 'ja': 0, 'dafür': 0, 'bald': 0, 'auf': 0, 'die': 0.03, 'Strasse': 0, 'Volksinitiative': 0, 'Vaterschaftsurlaub': 0.88}",positive,"[0.19401112, 0.044868395, 0.7611205]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @papizeit: #Vaterschaftsurlaub: Starten wir eine Initiative? Umfrage #AvantiPapi. Was denkst du? 
https://t.co/hWo68Qc9SY http://t.co/gS…",vaterschaftsurlaub starten initiative umfrage avantipapi denken,,,,,,,"{'Vaterschaftsurlaub': 0.54, 'Starten': 0, 'wir': 0, 'eine': 0, 'Initiative': 0.17, 'Umfrage': 0, 'AvantiPapi': 0, 'Was': 0, 'denkst': 0.08, 'du': 0}",neutral,"[0.67218584, 0.023353757, 0.30446038]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,negative,"Es ist sehr schade, wie hier die Generationen gegen einander ausgespielt werden. Der Vaterschaftsurlaub muss sein. https://t.co/eA8kTYefGx",schaden generationen einander ausspielen vaterschaftsurlaub,,,,,,,"{'Es': 0, 'ist': 0, 'sehr': 0, 'schade': 0, 'wie': 0.13, 'hier': 0.07, 'die': 0.05, 'Generationen': 0.1, 'gegen': 0.1, 'einander': 0.045, 'ausgespielt': 0.11, 'werden': 0, 'Der': 0.05, 'Vaterschaftsurlaub': 0.855, 'muss': 0, 'sein': 0}",positive,"[0.042475857, 0.3213756, 0.6361485]",,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,Ich unterstütze die Forderung nach einem Vaterschaftsurlaub/Elternzeit!  https://t.co/xMHX7TCLTk,unterstützen forderung vaterschaftsurlaub elternzeit,,,,,,,"{'Ich': 1.0, 'unterstütze': 1.0, 'die': 0.54, 'Forderung': 0, 'nach': 0, 'einem': 0, 'Vaterschaftsurlaub': 0.6699999999999999, 'Elternzeit': 0.585}",positive,"[0.0036870758, 0.0014610376, 0.9948519]",,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,#Lohngleichheit #NichtmeinStänderat https://t.co/h9b5PPisac,lohngleichheit nichtmeinständerat,,,,,,,,,,"{'Lohngleichheit': 0.765, 'NichtmeinStänderat': 0.42000000000000004}",neutral,"[0.8491638, 0.029170735, 0.12166548]",,,,,,,,,,,,,,,,,,,,,,neutral
75.0,100.0,86.0,0.5,negative,"@Angelika_Ruider Vergleich mit Abtreibungen? Depressionen = nicht behandeln, soll er/sie bloss doch sterben... Danach konnte ich nicht mehr weiterlesen. 😳😢  Ich bin für eine Legalisierung der Sterbehilfe, aber dieser Text ist nicht hilfreich für die Diskussion.",vergleich abtreibungen depressionen behandeln bloss sterben danach mehr weiterlesen legalisierung sterbehilfe text hilfreich diskussion,,,,,,,,,,,,,"{'Vergleich': 0.02, 'mit': 0.02, 'Abtreibungen': 0.09, 'Depressionen': 0, 'nicht': 0.09, 'behandeln': 0.02, 'soll': 0, 'er': 0.02, 'sie': 0, 'bloss': 0.02, 'doch': 0, 'sterben': 0.05, '...': 0, 'Danach': 0.02, 'konnte': 0, 'ich': 0.05, 'mehr': 0.02, 'weiterlesen': 0, 'Ich': 0.05, 'bin': 0, 'für': 0.02, 'eine': 0, 'Legalisierung': 0, 'der': 0.03, 'Sterbehilfe': 0.89, 'aber': 0.07, 'dieser': 0.03, 'Text': 0.06, 'ist': 0.02, 'hilfreich': 0.06, 'die': 0.03, 'Diskussion': 0.07}",positive,"[0.27980548, 0.025151445, 0.695043]",,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,negative,"Bye bye #Muehleberg #EsistZeit für sichere, erneuerbare Energie. 🌱🌍",bye bye muehleberg esistzeit sicher erneuerbare energie,,,,,,,,,,,,,,,,"{'Bye': 0.14, 'bye': 0.14, 'Muehleberg': 0.22, 'EsistZeit': 0, 'für': 0.32, 'sichere': 1.0, 'erneuerbare': 1.0, 'Energie': 0.58}",positive,"[0.00059972197, 0.0009816407, 0.9984187]",,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,neutral,Nach der Abstimmung ist vor der Abstimmung. Als Pazifistin ist am 29.11.2020 mein Ja zur Initiative «Für ein Verbot der Finanzierung von Kriegsmaterialproduzenten» klar. @GSoASchweiz  https://t.co/7kB2BE5F5K,abstimmung abstimmung pazifistin ja initiative verbieten finanzierung kriegsmaterialproduzenten klaren,,,,,,,,,,,,,,,,,,,"{'Nach': 0.04, 'der': 0, 'Abstimmung': 0, 'ist': 0.19, 'vor': 0.04, 'Als': 0, 'Pazifistin': 0.17, 'am': 0, '29.11.2020': 0, 'mein': 0.05, 'Ja': 0, 'zur': 0.08, 'Initiative': 0.11, '«': 0, 'Für': 0, 'ein': 0, 'Verbot': 0, 'Finanzierung': 0, 'von': 0, 'Kriegsmaterialproduzenten': 0, '»': 0, 'klar': 0}",neutral,"[0.91891664, 0.038513966, 0.042569485]",,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"RT @BaSchaffner: «Wenn die Kampfflugzeuge nicht angeschafft werden können, verbleiben diese Mittel im Armeebudget und werden für andere Ans…",kampfflugzeuge anschaffen verbleiben mittel armeebudget ans,,,,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Wenn': 0, 'die': 0, 'Kampfflugzeuge': 0, 'nicht': 0, 'angeschafft': 0, 'werden': 0, 'können': 0, 'verbleiben': 0, 'diese': 0, 'Mittel': 0, 'im': 0, 'Armeebudget': 0, 'und': 0, 'für': 0, 'andere': 0, 'Ans': 0, '…': 0}",neutral,"[0.6361257, 0.08074851, 0.2831258]",,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @JakobKreu3fe1d: Schweizer Politik aktuell: 
- Abschaffung der öffentlich rechtlichen Medien 
- dafür Milliarden für Kampfflugzeuge 
- 0…",schweizer politik aktuell abschaffung öffentlich rechtlich medien dafür milliarden kampfflugzeuge,,,,,,,,,,,,,,,,,,,,,,"{'Schweizer': 0.09, 'Politik': 0, 'aktuell': 0.08, 'Abschaffung': 0.12, 'der': 0.06, 'öffentlich': 0, 'rechtlichen': 0, 'Medien': 0.15, 'dafür': 0, 'Milliarden': 0.43, 'für': 0.43, 'Kampfflugzeuge': 0, '…': 0}",positive,"[0.27094513, 0.043530412, 0.68552446]",,,,,,,,,,neutral
100.0,100.0,100.0,0.85,neutral,Die Brieftaube kam wegen des Schnees nicht weiter. 🕊#Digitalisierung #COVID19 Lassen wir die Mitarbeitenden des BAGs doch einfach den Schnee geniessen. ❄️ https://t.co/hAhhRr1Fss,brieftaube kommen wegen schnees weit digitalisierung covid19 lassen mitarbeitend bags einfach schnee geniessen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.03, 'Brieftaube': 0.05, 'kam': 0, 'wegen': 0.1, 'des': 0, 'Schnees': 0.04, 'nicht': 0, 'weiter': 0, 'Digitalisierung': 0.84, 'COVID19': 0.31, 'Lassen': 0, 'wir': 0, 'die': 0.03, 'Mitarbeitenden': 0.05, 'BAGs': 0, 'doch': 0, 'einfach': 0, 'den': 0.03, 'Schnee': 0.04, 'geniessen': 0.05, '️': 0}",neutral,"[0.4904169, 0.021230862, 0.48835224]",,,,,,,positive
100.0,100.0,100.0,1.0,negative,"@hans_denkt @grunliberale @konzern_vi Einhaltung der Menschenrechte und Umweltschutz sind für Sie infantile Wohlfühlpolitik? Entschuldigen Sie, aber ab so viel Ignoranz und Misanthropie fehlen mir die Worte.",einhaltung menschenrechte umweltschutz infantil wohlfühlpolitik entschuldigen ab ignoranz misanthropie fehlen worte,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Einhaltung': 0, 'der': 0, 'Menschenrechte': 0.385, 'und': 0.06, 'Umweltschutz': 0.745, 'sind': 0.67, 'für': 0.06, 'Sie': 0, 'infantile': 0.2, 'Wohlfühlpolitik': 0, 'Entschuldigen': 0.04, 'aber': 0.04, 'ab': 0, 'so': 0.05, 'viel': 0, 'Ignoranz': 0.07, 'Misanthropie': 0.07, 'fehlen': 0, 'mir': 0.01, 'die': 0, 'Worte': 0.04}",positive,"[0.30709282, 0.13123593, 0.5616712]",,,,positive
100.0,100.0,100.0,1.0,neutral,"Die @grunliberale beschliesst die JA-Parole zur #KoVI #Konzernverantwortungsinitiative @konzern_vi Ich freue mich, dass wir zu Umweltschutz und Menschenrechten stehen.",beschliesst ja parole kovi konzernverantwortungsinitiative freuen umweltschutz menschenrechten stehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.04, 'beschliesst': 0.05, 'die': 0.04, 'JA-Parole': 0, 'zur': 0.04, 'KoVI': 0.03, 'Konzernverantwortungsinitiative': 0.07, 'Ich': 0.05, 'freue': 0.04, 'mich': 0, 'dass': 0.16, 'wir': 0, 'zu': 0, 'Umweltschutz': 0.635, 'und': 0.26, 'Menschenrechten': 0.38, 'stehen': 1.0}",positive,"[0.0020914632, 0.0011956948, 0.9967128]",,,,positive
