answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3430,absa_sentiment_3430,absa_scores_3430,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3433,absa_sentiment_3433,absa_scores_3433,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"Ich bin dabei, weil es noch immer notwendig ist und eine Veränderung dringend ist! Nationale Kundgebung für Lohngleichheit und gegen Diskriminierung #ENOUGH18 https://t.co/yo685jU5YO",dabei immer notwendig veränderung dringen national kundgebung lohngleichheit diskriminierung enough18,,,,,,,,,,,,,,,,"{'Ich': 0.05, 'bin': 0, 'dabei': 0, 'weil': 0.06, 'es': 0.06, 'noch': 0.05, 'immer': 0, 'notwendig': 0.05, 'ist': 0.06, 'und': 0.34, 'eine': 0, 'Veränderung': 0.11, 'dringend': 0, 'Nationale': 0.19, 'Kundgebung': 0.25, 'für': 0.5, 'Lohngleichheit': 1.0, 'gegen': 0.25, 'Diskriminierung': 0.19, 'ENOUGH18': 0.15}",positive,"[0.0044763633, 0.0014461471, 0.99407744]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Meine Statements zur Herbstsession zu den Fragen der az-Medien zu Waffenrecht, Bussenabzügen &amp; Lohngleichheit - https://t.co/trd3fv2Xh3
@azmedien @spsolothurn @GbS_Solothurn @KantonSolothurn",statements herbstsession fragen az medien waffenrecht bussenabzügen amp lohngleichheit,,,,,,,,,,,,,,,,"{'Meine': 0.1, 'Statements': 0.15, 'zur': 0.055, 'Herbstsession': 0.1, 'zu': 0.06, 'den': 0.05, 'Fragen': 0.29, 'der': 0.05, 'az-Medien': 0, 'Waffenrecht': 0.225, 'Bussenabzügen': 0, 'amp': 0.1, 'Lohngleichheit': 1.0}",positive,"[0.008783834, 0.0013374378, 0.9898788]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"«Früsch us Bundesbärn» - Post &amp; SBB in Kritik, Lohngleichheit versenkt und Ergänzungsleistungen senken? – Mein neuer NR-Bericht der Frühlingssession 2018 https://t.co/QhX8dFUT88 https://t.co/i7Q5cs3lwc",früsch us bundesbärn post amp sbb kritik lohngleichheit versenken ergänzungsleistungen senken neu nr bericht frühlingssession,,,,,,,,,,,,,,,,"{'«': 0, 'Früsch': 0, 'us': 0, 'Bundesbärn': 0, '»': 0, 'Post': 0, 'amp': 0, 'SBB': 0, 'in': 0, 'Kritik': 0, 'Lohngleichheit': 0, 'versenkt': 0, 'und': 0, 'Ergänzungsleistungen': 0, 'senken': 0, '–': 0, 'Mein': 0, 'neuer': 0, 'NR-Bericht': 0, 'der': 0, 'Frühlingssession': 0}",neutral,"[0.50879574, 0.06888561, 0.42231867]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Heute 8. März - internationaler Frauentag: ... und der reaktionäre Teil der Schweiz versucht das Rad zurück zu drehen, anstelle Überfälliges durchzusetzen wie Lohngleichheit, ... #IwearBlack https://t.co/Q7lktWmcL1",heute märz international frauentag reaktionär teil schweiz versuchen rad zurück drehen anstellen überfällig durchsetzen lohngleichheit iwearblack,,,,,,,,,,,,,,,,"{'Heute': 0.04, '8.': 0, 'März': 0.02, 'internationaler': 0.03, 'Frauentag': 0.02, '...': 0, 'und': 0.03, 'der': 0.05, 'reaktionäre': 0, 'Teil': 0.03, 'Schweiz': 0.04, 'versucht': 0, 'das': 0.26, 'Rad': 0, 'zurück': 0.06, 'zu': 0.05, 'drehen': 0, 'anstelle': 0.13, 'Überfälliges': 0.52, 'durchzusetzen': 0, 'wie': 0, 'Lohngleichheit': 0.905, 'IwearBlack': 0.14}",neutral,"[0.79714847, 0.012319042, 0.19053242]",,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,Auch die NZZ anerkennt die Fakten: Die Zukunft ist erneuerbar - mit erneuerbarer Energie! NEUE AKW RECHNEN SICH NICHT! https://t.co/PmxhWDaW8P via @NZZaS  #MenschundUmwelt #WahlenCH19 #MenschenstattMillionen #FridaysForFuture #Klimaschutz #DarumStarkeSP #linksrutsch,nzz anerkennen fakten zukunft erneuerbar erneuerbarer energie neue akw rechnen via menschundumwelt wahlench19 menschenstattmillionen fridaysforfuture klimaschutz darumstarkesp linksrutsch,,,,,,,,,,,,,,,,,,,"{'Auch': 0.05, 'die': 0.09, 'NZZ': 0.06, 'anerkennt': 0, 'Fakten': 0.08, 'Die': 0.09, 'Zukunft': 0.28, 'ist': 0.28, 'erneuerbar': 0.68, 'mit': 1.0, 'erneuerbarer': 0.68, 'Energie': 0.46, 'NEUE': 0.06, 'AKW': 0, 'RECHNEN': 0, 'SICH': 0, 'NICHT': 0.06, 'via': 0.02, 'MenschundUmwelt': 0, 'WahlenCH19': 0, 'MenschenstattMillionen': 0, 'FridaysForFuture': 0.04, 'Klimaschutz': 0, 'DarumStarkeSP': 0, 'linksrutsch': 0}",positive,"[0.0033912493, 0.0023410649, 0.9942677]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Gratulation - die Zukunft ist erneuerbar, mit erneuerbarer Energie: Megasol erbringt den Tatbeweis! https://t.co/o7zM0RbQbv",gratulation zukunft erneuerbar erneuerbarer energie megasol erbringen tatbeweis,,,,,,,,,,,,,,,,,,,"{'Gratulation': 0.46, 'die': 0.13, 'Zukunft': 0.31, 'ist': 0.3, 'erneuerbar': 1.0, 'mit': 1.0, 'erneuerbarer': 1.0, 'Energie': 0.51, 'Megasol': 0.15, 'erbringt': 0, 'den': 0.13, 'Tatbeweis': 0}",positive,"[0.0011220839, 0.0012335151, 0.99764436]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,RT @spschweiz: Sechs Milliarden für Luxus-Kampfflugzeuge sind zu viel. Dieses Geld fehlt dann in viel drängenderen Bereichen. Für die SP is…,sechs milliarden luxus kampfflugzeuge geld fehlen drängend bereichen sp is,,,,,,,,,,,,,,,,,,,,,,"{'Sechs': 0.06, 'Milliarden': 0, 'für': 0.4, 'Luxus-Kampfflugzeuge': 0.375, 'sind': 0, 'zu': 0, 'viel': 0, 'Dieses': 0.07, 'Geld': 0.06, 'fehlt': 0.33499999999999996, 'dann': 0.05, 'in': 0.03, 'drängenderen': 0.055, 'Bereichen': 0.08, 'Für': 0.4, 'die': 0.11, 'SP': 0.16, 'is': 0.6, '…': 0}",positive,"[0.12564692, 0.061573014, 0.8127801]",,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"PHILIPP HADORN | 1967 | BISHER | Gerlafingen |
Wahlen 2019 - SO: Liste 9 SP | 2 x auf jede Liste! 

«Ich wähle Philipp Hadorn
wieder in den Nationalrat,
weil sein Einsatz für die Umwelt
begeistert!»
DR. MED. REINER BERNATH, 74, Solothurn,
Ärztinnen und Ärzte für Umweltschutz https://t.co/eRQsTdWeQo",philipp hadorn bisher gerlafingen wahlen liste sp x jed liste wählen philipp hadorn nationalrat einsatz umwelt begeistern dr med rein bernath solothurn ärztinnen ärzte umweltschutz,,,,,,,,,,,,,,,,,,,,,,,,,"{'PHILIPP': 0.01, 'HADORN': 0.03, 'BISHER': 0, 'Gerlafingen': 0.03, 'Wahlen': 0.06, 'SO': 0.01, 'Liste': 0, 'SP': 0.01, 'x': 0.01, 'auf': 0.01, 'jede': 0, '«': 0, 'Ich': 0, 'wähle': 0, 'Philipp': 0, 'Hadorn': 0, 'wieder': 0, 'in': 0, 'den': 0, 'Nationalrat': 0, 'weil': 0, 'sein': 0, 'Einsatz': 0, 'für': 0, 'die': 0, 'Umwelt': 0, 'begeistert': 0, '»': 0, 'DR': 0, 'MED': 0, 'REINER': 0, 'BERNATH': 0, 'Solothurn': 0, 'Ärztinnen': 0, 'und': 0, 'Ärzte': 0, 'Umweltschutz': 0}",positive,"[0.04882006, 0.013109353, 0.9380706]",,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"""Ich wähle Philipp Hadorn wieder in den Nationalrat, weil sein Einsatz für die Umwelt begeistert!""
Dr. med. Reiner Bernath, Solothurn, Aerztinnen &amp; Aerzte für Umweltschutz.
PHILIPP HADORN bisher | 1967 |Liste 9 SP | 2 x auf jede Liste #WahlenCH19 #linksrutsch #Fridaysforfuture https://t.co/groKjUZb7T",wählen philipp hadorn nationalrat einsatz umwelt begeistern dr med rein bernath solothurn aerztinnen amp aerzte umweltschutz philipp hadorn bisher liste sp x jed liste wahlench19 linksrutsch fridaysforfuture,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ich': 0.01, 'wähle': 0, 'Philipp': 0.02, 'Hadorn': 0.04, 'wieder': 0, 'in': 0, 'den': 0.01, 'Nationalrat': 0.025, 'weil': 0.02, 'sein': 0, 'Einsatz': 0, 'für': 1.0, 'die': 0.01, 'Umwelt': 0.02, 'begeistert': 0, 'Dr.': 0, 'med': 0, 'Reiner': 0.03, 'Bernath': 0.03, 'Solothurn': 0.06, 'Aerztinnen': 0.37, 'amp': 0.04, 'Aerzte': 0.37, 'Umweltschutz': 0.655, 'PHILIPP': 0.02, 'HADORN': 0.04, 'bisher': 0, '|Liste': 0.015, 'SP': 0.01, 'x': 0.01, 'auf': 0.01, 'jede': 0, 'Liste': 0, 'WahlenCH19': 0, 'linksrutsch': 0, 'Fridaysforfuture': 0.05}",positive,"[0.007548464, 0.0029625685, 0.9894889]",,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"Testimonial von Dr. med. REINER BERNATH, Präsident ÄrztInnen für den Umweltschutz: http://t.co/K7PjnjAoE2 http://t.co/kaUSYekMLm",testimonial dr med rein bernath präsident ärztinnen umweltschutz,,,,,,,,,,,,,,,,,,,,,,,,,"{'Testimonial': 0.54, 'von': 0.8, 'Dr.': 0, 'med': 0, 'REINER': 0.14, 'BERNATH': 0.11, 'Präsident': 0.3, 'ÄrztInnen': 0.21, 'für': 0.33, 'den': 0, 'Umweltschutz': 0.31}",positive,"[0.03988079, 0.004103861, 0.9560153]",,,,,,,,,,positive
50.0,75.0,57.0,0.0,positive,"Meine neue Website ist online: Danke Stefan, Miro &amp; Co. – Nutze den Beitritt zum Komitee „PH wieder in den NR“! http://t.co/E2bSXtgX0e",neue website online danke stefan miro amp co nutzen beitreten komitee ph nr,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Meine': 0.09, 'neue': 0.12, 'Website': 0.16, 'ist': 0.1, 'online': 0.19, 'Danke': 0, 'Stefan': 0.11, 'Miro': 0.09, 'amp': 0.07, 'Co.': 0, '–': 0, 'Nutze': 0, 'den': 0, 'Beitritt': 0, 'zum': 0, 'Komitee': 0, '„': 0, 'PH': 0, 'wieder': 0, 'in': 0, 'NR': 0, '“': 0}",neutral,"[0.35310346, 0.31923354, 0.327663]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,De-Stabilisierungsprogramm – trotz Mia-Überschüssen Leistungsabbau XXL zB je ½ Mia Bundesintern (Personal) und Entwicklungshilfe (2018/2019),de stabilisierungsprogramm trotzen mia überschüssen leistungsabbau xxl zb je ½ mia bundesintern personal entwicklungshilfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'De-Stabilisierungsprogramm': 0, '–': 0, 'trotz': 0, 'Mia-Überschüssen': 0, 'Leistungsabbau': 0, 'XXL': 0, 'zB': 0, 'je': 0, '½': 0, 'Mia': 0, 'Bundesintern': 0, 'Personal': 0, 'und': 0, 'Entwicklungshilfe': 0}",positive,"[0.070654, 0.038142253, 0.89120376]",,,,neutral
100.0,100.0,100.0,1.0,neutral,"PHILIPP HADORN | 1967 | BISHER
Wahlen 2019 - SO: Liste 9 SP | 2 x auf jede Liste! 
«Ich wähle Philipp Hadorn
wieder in den Nationalrat, weil
er sich bei Verkehrsprojekten vorbildlich
zugunsten von Umwelt, Landwirtschaft,
Mensch und Tier einsetzt.»
CHRISTIAN LEDERMANN-TSCHANZ https://t.co/7iyEHFRy8x",philipp hadorn bisher wahlen liste sp x jed liste wählen philipp hadorn nationalrat verkehrsprojekten vorbildlich zugunsten umwelt landwirtschaft mensch tier einsetzen christian ledermann tschanz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'PHILIPP': 0.11, 'HADORN': 0.19, 'BISHER': 0.035, 'Wahlen': 0.49, 'SO': 0.04, 'Liste': 0, 'SP': 0.04, 'x': 0.07, 'auf': 0.05, 'jede': 0, '«': 0, 'Ich': 0, 'wähle': 0, 'Philipp': 0, 'Hadorn': 0, 'wieder': 0, 'in': 0, 'den': 0, 'Nationalrat': 0, 'weil': 0, 'er': 0, 'sich': 0, 'bei': 0, 'Verkehrsprojekten': 0, 'vorbildlich': 0, 'zugunsten': 0, 'von': 0, 'Umwelt': 0, 'Landwirtschaft': 0, 'Mensch': 0, 'und': 0, 'Tier': 0, 'einsetzt': 0, '»': 0, 'CHRISTIAN': 0, 'LEDERMANN-TSCHANZ': 0}",positive,"[0.08769751, 0.011674981, 0.90062743]",positive
50.0,75.0,57.0,0.0,neutral,"Ein Tunnel kann die Folgen für Landwirtschaft, Umwelt und AnwohnerInnen mildern!https://t.co/6Id0gC9iuw",tunnel folgen landwirtschaft umwelt anwohnerinnen mildern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ein': 0.18, 'Tunnel': 0.18, 'kann': 0.26, 'die': 0.13, 'Folgen': 0, 'für': 0.37, 'Landwirtschaft': 0.54, 'Umwelt': 0.27, 'und': 0.3, 'AnwohnerInnen': 0.39, 'mildern': 0.37}",positive,"[0.0068287505, 0.0025496148, 0.9906217]",neutral
