answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3433,absa_sentiment_3433,absa_scores_3433,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3435,absa_sentiment_3435,absa_scores_3435,absa_token_weights_3444,absa_sentiment_3444,absa_scores_3444,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,RT @bdp_zurich: Die Studie stützt den @BDPSchweiz Vorstoss: Schrittweise Erhöhung des gesetzlichen #Rentenalters zur Anpassung an die Leben…,studie stützen vorstoss schrittweise erhöhung gesetzlich rentenalters anpassung leben,,,,,,,"{'Die': 0.2, 'Studie': 0.11, 'stützt': 0.22, 'den': 0.2, 'Vorstoss': 0, 'Schrittweise': 0, 'Erhöhung': 1.0, 'des': 0, 'gesetzlichen': 0, 'Rentenalters': 0.385, 'zur': 0.15000000000000002, 'Anpassung': 0, 'an': 0, 'die': 0.2, 'Leben': 0.19, '…': 0}",positive,"[0.13293785, 0.06330439, 0.8037577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @BDPSchweiz: „Rentenalter indexieren/an Lebenserwartung koppeln, wie das andere Länder auch tun.“ @LandoltMartin #vorwärts #srfarena",rentenalter indexieren lebenserwartung koppeln länder tun vorwärts srfarena,,,,,,,"{'„': 0, 'Rentenalter': 0, 'indexieren': 0, 'an': 0, 'Lebenserwartung': 0, 'koppeln': 0, 'wie': 0, 'das': 0, 'andere': 0, 'Länder': 0, 'auch': 0, 'tun': 0, '“': 0, 'vorwärts': 0, 'srfarena': 0}",neutral,"[0.64977777, 0.01242324, 0.33779892]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"Heute ist ein guter Tag, um daran zu erinnern, dass die beste Lösung eine Verknüpfung des Rentenalters mit der Lebenserwartung ist! #Rentenalter #einfach #logisch #richtig #lösungsorientiert #vorwärts https://t.co/MAbUIcbR9p @BDPSchweiz https://t.co/488bCzrN5o",heute gut tag daran erinnern gut lösung verknüpfung rentenalters lebenserwartung rentenalter einfach logisch richtig lösungsorientiert vorwärts,,,,,,,"{'Heute': 0.04, 'ist': 0.18, 'ein': 0, 'guter': 0, 'Tag': 0, 'um': 0.03, 'daran': 1.0, 'zu': 1.0, 'erinnern': 0.07, 'dass': 0.05, 'die': 0.08, 'beste': 0, 'Lösung': 0.1, 'eine': 0, 'Verknüpfung': 0, 'des': 0, 'Rentenalters': 0.060000000000000005, 'mit': 0, 'der': 0.08, 'Lebenserwartung': 0.22499999999999998, 'Rentenalter': 0.060000000000000005, 'einfach': 0.09, 'logisch': 0.13, 'richtig': 0.06, 'lösungsorientiert': 0, 'vorwärts': 0.09}",positive,"[0.06633799, 0.0053202203, 0.9283418]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,RT @pavic__matea: OECD rät das Rentenalter an die Lebenserwartung zu koppeln - die BDP hat das bereits gefordert     https://t.co/523ScseYls,oecd raten rentenalter lebenserwartung koppeln bdp bereits fordern,,,,,,,"{'OECD': 0.97, 'rät': 1.0, 'das': 0, 'Rentenalter': 0.6, 'an': 0, 'die': 0.17, 'Lebenserwartung': 0.32, 'zu': 0.21, 'koppeln': 0, 'BDP': 0.22, 'hat': 0, 'bereits': 0.28, 'gefordert': 0}",neutral,"[0.91399086, 0.011585936, 0.074423164]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,Besser ist die Verknüpfung von Rentenalter und Lebenserwartung. @BDPSchweiz #bürgerlicherFortschritt https://t.co/nqwQF19GPr,gut verknüpfung rentenalter lebenserwartung bürgerlicherfortschritt,,,,,,,"{'Besser': 0.63, 'ist': 0.31, 'die': 0, 'Verknüpfung': 0, 'von': 0, 'Rentenalter': 0.69, 'und': 0.59, 'Lebenserwartung': 0.475, 'bürgerlicherFortschritt': 0.32999999999999996}",positive,"[0.013992478, 0.0019403357, 0.9840672]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"@BDPSchweiz fordert Entpolitisierung des Rentenalters, indem es automatisch mit Lebenserwartung verknüpft wird. https://t.co/K29PNkIwnv",fordern entpolitisierung rentenalters automatisch lebenserwartung verknüpfen,,,,,,,"{'fordert': 1.0, 'Entpolitisierung': 1.0, 'des': 0, 'Rentenalters': 0.27, 'indem': 0.42, 'es': 0, 'automatisch': 0.68, 'mit': 0, 'Lebenserwartung': 0.125, 'verknüpft': 0, 'wird': 0}",negative,"[0.27420217, 0.45470726, 0.2710906]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Rentenalter der Lebenserwartung anpassen: https://t.co/tvrsxgPTZm via @tagesanzeiger #BDP https://t.co/y7A6z3ObB1,rentenalter lebenserwartung anpassen via bdp,,,,,,,"{'Rentenalter': 0.745, 'der': 0, 'Lebenserwartung': 0.265, 'anpassen': 1.0, 'via': 0.31, 'BDP': 0.22}",neutral,"[0.8211567, 0.016938068, 0.16190518]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,Wir werden immer älter – und leisten uns das ewig selbe Rentenalter  http://t.co/zY4LhcZ6mw via @BernerZeitung,immer alt leisten ewig selbe rentenalter via,,,,,,,"{'Wir': 0.22, 'werden': 0, 'immer': 0.61, 'älter': 0.12, '–': 0, 'und': 0, 'leisten': 0, 'uns': 0, 'das': 0, 'ewig': 0, 'selbe': 0, 'Rentenalter': 0, 'via': 0}",positive,"[0.07721504, 0.007162323, 0.91562265]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @srfnews: Väter neugeborener #Kindern können den zweiwöchigen #Vaterschaftsurlaub ab kommendem Jahr beziehen. Der #Bundesrat hat das Ink…,väter neugeboren kindern zweiwöchigen vaterschaftsurlaub ab kommend jahr beziehen bundesrat ink,,,,,,,,,,"{'Väter': 0.16, 'neugeborener': 0.13, 'Kindern': 0.37, 'können': 0, 'den': 0.05, 'zweiwöchigen': 0, 'Vaterschaftsurlaub': 1.0, 'ab': 0, 'kommendem': 0, 'Jahr': 0.09, 'beziehen': 0, 'Der': 0.05, 'Bundesrat': 0, 'hat': 0, 'das': 0, 'Ink': 0.16, '…': 0}",neutral,"[0.7382928, 0.014345502, 0.24736163]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @BDPSchweiz: Klares Ja auch zum #Vaterschaftsurlaub @papizeit #BDP https://t.co/59CgrtB3yM,klar ja vaterschaftsurlaub bdp,,,,,,,,,,"{'Klares': 0.19, 'Ja': 0, 'auch': 0, 'zum': 0.68, 'Vaterschaftsurlaub': 0.71, 'BDP': 0.28}",positive,"[0.0029405397, 0.0013537393, 0.9957058]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @operationlibero: Bei erleichterter Einbürgerung gelten gleiche Integrationskriterien wie bei ordentl. Verfahren: https://t.co/7Jqrh03VL…,erleichtert einbürgerung gelten gleich integrationskriterien ordentl verfahren,,,,,,,,,,,,,"{'Bei': 0, 'erleichterter': 0, 'Einbürgerung': 1.0, 'gelten': 0, 'gleiche': 0.08, 'Integrationskriterien': 0.1225, 'wie': 0, 'bei': 0, 'ordentl': 0, 'Verfahren': 0.09}",positive,"[0.24583435, 0.014390986, 0.73977464]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.6999999999999998,neutral,"RT @Denis_Klaefiger: Zusammen für die erleichterte Einbürgerung der 3. Generation!

Bin stolz e Teil vo dem starke Zeiche zsi. 🎉❤ https://t…",zusammen erleichtern einbürgerung generation stolz e teil vo starke zeiche zsi,,,,,,,,,,,,,"{'Zusammen': 0.18, 'für': 0.38, 'die': 0.04, 'erleichterte': 0, 'Einbürgerung': 1.0, 'der': 0.04, '3.': 0, 'Generation': 0.1, 'Bin': 0, 'stolz': 0, 'e': 0, 'Teil': 0, 'vo': 0, 'dem': 0.04, 'starke': 0, 'Zeiche': 0, 'zsi': 0.07}",positive,"[0.00082797126, 0.0011206169, 0.9980514]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @BDPSchweiz: Delegierte der @BDPSchweiz sagen klar JA zur erleichterten Einbürgerung der dritten Generation. #Abst17 https://t.co/il7x1a…,delegieren sagen klaren ja erleichtern einbürgerung dritt generation abst17,,,,,,,,,,,,,"{'Delegierte': 0.11, 'der': 0.14, 'sagen': 0.14500000000000002, 'klar': 0, 'JA': 0, 'zur': 0.165, 'erleichterten': 0, 'Einbürgerung': 1.0, 'dritten': 0.13, 'Generation': 0.14, 'Abst17': 0.15}",positive,"[0.0018415551, 0.0012284647, 0.99693006]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @BDPSchweiz: NR sagt JA zur Gleichstellung eingetragener Partnerschaft und Ehe im Einbürgerungsverfahren
https://t.co/R4UTiIh4OD https:/…",nr sagen ja gleichstellung eingetragen partnerschaft ehe einbürgerungsverfahren https,,,,,,,,,,,,,"{'NR': 0, 'sagt': 0.1, 'JA': 0.04, 'zur': 0.05, 'Gleichstellung': 0.09, 'eingetragener': 0.07, 'Partnerschaft': 0, 'und': 0.04, 'Ehe': 0.07, 'im': 0, 'Einbürgerungsverfahren': 0.09, 'https': 0.77, ':/': 0, '…': 0}",positive,"[0.047321003, 0.0027123275, 0.9499666]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @BDPSchweiz: #BDP-Fraktionspräsidentin @QuadrantiR: ""Ja zum Fortpflanzungsmedizingesetz ermöglicht fortschrittliche Lösungen."" https://t…",bdp fraktionspräsidentin ja fortpflanzungsmedizingesetz ermöglichen fortschrittliche lösungen,,,,,,,,,,,,,,,,"{'BDP-Fraktionspräsidentin': 0.12625, 'Ja': 0, 'zum': 0.26, 'Fortpflanzungsmedizingesetz': 0.9, 'ermöglicht': 0.57, 'fortschrittliche': 0.25, 'Lösungen': 0.52}",positive,"[0.10273711, 0.008667803, 0.8885951]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @srfnews: «Genug ist genug»: 20'000 demonstrieren in #Bern für #Lohngleichheit. https://t.co/gJhkBUSLrU,genug genug demonstrieren bern lohngleichheit,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Genug': 0, 'ist': 0, 'genug': 0, '»': 0, ""20'000"": 0, 'demonstrieren': 0, 'in': 0, 'Bern': 0, 'für': 0, 'Lohngleichheit': 0}",positive,"[0.16835958, 0.05115622, 0.7804842]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @srfnews: «Lohngleichheit geht uns alle an»: Gegen 20’000 Menschen demonstrieren in Bern an der nationalen Kundgebung für Lohngleichheit…,lohngleichheit gehen all menschen demonstrieren bern national kundgebung lohngleichheit,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Lohngleichheit': 0, 'geht': 0, 'uns': 0, 'alle': 0, 'an': 0, '»': 0, 'Gegen': 0, '20’000': 0, 'Menschen': 0, 'demonstrieren': 0, 'in': 0, 'Bern': 0, 'der': 0, 'nationalen': 0, 'Kundgebung': 0, 'für': 0, '…': 0}",positive,"[0.016514177, 0.0022545902, 0.9812313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @BDPSchweiz: Ständerat @w_luginbuehl und Parteipräsident @LandoltMartin setzen sich für Lohngleichheit ein und sind auf dem Bundesplatz…,ständerat parteipräsident setzen lohngleichheit bundesplatz,,,,,,,,,,,,,,,,,,,"{'Ständerat': 0.2275, 'und': 0.27, 'Parteipräsident': 0.485, 'setzen': 0, 'sich': 0, 'für': 0, 'Lohngleichheit': 0.735, 'ein': 0, 'sind': 0.37, 'auf': 0.12, 'dem': 0.1, 'Bundesplatz': 0.37, '…': 0}",positive,"[0.18844636, 0.006115876, 0.8054378]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @BDPSchweiz: @LandoltMartin Es gibt mehrere Gründe, weshalb ich mich für Lohngleichheit einsetze. Einerseits hat es mit Anstand und Wert…",geben mehrer gründe weshalb lohngleichheit einsetzen einerseits anstehen wert,,,,,,,,,,,,,,,,,,,"{'Es': 0, 'gibt': 0.08, 'mehrere': 0.32, 'Gründe': 0.14, 'weshalb': 0, 'ich': 0.05, 'mich': 0, 'für': 0, 'Lohngleichheit': 0.23500000000000001, 'einsetze': 0, 'Einerseits': 0.84625, 'hat': 0, 'es': 0, 'mit': 0, 'Anstand': 0.18, 'und': 0.17, 'Wert': 0, '…': 0}",positive,"[0.18552755, 0.016531289, 0.7979412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"Ich hätte nicht geglaubt, dass meine Kolumne vom Mai 2017 so rasch wieder einsatzfähig würde... #Lohngleichheit https://t.co/x8o6s9sqe6 https://t.co/UGvxqcxRsR",glauben kolumne mai rasch einsatzfähig lohngleichheit,,,,,,,,,,,,,,,,,,,"{'Ich': 0.08, 'hätte': 0, 'nicht': 0.08, 'geglaubt': 0.19, 'dass': 0.06, 'meine': 0.06, 'Kolumne': 0.17, 'vom': 0.13, 'Mai': 0.09, 'so': 0.09, 'rasch': 0, 'wieder': 0.12, 'einsatzfähig': 0.19, 'würde': 0.06, '...': 0, 'Lohngleichheit': 0}",positive,"[0.026600422, 0.004474136, 0.9689255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,RT @nau_live: BDP-Präsident @LandoltMartin findet Lohngleichheitsdebatte «gschämig und frustrierend» https://t.co/ZgPC4vFtIK @nau_live,bdp präsident finden lohngleichheitsdebatte gschämig frustrierend,,,,,,,,,,,,,,,,,,,"{'BDP-Präsident': 0.42000000000000004, 'findet': 0.78, 'Lohngleichheitsdebatte': 0.9375, '«': 0, 'gschämig': 0, 'und': 0, 'frustrierend': 0, '»': 0}",negative,"[0.011626945, 0.92194235, 0.06643067]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @BDPSchweiz: Zitat von Werner Luginbühl an der heutigen #Session. #Gleichstellung #Lohngleichheit https://t.co/x8LVgjKX9r,zitat werner luginbühl heutig session gleichstellung lohngleichheit,,,,,,,,,,,,,,,,,,,"{'Zitat': 0.15, 'von': 0.12, 'Werner': 0.15, 'Luginbühl': 0, 'an': 0, 'der': 0, 'heutigen': 0.09, 'Session': 0.23, 'Gleichstellung': 1.0, 'Lohngleichheit': 0}",positive,"[0.01759859, 0.0024966523, 0.9799048]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,positive,"Grossartig: ""Was wird mir zur Last gelegt? Dass ich mich für Lohngleichheit eingesetzt habe?"" https://t.co/TD1hLEO3pc @tagesanzeiger",grossartig lesen legen lohngleichheit einsetzen,,,,,,,,,,,,,,,,,,,"{'Grossartig': 0.12, 'Was': 0, 'wird': 0, 'mir': 0, 'zur': 0, 'Last': 0, 'gelegt': 0, 'Dass': 0, 'ich': 0.08, 'mich': 0, 'für': 0.42, 'Lohngleichheit': 1.0, 'eingesetzt': 0, 'habe': 0}",neutral,"[0.78089565, 0.02505206, 0.19405237]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @appel_egalite: Unsere heutige Medienmitteilung über Lohngleichheit. Aufruf JETZT UNTERSCHREIBEN: https://t.co/DXFfft97Ef https://t.co/l…,heutige medienmitteilung lohngleichheit aufruf unterschreiben,,,,,,,,,,,,,,,,,,,"{'Unsere': 0.17, 'heutige': 0, 'Medienmitteilung': 0.58, 'über': 0, 'Lohngleichheit': 0.455, 'Aufruf': 0, 'JETZT': 0.12, 'UNTERSCHREIBEN': 0.18}",positive,"[0.13126142, 0.003056684, 0.8656819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
