answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,sentiment_tb
0.0,0.0,14.0,-0.7,negative,"RT @eVoteMoratorium: Von SVP bis Chaos Computer Club: Illustres Komitee will E-Voting den Stecker ziehen! 

Jetzt auf @wecollectCH untersch…",svp chaos computer club illuster komitee e voting stecker ziehen untersch,,,,"{'Von': 0.09, 'SVP': 0, 'bis': 0, 'Chaos': 0.11, 'Computer': 0.08, 'Club': 0.08, 'Illustres': 0, 'Komitee': 0.14, 'will': 0, 'E-Voting': 0, 'den': 0.1, 'Stecker': 0.11, 'ziehen': 0, 'Jetzt': 0.73, 'auf': 0.92, 'untersch': 1.0, '…': 0}",neutral,"[0.9135047, 0.06766821, 0.018827137]",,,,,,,,,,negative
100.0,100.0,100.0,1.0,neutral,"RT @narimoldi: Die Volksinitiative ""Für eine sichere und vertrauenswürdige Demokratie (E-Voting-Moratorium)"" wurde heute in Bundesbern vorg…",volksinitiative sicher vertrauenswürdig demokratie e voting moratorium heute bundesbern vorg,,,,"{'Die': 0.29, 'Volksinitiative': 0.58, 'Für': 0.13, 'eine': 0, 'sichere': 0.1, 'und': 0.06, 'vertrauenswürdige': 0.27, 'Demokratie': 0.2, 'E-Voting-Moratorium': 0, 'wurde': 0, 'heute': 0.88, 'in': 0.72, 'Bundesbern': 0.425, 'vorg': 0, '…': 0}",neutral,"[0.9324589, 0.050379183, 0.017161947]",,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @CCC_CH: E-Voting - Bewegung im @kantonaargau:
""Aufgrund der neuen Situation verzichtet der Kanton Aargau auf die für 2019 geplanten E-V…",e voting bewegung aufgrund neu situation verzichten kanton aargau geplant e v,,,,"{'E-Voting': 0, 'Bewegung': 0, 'im': 0, 'Aufgrund': 0.06, 'der': 0.04, 'neuen': 0.09, 'Situation': 0.11, 'verzichtet': 0, 'Kanton': 0.09, 'Aargau': 0.08, 'auf': 0, 'die': 0.04, 'für': 0.02, 'geplanten': 0.07, 'E-V': 0, '…': 0}",neutral,"[0.6059797, 0.11329142, 0.2807289]",,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Und auch die Tagi-Leserinnen und -leser vertrauen E-Voting nicht! @vecirex @blog_fdik_org @tagesanzeiger https://t.co/8WYTtINUkz,tagi leserinnen leser vertrauen e voting,,,,"{'Und': 0.38, 'auch': 0, 'die': 0, 'Tagi-Leserinnen': 0.305, 'und': 0.38, '-leser': 0, 'vertrauen': 0.39, 'E-Voting': 0, 'nicht': 0}",negative,"[0.10735198, 0.86778367, 0.024864295]",,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,«Alle E-Voting-Systeme der Schweiz sind unterwandert» https://t.co/HusnmLm6Q6,all e voting systeme schweiz unterwandern,,,,"{'«': 0, 'Alle': 0, 'E-Voting-Systeme': 0, 'der': 0, 'Schweiz': 0, 'sind': 0, 'unterwandert': 0, '»': 0}",negative,"[0.20341618, 0.7870467, 0.009537106]",,,,,,,,,,neutral
0.0,0.0,0.0,-0.85,negative,RT @srfnews: Ist E-Voting gefährlich für die Demokratie? Trotz Warnungen von IT-Experten hält der Bund an seinen Plänen fest. https://t.co/…,e voting gefährlich demokratie trotzen warnungen it experten halten bund plänen fest,,,,"{'Ist': 0.39, 'E-Voting': 0, 'gefährlich': 0.58, 'für': 0.22, 'die': 0.16, 'Demokratie': 0.54, 'Trotz': 0, 'Warnungen': 0.33, 'von': 0.1, 'IT-Experten': 0, 'hält': 0, 'der': 0.16, 'Bund': 0, 'an': 0, 'seinen': 0, 'Plänen': 0.1, 'fest': 0}",neutral,"[0.5229549, 0.37910578, 0.09793933]",,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,Mein Leserbrief im @landbote gegen #E-Voting vor ein paar Tagen: https://t.co/MjHEEPMyGX,leserbrief e voting paar tagen,,,,"{'Mein': 0.72, 'Leserbrief': 0.64125, 'im': 0, 'gegen': 0.92, 'E-Voting': 0, 'vor': 0, 'ein': 0, 'paar': 0, 'Tagen': 0.23}",neutral,"[0.59486634, 0.33780542, 0.06732829]",,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @FHNWTechnik: Wie sicher ist E-Voting? FHNW-Professor Hannes Lubich zeigt sich in der Sendung @3sat_nano skeptisch und warnt vor den Sic…,sichern e voting fhnw professor hannes lubich zeigen sendung skeptisch warnen sic,,,,"{'Wie': 0, 'sicher': 0.09, 'ist': 0.57, 'E-Voting': 0, 'FHNW-Professor': 0, 'Hannes': 0.19, 'Lubich': 0.24, 'zeigt': 0, 'sich': 0, 'in': 0, 'der': 0.36, 'Sendung': 0, 'skeptisch': 0.54, 'und': 0.63, 'warnt': 1.0, 'vor': 0, 'den': 0.36, 'Sic': 0.38, '…': 0}",neutral,"[0.65352213, 0.28378955, 0.06268831]",,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,@ThomasIsler hat recht: Eine diffuse Begeisterung für Digitales genügt nicht als Grund für die Einführung eines mutmasslich unsicheren E-Voting-Systems! @NZZAS @RuediNoser @FranzGrueter https://t.co/RToplmlDnE,recht diffus begeisterung digital genügen grund einführung mutmasslich unsicher e voting systems,,,,"{'hat': 0, 'recht': 0, 'Eine': 0, 'diffuse': 0.14, 'Begeisterung': 0.09, 'für': 0.1, 'Digitales': 0.07, 'genügt': 0.06, 'nicht': 0.22, 'als': 0.06, 'Grund': 0, 'die': 0.11, 'Einführung': 0.25, 'eines': 0, 'mutmasslich': 0, 'unsicheren': 0, 'E-Voting-Systems': 0}",negative,"[0.08288046, 0.8893932, 0.02772636]",,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @MarcelSigner: «E-Voting wäre das Ende für die Demokratie» darum klar NEIN https://t.co/Ex0EPL4ODO via @tagesanzeiger,e voting ende demokratie darum klaren nein via,,,,"{'«': 0, 'E-Voting': 0, 'wäre': 0, 'das': 0, 'Ende': 0, 'für': 0, 'die': 0, 'Demokratie': 0, '»': 0, 'darum': 0, 'klar': 0, 'NEIN': 0, 'via': 0}",negative,"[0.08238215, 0.88969624, 0.02792161]",,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Eine weitere Bestätigung dafür, dass wir in der #Schweiz das #E-Voting nicht überstürzt einführen sollten:
Hacker sind in das Computersystem der dt. Regierung eingedrungen: https://t.co/POFLvQMjHO https://t.co/POFLvQMjHO",weit bestätigung dafür schweiz e voting überstürzen einfahren sollen hacker computersystem dt regierung eindringen,,,,"{'Eine': 0, 'weitere': 0, 'Bestätigung': 0.28, 'dafür': 0, 'dass': 0.07, 'wir': 0, 'in': 0.34, 'der': 0.04, 'Schweiz': 0.22, 'das': 0.07, 'E-Voting': 0, 'nicht': 0, 'überstürzt': 0, 'einführen': 1.0, 'sollten': 0, 'Hacker': 0, 'sind': 0, 'Computersystem': 0.095, 'dt': 0, 'Regierung': 0.13, 'eingedrungen': 0.13}",neutral,"[0.8539108, 0.12776418, 0.018325016]",,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"""Die Digitalisierung der Urne ist unnötig"", findet #NZZ-Fabian Schäfer: 
https://t.co/AQw9sJodWS

▶ Jetzt unterschreiben: https://t.co/8AIxvynjHV 💪",digitalisierung urne unnötig finden nzz fabian schäfer unterschreiben,,,,,,,"{'Die': 0.07, 'Digitalisierung': 0, 'der': 0.07, 'Urne': 0, 'ist': 0.49, 'unnötig': 1.0, 'findet': 0, 'NZZ-Fabian': 0, 'Schäfer': 0, '▶': 0, 'Jetzt': 0, 'unterschreiben': 0}",negative,"[0.00474244, 0.98984504, 0.005412499]",,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @eVoteMoratorium: Prisca Koller (@PriscaKoller) sagt, dass Digitalisierung eine gute Sache ist - das darf aber nicht heissen, dass alles…",prisca koller sagen digitalisierung gut sache dürfen heissen,,,,,,,"{'Prisca': 0.08, 'Koller': 0.05, 'sagt': 0.24, 'dass': 0.05, 'Digitalisierung': 0, 'eine': 0, 'gute': 0, 'Sache': 0, 'ist': 0.16, 'das': 0.05, 'darf': 0, 'aber': 0.21, 'nicht': 0, 'heissen': 0, 'alles': 0.1, '…': 0}",positive,"[0.0044494877, 0.0015764845, 0.99397403]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Keine Angst vor #Automatisierung und #Digitalisierung haben, sondern Respekt vor der nächsten #Weiterbildung! https://t.co/sC0Th8acSz",angst automatisierung digitalisierung respekt nächst weiterbildung,,,,,,,"{'Keine': 0, 'Angst': 0, 'vor': 0, 'Automatisierung': 0.26, 'und': 0.35, 'Digitalisierung': 0, 'haben': 0, 'sondern': 0.16, 'Respekt': 0.19, 'der': 0.06, 'nächsten': 0.06, 'Weiterbildung': 0}",positive,"[0.37742284, 0.107119, 0.5154582]",,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Ich teile Michael Schoenenbergers Meinung in Bezug auf das vor- und umsichtige Reformieren der Gymi-Ausbildung, obwohl ich sonst fast immer und überall die #Digitalisierung propagiere. @NZZ https://t.co/lslUBXFIte",teile michael schoenenbergers meinung bezug umsichtige reformieren gymi ausbildung obwohl fast immer überall digitalisierung propagieren,,,,,,,"{'Ich': 0.07, 'teile': 0.08, 'Michael': 0.04, 'Schoenenbergers': 0, 'Meinung': 0.06, 'in': 0, 'Bezug': 0, 'auf': 0, 'das': 0, 'vor-': 0, 'und': 0.13, 'umsichtige': 0, 'Reformieren': 0.06, 'der': 0.04, 'Gymi-Ausbildung': 0.055, 'obwohl': 0.12, 'ich': 0.07, 'sonst': 0.1, 'fast': 0, 'immer': 0.1, 'überall': 0, 'die': 0.04, 'Digitalisierung': 0, 'propagiere': 0.84}",neutral,"[0.8276956, 0.013927187, 0.15837714]",,,,,,,positive
100.0,100.0,100.0,0.85,neutral,"Ich freue mich, dass der KantonZürich die #Digitalisierung endlich ernsthaft und durchdacht an die Hand nimmt. https://t.co/uvBNAHoImK",freuen kantonzürich digitalisierung endlich ernsthaft durchdacht hand nehmen,,,,,,,"{'Ich': 0.03, 'freue': 0.03, 'mich': 0, 'dass': 0.06, 'der': 0.08, 'KantonZürich': 0.095, 'die': 0.08, 'Digitalisierung': 0, 'endlich': 0, 'ernsthaft': 0, 'und': 0.13, 'durchdacht': 0, 'an': 0, 'Hand': 0, 'nimmt': 0}",positive,"[0.008045685, 0.0017885932, 0.99016577]",,,,,,,positive
50.0,75.0,57.0,0.0,negative,RT @p_schellenbauer: Meine Sicht der Dinge zu einigen Missverständnissen rund um die Digitalisierung und zum Reformbedarf heute online in d…,sicht dinge missverständnissen rund digitalisierung reformbedarf heute online d,,,,,,,"{'Meine': 0.15, 'Sicht': 0.24, 'der': 0.08, 'Dinge': 0.23, 'zu': 0, 'einigen': 0.34, 'Missverständnissen': 1.0, 'rund': 0, 'um': 0, 'die': 0.08, 'Digitalisierung': 0, 'und': 0.24, 'zum': 0.08, 'Reformbedarf': 0.17, 'heute': 0.11, 'online': 0.21, 'in': 0.09, 'd': 0, '…': 0}",negative,"[0.13229874, 0.827681, 0.04002019]",,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"RT @FDP_Liberalen: FDP: Weniger Bürokratie dank Digitalisierung. So geht #Fortschritt. 
https://t.co/TXu7uo7Fg0",fdp wenig bürokratie danken digitalisierung gehen fortschritt,,,,,,,"{'FDP': 0.09, 'Weniger': 0, 'Bürokratie': 0.17, 'dank': 1.0, 'Digitalisierung': 0, 'So': 0, 'geht': 0, 'Fortschritt': 0.12}",positive,"[0.0038146905, 0.0015675275, 0.99461776]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @uzh_news: UZH-Politikwissenschaftler Uwe Serdült zeigt auf, welches Potenzial die Digitalisierung für unsere Demokratie hat und wie sie…",uzh politikwissenschaftler uwe serdült zeigen welch potenzial digitalisierung demokratie,,,,,,,"{'UZH-Politikwissenschaftler': 0.1225, 'Uwe': 0.1, 'Serdült': 0, 'zeigt': 0, 'auf': 0, 'welches': 0, 'Potenzial': 1.0, 'die': 0, 'Digitalisierung': 0, 'für': 0.29, 'unsere': 0.13, 'Demokratie': 0.36, 'hat': 0, 'und': 0.08, 'wie': 0.17, 'sie': 0, '…': 0}",positive,"[0.0017241705, 0.0021157449, 0.99616003]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Gespräch über #Digitalisierung am digitalen Kaminfeuer - @Marco Salvi: „Möglicher Beruf der Zukunft: der Ver-Big-Data-Analyst“ 😜
https://t.co/GDn80iwWmJ",gespräch digitalisierung digital kaminfeuer salvi möglich beruf zukunft ver big data analyst,,,,,,,"{'Gespräch': 0.38, 'über': 0, 'Digitalisierung': 0, 'am': 0, 'digitalen': 0.13, 'Kaminfeuer': 0, 'Salvi': 0, '„': 0, 'Möglicher': 0, 'Beruf': 0, 'der': 0, 'Zukunft': 0, 'Ver-Big-Data-Analyst': 0, '“': 0}",neutral,"[0.9472421, 0.008827351, 0.043930642]",,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,Spannende Entwicklungen in der Transportbranche. The best is yet to come! #Digitalisierung #NZZ https://t.co/VJPClLfHp2,spannend entwicklungen transportbranche the best is yet to come digitalisierung nzz,,,,,,,"{'Spannende': 0.14, 'Entwicklungen': 0.05, 'in': 0.04, 'der': 0.09, 'Transportbranche': 0.075, 'The': 0.09, 'best': 0.16, 'is': 0.05, 'yet': 0.11, 'to': 0.09, 'come': 0.12, 'Digitalisierung': 0, 'NZZ': 0.33}",positive,"[0.009735656, 0.0036938959, 0.9865704]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @uzh_news: UZH und @UNIGEnews gehen gemeinsame Wege im Bereich der Digitalisierung. https://t.co/ZvB5gpBwlQ https://t.co/FTkfgg2d0l,uzh gehen gemeinsam wege bereich digitalisierung,,,,,,,"{'UZH': 0.43, 'und': 0.83, 'gehen': 0, 'gemeinsame': 0, 'Wege': 0, 'im': 0, 'Bereich': 0, 'der': 0.2, 'Digitalisierung': 0}",neutral,"[0.81852067, 0.003634301, 0.17784503]",,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Erleichterte, digitale Baugesuchseingabe dank #Digitalisierung im @kantonzuerich neuerdings möglich. Fortschritt! https://t.co/PdHHtWvwIa #EGovernment https://t.co/DRck2YuiNi",erleichtern digitale baugesuchseingabe danken digitalisierung neuerdings möglich fortschritt egovernment,,,,,,,"{'Erleichterte': 0, 'digitale': 0.17, 'Baugesuchseingabe': 0.135, 'dank': 0.135, 'Digitalisierung': 0, 'im': 0, 'neuerdings': 0.08, 'möglich': 0.2, 'Fortschritt': 0.1, 'EGovernment': 0.19}",positive,"[0.008373476, 0.0020535102, 0.98957294]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,#Platooning ist der erste Schritt zum fahrerlosen LKW-Verkehr. #Digitalisierung #Zukunft  https://t.co/f3WeLCYLVL,platooning erste schritt fahrerlosen lkw verkehr digitalisierung zukunft,,,,,,,"{'Platooning': 0.09, 'ist': 0.04, 'der': 0.05, 'erste': 0.04, 'Schritt': 0.07, 'zum': 0.05, 'fahrerlosen': 0.14, 'LKW-Verkehr': 0.05500000000000001, 'Digitalisierung': 0, 'Zukunft': 0.2}",neutral,"[0.5463951, 0.050333504, 0.40327138]",,,,,,,neutral
100.0,100.0,100.0,1.0,positive,"Tolle, neuste Lektüre zur #Digitalisierung: https://t.co/bFN7CUGudi",toll neuste lektüre digitalisierung,,,,,,,"{'Tolle': 0.26, 'neuste': 0, 'Lektüre': 0.25, 'zur': 0, 'Digitalisierung': 0}",positive,"[0.07767873, 0.004484423, 0.9178368]",,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"An alle #digital Interessierten: Unterschreibt das digitale Manifest, damit unsere Demokratie mithilfe der #Digitalisierung gestärkt wird! https://t.co/HQkDk91PFC",all digital interessieren unterschreiben digitale manifest demokratie mithilfe digitalisierung stärken,,,,,,,"{'An': 0, 'alle': 0, 'digital': 0.1, 'Interessierten': 0.04, 'Unterschreibt': 0.07, 'das': 0.05, 'digitale': 0.1, 'Manifest': 0, 'damit': 0.04, 'unsere': 0.1, 'Demokratie': 0.12, 'mithilfe': 0, 'der': 0.12, 'Digitalisierung': 0, 'gestärkt': 0.12, 'wird': 0}",positive,"[0.010592851, 0.002612502, 0.98679465]",,,,,,,positive
0.0,0.0,0.0,-0.85,neutral,"Gefährlich! Wer die #Digitalisierung verschläft, wird von der Konkurrenz überholt. https://t.co/5kXBNLF2y6",gefährlich wer digitalisierung verschlafen konkurrenz überholen,,,,,,,"{'Gefährlich': 1.0, 'Wer': 0.13, 'die': 0.09, 'Digitalisierung': 0, 'verschläft': 0, 'wird': 0.2, 'von': 0, 'der': 0.09, 'Konkurrenz': 0, 'überholt': 0}",negative,"[0.01462044, 0.9357572, 0.049622305]",,,,,,,negative
0.0,0.0,0.0,-1.0,neutral,RT @AndreasSchuerer: Digitalisierung zum Zweiten: Sie bedroht das traditionelle Bankenwesen https://t.co/ABbLhzrVuZ via @NZZ,digitalisierung zweit bedrohen traditionell bankenwesen via,,,,,,,"{'Digitalisierung': 0, 'zum': 0, 'Zweiten': 0.3, 'Sie': 0, 'bedroht': 0, 'das': 0, 'traditionelle': 0.2, 'Bankenwesen': 0.27, 'via': 0.17}",positive,"[0.015704295, 0.005219969, 0.9790757]",,,,,,,negative
0.0,0.0,0.0,-1.0,neutral,"Bin fassungslos. Die Lehrerbildung hat keinen Plan, wie sie mit der #Digitalisierung umgehen soll. Bald unterrichten dieSchüler ihre Lehrer! https://t.co/uU9kO8tU52",fassungslos lehrerbildung plan digitalisierung umgehen bald unterrichten dieschüler lehrer,,,,,,,"{'Bin': 0, 'fassungslos': 0.06, 'Die': 0.03, 'Lehrerbildung': 0.05, 'hat': 0, 'keinen': 0, 'Plan': 0.06, 'wie': 0.09, 'sie': 0, 'mit': 0.21, 'der': 0.03, 'Digitalisierung': 0, 'umgehen': 0, 'soll': 0, 'Bald': 0, 'unterrichten': 0, 'dieSchüler': 0.035, 'ihre': 0.02, 'Lehrer': 0}",negative,"[0.3908461, 0.5798231, 0.029330766]",,,,,,,negative
100.0,100.0,100.0,1.0,neutral,Gut so! Die Schweiz soll in Sachen Nutzung der #Digitalisierung weltweit führend werden! https://t.co/w1NFpOMBKw,gut schweiz sachen nutzung digitalisierung weltweit führen,,,,,,,"{'Gut': 0, 'so': 0, 'Die': 0.08, 'Schweiz': 0.1, 'soll': 0, 'in': 0.1, 'Sachen': 0, 'Nutzung': 0.21, 'der': 0.08, 'Digitalisierung': 0, 'weltweit': 0, 'führend': 0, 'werden': 0}",positive,"[0.007324956, 0.0029412103, 0.9897339]",,,,,,,positive
